,dates,chi0484-0000,chi0484-0001,chi0484-0002,chi0484-0003,chi0484-0004,chi0484-0005,chi0484-0006,chi0484-0007,chi0484-0008,chi0484-0009,chi0484-0010,chi0484-0011,chi0484-0012,chi0484-0013,chi0484-0014,chi0484-0015,chi0484-0016,chi0484-0017,chi0484-0018,chi0484-0019,chi0484-0020,chi0484-0021,chi0484-0022,chi0484-0023,chi0484-0024,chi0484-0025
0,1985-01-25 14:06:03+00:00,167.49163573583505,163.7878924284609,182.64021983161805,174.3831573448774,176.3085830895727,164.02762295544494,144.84655154467396,136.15189433083944,,,158.99522658446207,135.6367111717372,139.53153729455366,,,,,160.94929462565608,173.09678958493387,164.3294825996596,173.926121704937,,188.52896647439735,204.44030885631142,200.6694803105028,
1,1986-02-04 14:08:23+00:00,170.84674263373512,154.74844384307113,163.17316902459595,160.94492708131855,162.91939569645683,177.2955186986051,148.70105475623737,110.19315806486559,97.31308147865366,113.55921304620092,124.77995140357436,125.33593054893313,132.18543431661087,132.83052102730963,109.33971179567183,106.8856928430911,135.97331452065796,174.54952431839973,173.06549048110918,165.43535797229453,157.02802461497532,150.71450339305562,157.59057212046162,175.41080429951734,171.70717571141188,160.07773535793135
2,1986-08-15 14:03:05+00:00,172.27870319731846,160.7988114338117,170.32957548013152,150.8055464730187,,,,98.73018729708528,90.95450769236699,102.25153212629057,107.5695781420105,118.68309409149009,121.25233478370212,124.43441622243583,124.98495089622645,122.29408162453372,146.49531166207186,,144.22172646564718,154.513421903948,,,147.8342292066081,,150.02626956598155,147.96448262642872
3,1986-09-16 14:01:57+00:00,172.15989658399343,158.7632289355685,170.4522241381925,158.97041278164596,,,,103.15330747163566,96.75787667335557,110.57668950720289,120.38274347113718,118.54359360670169,112.33634383348334,115.28210769734218,131.15727624925196,131.02378859318483,142.50639784468925,,151.47433927589387,165.4806892008875,176.35496659030125,165.62631582178486,155.11864173381895,156.36898301485476,157.6109109789735,149.7954948524807
4,1986-09-25 13:55:54+00:00,184.18084412594098,169.9695044502555,180.99790362057672,173.66502703678316,,152.2592832825365,136.13043451861708,,,,,,,,,,,171.49960833577828,,,193.40679364717226,,,,,
5,1986-10-02 14:01:27+00:00,155.80216155195455,135.80781079280786,148.27980913178243,140.70332060025586,,,,,,,,,92.22758174590379,,,,104.35252824742392,,136.90851177085207,126.97325732654176,,,141.97312755587913,143.79581295751592,157.18642079723264,138.20442195767183
6,1986-10-18 14:00:56+00:00,174.39499686016447,154.6050845039117,166.11553791462447,152.6531436872787,,120.72568306434394,112.5985332680068,97.23143143125665,102.61793814726187,114.80007939020129,123.91131215020619,122.00333067491442,117.03206834882192,109.98758239823712,132.39816195815695,141.61286522275455,145.614779646331,136.03552780593742,157.73278518146853,156.59889850257068,162.66120577213522,157.1079993885875,164.16791635711562,166.3153941470036,155.025163098299,144.96571395325353
7,1986-11-12 13:54:14+00:00,154.76864624662866,154.5152203028476,170.75192166986264,157.30995774131387,,127.68815883982586,117.80849149522115,112.81467199646163,121.17992898876332,133.28988694832594,141.50275535365714,138.86502567076485,143.07985295833913,134.264735759174,145.50185298331152,148.29210207438535,177.12533259749142,151.14777402675878,178.6265630247494,183.92523640949028,185.8914523254233,183.87178922404837,189.11300424961766,185.86174700242265,173.15502015412062,163.35464910078144
8,1986-12-21 14:00:25+00:00,170.33658882681144,159.65848305568085,168.20801514665482,156.40441576589865,141.59247953884443,,113.8712726456261,117.0469882089374,107.02365134874077,112.53984024547404,125.52437775277433,130.99927884570866,130.28550510959568,124.37175076018626,132.62756881065795,147.5049753749495,175.11637390013573,159.933886301944,155.69510067202157,157.24081955598396,178.55417405811298,198.61837460520454,192.52365375278777,172.83897506409534,160.54761948695574,146.2032999730814
9,1987-01-06 14:00:54+00:00,166.0594727779328,154.7137547398225,167.5185897719669,156.97256620101905,144.26644790597723,136.22376999137137,112.26155244817484,116.00655418926804,110.29275919427165,113.62185848917645,123.4449247482573,139.2594863943025,134.80793063902823,127.99304737290961,139.2291678390972,156.68560140829698,180.77813616043665,152.73650174916904,150.45006417465734,156.29521563565365,172.93200429717584,185.16091333234692,183.82786856398639,169.03047069759188,160.946721450526,144.90062544082454
10,1987-01-15 13:54:59+00:00,172.47060068884454,166.15585510140934,181.45570768717337,174.05836288137638,171.99991671927543,154.25584143158824,148.69957964925229,154.15011986069052,134.56326802310474,142.4146104253066,157.58932677311907,166.24995314120977,163.23705908687074,152.79699914193645,162.51027507374482,175.64182614618656,201.93712189127365,189.53316191928272,189.39919347483752,187.10507176265327,199.01382162562962,213.99286191600524,210.10196015473105,211.49145824282914,190.49825837786437,170.51613248152515
11,1987-01-22 14:01:21+00:00,171.5058684538728,161.60750809550677,176.6695635817487,164.90295036771624,160.602771421789,160.05169906929834,124.67787478128986,139.088181282637,104.30083463736673,111.18766547493117,133.37226054490276,145.07092224410113,148.85413643119162,131.91969571677822,136.07841354587973,152.1946767205933,182.80093577913493,159.38030255972075,162.97869543577013,159.6757481327059,173.23873690458385,182.77443321243337,193.68395617719608,199.88630622638115,179.3298215814567,149.81289209270415
12,1987-01-31 13:55:29+00:00,161.46437630479764,159.9011400132679,168.06913894151805,150.74223248530961,,,,,72.96508584634246,96.69276546733668,115.0673814252179,,,138.62914649161198,136.4330376351642,120.5781593496947,150.85034917553185,,162.75193128232834,162.86743230395828,,,,,,141.3241737099673
13,1987-02-07 14:01:56+00:00,181.477386294827,169.91256674295784,179.87396572298937,174.0079131904382,169.18357184183193,183.97337557793907,,155.82789766401953,117.12811266935816,114.4196099914121,146.7412796216813,158.16590730996066,164.12901347442872,155.0937626676064,140.66608689961373,146.59873783698072,176.6845160139464,194.0181872562396,186.75797159626256,175.26126103225565,186.7800015108011,187.69385052620623,198.24309142507872,207.3555540675483,204.3731373268864,161.78286089075127
14,1998-02-14 14:11:47+00:00,166.42063554752076,166.5224838457097,188.29023736858815,182.35060629654248,175.84077199893088,,122.96081183609834,159.81080958457426,155.40066785031559,155.36756802012346,173.22367925822562,164.67469978865677,159.36873314201728,181.950833870719,,,190.53838727227682,207.90000043956536,244.07662276462088,,,,228.6749950866352,232.07561884529036,220.97716243108928,217.10965576768518
15,1998-02-21 14:17:41+00:00,169.62811041591664,159.74700244543791,169.3828316703052,161.2910691322347,150.13693912860165,152.42390124143168,84.80266466559509,115.38606996954222,126.9023583824791,123.4426945039478,140.6082381549216,130.6215368977896,128.54685992750345,138.89236671187726,157.89002524157613,150.64955269325904,153.3023596014438,171.515683599621,210.37393295445034,209.71260015849367,218.26612411386506,186.72575544818017,186.1077845330616,187.12571004524142,180.19415737645826,177.57414167320715
16,1998-03-09 14:17:57+00:00,169.7380679632977,161.4445269693872,180.63211610818547,162.3480207815518,159.51564298036183,166.14656940048826,151.73722003795626,141.20192736713332,155.27564999307617,156.33846600480223,171.6256699481418,163.64810976787513,146.9161034806857,147.3771858655557,161.0556322644869,158.37762649010716,165.98797860499346,195.15597719145106,248.1424068180253,255.65594476924431,246.10566598801714,,219.4240398423702,214.2176373928476,200.96663739574714,183.51435039644394
17,1998-03-25 14:18:11+00:00,171.290797134591,165.76913772853044,175.07028299562924,163.66851659245842,163.87796612696405,176.1388155343306,160.37328174240494,147.51176822144032,136.0030928763186,148.6744584587859,165.1736889973391,160.8829693354455,147.3291691106158,139.22794263635055,158.28197858834525,159.74864381626466,164.31075236256402,187.67003334071472,234.38790548554013,247.68156742348094,233.4091113277552,218.95257490936194,217.45725935487596,215.7129145674899,192.03828494092141,173.10553653976925
18,1998-06-13 14:19:18+00:00,175.77445073875757,168.55195715244542,176.6386476338869,153.02673738065553,,121.30869641257863,121.16966803200016,126.19962931576325,128.9658583205775,140.9183672238606,154.99456703054767,142.73943839198344,143.4488595108991,143.44862414953164,148.65574946230728,150.5290003757302,171.52305749172655,,224.18584448365797,206.70131500093854,,,204.65078026262023,205.4462377289195,183.8546049111433,159.46293880754837
19,1998-09-17 14:20:13+00:00,175.59710271330528,169.0046909285491,176.4195553226036,164.07449502223503,136.39599486879007,127.90664433350285,111.27266027578652,98.88928785661814,105.93318602814779,125.14533486214442,151.05768579466405,152.87187929896865,166.4809786672299,161.78856339072186,144.05841789510882,149.29542561029496,179.93875966423266,207.74192667277345,196.97089382182043,172.61557281936896,,,173.08801889390003,195.20941442451795,186.70184838290064,149.00883892779956
20,1998-10-28 14:14:08+00:00,128.71178017610458,159.42047914968717,161.97911402726515,171.8261529583651,164.0962426119311,110.0284705770827,99.7240312585215,91.02557571688578,91.1687114733185,,,,,,174.75286221208137,156.05837737098804,157.9297035048429,155.30021786387235,192.5762358327618,206.55239441322195,196.22240620937916,170.47459891174057,165.56363204132455,172.1035578349973,176.31412731276694,157.5837826221405
21,1998-11-29 14:14:40+00:00,159.3242380639216,159.9406403933583,176.47648882650984,178.7617242550449,183.11646740629544,,114.30452613885107,118.0230140900545,134.47124346947712,153.93526770435977,178.82565309707232,176.48907392177068,176.15503190613728,186.66069922972767,191.401247526595,177.7476526559298,187.8409419942262,189.2356335957379,206.28598794832797,209.59024174216694,224.69625639781748,228.6263926619719,215.82042802418007,200.68168606417697,196.0606042666009,182.1438753276266
22,1998-12-06 14:20:24+00:00,163.52458936289813,151.2646852185428,162.6335016380583,159.24255863407666,151.79935854808636,133.449273561867,88.73013249464482,90.66829923757561,95.3506960512191,117.78537628368763,155.2173709184861,155.67904572277956,141.32615868703903,148.16135427396014,167.05279368008343,149.60934284996492,155.04017296691185,161.46335016360595,166.42199143235197,179.42903069355634,192.24283880292316,205.8670485545687,194.62357098789263,179.3885565027787,161.77244101036504,156.64740510895624
23,1998-12-22 14:20:29+00:00,168.58445276707076,158.0594387398438,165.50973959674036,159.93654050498142,150.05629472838777,141.84064327512408,88.07454898144965,101.0319273106638,99.1227297713314,129.0884956096726,158.4114572188196,169.8371014754392,154.72779706111962,134.22592960154165,162.78698944724042,159.38158425718032,157.80361854376744,176.96913909972173,173.62686100731392,178.60361586327883,185.83187282688786,201.85398632965686,206.93254557101065,177.93990984108595,165.0577637802417,154.5251845284613
24,1998-12-31 14:14:46+00:00,158.6842270244107,165.20426347025634,174.13882147139702,170.11475911888746,166.42790916035878,160.41431441852615,119.58551589634737,126.30476653565943,132.06504749459236,156.79488391875088,191.46482337555835,192.7829239430392,178.99288177732402,169.62467757200724,190.7483896039958,188.81896702820765,188.87542539286045,199.38315363503514,212.8706536132369,211.87044967637877,217.1292777213847,213.97434846658814,228.48288241938553,221.42063109841743,206.7676902567346,187.51435938710517
25,1999-01-23 14:20:28+00:00,180.3622578180968,168.3482888433718,181.9559989922052,173.65118699074122,152.160725384941,165.846192817596,128.280040936992,102.53115043176948,103.19289444412101,139.96938973837908,171.95279354728603,168.62589060629796,155.8717446969021,129.66013025305804,159.46939506454004,166.97093032169244,157.5021759802199,168.4502610200233,203.89472052757617,192.87775305861066,180.31755703968759,168.9770154863664,186.0769811965761,215.70765180893136,199.23284922673872,144.89034354297948
