dates,nzd0496-0000,nzd0496-0001,nzd0496-0002,nzd0496-0003,nzd0496-0004,nzd0496-0005,nzd0496-0006,nzd0496-0007,nzd0496-0008,nzd0496-0009,nzd0496-0010,nzd0496-0011,nzd0496-0012,nzd0496-0013,nzd0496-0014,nzd0496-0015,nzd0496-0016,nzd0496-0017,satname
1999-08-26 22:07:32+00:00,305.13,313.59,318.39,312.46,315.78,306.55,300.92,287.52,294.04,290.94,297.92,311.52,317.24,330.85,337.29,335.97,326.94,335.41,L7
1999-11-21 22:13:35+00:00,307.26,311.76,315.45,315.49,320.84,312.90,302.51,296.43,299.60,299.52,306.50,314.16,321.89,334.18,342.48,335.97,326.94,335.41,L7
1999-12-07 22:13:41+00:00,318.35,314.57,315.41,316.85,322.93,311.56,303.92,296.91,299.25,298.95,304.99,315.21,321.83,334.36,342.31,335.88,327.82,335.44,L7
2000-02-18 22:07:16+00:00,318.99,312.55,314.44,314.58,321.66,310.35,302.33,296.11,298.85,299.87,304.90,313.56,320.50,331.05,339.73,331.14,325.50,334.29,L7
2000-02-25 22:13:25+00:00,315.64,307.11,309.21,313.96,323.59,311.32,301.59,297.02,299.10,303.66,307.54,314.07,322.31,330.43,340.45,328.98,327.45,336.86,L7
2000-03-21 22:07:12+00:00,300.30,301.39,305.06,310.61,319.00,308.25,299.00,292.48,291.26,303.66,307.54,314.07,314.77,331.21,340.98,331.85,330.39,342.22,L7
2000-05-08 22:06:44+00:00,296.56,303.04,306.80,313.56,322.76,310.80,301.77,294.61,293.52,304.34,309.61,315.91,318.00,333.15,342.59,333.73,332.20,342.84,L7
2000-05-31 22:12:42+00:00,289.96,301.21,305.41,312.14,321.21,308.20,300.44,291.88,290.40,298.98,305.97,313.31,315.11,329.21,339.30,331.27,331.08,340.76,L7
2000-06-25 22:06:19+00:00,274.22,295.46,302.44,311.59,321.24,309.17,299.91,292.03,290.87,301.52,307.44,313.61,313.92,327.53,338.70,332.76,332.37,342.91,L7
2000-08-03 22:11:55+00:00,274.53,295.56,302.52,311.92,321.92,309.24,299.75,293.04,291.70,301.12,306.27,311.54,313.56,328.60,339.42,333.40,332.48,342.50,L7
2000-08-19 22:11:49+00:00,266.80,293.74,301.02,312.60,324.75,309.05,299.60,295.85,292.17,299.64,302.38,310.67,311.24,326.09,339.21,336.19,333.34,342.47,L7
2000-09-20 22:11:14+00:00,273.48,297.16,303.55,314.38,327.50,310.68,301.88,300.66,297.39,297.16,300.71,308.51,314.39,325.64,338.26,336.83,331.83,339.02,L7
2000-12-18 22:05:01+00:00,282.28,296.83,303.32,313.81,329.42,312.77,304.30,305.31,300.54,300.92,299.96,309.76,315.41,327.49,337.92,339.76,332.56,341.88,L7
2000-12-25 22:11:14+00:00,302.79,302.74,307.00,313.37,329.20,312.16,304.25,306.63,299.88,298.52,297.79,308.35,317.57,328.70,337.38,337.63,331.25,339.22,L7
2001-01-03 22:05:00+00:00,301.22,301.10,305.83,313.11,330.21,313.62,306.19,307.25,301.80,300.73,299.96,310.39,317.57,328.70,337.38,337.63,331.25,339.22,L7
2001-01-26 22:11:18+00:00,300.96,301.26,306.15,313.63,329.28,313.13,305.24,306.26,301.86,301.01,301.43,311.74,320.01,330.97,338.28,336.67,330.20,338.47,L7
