dates,satname,nzd0496-0000,nzd0496-0001,nzd0496-0002,nzd0496-0003,nzd0496-0004,nzd0496-0005,nzd0496-0006,nzd0496-0007,nzd0496-0008,nzd0496-0009,nzd0496-0010,nzd0496-0011,nzd0496-0012,nzd0496-0013,nzd0496-0014,nzd0496-0015,nzd0496-0016,nzd0496-0017
1999-08-26 22:07:32+00:00,L7,308.62,317.71,321.79,319.26,325.49,314.55,308.92,295.08,303.11,301.40,306.99,320.02,326.95,339.92,344.45,342.77,334.10,343.91
1999-11-21 22:13:35+00:00,L7,310.99,311.82,314.07,321.62,330.33,322.91,307.75,308.78,309.28,312.88,319.21,320.69,330.98,341.64,350.93,,,
1999-12-07 22:13:41+00:00,L7,343.80,324.06,318.51,325.96,336.24,316.41,314.28,304.99,307.08,307.65,310.51,325.30,330.84,343.26,348.72,342.20,335.45,343.47
2000-02-18 22:07:16+00:00,L7,324.81,311.09,315.32,315.38,328.73,315.64,306.48,302.12,307.78,314.32,314.75,318.13,327.35,331.22,339.96,329.26,328.86,341.49
2000-02-25 22:13:25+00:00,L7,289.73,289.47,295.54,306.07,317.90,305.86,293.37,286.86,289.83,300.12,303.30,308.68,318.93,323.20,336.09,325.57,328.68,338.26
2000-03-21 22:07:12+00:00,L7,243.36,283.74,292.76,305.81,312.96,306.10,298.78,283.89,271.41,,,,296.90,345.78,352.16,349.05,348.26,369.05
2000-05-08 22:06:44+00:00,L7,277.46,310.82,315.11,327.55,340.42,322.57,314.69,304.35,303.73,305.79,316.80,322.23,332.99,341.78,349.76,340.47,338.57,344.31
2000-05-31 22:12:42+00:00,L7,271.31,300.78,305.68,312.98,320.87,307.19,299.65,292.26,290.42,285.93,300.87,307.60,313.49,317.86,331.09,321.99,328.64,334.14
2000-06-25 22:06:19+00:00,L7,243.08,282.09,294.56,310.33,318.85,307.76,296.59,292.27,293.52,301.44,301.45,311.42,306.14,316.80,332.18,338.83,330.28,340.97
2000-08-03 22:11:55+00:00,L7,278.21,298.31,304.74,317.49,331.16,313.90,303.02,303.11,301.49,304.68,305.24,305.66,316.53,339.82,347.52,340.80,336.90,344.55
2000-08-19 22:11:49+00:00,L7,499.77,449.72,434.83,433.37,340.83,307.96,299.13,315.77,303.85,297.10,284.19,306.15,303.40,306.46,332.80,343.39,329.23,334.53
2000-09-20 22:11:14+00:00,L7,294.09,290.00,294.49,297.23,306.99,299.86,293.42,291.62,285.85,281.72,290.25,292.88,307.94,325.66,331.88,331.43,323.05,330.48
2000-12-18 22:05:01+00:00,L7,305.04,306.61,311.01,313.17,328.13,316.97,311.92,307.35,298.26,296.89,298.94,314.18,321.87,328.96,329.64,329.57,327.75,340.37
2000-12-25 22:11:14+00:00,L7,331.69,313.49,315.65,321.39,336.05,319.78,311.40,313.06,307.27,309.11,307.64,320.40,335.23,339.92,342.95,340.95,337.20,343.69
2001-01-03 22:05:00+00:00,L7,291.81,290.82,298.10,305.98,326.54,313.72,308.73,303.58,303.25,302.41,302.70,312.92,,,,,,
2001-01-26 22:11:18+00:00,L7,302.51,305.49,310.58,321.85,331.67,316.80,306.15,306.55,309.72,311.34,317.72,326.87,340.26,349.83,348.65,337.46,330.88,341.69
2001-03-08 22:04:56+00:00,L7,365.21,336.74,334.03,340.13,346.46,340.50,333.78,334.50,332.07,334.70,337.87,344.08,345.08,355.31,357.20,355.71,355.03,367.35
