,dates,aus0249-0000,aus0249-0001,aus0249-0002,aus0249-0003,aus0249-0004,aus0249-0005,aus0249-0006,aus0249-0007,aus0249-0008,aus0249-0009,aus0249-0010,aus0249-0011,aus0249-0012,aus0249-0013,aus0249-0014,aus0249-0015,aus0249-0016,aus0249-0017,aus0249-0018
0,1987-05-22 23:08:08+00:00,152.09960206565063,168.94285749531957,169.81712988477827,173.42891602192933,174.3351014228977,183.35891275987325,191.77804924123222,191.60844349486865,202.69045756186813,204.18422601956593,218.97903248075167,210.1994540848281,226.44793049936607,215.4833897697879,216.90553195725607,211.5572607416829,215.5674245184386,202.29293013575906,222.84064082062423
1,1987-07-16 23:15:29+00:00,166.5038225062703,192.79703571844965,189.8692369011889,190.54556680390516,197.6471363721181,199.2938167145763,204.49946658659076,210.1733775513905,223.42053859190239,219.84000646529176,233.87771515912942,233.69857077350895,235.64388228578554,226.18411193506995,215.6163242839587,214.51606720756345,207.75445290145458,195.16448892487256,224.10811549578173
2,1987-10-04 23:17:34+00:00,,,,,,,,,,,,,,,,,,,
3,1987-10-13 23:11:33+00:00,203.88962444738237,222.049957558438,211.7474040801779,210.91010251249926,211.82166018543023,218.0213311220964,221.2218332146241,223.70003309376983,226.325382859431,223.48810460474255,227.60443166412855,221.6739562330473,218.78900790466548,217.1639542517981,200.36713338378738,198.4819818292993,198.4287861174273,183.95294154032752,216.44584187931218
4,1987-10-29 23:11:49+00:00,193.3231293014804,219.65877647748857,209.79970771708906,219.94476782743163,213.78300381059069,214.4935297239304,207.44320100090872,209.6743070672651,218.62565459368432,211.64003144827396,219.85998264827856,213.60789593412383,208.38312294362288,208.18645087591946,200.57566402924502,202.46318971113965,196.43561654054392,183.61281794982492,221.49706647745808
5,1987-11-14 23:12:11+00:00,180.17662102470422,206.27585525523722,202.21462226854004,209.29108931884886,210.90586235820865,198.86542570116342,197.7906497814974,201.16038583114096,211.73675563507933,207.0852692869759,209.8750331486288,209.2922606314146,210.53664645046698,205.67194173318342,193.5679917022102,189.1641772358456,193.11671524016904,177.93235073530948,212.13462409305893
6,1987-11-21 23:18:29+00:00,,,,,,,185.2076525612917,185.62667712322525,190.77701614786082,188.34579643335837,191.0991455946804,187.5953968058584,189.92960415164248,193.56551185104433,174.27070342604276,182.45886871016378,185.05234578191354,172.82322170463607,
7,1988-01-08 23:19:14+00:00,202.4304357093843,202.09056651206862,198.4210251696902,200.5351120120023,202.08354965347735,203.98492048338414,209.80016038557955,208.11961220617434,205.162374689123,212.01658205210566,214.74450005015984,205.73007378179457,206.7423310986623,207.69492520643112,202.9888548206463,210.0304355233036,206.1610878911025,192.2311977057014,204.74809470110463
8,1988-01-17 23:13:14+00:00,162.55483134591947,182.1954816899898,181.48285865016928,177.84842879855896,182.99079468058812,185.6309644967895,186.27854115009416,181.00251972420273,188.85449789373752,185.05692627199485,192.29045543941442,184.23136512280632,186.9695895535878,187.09664315602316,187.48962411125814,191.0509215012377,188.12491589028042,174.02012586096083,185.32058696755945
9,1988-01-24 23:19:32+00:00,,,,,,,,,,,,,,,,,,,
