,dates,usa_HI_0002-0000,usa_HI_0002-0001,usa_HI_0002-0002,usa_HI_0002-0003,usa_HI_0002-0004,usa_HI_0002-0005,usa_HI_0002-0006,usa_HI_0002-0007,usa_HI_0002-0008
0,1990-08-28 20:08:09+00:00,,,,,,192.319787816128,200.28051723270616,204.2886226263578,210.89803834592593
1,1999-08-29 20:41:13+00:00,212.40700845151235,208.01337373038206,206.06969116960377,197.68013188279375,194.0780209956444,199.66791183093258,203.01210600582831,212.17578878555975,206.90515518107802
2,1999-09-14 20:41:06+00:00,219.11341365513735,210.28774497147197,210.3243940587749,196.56158483179647,198.58471409551055,200.35032691731877,202.66757655916982,211.0508564020411,208.71736074743902
3,1999-09-30 20:41:18+00:00,217.17030956100265,210.16534889547427,206.02013351503442,192.79889180118442,196.8192647698698,196.0964245978566,201.827172260917,210.81878962157072,208.68814484465207
4,1999-12-19 20:41:12+00:00,204.24535626474582,209.2131352216819,208.95284310111072,199.7917268519495,200.31056936367648,205.55594724143728,221.35070993261215,223.69375376451143,223.32831194830425
5,2000-01-04 20:41:06+00:00,,,,,,,,,206.71043686072312
6,2000-02-21 20:40:54+00:00,221.88145430769916,213.3948846367298,206.7966920690326,203.8262678552993,201.89063515992254,206.7000729073533,213.17536665589085,213.84844331354606,218.81382520878586
7,2000-05-27 20:40:14+00:00,222.56213218466888,209.78646084163185,219.13566345290906,201.60057394261258,199.7922453741422,204.75894359247062,205.15120975367,208.4057381139667,211.9147985293457
8,2000-06-12 20:40:08+00:00,,,,,,,,210.29135521276027,205.68255927010225
9,2000-06-28 20:39:57+00:00,189.2179343949313,183.46189915379725,194.24657664407934,186.47160097813065,182.95972194291244,190.03581059774163,188.44667136012458,195.96680241558985,191.89194036314026
10,2000-09-16 20:38:49+00:00,203.1447736567203,196.2544046833578,196.93838047258382,194.84687772261933,197.45010183339605,205.9845900630223,208.79485492089194,217.60764751441695,209.4722505724511
11,2000-10-02 20:38:42+00:00,209.3926461587363,191.36103244045248,190.28197742574378,190.21301225630575,192.5218215753842,199.42408358917902,212.27408203194688,209.17080329102598,212.22661495116245
12,2000-11-19 20:38:36+00:00,,,,210.52421201453365,198.72612370776108,,,213.53600314071542,210.17043252093333
13,2001-01-06 20:38:42+00:00,230.16596552707938,210.90901350585673,211.96377942537973,207.7682030311851,188.94240266807083,,,188.81552400563976,
14,2001-01-22 20:38:48+00:00,229.03312178402487,214.18977028164971,215.18121757048442,206.71901548381788,201.3486238225022,204.3036934061466,217.1973097424994,216.9492340998084,215.86715134819488
