,dates,per0067-0000,per0067-0001,per0067-0002,per0067-0003,per0067-0004,per0067-0005,per0067-0006,per0067-0007,per0067-0008,per0067-0009,per0067-0010,per0067-0011,per0067-0012,per0067-0013,per0067-0014,per0067-0015,per0067-0016,per0067-0017,per0067-0018,per0067-0019,per0067-0020,per0067-0021,per0067-0022,per0067-0023,per0067-0024
0,1985-09-28 14:57:26+00:00,,,,,,,,,,,,,,,,,,,,,,,211.92503390160323,211.5119041272874,208.67766252203768
1,1986-02-19 14:54:53+00:00,286.5516003275695,284.9478377440894,291.8280705370052,293.5170776909003,297.02860278268224,302.36631235324234,299.91849138010383,295.5225772591722,292.7559129247777,288.1344524370235,283.0251406196969,277.86596027693275,272.8803750476866,270.5582898124291,264.13025565098246,255.84113825181612,248.53565515382365,235.32954796365146,231.16960277959274,230.4969142225902,230.0426730616988,232.32628765661647,236.18918362794653,222.7942880318168,211.0938125570974
2,1986-04-24 14:53:30+00:00,290.7848757044198,290.7979228959173,294.2974849456456,295.30056709553133,300.03570813065136,299.64341395262136,296.44228028902944,296.6959927688521,292.40819251972766,285.0900774411909,285.31825802951585,283.6995221608727,275.20214353351776,268.2634147991223,258.6017599080651,242.50268256553167,242.92852690667883,244.21358981661245,235.38079092719656,232.08684491482379,230.96179222731405,211.85849324850358,229.50099951335673,226.76984913068478,227.33703418607013
3,1986-09-15 14:48:50+00:00,260.9005857370106,270.5719211374643,273.04036278386866,277.74835149185185,282.28348152087426,291.28517118519375,291.67180800696633,286.27567269371195,283.2491391812572,275.5554949079003,273.6169576953886,268.6321058126012,265.73453883505385,265.72612077859065,256.3866070111122,242.61593681761445,237.2362189686641,236.80886625749324,235.67938817847428,237.4058979750542,231.60277462951206,227.4210436603242,230.47181487922043,226.95990471996888,222.7704463568019
4,1987-03-26 14:50:34+00:00,291.7988765042209,297.18097587669854,302.7758743521301,304.39907005120136,303.28786931099035,306.6046529080527,306.8670685540786,304.48139453882663,305.2515284954402,304.1247396239927,301.6508166694728,291.8778246923807,281.40971316702485,275.72508027929285,269.01009692014975,267.7504987167497,264.89570477789067,262.27018339787287,263.04256970845245,254.70444733904603,252.38898282002484,252.55478863254675,251.3899899682044,240.15198757306183,229.70314029383928
5,1991-04-22 14:50:18+00:00,186.97530323464127,,177.4500271049558,174.64174981231804,,186.4343206504893,,184.96243818897923,197.35030759659426,,191.2879563326047,191.3665175133366,,,,,174.45777234735118,,,,,,,,
6,1991-07-11 14:51:29+00:00,168.061222581564,,160.4728224588323,158.9066080921141,,164.63392033549488,,,173.067815737987,,179.12583746102786,,,,,,153.79422075676604,,,,,,,,
7,1991-11-16 14:52:30+00:00,203.24751335550462,207.2270709075084,199.94472429869467,192.53417587254975,195.71039030910907,200.51960869650102,190.59187681868548,195.41761542725212,207.24180275613472,206.49609602123,203.74689485645072,205.27150488623363,200.12994560821375,199.84934297283397,190.53311926214027,185.5529083670255,185.2415766062112,184.60871747475,179.65280996317347,179.69922819450352,182.2392345387764,192.65896949737527,202.27369400261952,204.01957489907795,196.14759662502405
8,1993-04-11 14:50:35+00:00,177.24132245615604,169.7181109041801,169.0851020317254,167.8903471915071,169.1238134988182,176.77630600577223,176.39545403788048,187.59463730922187,189.00901599364573,187.7917091995409,186.06174524347722,185.48571341753495,184.46575348034946,185.99737740311716,177.19939820105284,177.94013214111146,175.51089810490777,162.0058302287327,154.26296350406014,154.21861576846297,154.2613977167439,163.29115259195785,172.06251259100742,170.5498830926361,162.13595625078023
9,1993-10-04 14:50:33+00:00,187.80372640630927,189.71084244939578,188.68476216310683,181.77434961588742,186.0167097937361,186.66241481683377,182.88443089261864,191.06517134870637,191.59261416038402,191.33422189942456,194.14412393848107,196.09401897923033,194.82499208120325,194.3545280549422,189.11876948214703,183.53881079895513,184.01841058106334,184.7561994425905,172.2288677774257,177.7922584636079,166.34798886758165,173.32225809870033,176.6737889882097,178.01400730329584,184.3754676386838
