,dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114
0,1999-08-05 21:47:23+00:00,,,,,,213.71433068944418,194.2935374643441,200.74278651278453,209.31276478214744,206.39451340874254,213.87778815931415,218.69006578182254,225.73573017590635,228.54050499518124,239.58704257785857,231.11274049866935,,,,226.01709759427382,235.08488981368427,232.58229888124131,237.91313618690035,245.64194705913863,241.1029552319634,231.11071047071968,,,,,,,222.01618498838874,,219.18008347822698,,231.75291807372042,239.06057811571534,251.12370682169816,247.47073891827134,243.1861385082773,237.51474198412288,250.72442859961453,255.3755731177774,263.520354057113,263.4644948881416,264.53896775663367,257.34436533922747,,273.6573376672365,271.9451310431842,266.6950899999893,249.3644433786129,245.29357319849566,251.08392073937554,251.77187273608897,251.61333624136543,252.1344291520974,248.40003894668766,241.5263598656981,224.6480070666307,225.9870676365452,214.60747227843015,,,,211.02782039384644,208.19479828639138,194.58414327503965,204.06491968091078,,205.99969715183065,202.33324565377845,184.06996113969382,181.8401966720463,174.51418370214333,168.40846940894994,,174.78375846927074,178.2339938172141,177.0341909930225,,189.13579644341448,,178.9299551360842,,179.88249819677108,187.81713846512696,185.58014350757037,192.53270568453942,197.29627267920364,202.8664980408009,191.859461855882,,182.30944873659465,,,205.8567844819298,212.07271592125903,,229.36524301559697,239.70033164658534,,,,196.38681095237663,,,,,,,178.89679242120587,157.227164786573,171.38405194465406
1,1999-08-12 21:53:32+00:00,258.94839565019345,265.32943872551937,261.65163883235005,245.12852136698567,232.0487252192049,222.39665722542378,220.16046890442294,220.22593727141563,223.3886848753859,231.83960294230238,241.9495288048775,242.6702075099083,248.87145097857504,258.96297661419584,266.6539683429838,260.6800340872771,261.15567036673116,260.6132102182392,253.49785515200094,251.23501170821956,254.1898797059674,254.79402248419657,260.3272143769388,256.88466190589713,259.30155537479567,262.0864853564959,274.18145536937783,278.9977565124321,269.9707606741612,270.5330400512261,256.8085701960949,263.2396661850789,254.02577584214035,247.74736878397002,242.62244699932776,253.65139325065306,255.77632193453186,266.7072757851939,256.6100770351717,250.71655756815184,247.06559780377833,249.81375901130522,256.6764209171387,284.9107929618222,291.1009795922262,286.3864069946383,281.231385551637,268.2436387814676,275.25168436436905,286.1087374795628,294.88436822285183,284.3410527269308,269.6566574410729,260.2584932358594,262.00437496444596,267.0506882476811,263.0221461337889,271.3435325566243,275.5999852985503,252.69258844938264,234.59960273739543,223.4501339783523,229.231750495576,250.62403263627803,254.08168570962553,251.46631666158163,239.94044885422846,215.01731412629138,219.10064764230592,218.56566568676752,232.1483311006829,229.1926766425125,221.12749097226768,200.6174323036469,194.6549108751768,191.28756607275562,184.17324731722093,194.1926538984272,194.65274799488012,199.46657450859817,198.688034276786,201.46721488904754,195.75815113296304,190.79446472793703,187.36977984178765,,194.5875103324412,204.32813944682556,207.21137110531197,214.47038525164095,216.22931366373433,212.79715568032117,207.26833713088752,195.71856073435174,197.28418716875785,212.3460641607602,222.41941574205683,230.65174287858466,239.20019933209377,247.813152729013,257.0044784850367,258.00906824667254,239.61899170841832,,,,214.72153323940347,211.91255854444034,206.33443943430382,177.72420789533396,178.8731763025094,200.39289748636043,192.5551939318481,174.28813526773703,177.942484203543
2,1999-08-21 21:47:20+00:00,256.5035895289962,,239.42844889317996,237.50866760389815,229.87607606636013,222.0112026777892,209.01730394855133,,213.65128922462682,224.54310873877193,228.68987112146417,236.21235627531368,248.5499767102073,256.0076794219239,260.46311735523176,257.89785554881297,258.14432462191195,253.89818516002006,250.85414967957504,252.4131298918804,247.3867336701621,245.8022531962677,254.84971002941708,252.5170796516421,264.5033005311331,267.46752677920966,267.95624383296405,275.15882072680705,270.0290166227096,264.86271303235804,259.7130852731319,260.95042123377044,252.31898195138874,242.49406105114323,243.5724503140261,246.96541379182284,252.06924140524902,253.53424222833362,246.77851801981214,253.29477797357217,249.04371992744476,251.31266481293764,273.85007047132626,281.22883560968086,282.81064881420866,282.6211235933938,268.62891159121926,268.1992247741158,264.3170464399025,284.42155986761094,281.9413838402848,273.8018227913893,258.85624287101354,251.8391250609819,261.053655274495,264.26424997532143,267.6309253590454,272.8240406770655,269.89968829803377,247.61368725403773,227.84870580006768,226.6166055786444,233.4882559068368,226.17860073261048,242.4475225633258,246.07987401553387,235.62869171331855,214.0517063799788,210.58098610519522,215.8868509580415,215.4081069256798,226.97339883147396,222.4819139694725,203.07635141560726,199.8383482384252,192.01749567332692,183.9644786221293,177.3032135023984,,202.60305025022362,199.6279736046619,198.32516884264598,197.80346781312684,197.74787201790846,196.82003235299018,,,,203.46427944530518,,,209.03224405318971,201.57207610419036,203.02982761966462,203.0115690106742,214.0919913747146,222.0803387177638,227.7724666687168,236.46275697167093,247.0433065525482,253.28169799135432,251.7245305932434,234.4560069895613,,,216.14556959506194,215.8460256830969,218.0025765472493,200.53684927681292,182.21339203171414,185.93195222145164,199.4846100333006,186.94162608158246,165.25903546555696,178.56326293761595
3,1999-09-22 21:47:24+00:00,260.477823222708,275.9718795579517,257.6365538755301,248.73234630130068,248.8380726644141,231.45064541642776,236.63149631325936,231.96248780976964,227.4533728096903,240.79914073803732,236.52130100587723,243.34557798426567,250.8216469334391,262.422039152457,268.68339928667064,271.4819829053576,265.10788099537405,257.7601031069002,264.7884128989839,255.99638185700363,257.04295421771496,257.6340310711398,260.37340100777124,263.148052773628,261.3125678152163,277.1005901346532,276.9863983258341,275.07946207578294,269.1938134370475,252.28023197455812,255.8148195169289,288.1706402971375,278.25036784666383,273.0750916024332,258.6161889104504,261.493419904482,258.0390889776854,258.4739090585424,257.4299129714444,273.41321620248823,,,287.9264440437301,296.1562405567599,281.5062056905176,279.0063743075762,282.09650985413896,298.3489989669957,287.26200010589923,285.71902325683465,282.34120245739206,287.5866074641389,276.668010559682,269.30844907546236,262.74730169758976,263.6281090181328,267.3446710907508,267.7598159266345,252.31464297151774,250.94180110129892,241.27035499557127,245.00374996779732,261.55792078610114,256.58482239368743,246.29656208983354,242.0843249694224,252.15372674068288,231.99797182762103,228.3958410132142,225.89208205454142,221.96838546738977,232.95994767336805,241.20415976151824,229.71164503411825,221.7714643938816,182.29303025495247,180.84359201240056,203.65493055193485,,231.04302773783274,222.2571489740061,223.70802809355257,,214.07061041631755,209.00167898741068,,,215.2753027611433,,206.99244474989803,209.18581422707558,212.9336539154651,211.56508772464937,209.73371246518883,,228.74619098755636,237.53284271366408,,,,266.3177476438939,258.46611738410616,,,,237.56888404810937,217.66946409616452,206.86044596943535,202.1307437954786,185.8638439822081,177.3588639945211,,,179.24485989908658,196.22317442727856
4,1999-09-29 21:53:40+00:00,,,257.1506351696691,244.43816656222882,240.79780235478748,232.56108633823422,,,216.17936590773868,,225.33237835742577,,,,,,,,,244.63174243552214,247.56342008118915,253.29714166137086,250.426659778249,257.30393150393814,257.7802683099549,,,268.8389777622813,,250.9553516539374,254.62685150758628,,255.07032259335574,,,,,,239.98095484919557,,249.41569615713473,264.0244046686641,,,271.5634472223463,270.46044089003664,273.43264057902513,,,,,,,,259.8322003312609,264.3781780787057,263.75834897458725,263.8324851452405,256.98184076056197,251.38722591938844,239.1667531558905,238.8704454794815,,,,,,,,,,,,,,179.8988384918732,181.2350334775137,185.216799704606,189.96665724033485,,,,200.9151261306217,,,,201.4786067481075,,200.8906249911699,,,,,,203.44478648250248,,,230.83373655023462,235.62168719979076,243.50471050453623,,,,,,,,,,,,,195.92611825355849,,
5,1999-10-24 21:47:20+00:00,269.8722414817543,281.5335321325262,282.00282014001425,,,,270.8187875889707,260.52297894207567,267.09973455411125,275.0991161352763,,277.6057808732148,,295.2334170845038,301.23885531185147,308.09693970398143,304.4656367571835,284.1190055600397,286.77411083821823,280.2656011849399,,270.36357849952026,277.4837413565699,279.5534383129525,287.4079239684382,297.56875935531866,299.56264930797215,305.33896534756985,292.83692360943894,284.16603878803494,278.90160038441775,276.11360014417585,269.0168071765035,264.8044256986721,258.7266946967234,261.20577026518043,262.40386308447745,266.2231122224798,,312.73898562300496,,307.9662256795327,303.2441197989412,298.38701339741885,291.251483503587,295.4592390154374,292.75064857117087,313.2969775392278,307.04644601394506,304.07160561380437,293.0490713301259,294.7096246778935,299.69543271471105,281.4213836519199,279.40349864572846,294.697914137525,292.26783259511933,282.1916435797958,286.0762706100462,278.59440936082683,281.04731851637376,,267.6702876552993,259.11060935137886,257.56633586286847,260.7116245868064,254.84941389554243,246.84017030495582,250.67791317460822,255.05629176165476,,253.6471002236842,280.14444719875786,265.2327495263723,249.48624812546095,,217.46043974486227,,228.73500347355437,230.57004859581687,234.71222501102557,234.16198524120864,,239.73361637367998,229.48410900790134,,,223.74930172501587,211.0718953162436,216.17717585311257,206.4782894923009,213.4144339454793,242.7172495294312,,,,,,,,,,,,,231.62534764460082,219.12282620732168,209.82898705051574,208.29339743755878,193.78374703896043,182.2759768860347,220.34198664017705,,178.1847304259068,182.9564078583505
6,1999-10-31 21:53:08+00:00,261.7552242149962,272.9220180236401,275.2079837194309,259.1145421381194,255.85919021278482,252.7575158096661,271.9154048780081,276.1611603464757,281.4617766754549,276.9545209932454,280.83452719600007,278.4474332391896,270.2343022538554,272.15667480341637,280.542302079718,278.7517320140267,269.7108569401755,262.4569930098224,263.301422182908,261.28300302858133,259.05526098507374,272.59600341123956,277.6819022972201,286.9748500492336,287.5726490811833,302.95108108289895,307.7228823105975,313.27877472804346,305.8208673015757,281.270542685948,270.9995485424768,265.9043676063977,259.660707422533,259.5410305189485,255.482013629253,266.91513136246243,262.9969757971907,260.6670765663611,262.52429892385925,273.7912569193233,285.1429772611492,297.701778536127,290.63357553118396,291.81767700721196,298.24252757845403,296.74693820702237,295.97600892996684,300.21120169954025,290.5089245755193,292.69889281700824,293.09279211633617,284.8744897289297,286.54957178347104,276.08071428130603,282.09054065067727,279.7479184671723,282.4414140224961,277.28732763538034,276.7038316937948,271.274477917526,264.05485119826994,261.78667919339125,254.53232550125932,249.90779020745103,,246.3042204490089,246.33289831203928,240.1135753827907,238.43748870412435,238.84416418181735,242.058987175935,241.48367147273933,239.07489144317032,229.09971312222544,224.6128685467373,211.7848691627575,214.49403033203168,214.71637946971344,212.16073088352803,216.81243406653783,,226.10157578462747,219.92726958659551,217.65213137033862,217.8377948255025,217.93954388989235,217.65771479477948,221.10968763533617,213.67061799569524,,207.9069442490021,212.79198601114763,,235.82089255423222,233.60751497742723,242.34246784546625,249.38205926262503,258.04738089417634,256.1340184043317,273.4619192974772,275.4669849742965,292.2320688371536,288.0029239314988,258.06755514634824,252.42206703085742,232.06992283979056,224.56931059813527,215.58754272350163,206.4819999433822,,,200.49722617100184,196.0697833817246,167.41654032716104,
7,1999-11-16 21:53:32+00:00,276.31132967841626,281.7632972809927,275.9245688709455,265.19108671261176,256.31099623898575,252.89846889512026,257.0244424387675,264.77097708380654,261.2982400631896,265.4131586120691,271.1498236228344,271.8442583798083,282.8672163090436,284.16654484136194,294.8804943142999,298.70217915554855,289.6759440648243,279.9429394195505,274.95400381797225,269.40802071916954,269.08588480342746,265.55868110997153,262.94506744928754,269.7101994746417,282.22762886291883,287.7532968998256,292.3973641051119,301.3129890241435,299.2835481312927,287.6173539402243,279.2481301125668,278.3380936131296,268.91097750210156,269.23444798457723,269.57163709269514,266.56550471124683,265.42139125290123,273.74002246437857,278.40040121548964,272.9192620835522,278.56464458745495,278.0871113861054,276.8084041715161,282.3062644899745,291.4911432555613,308.3556229833473,309.5771417968878,303.8644247852919,288.6957540957525,284.1477566800561,283.3844278360297,275.5186855220816,271.59458770662934,268.0741254707597,272.60915955730417,277.8063860580996,278.4867120132947,282.1410548192367,277.9035226593575,274.18052999057636,266.5948941712379,264.7306287370073,253.01891067868996,246.37406574805402,244.23289761533863,255.4895188382299,251.20139415138277,246.52888391132592,234.42097803539644,244.46333410369937,257.46073944617507,256.1113794513619,255.69408343492273,245.66381737761816,235.96207208946507,221.39504447328878,207.46135590774992,215.5069680827497,208.4444847228858,,224.95157717640234,237.49564243353962,234.8088012913506,242.6408071201785,239.81003583403805,234.46708290234918,231.90045418331303,228.92419349164248,221.42418889411954,210.80829512036541,205.54283354993743,212.9078972981342,,,,,252.18454687439868,,,,,300.9951985765479,293.17648569102244,271.4768384846383,246.52888958706802,236.55065415013905,236.59133970482586,226.280919276041,218.20880071411315,208.04343051590067,199.68079575527864,217.91735619938308,201.41475920876348,183.76966950890971,178.430370435579
8,2000-01-19 21:53:25+00:00,254.61081542046574,262.70011439925935,275.20398666562704,266.5182614907224,253.4491757131257,245.1067074497964,253.72411210664436,250.8203506614787,227.05837045223174,232.08971375275638,250.69424453789398,254.8770068560574,255.53117625173317,248.49693328590396,254.5138412089976,252.0983167095697,251.77490176026387,255.47174846699383,239.52554505164755,240.89781732732447,243.1106658745588,238.53042260207377,246.81470377910202,250.65745137221785,259.6196303546413,285.7595269207262,287.59432956902594,288.23711718403,259.7717288119833,270.58171190507596,270.836996355514,247.52342927999356,236.20214057418428,260.2483397105785,263.6493716530555,272.27025940006905,276.1273377923082,268.3530573077846,264.110654113442,266.8488060971246,251.07883491100537,249.25791084395885,269.11055303420454,284.4007616739784,285.13048412647396,277.9732851279136,283.0343828892395,284.0149614287949,283.33318514247554,284.6608577380437,283.5412974877355,265.46762176334397,256.09116390833043,272.22971206749173,263.56380474945075,258.27342694207425,266.441317689477,264.1126538153153,265.20288590553207,258.63481253363494,261.12057075654576,273.85823662720566,,257.0965077995606,260.1123912791414,255.68097632448712,252.26158986820934,248.01556291963016,236.0936778616338,235.02977071037571,222.76141591392238,228.86908961600182,225.49847764389065,210.50453696173517,201.51412971680085,201.61703396384513,201.12024221772566,197.42240471866842,205.722324342831,200.3162440456718,200.415518962871,200.11399760424513,208.784552779998,207.07634952391788,199.40793560836522,198.86141333759826,203.14469572414095,217.44733998108353,218.16672438209622,233.11058598984323,225.88477250831264,,265.35108671611874,,,,287.8549747225275,,,317.6101367700345,,298.31997371434375,,260.3041157107854,243.6675132633816,222.86731635078206,200.015626334466,180.5142427234486,174.90245995478375,161.21042537046137,156.6746005630664,196.41771068208055,,159.99312157184877,166.42112242962816
9,2000-02-04 21:53:25+00:00,296.61903988450206,,295.1504748614266,258.2299205302186,245.60924963480545,242.6334459019937,,,,,246.08963822398027,248.26937531237186,263.423706901434,260.63042279787277,271.7015183962104,298.8466254155279,,,,233.90636384492208,253.31735990558673,,,,,,,,,,,,261.93036886950233,,,,,,,,,,,305.6967676120287,283.6899493220702,275.6319532710671,274.41934983834085,280.75559797464507,273.7548839038143,271.33069547873566,267.30528056619505,261.1918795932234,258.40807075670426,258.5536899507589,254.2172526789591,255.9090778150548,263.4367758819027,262.54834183934753,258.40027556375264,255.6777920847723,245.14283848300173,241.96414585828396,237.95855300382865,247.4922294859162,243.75136321564545,240.98004634889745,243.2531808053225,237.08792624061877,237.21159672499792,229.07451605907573,230.88981648732653,234.9474683721965,217.56830848998848,205.75376545694326,207.88867275600663,209.6811572790449,205.14941376241373,198.68423614627565,200.37163589917824,196.7005700098916,,,212.54521766585162,196.5282076240766,192.4237901596831,196.15008673276242,,,,214.80654424934937,212.1823936452701,221.23419332149012,,,,,267.2592150998072,,,302.37836500093823,277.6352653483024,270.99331421059793,262.56576998129435,251.39240750129923,233.7948824998341,213.3752700395686,184.7471016754342,,174.1549232433122,169.06825786736295,,192.65565303771166,182.0989618065541,162.90006360205297,169.2050244369637
