dates,nzd0245-0000,nzd0245-0001,nzd0245-0002,nzd0245-0003,nzd0245-0004,nzd0245-0005,nzd0245-0006,nzd0245-0007,nzd0245-0008,nzd0245-0009,nzd0245-0010,satname
1999-09-20 21:59:20+00:00,408.02,331.62,337.33,,,332.77,344.14,357.65,,,,L7
1999-12-09 21:58:57+00:00,381.44,356.85,353.04,361.34,365.40,358.19,360.31,359.79,371.21,381.98,374.52,L7
1999-12-25 21:58:52+00:00,376.61,355.07,351.78,359.64,356.25,351.95,354.04,360.43,349.74,365.23,370.50,L7
2000-02-27 21:59:04+00:00,397.30,370.87,389.12,394.50,,,,413.60,358.60,343.95,357.46,L7
2000-03-14 21:58:35+00:00,394.85,397.70,402.52,394.57,395.46,395.50,391.39,387.17,387.81,382.25,386.00,L7
2000-03-30 21:58:33+00:00,416.92,362.03,358.43,364.85,368.74,365.02,367.99,366.27,368.73,366.12,361.15,L7
2000-04-15 21:58:43+00:00,384.32,368.19,355.57,358.79,357.03,347.17,350.82,339.37,343.71,337.41,349.91,L7
2000-07-04 21:57:38+00:00,,,,,,,,362.13,359.66,363.48,,L7
2000-09-22 21:56:53+00:00,388.01,330.03,347.33,347.84,335.74,341.02,338.75,349.34,357.07,346.91,350.34,L7
2001-03-01 21:56:45+00:00,404.92,365.26,378.55,,370.89,369.52,374.41,383.89,,402.02,,L7
2001-03-17 21:56:40+00:00,414.66,367.01,385.61,,384.81,361.01,368.53,398.41,,412.33,,L7
2001-04-18 21:56:09+00:00,336.10,326.09,328.93,334.60,333.81,335.07,350.87,,355.31,388.62,,L7
2001-05-20 21:56:16+00:00,340.00,321.26,324.59,314.72,324.68,324.80,324.53,,,,325.46,L7
2001-06-05 21:56:04+00:00,372.31,338.18,340.71,351.60,355.71,352.34,357.14,367.65,373.10,382.39,,L7
2001-08-24 21:54:48+00:00,388.53,,,,,,,,,,324.01,L7
2001-09-09 21:55:00+00:00,414.76,355.05,354.67,367.22,368.70,359.44,399.04,402.28,402.29,399.53,395.16,L7
2001-09-25 21:54:52+00:00,386.69,372.04,357.75,359.52,363.04,357.24,362.16,370.09,384.03,377.55,375.20,L7
2001-10-11 21:54:09+00:00,407.39,347.42,342.53,351.89,349.53,348.43,357.62,368.44,376.56,377.98,372.61,L7
2002-02-16 21:55:18+00:00,431.41,362.34,351.32,356.92,357.97,349.41,352.24,366.30,381.16,386.59,383.23,L7
2002-06-24 21:54:28+00:00,370.53,328.08,332.03,344.01,340.15,342.91,343.40,347.03,311.80,356.56,347.45,L7
2002-08-11 21:54:12+00:00,335.41,319.57,324.64,306.51,313.74,322.15,323.25,321.96,302.93,326.36,,L7
2002-08-27 21:54:00+00:00,348.19,318.57,320.22,325.40,318.03,325.34,330.18,335.12,330.89,339.66,340.48,L7
2002-10-14 21:53:43+00:00,395.21,329.83,334.47,354.84,346.84,335.57,329.81,337.00,370.17,372.11,381.42,L7
2002-12-01 21:54:40+00:00,359.10,336.74,332.40,340.34,342.87,339.45,337.82,342.43,354.77,359.78,359.29,L7
2003-01-18 21:54:30+00:00,372.61,338.02,336.84,342.37,353.89,348.90,351.75,358.36,358.21,374.30,367.85,L7
2003-02-19 21:54:42+00:00,355.42,323.19,314.38,312.78,321.73,318.87,317.84,,,323.65,312.71,L7
2003-04-24 21:54:46+00:00,,344.11,343.61,340.83,346.93,346.81,354.55,365.14,351.41,350.78,,L7
2003-07-21 21:42:57+00:00,,,333.43,334.89,335.23,321.72,,,,,,L5
2003-07-29 21:54:53+00:00,,334.33,331.57,335.11,340.59,336.56,342.71,349.87,349.02,361.32,346.58,L7
2003-08-30 21:54:22+00:00,352.48,333.23,,,334.00,326.99,333.23,342.20,333.54,345.84,339.17,L7
2003-10-25 21:44:04+00:00,384.05,346.69,341.98,342.10,348.80,338.22,343.27,353.89,354.42,384.19,,L5
2003-11-18 21:55:03+00:00,389.64,343.83,343.78,,350.50,352.29,352.32,362.88,363.84,360.39,365.95,L7
2003-11-26 21:44:54+00:00,344.11,320.37,317.73,320.65,325.82,324.73,323.29,,,,,L5
2003-12-04 21:54:43+00:00,365.53,346.63,336.57,347.27,,,348.63,357.76,364.01,364.90,374.22,L7
2004-01-05 21:54:57+00:00,382.39,354.90,354.25,357.44,361.90,360.84,,,365.24,381.89,382.29,L7
2004-02-14 21:44:57+00:00,368.65,321.85,344.11,344.80,333.34,336.34,346.97,354.36,351.28,340.92,348.09,L5
2004-03-01 21:45:02+00:00,354.31,336.05,347.92,345.61,348.19,342.84,341.74,346.86,359.12,363.75,360.36,L5
2004-03-09 21:55:39+00:00,,350.20,347.55,347.36,351.29,350.12,357.89,368.64,372.51,379.30,371.02,L7
2004-03-25 21:55:42+00:00,394.95,336.30,345.37,351.14,349.59,352.26,358.95,364.83,376.65,380.16,,L7
2004-04-18 21:46:13+00:00,369.72,352.79,346.79,358.02,371.23,362.35,366.99,372.43,375.74,388.63,369.55,L5
2004-05-04 21:46:16+00:00,364.67,322.42,324.91,327.80,333.88,335.11,343.52,355.87,341.30,358.94,345.30,L5
2004-06-05 21:47:36+00:00,332.18,303.29,307.77,295.80,313.69,308.36,314.14,322.53,,327.00,310.74,L5
2004-07-07 21:48:33+00:00,399.74,327.37,321.89,332.60,,292.33,,,324.35,,,L5
2004-07-31 21:54:51+00:00,377.49,349.12,348.08,346.90,352.80,352.37,363.21,375.37,,,,L7
2004-08-24 21:49:41+00:00,378.85,326.91,330.49,341.35,332.23,346.55,384.12,380.30,,386.08,380.80,L5
2004-09-25 21:50:31+00:00,351.86,334.42,334.20,345.78,348.11,345.42,356.06,348.87,348.83,362.70,364.78,L5
2004-12-06 21:55:35+00:00,376.44,325.94,314.00,332.68,348.64,356.00,351.37,,,332.32,324.81,L7
2005-01-23 21:55:25+00:00,377.82,349.30,,,358.74,354.59,364.05,373.14,373.22,373.22,,L7
2005-01-31 21:52:21+00:00,411.78,351.35,347.04,349.69,369.34,361.06,362.57,392.53,383.64,352.91,367.79,L5
2005-02-08 21:55:35+00:00,372.71,335.26,331.05,343.72,354.42,344.74,,,357.11,368.72,353.07,L7
2005-02-24 21:56:05+00:00,,,345.75,360.75,,,360.38,372.01,370.94,376.60,359.56,L7
2005-03-04 21:53:16+00:00,407.30,349.93,347.66,346.71,341.21,347.06,359.47,365.10,365.87,336.40,325.93,L5
2005-03-12 21:56:08+00:00,385.76,353.42,349.06,359.27,362.00,355.25,366.70,379.27,,,354.56,L7
2005-03-28 21:55:42+00:00,372.50,341.83,336.84,344.70,350.98,343.50,351.59,363.03,363.98,,,L7
2005-04-05 21:53:30+00:00,367.09,339.88,341.35,339.45,342.97,338.28,345.44,350.83,349.80,350.79,329.92,L5
2005-04-13 21:55:36+00:00,372.88,334.32,340.30,337.13,342.65,346.05,354.35,360.07,,,316.53,L7
2005-04-21 21:53:34+00:00,367.83,337.76,333.67,333.47,338.80,336.13,344.22,342.13,335.55,348.57,328.05,L5
2005-04-29 21:56:00+00:00,,353.49,360.16,364.61,376.94,,,,,375.73,,L7
2005-05-31 21:55:59+00:00,328.54,,325.86,,,,,,,,,L7
2005-06-08 21:53:56+00:00,385.04,346.12,338.32,344.45,340.20,343.18,354.41,356.96,363.17,374.53,,L5
2005-08-03 21:55:49+00:00,368.76,332.90,327.65,320.34,323.21,327.16,,,,346.81,,L7
2005-08-19 21:55:20+00:00,389.90,350.57,348.98,356.57,362.33,348.72,358.02,364.89,363.56,381.80,,L7
2005-08-27 21:54:08+00:00,383.48,319.18,336.38,325.28,339.29,337.43,335.71,333.10,343.51,342.07,346.06,L5
2005-10-22 21:55:15+00:00,349.54,354.20,357.05,355.41,360.50,353.29,360.59,365.68,360.90,364.30,,L7
2005-10-30 21:54:03+00:00,382.27,358.46,348.79,343.13,343.67,339.91,342.41,344.11,343.88,378.94,387.91,L5
2006-01-10 21:56:16+00:00,351.34,342.44,342.49,348.86,355.23,347.22,347.64,345.80,347.76,359.11,,L7
2006-01-26 21:56:24+00:00,354.90,338.62,341.51,,,351.54,351.91,347.70,351.84,356.78,363.46,L7
2006-02-03 21:56:19+00:00,407.17,354.60,388.11,394.10,397.20,398.01,392.38,378.35,389.16,389.41,396.68,L5
2006-02-27 21:56:31+00:00,387.99,355.32,351.63,368.74,375.77,360.63,366.51,375.00,367.21,,,L7
2006-03-15 21:56:31+00:00,387.58,360.30,,,378.88,368.31,371.57,374.53,371.26,379.97,374.37,L7
2006-03-31 21:56:06+00:00,383.97,,,367.11,369.62,361.27,365.91,375.28,375.29,379.20,367.76,L7
2006-05-18 21:56:06+00:00,402.27,342.98,355.71,352.51,343.03,352.39,356.30,361.36,369.65,,,L7
2006-08-22 21:56:05+00:00,377.15,347.64,344.76,341.18,,,346.35,353.44,353.47,365.79,364.71,L7
2006-11-02 22:00:20+00:00,371.79,368.85,369.00,377.56,367.12,366.16,367.40,376.23,378.46,372.51,370.75,L5
2007-01-13 21:56:14+00:00,,,373.09,395.58,398.04,383.61,383.92,403.96,402.18,394.51,386.03,L7
2007-02-14 21:56:27+00:00,,354.68,353.55,363.38,366.77,362.27,366.79,372.48,374.70,378.44,376.33,L7
2007-03-18 21:56:33+00:00,391.15,352.30,326.50,330.04,338.23,330.92,334.81,351.32,348.26,,,L7
2007-04-19 21:56:55+00:00,,,,369.01,373.15,368.06,371.77,381.68,381.93,394.72,379.15,L7
2007-05-21 21:56:21+00:00,391.33,338.88,341.73,348.02,341.82,356.94,370.40,385.37,384.04,366.07,,L7
2007-07-24 21:56:11+00:00,401.04,371.62,,,,,,,,,,L7
2007-08-09 21:56:30+00:00,362.98,328.62,334.75,354.89,363.19,363.46,373.77,382.84,379.47,388.99,,L7
2007-09-10 21:55:51+00:00,369.87,336.11,332.91,331.98,,,,,345.93,,,L7
2007-09-26 21:55:47+00:00,387.32,355.63,352.07,364.47,372.11,359.18,367.98,378.16,383.88,400.19,395.74,L7
2007-10-28 21:55:58+00:00,378.95,357.89,349.09,358.81,357.89,356.20,362.34,,,383.77,390.49,L7
2007-12-31 21:56:47+00:00,423.93,,,,,,404.33,404.93,,,,L7
2008-02-01 21:56:21+00:00,398.77,376.33,371.05,368.55,376.51,373.23,368.90,375.79,,,403.17,L7
2008-03-20 21:56:34+00:00,370.92,334.34,322.78,332.92,336.04,322.59,332.47,342.71,343.06,,,L7
2008-04-05 21:56:10+00:00,387.66,352.11,345.32,350.81,363.43,355.43,356.37,374.01,379.11,,,L7
2008-04-21 21:56:32+00:00,393.43,357.54,,,,355.71,359.89,370.72,369.31,384.47,383.53,L7
