dates,satname,sar1411-0000,sar1411-0001,sar1411-0002,sar1411-0003
1984-06-07 09:34:18+00:00,L5,386.62,196.77,197.25,220.68
1984-10-13 09:36:13+00:00,L5,,,,
1985-05-25 09:36:15+00:00,L5,,,,
1985-07-12 09:36:05+00:00,L5,,,,
1985-07-28 09:35:58+00:00,L5,384.18,196.99,214.66,232.53
1985-08-29 09:35:38+00:00,L5,377.69,205.80,211.71,221.89
1985-09-14 09:35:25+00:00,L5,385.58,190.02,124.77,207.99
1985-12-03 09:34:19+00:00,L5,397.24,212.96,197.58,207.60
1986-01-04 09:33:44+00:00,L5,,,,
1986-02-21 09:32:40+00:00,L5,,,,
1986-05-12 09:30:53+00:00,L5,391.99,208.07,199.65,234.33
1986-07-15 09:28:53+00:00,L5,,,,
1986-09-17 09:26:37+00:00,L5,388.21,208.50,194.19,215.82
1987-01-23 09:26:04+00:00,L5,156.48,424.13,338.53,183.63
1987-03-28 09:28:28+00:00,L5,,,,
1987-05-31 09:30:21+00:00,L5,,,,
1987-07-02 09:31:03+00:00,L5,385.42,196.98,124.90,215.60
1987-08-03 09:31:49+00:00,L5,,,,
1987-09-04 09:32:43+00:00,L5,,,,
1987-11-07 09:34:02+00:00,L5,385.72,205.13,208.14,223.15
1988-01-10 09:35:05+00:00,L5,396.48,206.13,203.16,216.44
1988-02-11 09:35:41+00:00,L5,,,,
1988-03-14 09:36:03+00:00,L5,399.56,208.76,210.72,208.78
1988-04-15 09:36:14+00:00,L5,388.86,204.15,137.58,212.95
1988-06-18 09:36:43+00:00,L5,,,,
1988-08-21 09:36:53+00:00,L5,,,,
1988-09-06 09:36:55+00:00,L5,389.55,197.25,129.71,192.16
1988-09-22 09:36:50+00:00,L5,,,,
1988-10-08 09:36:45+00:00,L5,,,,
1988-12-11 09:36:33+00:00,L5,,,,
1988-12-27 09:36:27+00:00,L5,,,,
1989-01-12 09:36:20+00:00,L5,402.32,222.67,212.06,201.10
1989-01-28 09:36:07+00:00,L5,390.45,203.01,136.11,208.30
1989-03-17 09:35:16+00:00,L5,,,,
1989-04-18 09:35:07+00:00,L5,,,,
1989-05-20 09:34:32+00:00,L5,,,,
1989-06-21 09:33:55+00:00,L5,,,,
1989-07-07 09:33:39+00:00,L5,,,,
1989-08-24 09:32:39+00:00,L5,229.34,207.93,198.97,206.67
1989-09-09 09:32:15+00:00,L5,,,,
1989-09-25 09:31:52+00:00,L5,394.93,203.72,133.49,206.00
1989-10-27 09:30:51+00:00,L5,386.54,207.90,211.55,218.91
1989-11-12 09:30:31+00:00,L5,390.26,194.03,133.32,238.80
1989-12-14 09:29:38+00:00,L5,369.24,199.86,213.88,198.75
1989-12-30 09:29:08+00:00,L5,231.79,205.35,210.50,220.41
1990-01-15 09:28:33+00:00,L5,402.67,211.71,114.90,184.76
1990-01-31 09:28:06+00:00,L5,,,,
1990-04-21 09:26:22+00:00,L5,367.88,215.62,202.35,201.91
1990-05-07 09:26:19+00:00,L5,394.14,212.14,195.76,209.14
1990-06-08 09:26:19+00:00,L5,236.87,212.15,192.19,227.37
1990-06-24 09:26:18+00:00,L5,385.79,203.45,146.07,207.65
1990-07-10 09:26:16+00:00,L5,,,,
1990-07-26 09:26:12+00:00,L5,,,,
1990-08-11 09:26:07+00:00,L5,,,,
1990-08-27 09:26:01+00:00,L5,,,,
1990-09-28 09:25:50+00:00,L5,387.00,200.95,209.99,215.92
1990-10-14 09:25:44+00:00,L5,,,,
1990-10-30 09:25:35+00:00,L5,,,,
1991-01-02 09:26:01+00:00,L5,,,,
1991-03-23 09:27:43+00:00,L5,386.97,200.53,139.88,215.77
1991-04-08 09:27:54+00:00,L5,370.26,,7.92,
1991-05-26 09:28:46+00:00,L5,385.95,206.40,196.04,221.35
1991-06-27 09:29:13+00:00,L5,,,,
1991-07-29 09:29:36+00:00,L5,,,,
1991-08-14 09:29:39+00:00,L5,386.02,207.27,211.35,219.91
1991-08-30 09:29:49+00:00,L5,228.15,198.11,205.17,221.51
1991-10-17 09:30:18+00:00,L5,393.04,218.86,210.18,209.02
1991-11-02 09:30:16+00:00,L5,391.19,212.73,204.02,208.80
1991-12-04 09:30:36+00:00,L5,,,,
1992-01-05 09:30:23+00:00,L5,,,,
1992-02-22 09:30:17+00:00,L5,238.90,213.72,199.47,209.92
1992-05-28 09:29:42+00:00,L5,387.36,207.52,209.30,222.68
1992-06-29 09:29:20+00:00,L5,379.97,201.22,145.07,215.34
1992-07-15 09:29:08+00:00,L5,,,,
1992-07-31 09:28:56+00:00,L5,384.30,199.05,193.77,233.17
1992-09-01 09:28:26+00:00,L5,,,,
1993-01-07 09:27:40+00:00,L5,198.14,153.13,255.41,170.79
1993-01-23 09:27:51+00:00,L5,,,,
1993-02-08 09:28:02+00:00,L5,,71.29,-43.15,255.17
1993-02-24 09:28:05+00:00,L5,,,,
1993-03-12 09:28:18+00:00,L5,382.90,198.80,122.65,189.83
1993-03-28 09:28:20+00:00,L5,,,,
1993-07-18 09:28:32+00:00,L5,388.77,207.18,208.12,224.89
1993-08-03 09:28:32+00:00,L5,231.01,205.90,210.02,220.34
1993-08-19 09:28:32+00:00,L5,,,,
1994-03-31 09:26:30+00:00,L5,,,,
1994-06-19 09:24:58+00:00,L5,,,,
1994-08-22 09:23:17+00:00,L5,381.94,206.21,212.02,222.21
1994-09-07 09:22:53+00:00,L5,385.85,208.33,208.45,225.80
1994-10-25 09:21:28+00:00,L5,392.58,203.79,206.07,222.31
1994-12-12 09:19:52+00:00,L5,,,,
1995-01-13 09:18:46+00:00,L5,,,,
1995-04-19 09:14:54+00:00,L5,232.15,200.12,210.38,219.39
1995-05-05 09:14:11+00:00,L5,388.63,207.78,221.12,218.54
1995-05-21 09:13:28+00:00,L5,,,,
1995-09-10 09:08:19+00:00,L5,387.30,206.03,197.96,207.69
1996-02-17 09:11:43+00:00,L5,,,,
1996-03-04 09:12:46+00:00,L5,,,,
1996-04-05 09:14:50+00:00,L5,,,,
1996-05-23 09:17:41+00:00,L5,392.00,209.86,202.65,225.79
1996-06-08 09:18:34+00:00,L5,399.66,209.76,208.54,224.40
1996-06-24 09:19:26+00:00,L5,,,,
1996-08-11 09:21:57+00:00,L5,384.04,208.88,220.24,216.22
1996-09-28 09:24:33+00:00,L5,,,,
1996-11-15 09:26:56+00:00,L5,231.94,206.38,199.22,208.48
1996-12-17 09:28:27+00:00,L5,372.38,207.42,215.62,218.74
1997-02-19 09:31:22+00:00,L5,,,,
1997-03-23 09:32:37+00:00,L5,391.77,211.86,209.50,223.53
1997-04-08 09:33:12+00:00,L5,,,,
1997-04-24 09:33:46+00:00,L5,384.94,204.38,212.96,224.25
1997-05-10 09:34:19+00:00,L5,,,,
1997-07-29 09:37:05+00:00,L5,381.59,205.65,189.41,222.77
1997-08-14 09:37:35+00:00,L5,386.99,207.66,206.05,222.63
1997-08-30 09:38:05+00:00,L5,,,,
1997-10-01 09:39:00+00:00,L5,387.12,196.30,211.39,227.90
1997-11-02 09:39:52+00:00,L5,392.16,214.04,204.48,208.01
1997-11-18 09:40:14+00:00,L5,372.51,208.18,217.18,222.15
1998-01-21 09:41:44+00:00,L5,,,,
1998-02-06 09:42:06+00:00,L5,247.59,217.31,197.95,217.83
1998-03-10 09:42:39+00:00,L5,,,,
1998-03-26 09:42:52+00:00,L5,384.83,206.28,132.68,192.62
1998-05-13 09:43:32+00:00,L5,386.23,204.48,198.05,219.19
1998-06-14 09:44:01+00:00,L5,,,,
1998-08-01 09:44:28+00:00,L5,,,,
1998-08-17 09:44:36+00:00,L5,223.41,202.16,214.47,219.41
1998-09-02 09:44:48+00:00,L5,,,,
1998-10-04 09:44:58+00:00,L5,,,,
1998-10-20 09:44:58+00:00,L5,,,,
1998-11-05 09:45:03+00:00,L5,,,,
1998-11-21 09:45:10+00:00,L5,399.70,206.03,210.09,223.73
1998-12-23 09:45:11+00:00,L5,400.22,208.72,154.26,236.04
1999-03-29 09:44:52+00:00,L5,,,,
1999-04-14 09:44:51+00:00,L5,,,,
1999-04-30 09:44:50+00:00,L5,388.98,204.24,215.19,232.14
1999-07-19 09:43:52+00:00,L5,382.70,206.69,217.32,222.94
1999-08-04 09:43:50+00:00,L5,,,,
1999-08-12 09:59:01+00:00,L7,,,,
1999-08-20 09:43:39+00:00,L5,,,,
1999-08-28 09:59:04+00:00,L7,360.80,197.95,212.28,229.05
1999-09-05 09:43:10+00:00,L5,227.57,199.88,193.64,232.00
1999-09-13 09:58:59+00:00,L7,362.05,201.63,219.21,230.71
1999-10-07 09:42:45+00:00,L5,392.40,226.37,206.79,205.68
1999-11-08 09:42:06+00:00,L5,,,,
1999-11-16 09:59:01+00:00,L7,362.43,199.60,215.83,218.92
1999-12-02 09:58:56+00:00,L7,372.45,345.01,215.88,413.87
1999-12-18 09:59:04+00:00,L7,367.61,210.02,209.46,206.63
2000-01-03 09:58:57+00:00,L7,369.12,216.30,211.08,210.16
2000-01-11 09:41:07+00:00,L5,351.11,391.64,161.04,206.07
2000-01-19 09:58:54+00:00,L7,363.09,184.75,112.30,
2000-02-04 09:58:54+00:00,L7,362.10,204.80,209.63,197.66
2000-02-20 09:58:47+00:00,L7,362.02,,-27.06,
2000-03-07 09:58:42+00:00,L7,362.65,203.50,209.57,224.35
2000-03-23 09:58:44+00:00,L7,361.20,195.30,123.45,193.60
2000-04-24 09:58:27+00:00,L7,361.58,199.31,124.50,193.99
2000-06-19 09:42:35+00:00,L5,,,,
2000-08-30 09:57:02+00:00,L7,360.13,198.28,130.11,194.63
2000-09-15 09:56:43+00:00,L7,362.60,206.16,202.25,216.82
2000-10-17 09:56:17+00:00,L7,369.81,201.60,211.05,224.56
2000-12-20 09:56:33+00:00,L7,363.10,209.80,199.39,224.47
2001-02-14 09:46:08+00:00,L5,231.47,202.41,201.26,201.77
2001-03-18 09:46:17+00:00,L5,386.85,204.18,211.20,218.24
2001-05-13 09:56:03+00:00,L7,366.64,204.43,215.65,233.63
2001-05-29 09:55:55+00:00,L7,362.05,203.45,211.66,222.59
2001-06-06 09:46:30+00:00,L5,,,,
2001-06-14 09:55:43+00:00,L7,361.58,205.67,205.03,220.98
2001-08-01 09:55:16+00:00,L7,363.74,205.11,214.09,228.47
2001-08-17 09:54:57+00:00,L7,359.54,194.46,200.06,213.48
2001-08-25 09:46:22+00:00,L5,386.84,211.33,204.10,203.76
2001-09-02 09:54:47+00:00,L7,363.86,196.03,122.26,197.90
2001-09-18 09:54:35+00:00,L7,363.47,197.98,119.52,181.47
2001-10-04 09:54:23+00:00,L7,362.13,205.69,210.46,221.43
2001-11-05 09:54:31+00:00,L7,365.02,208.44,215.66,208.48
2001-12-07 09:54:41+00:00,L7,371.04,210.88,211.76,195.56
2002-01-08 09:54:52+00:00,L7,371.34,348.72,210.37,203.74
2002-02-17 09:44:36+00:00,L5,,,,
