dates,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095,satname
2000-02-09 22:10:19+00:00,395.46,398.16,398.00,395.77,396.49,401.14,402.94,402.83,401.77,401.49,398.66,401.33,409.77,403.60,401.12,403.56,396.04,396.90,408.27,408.08,408.00,407.59,398.40,400.55,401.96,403.50,404.99,406.10,404.38,402.13,400.35,406.24,403.85,404.83,403.71,405.79,406.08,400.12,397.33,400.98,405.19,405.16,414.61,417.18,415.17,413.55,410.92,410.92,415.67,415.05,412.50,413.12,407.13,410.26,408.66,413.79,411.25,411.37,406.41,396.09,405.30,392.01,406.90,405.86,412.54,414.57,413.58,412.79,414.62,419.05,414.86,419.28,418.32,420.41,426.92,429.28,422.98,432.02,430.56,427.96,427.63,426.18,420.44,421.19,426.91,433.35,431.47,430.78,425.96,425.21,431.66,432.60,431.40,428.13,421.78,415.59,L7
2000-04-29 22:09:53+00:00,397.07,407.78,408.70,405.72,406.12,404.50,404.45,413.54,411.25,420.79,424.30,412.67,414.43,416.58,417.40,417.00,423.26,426.53,419.38,412.55,412.20,419.16,420.23,414.98,418.35,414.68,410.34,404.29,399.01,399.00,394.94,399.12,412.54,416.01,417.86,413.15,413.44,398.51,402.23,401.87,398.33,404.54,408.28,412.30,415.45,416.82,423.24,429.99,426.39,425.37,423.64,423.13,421.44,420.99,418.64,413.71,414.01,415.32,402.80,396.60,409.94,399.13,407.73,396.15,401.80,411.91,406.07,416.73,423.43,426.69,436.45,433.37,438.03,445.73,446.88,422.80,438.92,420.13,433.63,427.41,419.86,423.27,424.90,431.09,425.15,424.54,428.56,429.68,428.51,434.05,431.36,426.23,425.76,426.23,422.39,421.64,L7
2000-08-03 22:08:44+00:00,393.12,395.44,400.92,396.67,397.12,397.65,391.42,395.28,398.50,400.82,397.64,404.87,410.71,406.14,403.24,404.51,402.97,400.83,403.07,408.20,403.48,406.64,400.89,403.77,394.62,395.37,397.73,392.89,392.36,390.53,391.98,395.33,395.60,391.94,395.73,394.82,392.44,388.55,396.42,400.09,399.96,401.28,409.01,410.80,412.36,415.73,414.84,411.37,415.37,416.27,413.52,414.70,412.61,411.21,408.87,415.47,415.12,417.01,414.09,405.89,401.86,398.86,401.51,402.23,400.30,407.32,412.16,413.44,411.04,409.33,414.35,420.07,422.52,425.95,430.50,433.28,423.48,420.22,421.41,422.41,424.88,426.22,427.31,427.75,,,,,,,,,418.90,414.13,408.93,405.14,L7
2000-09-04 22:08:22+00:00,394.17,399.89,404.64,409.75,406.73,399.44,394.65,392.59,391.59,397.12,395.59,401.68,413.14,406.33,407.02,406.45,395.18,403.52,413.70,412.74,412.40,404.31,398.96,393.95,401.53,403.32,403.00,405.31,396.83,394.62,405.60,413.12,414.39,413.83,400.94,396.90,395.93,394.97,397.39,396.33,396.50,399.00,412.91,423.80,425.36,424.52,415.73,420.99,415.30,412.70,413.53,403.52,388.93,378.93,380.67,386.82,382.26,402.97,376.67,383.22,392.52,395.34,398.04,406.87,410.18,410.68,413.56,420.29,429.93,425.23,425.89,422.90,421.94,426.38,433.75,433.19,427.08,413.52,419.03,429.18,441.60,435.39,429.89,421.53,413.26,412.47,416.86,422.04,426.49,427.41,421.61,410.04,407.61,413.00,406.07,408.08,L7
2000-09-20 22:08:03+00:00,379.19,378.43,390.43,395.00,393.15,385.94,381.98,383.08,384.28,388.56,391.82,391.12,395.32,393.15,391.88,389.20,403.05,404.21,404.22,404.28,405.86,401.97,398.91,392.90,400.87,393.05,394.17,405.21,401.88,415.01,413.35,407.18,409.28,407.79,406.29,400.19,391.07,387.27,387.07,392.41,398.46,407.82,413.90,419.50,424.80,420.60,409.29,401.68,398.77,402.48,414.99,415.06,420.09,418.95,413.34,398.07,400.86,402.77,388.85,399.07,400.20,395.46,397.52,403.62,403.66,416.59,424.81,,424.97,406.76,417.50,409.27,413.68,426.96,415.81,409.15,412.51,409.13,421.70,422.96,429.45,434.58,437.12,428.63,415.99,422.55,428.07,427.60,419.31,420.35,415.35,410.49,408.18,407.69,417.85,416.02,L7
2000-10-22 22:07:50+00:00,403.20,400.71,392.59,383.09,390.68,391.27,398.02,392.04,390.97,392.73,389.55,391.81,406.44,405.46,406.52,406.60,410.46,407.53,402.57,398.29,402.24,408.08,405.39,404.55,408.02,398.18,398.26,390.03,388.17,396.56,398.32,401.54,414.55,412.97,403.88,397.89,396.24,397.12,393.53,400.82,401.10,400.71,398.02,396.41,398.81,406.40,408.78,420.59,419.55,414.84,420.21,419.15,420.36,419.37,418.76,411.11,405.97,407.22,397.88,384.75,393.14,399.82,402.32,396.03,402.56,407.65,409.49,415.31,417.01,414.71,426.24,419.07,422.85,425.42,428.58,423.65,418.21,413.13,426.88,427.68,420.13,420.75,432.43,430.74,424.20,415.83,422.49,415.92,414.18,410.73,407.09,408.22,407.71,411.41,402.33,399.93,L7
2000-11-07 22:07:53+00:00,392.30,396.26,394.85,393.41,392.94,386.96,384.94,382.30,383.93,382.81,381.98,387.93,390.48,389.89,394.65,395.24,391.87,397.58,397.78,395.27,,,,,,,,,,,,,,,402.02,400.32,397.56,394.18,392.90,394.23,397.34,398.49,399.25,404.73,402.46,395.19,401.99,403.45,409.06,412.65,412.62,409.78,411.68,412.65,411.96,411.93,406.90,399.57,396.18,395.27,397.40,399.45,399.76,402.85,401.49,408.53,408.78,406.43,408.02,410.16,418.80,417.67,420.00,424.10,424.94,421.09,422.10,418.45,415.80,415.55,417.22,417.01,420.42,422.00,421.44,421.04,420.65,417.88,409.49,408.10,405.85,405.57,404.78,403.80,399.40,401.01,L7
2001-01-26 22:08:07+00:00,394.51,396.32,397.65,399.37,401.81,399.99,398.30,396.86,399.76,394.84,393.15,392.50,399.86,398.23,397.53,401.31,399.34,399.50,398.08,400.64,395.67,394.52,389.11,394.53,386.56,394.41,396.72,392.85,395.01,399.62,396.86,399.54,390.35,388.55,397.71,402.22,401.21,398.12,396.71,401.46,404.92,404.25,405.88,407.78,408.93,410.22,404.34,407.76,410.80,401.38,410.38,417.51,408.39,411.98,409.53,412.24,411.06,410.78,407.42,399.94,402.04,401.01,401.32,398.35,399.71,403.70,403.20,406.30,401.74,409.85,406.29,415.24,417.61,413.12,417.32,408.63,422.09,425.31,420.28,426.10,422.60,422.23,420.60,414.32,425.33,423.68,420.99,417.08,413.94,414.08,418.14,415.23,414.20,415.81,419.83,419.83,L7
2001-04-16 22:07:42+00:00,,,,,,,,,,,,,,,,,,,392.88,394.38,394.87,398.42,398.83,397.38,402.36,405.62,407.31,413.76,402.68,394.67,401.59,402.35,403.50,407.01,404.22,406.74,393.56,385.23,393.47,386.11,388.55,395.10,390.30,397.89,400.25,397.77,403.86,409.94,407.60,411.38,413.42,397.76,392.42,389.88,388.96,387.69,386.18,392.87,386.62,378.15,396.98,392.60,408.61,389.19,389.15,403.80,395.44,,403.96,411.00,416.84,,398.88,397.41,404.38,399.39,403.92,401.95,407.63,403.47,396.59,396.20,405.23,413.74,416.83,413.74,412.07,397.93,392.46,403.89,397.39,401.77,399.50,399.17,393.58,395.14,L7
2001-06-03 22:07:16+00:00,,,,,,,,,397.96,394.18,390.99,385.74,388.59,382.97,387.86,387.01,393.70,391.20,393.85,396.54,396.81,396.07,394.06,400.99,401.06,406.35,400.93,400.23,399.18,399.76,396.08,406.67,408.13,406.47,408.19,402.87,405.47,398.10,400.39,407.02,402.46,403.87,406.05,410.10,411.82,416.41,405.32,400.80,407.71,409.88,420.14,427.34,426.53,421.58,418.74,418.39,409.17,401.13,402.68,394.23,398.69,394.41,398.80,388.84,396.81,400.03,401.03,,405.98,404.59,,,,,,,,,,,,,,409.64,412.25,409.00,409.09,411.52,413.89,,,,415.45,416.61,417.02,411.04,L7
