dates,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095,satname
2000-02-09 22:10:19+00:00,395.46,398.16,398.00,395.77,396.49,401.14,402.94,402.83,401.77,401.49,398.66,401.33,409.77,403.60,401.12,403.56,396.04,396.90,408.27,408.08,408.00,407.59,398.40,400.55,401.96,403.50,404.99,406.10,404.38,402.13,400.35,406.24,403.85,404.83,403.71,405.79,406.08,400.12,397.33,400.98,405.19,405.16,414.61,417.18,415.17,413.55,410.92,410.92,415.67,415.05,412.50,413.12,407.13,410.26,408.66,413.79,411.25,411.37,406.41,396.09,405.30,392.01,406.90,405.86,412.54,414.57,413.58,412.79,414.62,419.05,414.86,419.28,418.32,420.41,426.92,429.28,422.98,432.02,430.56,427.96,427.63,426.18,420.44,421.19,426.91,433.35,431.47,430.78,425.96,425.21,431.66,432.60,431.40,428.13,421.78,415.59,L7
2000-04-29 22:09:53+00:00,396.26,402.97,403.35,400.75,401.31,402.82,403.69,408.19,406.51,411.14,411.48,407.00,412.10,410.09,409.26,410.28,409.65,411.71,413.82,410.31,410.10,413.38,409.31,407.76,410.15,409.09,407.66,405.20,401.69,400.56,397.64,402.68,408.20,410.42,410.78,409.47,409.76,399.31,399.78,401.43,401.76,404.85,411.44,414.74,415.31,415.19,417.08,420.46,421.03,420.21,418.07,418.12,414.28,415.62,413.65,413.75,412.63,413.35,404.61,396.35,407.62,395.57,407.31,401.00,407.17,413.24,409.82,414.76,419.02,422.87,425.65,426.32,428.17,433.07,436.90,426.04,430.95,426.07,432.10,427.69,423.75,424.73,422.67,426.14,426.03,428.95,430.01,430.23,427.24,429.63,431.51,429.42,428.58,427.18,422.08,418.62,L7
2000-08-03 22:08:44+00:00,395.22,400.46,402.54,399.39,399.91,401.10,399.60,403.88,403.84,407.70,406.87,406.29,411.64,408.77,407.25,408.36,407.42,408.09,410.24,409.61,407.89,411.13,406.51,406.43,404.98,404.52,404.35,401.09,398.58,397.22,395.76,400.23,404.00,404.26,405.77,404.59,403.99,395.73,398.66,400.98,401.16,403.66,410.63,413.43,414.33,415.37,416.33,417.43,419.14,418.90,416.55,416.98,413.73,414.15,412.06,414.32,413.46,414.57,407.77,399.53,405.70,396.67,405.38,401.41,404.88,411.27,410.60,414.32,416.36,418.36,421.89,424.24,426.29,430.70,434.77,428.45,428.46,424.12,428.53,425.93,424.12,425.22,424.22,426.68,426.03,428.95,430.01,430.23,427.24,429.63,431.51,429.42,425.35,422.83,417.70,414.12,L7
2000-09-04 22:08:22+00:00,394.79,401.04,404.75,404.05,403.32,400.53,396.84,400.47,400.45,406.24,405.84,406.41,412.76,409.68,409.22,409.32,407.14,410.29,412.05,411.16,409.36,410.04,406.69,404.23,404.83,404.46,403.69,400.83,396.07,394.72,397.51,402.52,407.51,407.26,404.84,401.62,400.60,394.01,398.68,399.43,398.26,401.61,410.07,415.63,417.72,419.02,417.94,420.78,419.02,418.11,416.90,413.78,407.66,403.71,402.73,405.33,403.80,411.77,397.85,395.24,401.44,397.78,402.43,401.75,404.09,409.97,410.60,416.82,421.47,420.42,425.56,425.45,427.50,432.69,437.04,429.76,429.83,417.96,424.69,426.33,428.78,428.29,427.37,426.79,419.20,418.50,422.71,425.86,427.50,430.73,426.49,418.13,417.42,417.79,412.46,411.62,L7
2000-09-20 22:08:03+00:00,390.89,395.38,401.17,401.79,400.78,396.88,393.12,396.12,396.40,401.82,402.34,402.59,408.40,405.55,404.88,404.29,406.12,408.77,410.09,409.44,408.49,408.02,404.75,401.40,403.84,401.61,401.31,401.93,397.52,399.79,401.47,403.69,407.95,407.39,405.20,401.26,398.22,392.32,395.78,397.68,398.31,403.16,411.02,416.60,419.49,419.42,415.77,416.01,413.96,414.21,416.42,414.10,410.77,407.52,405.38,403.52,403.06,409.52,395.60,396.20,401.13,397.20,401.20,402.22,403.99,411.62,414.15,416.82,422.34,417.00,423.55,421.40,424.04,431.25,431.74,424.61,425.50,415.75,423.94,425.49,428.95,429.87,429.80,427.25,418.13,419.85,424.50,426.44,424.77,427.27,422.77,415.59,415.11,415.26,413.81,412.72,L7
2000-10-22 22:07:50+00:00,393.35,396.45,399.46,398.05,398.76,395.76,394.10,395.31,395.32,400.00,399.78,400.43,408.01,405.53,405.21,404.75,406.98,408.52,408.59,407.21,407.24,408.03,404.88,402.03,404.68,400.92,400.70,399.55,395.65,399.14,400.84,403.26,409.27,408.51,404.94,400.59,397.82,393.28,395.33,398.30,398.87,402.67,408.42,412.56,415.36,416.81,414.38,416.92,415.08,414.33,417.18,415.11,412.69,409.89,408.06,405.04,403.64,409.06,396.06,393.91,399.53,397.72,401.42,400.98,403.70,410.83,413.22,416.44,421.28,416.54,424.09,420.94,423.80,430.09,431.10,424.41,424.04,415.23,424.53,425.93,427.18,428.04,430.33,427.95,419.65,418.85,424.00,423.81,422.12,423.13,418.85,413.75,413.63,414.49,411.51,410.16,L7
2000-11-07 22:07:53+00:00,392.40,394.15,396.69,395.58,396.12,392.25,390.20,389.06,389.85,392.41,391.32,395.48,403.22,400.19,400.66,400.40,400.71,402.73,404.27,403.76,406.00,405.25,401.04,398.79,401.26,397.48,398.29,398.36,394.81,399.18,402.31,404.29,408.46,406.63,401.77,398.02,394.65,392.42,393.46,396.78,398.67,401.46,406.62,411.05,412.76,412.49,410.13,411.62,411.61,411.79,414.97,412.44,410.73,408.22,406.72,404.68,402.22,405.91,394.73,393.64,397.02,397.79,399.83,402.32,403.64,410.15,413.76,413.87,418.19,413.24,420.56,417.80,420.20,425.76,426.72,424.07,420.68,414.89,420.96,423.56,426.66,426.79,429.43,426.13,418.72,417.97,422.02,420.86,417.37,416.65,412.48,408.58,409.44,410.01,406.92,406.04,L7
2001-01-26 22:08:07+00:00,392.75,394.51,396.85,396.21,397.07,393.54,391.55,390.36,391.50,392.81,391.62,394.98,402.66,399.87,400.14,400.55,400.48,402.19,403.24,403.24,403.93,403.10,398.65,397.94,398.32,396.87,397.98,397.26,394.85,399.27,401.22,403.34,404.83,403.02,401.10,398.72,395.74,393.37,394.00,397.56,399.71,401.93,406.49,410.50,412.12,412.11,409.16,410.97,411.47,410.05,414.21,413.29,410.34,408.85,407.19,405.94,403.69,406.72,396.85,394.69,397.86,398.32,400.08,401.66,402.98,409.08,412.00,412.35,415.45,412.67,418.18,417.37,419.77,423.65,425.15,421.50,420.91,416.63,420.85,423.98,425.98,426.03,427.96,424.16,420.04,419.11,421.81,420.10,416.68,416.13,413.61,409.91,410.23,410.97,409.07,408.33,L7
2001-04-16 22:07:42+00:00,396.67,397.76,395.03,391.96,395.14,392.74,393.75,390.40,391.55,390.13,388.23,390.75,398.93,397.86,399.57,401.05,400.56,401.54,397.83,397.14,397.59,400.34,397.78,398.82,398.98,399.40,400.76,398.88,395.29,396.95,398.92,401.14,402.80,402.84,401.96,401.79,397.14,393.66,394.15,395.65,397.98,399.64,398.36,401.70,402.61,402.39,404.74,410.44,411.75,410.06,414.16,411.05,408.21,408.47,407.30,405.74,402.53,402.61,397.02,389.53,397.39,398.22,403.00,396.61,398.23,405.92,404.23,409.35,407.68,411.43,417.04,417.33,414.83,415.01,418.81,413.19,416.58,414.71,417.65,418.20,414.13,414.05,419.67,420.20,421.95,418.57,419.05,412.20,407.52,409.20,407.12,407.70,406.55,407.55,403.78,403.98,L7
2001-06-03 22:07:16+00:00,394.51,396.32,397.65,399.37,401.81,399.99,398.30,396.86,398.86,394.51,392.07,389.12,394.23,390.60,392.69,394.16,396.52,395.35,394.94,397.19,395.78,396.34,394.00,397.63,396.66,402.13,401.65,402.28,398.96,398.02,398.18,402.85,400.66,400.68,403.37,403.94,400.08,393.82,396.86,398.20,398.64,401.07,400.74,405.26,407.00,408.13,404.51,406.17,408.70,407.55,414.65,414.20,409.11,407.81,405.74,406.11,402.14,401.59,398.91,390.77,399.24,396.01,402.91,392.13,395.22,402.51,399.89,406.30,403.89,408.48,411.57,415.24,408.25,405.26,410.85,404.01,413.00,413.63,413.96,414.78,409.59,409.21,412.91,412.57,418.14,415.47,414.05,408.84,406.76,408.99,407.76,408.50,409.72,410.53,410.14,408.67,L7
