dates,satname,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095
2000-02-09 22:10:19+00:00,L7,378.89,381.59,381.43,379.20,379.92,384.57,386.37,386.26,385.20,384.92,384.16,386.83,393.20,387.03,384.55,384.23,376.71,377.57,388.94,388.75,391.43,391.02,385.51,386.05,391.41,390.61,392.10,393.21,389.88,387.63,385.85,389.67,389.35,391.94,387.14,389.22,389.51,383.55,380.76,384.41,388.62,388.59,395.28,397.85,398.60,396.98,394.35,394.35,399.10,400.55,398.00,393.79,390.56,393.69,394.16,397.22,394.68,394.80,387.08,376.76,385.97,372.68,390.33,386.53,395.97,398.00,397.01,393.46,398.05,399.72,400.36,399.95,398.99,401.08,403.72,400.28,399.78,408.82,411.23,408.63,408.30,406.85,403.87,404.62,407.58,414.02,414.90,414.21,409.39,410.71,415.09,416.03,414.83,411.56,402.45,396.26
2000-04-29 22:09:53+00:00,L7,407.64,418.35,419.27,416.29,416.69,415.07,415.02,424.11,421.82,431.36,433.55,421.92,425.00,427.15,427.97,429.33,435.59,438.86,431.71,424.88,422.77,429.73,428.45,424.23,425.08,422.90,418.56,412.51,408.26,408.25,404.19,409.69,421.79,424.23,428.43,423.72,424.01,409.08,412.80,412.44,408.90,415.11,420.61,424.63,426.02,427.39,433.81,440.56,436.96,434.62,432.89,435.46,432.01,431.56,427.89,424.28,424.58,425.89,415.13,408.93,422.27,411.46,418.30,408.48,412.37,422.48,416.64,429.06,434.00,439.02,445.70,445.70,450.36,458.06,461.68,441.30,453.72,434.93,445.96,439.74,432.19,435.60,435.47,441.66,437.48,436.87,439.13,440.25,439.08,443.30,441.93,436.80,436.33,436.80,434.72,433.97
2000-08-03 22:08:44+00:00,L7,375.41,377.73,383.21,378.96,379.41,379.94,373.71,377.57,380.79,383.11,382.14,389.37,393.00,388.43,385.53,383.84,382.30,380.16,382.40,387.53,385.77,388.93,387.11,388.27,383.35,381.59,383.95,379.11,376.86,375.03,376.48,377.62,380.10,378.16,378.02,377.11,374.73,370.84,378.71,382.38,382.25,383.57,388.34,390.13,394.65,398.02,397.13,393.66,397.66,400.77,398.02,394.03,394.90,393.50,393.37,397.76,397.41,399.30,393.42,385.22,381.19,378.19,383.80,381.56,382.59,389.61,394.45,392.77,393.33,388.66,398.85,399.40,401.85,405.28,405.70,402.28,398.68,395.42,400.74,401.74,404.21,405.55,409.60,410.04,,,,,,,,,401.19,396.42,388.26,384.47
2000-09-04 22:08:22+00:00,L7,407.03,412.75,417.50,422.61,419.59,412.30,407.51,405.45,404.45,409.98,406.84,412.93,426.00,419.19,419.88,421.45,410.18,418.52,428.70,427.74,425.26,417.17,408.96,405.20,409.71,413.32,413.00,415.31,408.08,405.87,416.85,425.98,425.64,423.83,413.80,409.76,408.79,407.83,410.25,409.19,409.36,411.86,427.91,438.80,438.22,437.38,428.59,433.85,428.16,423.95,424.78,418.52,401.79,391.79,391.92,399.68,395.12,415.83,391.67,398.22,407.52,410.34,410.90,421.87,423.04,423.54,426.42,435.29,442.79,440.23,437.14,437.90,436.94,441.38,451.75,455.69,445.08,431.52,434.03,444.18,456.60,450.39,442.75,434.39,428.26,427.47,429.72,434.90,439.35,438.66,434.47,422.90,420.47,425.86,421.07,423.08
2000-09-20 22:08:03+00:00,L7,398.33,397.57,409.57,414.14,412.29,405.08,401.12,402.22,403.42,407.70,408.57,407.87,414.46,412.29,411.02,411.53,425.38,426.54,426.55,426.61,425.00,421.11,413.80,409.65,413.05,407.94,409.06,420.10,418.63,431.76,430.10,426.32,426.03,422.68,425.43,419.33,410.21,406.41,406.21,411.55,417.60,426.96,436.23,441.83,443.94,439.74,428.43,420.82,417.91,419.23,431.74,437.39,439.23,438.09,430.09,417.21,420.00,421.91,411.18,421.40,422.53,417.79,416.66,425.95,422.80,435.73,443.95,,444.11,429.09,434.25,431.60,436.01,449.29,442.61,442.65,439.31,435.93,444.03,445.29,451.78,456.91,456.26,447.77,438.32,444.88,447.21,446.74,438.45,437.10,434.49,429.63,427.32,426.83,440.18,438.35
2000-10-22 22:07:50+00:00,L7,425.20,422.71,414.59,405.09,412.68,413.27,420.02,414.04,412.97,414.73,408.80,411.06,428.44,427.46,428.52,432.27,436.13,433.20,428.24,423.96,424.24,430.08,422.50,423.80,422.02,415.29,415.37,407.14,407.42,415.81,417.57,423.54,433.80,430.08,425.88,419.89,418.24,419.12,415.53,422.82,423.10,422.71,423.69,422.08,420.81,428.40,430.78,442.59,441.55,434.09,439.46,444.82,442.36,441.37,438.01,433.11,427.97,429.22,423.55,410.42,418.81,425.49,424.32,421.70,424.56,429.65,431.49,440.98,439.01,440.38,445.49,444.74,448.52,451.09,459.38,462.15,449.01,443.93,452.55,453.35,445.80,446.42,454.43,452.74,449.87,441.50,444.49,437.92,436.18,429.98,429.09,430.22,429.71,433.41,428.00,425.60
2000-11-07 22:07:53+00:00,L7,404.01,407.97,406.56,405.12,404.65,398.67,396.65,394.01,395.64,394.52,392.23,398.18,402.19,401.60,406.36,408.91,405.54,411.25,411.45,408.94,,,,,,,,,,,,,,,413.73,412.03,409.27,405.89,404.61,405.94,409.05,410.20,412.92,418.40,414.17,406.90,413.70,415.16,420.77,422.90,422.87,423.45,423.39,424.36,422.21,423.64,418.61,411.28,409.85,408.94,411.07,413.12,411.47,416.52,413.20,420.24,420.49,420.10,419.73,423.83,429.05,431.34,433.67,437.77,441.34,441.59,438.50,434.85,429.47,429.22,430.89,430.68,432.13,433.71,435.11,434.71,432.36,429.59,421.20,418.35,417.56,417.28,416.49,415.51,413.07,414.68
2001-01-26 22:08:07+00:00,L7,363.94,365.75,367.08,368.80,371.24,369.42,367.73,366.29,369.19,364.27,366.40,365.75,369.29,367.66,366.96,365.64,363.67,363.83,362.41,364.97,365.10,363.95,365.33,367.78,367.11,370.63,372.94,369.07,368.26,372.87,370.11,368.97,363.60,364.77,367.14,371.65,370.64,367.55,366.14,370.89,374.35,373.68,370.21,372.11,378.36,379.65,373.77,377.19,380.23,374.63,383.63,381.84,377.82,381.41,382.78,381.67,380.49,380.21,371.75,364.27,366.37,365.34,370.75,362.68,369.14,373.13,372.63,370.63,371.17,374.18,379.54,379.57,381.94,377.45,374.52,355.13,379.29,382.51,384.61,390.43,386.93,386.56,390.03,383.75,389.66,388.01,390.42,386.51,383.37,387.33,387.57,384.66,383.63,385.24,384.16,384.16
2001-04-16 22:07:42+00:00,L7,,,,,,,,,,,,,,,,,,,409.88,411.38,409.44,412.99,410.16,410.13,411.63,416.95,418.64,425.09,415.43,407.42,414.34,416.92,416.25,418.34,418.79,421.31,408.13,399.80,408.04,400.68,403.12,409.67,407.30,414.89,414.82,412.34,418.43,424.51,422.17,424.13,426.17,414.76,406.99,404.45,401.71,402.26,400.75,407.44,403.62,395.15,413.98,409.60,423.18,406.19,403.72,418.37,410.01,,418.53,428.00,429.59,,415.88,414.41,424.78,424.89,424.32,422.35,424.63,420.47,413.59,413.20,419.80,428.31,433.83,430.74,426.64,412.50,407.03,416.64,411.96,416.34,414.07,413.74,410.58,412.14
2001-06-03 22:07:16+00:00,L7,,,,,,,,,387.39,383.61,381.74,376.49,378.02,372.40,377.29,374.68,381.37,378.87,381.52,384.21,386.24,385.50,385.84,391.74,394.33,398.13,392.71,392.01,389.93,390.51,386.83,396.10,398.88,398.25,397.62,392.30,394.90,387.53,389.82,396.45,391.89,393.30,393.72,397.77,401.25,405.84,394.75,390.23,397.14,400.63,410.89,415.01,415.96,411.01,409.49,407.82,398.60,390.56,390.35,381.90,386.36,382.08,388.23,376.51,386.24,389.46,390.46,,395.41,392.26,,,,,,,,,,,,,,399.07,399.92,396.67,398.52,400.95,403.32,,,,404.88,406.04,404.69,398.71
