,dates,mex0022-0000,mex0022-0001,mex0022-0002,mex0022-0003,mex0022-0004,mex0022-0005,mex0022-0006,mex0022-0007,mex0022-0008,mex0022-0009,mex0022-0010,mex0022-0011,mex0022-0012,mex0022-0013,mex0022-0014,mex0022-0015,mex0022-0016,mex0022-0017,mex0022-0018,mex0022-0019,mex0022-0020,mex0022-0021,mex0022-0022,mex0022-0023,mex0022-0024,mex0022-0025,mex0022-0026,mex0022-0027,mex0022-0028
0,1985-09-30 16:17:33+00:00,174.29015932600882,194.34584893742087,183.61623738455106,,184.84035083404342,,185.6102084371681,197.89414005911812,195.61381964896333,194.37253055262315,197.99056135768816,193.85390712254627,196.31274396511418,203.88257412518936,210.12560460125505,215.60210837569753,220.1559919644598,226.3647466546822,234.9708388335308,238.61015388457503,243.49622509940298,240.9285009491209,239.54457766130895,244.6390844477335,250.6245108892874,253.29324610102094,243.40165602470884,219.24965719298868,217.69226105012626
1,1986-01-20 16:15:42+00:00,209.073817542831,208.79001353806512,218.48276637438343,226.5281303704824,228.97656391846803,229.00617239912438,223.78733169038728,230.64645299895122,225.43925683935052,225.3143846502448,220.7128529984698,217.57591220262222,216.98630814750456,215.92160112086276,218.15910891703018,223.0239860321705,235.5234801829863,243.10838541311549,240.0625294221287,243.3839485011387,251.73936545823625,247.36099485292266,248.14088225865913,246.54826900474194,252.51359635884688,242.14860158844718,245.77698571819295,255.74026311765797,259.4986133700335
2,1986-03-25 16:14:19+00:00,209.3686321018773,217.7585068345441,209.7256335318319,215.56285452719942,217.81874241037477,216.9470374244118,216.08418004235537,226.43572059231826,223.28026173158986,213.52218232706377,218.21884521116098,214.72283403273022,218.01426297974788,210.89221734485312,217.481453400565,222.2958252214827,231.6899321031182,235.11125452793502,240.86691103369373,247.22963876651613,251.7157315798482,250.69348399144104,245.76269383106035,249.78468834998688,251.16328410746036,256.5564135425554,253.75258127809104,251.23060539538184,250.23447836511662
3,1986-04-10 16:13:58+00:00,200.56618825888566,212.5583127711382,205.04223911300645,199.9671941665378,208.94640412163625,207.74921913166762,203.66150277346466,206.67291137845692,198.58123899219794,198.26430312038988,196.38021189970718,199.8038405571339,197.5549423087316,205.3457332473392,206.35734441560945,213.48548075146093,218.304689532773,224.11146252972546,227.78892603414585,229.88568555794959,,236.95056041421813,231.05876497415218,234.40994944218806,241.75464218110008,246.24728542389127,243.30019445996092,230.09985800616332,233.63100915665848
4,1986-04-26 16:13:36+00:00,204.8748938904371,213.14502388999858,212.1565654565513,201.3787812791715,213.64200393336378,209.40832233376653,205.05265087442197,211.35753701445645,209.71975363100995,202.51288630206332,199.20762825716605,202.8008331674303,202.63930796419262,208.70328527068065,209.79499965759416,217.668374812281,225.22211223651598,226.1116830622672,228.6207514412127,237.70630820015387,237.88278911585357,236.95536807226517,230.32202098052431,234.89353975660853,237.42420619215957,243.9136823885221,241.87125127060963,234.50016742422378,226.60833289078698
5,1987-07-02 16:13:22+00:00,178.14303413572026,187.0527730457111,189.35224007889843,196.14248990862492,195.84815324048054,186.65716256653118,188.86736399301398,190.79100672932393,190.42256704215353,188.61982740100493,193.8856077058554,190.76137544752663,193.56565331971865,192.6818567835218,195.12266214652198,203.39712674870347,209.6549354593173,218.13330434156362,215.19080909973894,225.54134886569028,220.61007967394278,221.01552213082095,213.7731131123778,219.5107212387644,226.26115334807633,225.70167170701797,222.33298083702817,213.23987782415415,208.53473285837305
6,1987-07-18 16:13:40+00:00,177.077363103076,191.10381882307442,185.3558837265108,183.13933249421936,186.190556820917,188.87599131094282,188.56406315684208,202.75722487115877,192.93433916842477,181.74562404559236,185.53472269025949,190.9989047916396,192.35953214845384,196.320314757835,199.64132153090236,200.48676507077636,208.7805970706299,215.74181478027913,220.42154230012204,218.13768604417754,218.98526181817905,219.11608981896458,227.37607763538082,232.3865264041026,243.6606623302509,237.3796194966452,222.69167709770358,220.35852430751467,222.17761094228743
7,1987-08-03 16:14:08+00:00,163.88564069569392,169.1739996736831,164.42299981131075,169.6291133238928,164.8586571400327,157.91032433152677,163.6529515063968,169.41747090155783,169.9032294400388,175.18882642647444,176.52908914818775,178.3302718529487,178.02485063332168,177.1870783926314,179.5404217663939,186.40005591789077,191.66451867901245,195.11812671490165,200.38830185282347,205.33601141093314,206.11303118713246,212.6960013115355,214.69028877420823,221.993539054576,231.0049356408621,226.2050493650963,219.24422664592464,219.86742037346184,216.2705850037705
8,1987-08-19 16:14:36+00:00,180.65010485379972,189.06419720768758,189.00621407653273,185.76979612419248,188.58285173386875,180.2894952139186,184.2985392751832,190.06272526925306,189.91207590704605,179.2392623808182,178.30506427548224,181.22756846768698,178.4235431473426,186.99590026480524,195.09046376886516,198.86684607873116,213.18014073215613,217.39190481003016,220.76184469144877,218.5190756865842,229.7904325200791,233.81341271906444,234.39031096487304,238.05026736698872,243.70044971046585,234.6291599889017,218.1602366221473,215.44635254893467,225.27005602354632
9,1987-09-20 16:15:25+00:00,195.49403867306606,192.33673086075353,195.5598323552518,193.47415411146824,196.15884876442286,195.93067053299168,198.84194362916975,191.0238144455486,193.39974533792972,198.75586280060605,199.44660161808497,193.5503746666935,201.2951847007764,200.1253800039993,203.20539879121208,214.55797879606862,219.51003129556145,223.82605770627353,231.83791860478036,232.12007249391718,232.8516023776947,241.9616096433775,242.95268123557366,240.55241036133322,246.14526114568957,246.88336396795466,241.74529834950582,236.60512874314972,225.8367465133027
