,dates,per0163-0000,per0163-0001,per0163-0002,per0163-0003,per0163-0004,per0163-0005
0,1986-05-05 14:36:17+00:00,216.9824910345642,,177.21219102936575,164.0300548520069,,
1,1987-02-01 14:31:36+00:00,204.67114753370697,223.01334624513694,,,,
2,1987-03-05 14:32:51+00:00,207.09420021755793,183.48525851901343,187.60125923522867,179.28983300780232,170.70554046600458,159.1252591864141
3,1987-05-24 14:35:24+00:00,216.21800069067473,160.52574770473478,176.39538306336186,156.48043686486702,156.84637539616864,141.28659837609837
4,1987-12-18 14:39:56+00:00,216.7175992194567,174.52361858177127,185.2515827559355,165.06383412556193,153.7042727480753,147.35237860351083
5,1988-02-04 14:40:48+00:00,203.54331065502322,185.0553113873791,188.16643861457192,177.28662561458674,168.82842385214857,157.58408353138682
6,1988-03-23 14:41:20+00:00,207.2824576338039,161.09864751523122,169.36524806175305,151.5015246607884,145.0449396018014,129.28831827997942
7,1988-04-08 14:41:26+00:00,216.61989233051474,167.1964996152443,176.2644186711841,165.07970012790545,142.19427196202628,146.92146387840214
8,1988-04-24 14:41:31+00:00,201.78229715877558,150.76964729223323,151.62608866872048,139.580684651814,143.48183209958069,133.88475312443825
9,1989-05-13 14:39:54+00:00,216.9062451551458,163.56661147641287,163.81805122109512,148.2169728864988,140.93686325742595,125.7362744902579
10,1989-10-04 14:36:59+00:00,216.2521121762707,168.46985609682895,169.8396101760639,144.6740984952105,145.0989479565033,126.61013152472056
11,1989-12-07 14:34:59+00:00,,175.41936871543362,181.56549757141005,157.4989376021523,141.1291433530908,129.98156224145393
12,1989-12-23 14:34:34+00:00,216.8430031957591,181.25862756320214,185.61258852529966,171.27963203485228,159.97364922653296,146.76192979015389
13,1990-01-08 14:34:00+00:00,213.07947138084506,181.14373417711323,193.52200856067583,183.91563010770386,158.84914340915543,161.1321348665133
14,1990-01-24 14:33:32+00:00,,185.15336628238285,182.20996077168044,164.4792177477675,156.80803800447944,138.38570097781374
15,1990-03-13 14:31:57+00:00,217.85027077945819,162.6464507511883,171.62301013753745,153.30767576028222,138.57248304686647,130.43158142879167
16,1990-03-29 14:31:26+00:00,225.4194222903122,165.95985508920057,174.0478778060904,166.35312605406205,148.19211496683596,141.34129285997676
17,1990-04-14 14:31:34+00:00,218.3447296625415,166.35127203925705,175.53653460323494,151.14188556998002,152.05698946325998,143.32549460246503
18,1990-04-30 14:31:25+00:00,217.2289577342288,165.86278612731485,174.91238013817687,152.82653206564822,154.22925567226417,146.24727873768703
19,1990-05-16 14:31:37+00:00,,,,,,
20,1990-06-17 14:31:30+00:00,,,,,,
21,1990-07-19 14:31:24+00:00,217.9388747577215,170.61604515156316,168.0753668531689,154.60897356183781,147.760535469042,141.7747373447354
22,1991-01-27 14:31:54+00:00,201.20762917777103,177.76835803395247,183.40807400183974,177.7283939887643,176.7597584195335,156.19821499531622
23,1991-02-28 14:32:23+00:00,216.72609322151072,170.40775887846638,184.45351146929693,181.97916054879482,163.0073106448846,153.34305075995866
24,1991-03-16 14:32:44+00:00,218.4197048873796,176.90407907902508,183.70530284446102,184.57568647033327,171.09986332337536,162.06115314157503
25,1991-04-01 14:32:59+00:00,219.41487322052768,176.5000578622142,183.3339752753369,177.58947547067064,163.9894638523793,159.32246640351482
26,1991-04-17 14:33:17+00:00,203.00365678509266,152.99251339193043,160.91755746286617,153.5229577393647,127.79232713649854,127.690828422055
27,1991-05-03 14:33:36+00:00,,,,,,
28,1991-10-26 14:35:29+00:00,216.8584860190106,172.35798189411645,179.5866889743392,164.44636792851426,144.4248149940477,140.22416513613945
29,1992-01-30 14:35:41+00:00,217.24773770261658,159.64923323969973,171.5068951071176,155.69649715499781,145.5740252095282,140.62848195823986
30,1992-03-18 14:35:32+00:00,216.1026994264959,169.6311156590022,183.7739119737794,176.24573595516216,163.31481626513897,156.89971309338273
31,1992-05-05 14:35:07+00:00,217.22119493929526,149.29445421170902,160.20517737370312,149.9737857722655,147.84992207946686,142.39886316200239
32,1992-05-21 14:34:57+00:00,,,211.72796376430585,172.29617706671036,,
33,1992-06-22 14:34:37+00:00,,,,,,
34,1992-11-13 14:32:23+00:00,217.41928962961248,188.5019278830672,192.60739234604785,169.9849896000593,162.07040247160307,158.2714692732997
35,1993-02-17 14:33:18+00:00,218.01593402631815,168.31026202792418,180.45036860860438,181.48821956612085,161.6658286409317,159.34141964305553
36,1993-03-05 14:33:27+00:00,219.86188263761622,187.50310617344965,204.4690770598262,201.5445516989472,186.55173011191522,177.0686697921621
37,1993-03-21 14:33:30+00:00,,,,,,
38,1993-04-06 14:33:35+00:00,179.07927548419855,,,,,
39,1993-07-11 14:33:45+00:00,,,,,,
40,1993-12-02 14:33:14+00:00,197.96685060353883,176.47366864658275,180.6051420189641,174.20636466707083,162.77585999268175,148.80413344414063
41,1994-01-19 14:32:39+00:00,,,,,,
42,1994-03-08 14:32:03+00:00,211.21706531542688,195.34952340922695,200.64739384151764,203.65700234158342,194.40583320499346,186.02537812131524
43,1994-04-25 14:31:14+00:00,216.45539065980478,180.48704331605123,190.8828118456367,187.1311931431043,175.4003294003947,174.97678520532534
44,1994-05-27 14:30:39+00:00,217.39513087172605,173.62415940293073,188.17589204585283,187.2465767939389,174.47441131358636,166.0442691806934
45,1994-06-12 14:30:20+00:00,,,,,,
46,1994-06-28 14:29:57+00:00,,,,178.1234443111673,208.19707172592393,
47,1994-12-05 14:25:18+00:00,,195.60282282458294,199.32574079632087,188.46472490466022,185.01795469703418,170.99217391579356
48,1995-02-07 14:23:01+00:00,213.81187834378687,195.031463303724,201.06961293816784,192.8834810044792,185.8466577750794,172.01599207013794
49,1995-05-14 14:19:00+00:00,218.63611177965362,175.55802842266587,182.93358966528683,190.0440017791244,180.29745720652406,165.08687177877445
50,1995-06-15 14:17:31+00:00,,,,,,
51,1995-07-01 14:16:48+00:00,211.69469726915233,179.47058631819914,210.5183569728306,193.63187687966226,189.28069255297706,178.50269960387556
52,1995-07-17 14:16:04+00:00,,,,,,
53,1995-08-18 14:14:37+00:00,,,,,,
54,1995-12-08 14:11:54+00:00,219.84715217293908,206.5625217792192,220.39619686975044,212.79790810800466,202.84218561347234,195.6920080794656
55,1996-03-13 14:18:36+00:00,196.43606569759024,179.16401253483116,188.90396762645216,189.74064869912894,181.0044255375096,175.06113515310167
56,1996-04-14 14:20:37+00:00,227.580227201607,219.00108611977234,,228.1283188762421,,213.7434341818029
57,1996-05-16 14:22:30+00:00,,,,,,
58,1996-07-03 14:25:07+00:00,,,,,,
59,1996-11-08 14:31:50+00:00,,,,,,
60,1996-11-24 14:32:34+00:00,224.21178201591994,208.2864660752157,221.6302634137067,215.39659516295103,202.8764285229622,199.62757180044002
61,1997-01-27 14:35:35+00:00,207.85042683730276,,180.9732435771198,,,
62,1997-02-12 14:36:17+00:00,215.4106694269781,204.74143871892733,219.3399090239051,209.6392750638866,197.96953262170496,190.28280947617682
63,1997-05-03 14:39:18+00:00,201.0641184471981,183.26986390181042,193.2412467981065,192.44311293297739,179.3182421255512,164.73913581806133
64,1997-11-11 14:45:18+00:00,219.98120568987352,178.72822670183285,188.94358205027297,178.91890613457963,164.0114817306255,150.7625265760638
65,1998-03-03 14:47:45+00:00,,,,,,
66,1998-03-19 14:48:00+00:00,,,,,,
67,1998-04-04 14:48:12+00:00,203.646276026163,150.49908182821514,163.96806561472627,152.68272360619957,148.1414236836705,133.4292469769823
68,1998-04-20 14:48:24+00:00,216.86070847916332,188.90722722887173,207.56749963160854,187.19943124924214,185.13977134512942,170.70764616715925
69,1998-05-06 14:48:39+00:00,217.0187853316029,171.05249462501098,180.31636805256113,168.77157999814918,161.29494942496913,145.38590921041174
70,1998-06-23 14:49:18+00:00,,,,,,
71,1999-01-01 14:50:02+00:00,255.8351455829002,202.05848917207607,210.93577120264,200.31444737139935,197.69092905396627,172.513019518426
72,1999-01-17 14:50:20+00:00,212.49893551505903,184.72755250328464,196.50790228238515,191.1334664415694,175.59587596813122,166.5970515828734
73,1999-02-18 14:50:36+00:00,210.94951574604113,196.4783145373163,210.29832900035552,205.88104122307567,192.15021678415997,179.7168155341465
74,1999-03-22 14:50:15+00:00,206.1738014416014,178.32119581167865,192.99964029025466,196.18854658959017,186.49304871423857,180.66212244166252
75,1999-04-23 14:50:05+00:00,211.0386824113189,194.7422298880529,203.41192055978172,198.00572586188886,182.27282778821646,171.48208904450567
76,1999-05-09 14:49:57+00:00,212.8960039229394,197.34534609932916,216.71367321516817,206.28915246966122,201.03305381885477,191.8699302741461
77,1999-05-25 14:49:32+00:00,213.86173942006133,196.35501406260957,208.98041607368827,206.00092593937217,192.78036981344866,178.27602610996524
78,1999-06-26 14:49:12+00:00,217.0601221469314,178.04152820009693,183.28787099957654,172.94557526119763,160.189200669748,144.42108632859848
79,1999-09-30 14:47:52+00:00,213.48067366319287,185.11312416276695,202.97434848724612,196.91060060540693,184.04102214172886,167.94766934509389
80,1999-11-09 15:04:16+00:00,222.4738801620467,207.16789186991988,224.0220528663247,214.08824116003444,208.16344315000117,197.14028424429398
81,1999-11-17 14:46:57+00:00,,,,,,
82,1999-12-03 14:46:29+00:00,222.09556838249168,211.21395073006371,223.95141896857444,211.84079332777418,209.93022382657188,199.02902917275944
83,2000-02-13 15:04:04+00:00,,,,,,
84,2000-04-09 14:45:21+00:00,219.9532863790774,210.30910489611037,207.69897939508053,200.20855274338774,176.29615413999258,167.9330752736734
