dates,nzd0232-0000,nzd0232-0001,nzd0232-0002,nzd0232-0003,nzd0232-0004,nzd0232-0005,nzd0232-0006,nzd0232-0007,nzd0232-0008,nzd0232-0009,nzd0232-0010,nzd0232-0011,nzd0232-0012,nzd0232-0013,nzd0232-0014,nzd0232-0015,nzd0232-0016,nzd0232-0017,nzd0232-0018,nzd0232-0019,nzd0232-0020,nzd0232-0021,nzd0232-0022,nzd0232-0023,nzd0232-0024,nzd0232-0025,nzd0232-0026,nzd0232-0027,nzd0232-0028,nzd0232-0029
1999-12-25 21:58:52+00:00,153.56736692587302,156.43743087266975,152.94084755703335,152.12259399399517,143.44804560762884,156.06765011013798,163.9476882572085,157.26806781451975,159.8758908312546,159.6214617990901,158.63335717786885,155.50334188360128,147.82156333021754,146.5465975371535,153.80946246086828,153.45789151346048,150.74204298540167,151.3358830843327,147.87282552653488,145.7442385186415,142.63044079211193,137.74981714814004,134.4822273642916,146.7646445013691,147.20539386990725,152.3823305476983,141.74221497457137,150.44814856248368,154.32518111795554,154.03929965989698
2000-01-10 21:58:52+00:00,162.83223234981514,164.42965282993873,156.18937874008944,151.17873959813753,151.5752121211082,163.92573291268312,163.25349842148515,160.81317488480516,158.48139349575334,166.70980421852548,163.63611977010734,153.54667157390256,124.76330990158924,139.88674577216295,161.42852266973776,160.39022854026138,160.29421761054817,159.9649423507042,153.6450738856652,150.44003670389037,149.07306952307363,133.02373587084637,132.92066875934023,133.2846433058867,142.98586852438123,146.92715918096948,145.09312817904294,158.30460358539162,164.57693557801178,156.91697074211748
2000-03-30 21:58:33+00:00,182.86235447008454,174.94893336261953,158.7229584317466,154.3121978184858,163.18616978534382,162.25266767932897,166.5087042802449,168.12422576482751,168.59803406573064,167.54053618280264,160.8577030027284,160.60778497983134,163.32570772287838,164.91532211194573,157.78429242592426,152.71536094955167,147.60939503075343,150.89548813286896,153.6989548052484,156.0631478667792,151.06249212230315,147.35236616144417,147.98436512397694,150.65115793215813,151.1093584496348,151.31736499233324,158.34729974521144,166.11667308344872,173.31110940500162,174.5257139866373
2000-05-17 21:58:07+00:00,154.3085703151831,155.5996905224317,157.39499275439084,160.2524833409395,140.69255185388258,130.7187237620465,158.8785323348274,149.38099376848342,149.10230750650172,148.33432290043967,157.98181487772823,153.35019174165816,,,,,,,,154.7117966111675,151.35835654293362,144.44433843218022,134.1605116904836,139.36042177292703,142.67836930365442,147.37676155185574,127.34076653274718,152.00396686719944,161.57190300493681,164.16559951173446
2000-07-04 21:57:38+00:00,174.3569472151779,171.39884751719498,161.6652051829954,160.21526708163634,159.03103775074766,171.76407519709537,169.3055288506735,172.79193603362887,177.02713884493826,164.549589390523,146.5384156371619,135.1630828616806,,,,,,,147.6413462645628,,,141.0454723239522,142.51591883160057,141.50996752080337,137.40969279295462,142.9747158658478,145.68961164543464,160.86673920508616,169.63813969609748,175.69731420157515
2000-08-05 21:57:08+00:00,177.18060709350664,162.35166822680958,146.05535572879305,137.4989166940213,145.8839197368631,167.48741554296166,151.09918693576267,169.2054194374381,177.20856369867835,162.73885370654543,143.42201348597942,,,,,,,,,,,,,,150.83807629081414,145.5267386913921,144.41987285276485,161.1377902646658,169.90285276953105,172.5338688525835
2000-11-09 21:56:21+00:00,161.09718545970955,156.89269340873076,163.61937210390843,173.50897905465288,164.73083804050611,178.61530312043988,175.2784304108596,163.62995589605129,153.02813584037,139.05802642436032,138.24082333818413,147.4041422905873,165.06878892065586,163.68945478234127,162.88398789241785,147.66361286135867,139.9849219639013,133.4093522886941,140.160801580366,140.38135253158097,136.9434223599796,126.16298382932911,111.08789955479293,98.52742493640805,134.6518822881645,164.09055236065512,166.2586523767831,163.02881145976843,161.09034785257572,161.01212648668562
2001-03-01 21:56:21+00:00,,,,,,,,,,,,,,176.71785681099556,165.50768972480438,139.9036806980342,144.81809883307233,145.34496256658653,151.5580193246037,172.02935218479246,163.44754002563963,151.84636686547788,173.7917665641465,172.54702005012064,174.6731029859754,174.30500425125305,158.15414077245046,172.97150699787207,178.30814358484596,180.2219945680567
2001-03-17 21:56:16+00:00,182.04235126693112,169.9980972983198,171.2395285458076,168.34861201974812,,170.48031788893084,181.80174206944733,192.17860237676743,190.76922686808888,189.80069466571132,185.2783729249907,189.87308610051238,180.7616839501256,167.58181282189798,159.7016860383327,161.07643471873683,143.54156312910777,138.1087981052853,159.46261325478926,170.533089316256,165.3827483601277,153.02909906345826,169.1291990086812,170.0084570555388,190.49449981559033,187.83592359456432,178.3978183882741,172.74814934837573,177.24313888312463,191.9482185420904
2001-06-05 21:55:40+00:00,150.09296462391927,162.12912300704932,150.61127945415797,151.6457431585346,,,,154.2133699884422,150.50192999574736,160.98032393818897,151.2216377836971,150.88085864859127,152.68773832018456,146.27303425017354,145.95964955505974,153.39069760729754,149.15146117138977,132.05434528996935,133.1100631836247,152.57667324403002,,,,176.95027233137034,171.18973613088176,169.69377245250914,149.71532796933124,177.97600216753636,180.17413946170095,167.0792469428962
2001-08-24 21:54:48+00:00,171.02554921108504,168.4378359419605,161.09624773182705,163.8151833554049,,135.882946151013,125.6317073814553,,145.68585262192073,157.10030628258744,138.28542998717225,129.04946425416242,130.601593949107,122.19203868377735,122.61627294236013,137.3579982525397,141.5805359491275,148.56635235876328,145.4214355426215,144.8305661075057,143.73352245864675,139.61839920316476,153.31005741551607,,146.2667512801129,146.32088024920776,138.75044207314977,141.84596555387677,154.14131861404664,127.52656116986137
2001-09-09 21:54:36+00:00,193.86390918243143,182.9028428899052,195.40516198356624,170.06721236871653,,193.86812969521503,184.70561533319108,196.1695493915552,192.45441633212332,181.16182367927559,158.671021533524,138.52386164122916,137.1142428032905,150.74725835308988,166.06835177948585,173.86930499254944,164.9560325335932,170.1175026106908,168.0627495708862,159.32256994748633,155.47150473373367,161.16070786424658,189.4156514352416,186.54671955245627,194.99865907591612,194.57529894487848,174.1128856861936,174.2568489302172,164.7260668626808,159.53143909070684
2001-09-25 21:54:28+00:00,199.29106035824316,181.11857023603397,179.45674266435452,,,192.1208385763124,183.14902522695218,,,,,,,165.75171998602795,170.67696264158758,179.49570579636287,178.7405915148181,174.8413961623227,169.36435954305827,143.68380915294983,156.28045107932036,157.05992847933604,,,,,,,171.6309494035784,175.20159009006372
2002-02-16 21:54:54+00:00,177.85919732421146,174.87592539848487,185.76765871031108,175.54366187683934,182.15585746843155,180.81966536355606,178.88256707195745,198.16877892501165,194.67941569131588,192.07784719212785,191.45239000196457,191.78791592977788,196.00273046276416,198.09985851233657,192.27209925752527,178.1698997066605,165.28476305355824,167.49113616345625,175.41507858779073,169.5643314158652,171.91295128794422,178.31004673722828,182.53568721537533,175.54556391141944,175.52149267495452,176.68667662779706,177.09220139869743,183.62832416951508,183.83802153429045,183.65676738965854
2002-06-24 21:54:28+00:00,174.6983213603848,193.03534612083465,183.15993049447752,,,,,,112.49149208684783,115.52041112123571,127.88770440279592,135.09083359801318,140.82010502820197,,,,132.36312617150216,122.13525580172306,121.53145786382316,142.88104279145227,127.68991275314964,,,,,,,,,168.58065591862876
2002-08-27 21:54:00+00:00,154.21910557140714,154.1716111364265,150.72109413583576,146.4494159222479,116.82615381724183,147.75531780002143,147.47137332339497,136.31437822490687,152.73778075842762,162.67424606404157,157.6225408450008,146.4061905037371,154.0389291537362,146.55403824753898,150.03740906883252,143.43928972004676,135.85220806408822,141.76974252218758,151.78710231099893,152.5451507626127,152.69252732877231,155.6020446729231,151.70507406288584,144.79417125684893,157.56360018505083,150.35638673773886,141.76501810466772,163.88815324482155,166.92521912639995,160.9091623200042
2002-10-14 21:53:43+00:00,169.4364704002531,158.22964076800017,163.80465909819864,174.75570430563502,,172.30457257027766,178.02596077490273,178.3605101578057,183.4135240576283,173.96883369746666,160.0153622636167,163.48765445662812,151.3176681409839,133.65335324178474,134.13237580527,164.16364394629625,174.43624757548,171.06296503750784,159.57385087238166,156.30626178292098,156.90159567490198,151.0766344280144,167.4298341581951,158.65322417785993,152.85847270362635,149.5773863884402,165.07225324150969,183.01684204120255,186.87136544091527,182.56246565427392
2002-12-01 21:54:16+00:00,,,,,,,,,,,,,,,,,,,,148.83265459183437,144.3587357002048,136.41099300076917,137.558181955205,151.25993151180563,150.2540415901756,153.84002865924376,147.11492730216858,162.86232621206298,176.48887526001153,175.32618427944988
2003-01-18 21:54:30+00:00,145.20840905569113,163.36529489807447,165.61216939738028,150.4076380958304,150.10537765852283,173.0379362809801,165.3627977911245,142.49752885876654,134.6194165925209,136.97852292301954,140.34470737637713,142.14969566213304,151.70105146984375,160.49822456162093,176.90789822238906,168.48931741571351,161.5983676728647,154.06173707526887,153.70012600188755,154.94076007767976,146.7327553877384,143.50152860252044,133.12293375279722,137.7386551006169,141.60059552383015,151.583106223865,147.1486564508707,166.9060531810253,177.48937165899252,182.60699227448237
2003-04-08 21:54:47+00:00,,,,,,,,,,,,,,,,143.64015000218262,154.33013666527273,157.70210222516036,151.16081216336727,151.55061068483994,152.13661757865455,144.1996206108494,150.0673947425929,159.3790470786914,161.04844774516522,147.92915167329986,148.86562169346456,169.66914924085577,167.4119486792805,162.87865384997977
2003-04-24 21:54:46+00:00,,,165.93022530352272,,148.71748012396029,149.940750816604,157.2687049925466,160.34784430620186,163.34479048733016,172.77097097889563,152.57455189798526,150.9167656334808,147.90722204776682,141.8440845325264,133.44637118136515,156.34521430505552,163.3680529723451,160.61653036916758,152.6758762130835,152.5072321453831,152.69240687608078,144.0847731164166,154.2290315998661,148.55211027943832,148.15365548791368,144.7103484027821,152.34826032391734,163.80782052806876,163.78335892672462,159.35379817263248
2003-07-21 21:42:33+00:00,176.84888567509955,165.89128851829932,167.6159500113233,138.01294500339714,173.23476150671252,162.43542822691373,128.52632324245604,108.78761027532545,133.96172656089263,161.34134338260563,168.26579481708302,171.4074507413527,,,,,,,,,,,169.7755901353921,138.87793663623015,175.73737989281062,170.20743430351328,165.9339161625594,174.43067404651953,166.52601990193895,168.3884266624039
2003-08-06 21:42:51+00:00,,,,,,,,,,,,154.81135593461482,,,112.99997949741801,,,,,,,131.3681290241297,150.9220777502598,159.19486962137444,161.90559902604568,157.58423219631877,160.9148729536158,164.18693338337778,170.56210712901964,168.2306571934507
2003-10-25 21:44:04+00:00,142.90063186784462,152.02568393545158,161.28835799938304,158.2636499902062,161.50832556061994,174.60865839851692,158.95970723069541,149.04800262908503,138.42914333017302,138.05380266605886,143.40415032184137,139.5741899906041,133.4333355756138,140.87095125005845,153.0638972156283,163.09093854805218,173.10666708877318,160.20896692525588,148.19627446761177,139.7706411360985,136.3384753314694,141.6962241258675,140.0836789545917,149.31169420655792,146.36851854147892,147.43625273205816,143.39879860702712,154.30356989529338,159.36663583318463,163.50756257985614
2003-11-18 21:54:39+00:00,,160.06811658751113,187.14823407726053,165.23188907869627,185.84163163147923,164.86208635914613,159.01253416307034,171.3601599273042,164.4774310202749,168.35269773054637,161.84503078180012,142.0638763611392,,,,169.9895846482493,163.2873392071458,145.02143056300432,131.14878210022758,120.14083633177648,115.11131876052613,132.92908550109217,145.30657187707175,158.24995976350348,155.3418562873867,157.8626007910096,160.4190796808161,,,
2003-12-04 21:54:43+00:00,,,,159.98598678925399,176.3921998702663,166.3826378743879,152.1685725178312,148.60760162939565,151.8349156190144,152.80891682748674,149.15263905656482,137.56777647714497,130.26805333004455,132.60044271092127,,,,156.35586809883588,139.58409456124977,112.07040535878828,110.29275109341255,122.23980562426516,138.06831965294225,141.826835922697,140.89831770453608,150.94728760786225,150.95419259612348,161.50887685724877,163.6018895793715,
2004-03-01 21:45:02+00:00,,,,,163.9298417211012,,165.11185374067765,155.77390607631233,156.18046304881355,157.64737535293008,152.58643853801533,164.53505820075884,162.38818029754756,159.8045519006273,153.25633550460086,139.76462209468204,140.4113550467765,153.98400310329498,152.1619781906735,143.94265630347553,139.57756174948258,154.90843486013546,163.15731236600266,168.574773277769,172.93648287807332,167.59863908042777,,,,
2004-03-09 21:55:15+00:00,158.47301198762673,158.26884984371176,154.35473882433791,148.9752123581247,149.9657071051175,155.96212996327816,124.20554168065651,144.18278143792352,141.74999246332712,,,162.8680311083113,156.4314453111102,156.22750144143686,160.14706729558264,149.7653258828241,146.98341471401352,145.4870315811983,142.50021142823596,137.268821005454,139.5831632733097,146.67602117917943,148.96251805366356,,,,147.11699082911315,154.2205191740618,153.45973778175255,156.21467451993254
2004-03-17 21:45:08+00:00,147.568544320601,153.55139760003252,153.39804585210027,129.0079515580711,123.99892261374951,136.69102073557008,104.73808253284339,119.01749309873068,126.07809193215697,132.6410350001084,145.2797142987165,158.47796344578003,156.9787103171172,153.09707366550916,152.59418770254115,148.25249246864473,142.94809070405393,143.10496302034963,137.52417337112092,130.3467499965085,133.93861049412203,146.31421098002926,138.67812887542658,151.16455359879504,146.8409427753171,152.12177367510006,137.25160167108243,143.35392733110896,147.03762006492406,152.55332925009546
2004-03-25 21:55:18+00:00,143.0063284787499,144.25964691498228,149.12540603119123,127.60945792653405,137.1987005532265,137.03625305549065,,,,123.28151467473481,134.76710880415007,143.78579134142674,146.91045727095133,143.03392890161868,141.46896024032657,138.0291891647659,135.17370974492383,138.48091656480747,130.1351163512002,115.54627939177522,,,,150.64229809813588,147.90174226828307,145.07358852683342,140.08817348426763,139.49897990053984,136.3233967773971,141.59185704113435
2004-04-18 21:45:49+00:00,168.0782460432939,164.64057521460995,155.50496819730222,151.7733409636577,141.18770823462432,149.9869376537107,144.38393758038933,144.72334414454917,144.96692548361912,147.090807278599,152.8093948163962,156.99384629391471,157.56700434028954,162.48779323311922,172.4578672695289,160.0972248302483,155.92651825863246,149.41872809277038,139.4623624952302,138.01914917145575,139.51480838004292,151.32698624755875,159.54822238471786,171.20790757420593,165.143039941044,175.74503612633256,171.36575967425796,182.48948874615814,172.8411519361759,169.26697899573784
2004-05-04 21:46:16+00:00,,,,,,,,,,,,,,143.8437311190934,,172.82437171494533,152.59926908611442,135.01924462474125,,,,,,,,152.8364555087397,143.591924238283,159.5722114954605,166.2119941863443,160.58751839584363
2004-05-12 21:55:13+00:00,,,153.4851972156651,81.23104014709588,,123.09488622682507,,,143.9449157444153,140.04341441114187,134.14019762623238,157.4767004267518,164.5102058275008,152.80652010470914,,,141.65196130900503,136.46896926505207,126.35176298156613,128.84289438847003,135.93575936391977,135.18228257195307,156.91503316642692,156.07110572857434,172.31817352060702,170.8965510485997,163.49338727291905,166.22310566467021,,
2004-06-05 21:47:12+00:00,,,,,,,,,,,,,,,,144.79028130067906,146.13451268683644,166.34423268604695,151.43698387982545,151.88716330190636,148.02520628756156,147.1250251149618,154.20304010947498,142.21284071272578,,,,,,
2004-07-23 21:48:33+00:00,,,,,,,,,,,,,,,,,,,,,,115.4736012704309,127.45376227786164,144.74492501670744,159.9078732161566,152.6943630542093,146.04467092943727,164.69425177889053,172.13875741420452,156.65740084963227
2004-07-31 21:54:51+00:00,157.38980062435013,166.5615594084136,164.72634832937737,160.75014604875366,,,,131.4827232238961,130.30703588163146,130.27752645735262,139.27160729237846,139.21177888804164,,,,,,,,,,,136.74974336894704,140.50538203534006,141.98108729530537,139.86320314550795,136.5185721943499,156.39504441238932,162.8415642910767,149.15784204832005
2004-09-09 21:49:43+00:00,163.69714724331365,147.4441842804877,152.24529490157676,166.48840678634303,176.25372177763563,168.00355295810581,156.58404697000768,175.18487165808824,160.79640345178538,141.24870399604734,152.69334755876366,175.59355324195653,181.9855063281865,176.16721450437655,164.93408061359045,162.28379288021318,149.52608766030357,134.3524518154382,129.25988564392637,127.50505395133817,121.97473574841304,133.69847842373878,150.07492959511782,170.66819838384262,162.806596999937,159.04851971878378,159.6375318339596,163.00440121622515,167.4937633068785,160.60813706722735
2004-09-25 21:50:07+00:00,132.7440772220145,128.8398468898046,130.2096527963998,142.75881549685215,147.32905659726373,159.33383623436245,147.6027738785176,147.60103236169618,141.36820971213047,142.03044597232062,145.7597010363968,152.2936629290627,152.80589011821377,151.88961040042196,150.02019202524275,140.60096839534285,136.10041111723584,134.48824745090766,122.71131342969258,111.0989611047208,113.24677925706116,130.78926575032756,143.38879104355425,140.44362054265434,138.18454943640614,139.79038090079843,134.25030277018294,147.84437035927465,148.06055095610685,144.52825516884096
