dates,satname,nzd0232-0000,nzd0232-0001,nzd0232-0002,nzd0232-0003,nzd0232-0004,nzd0232-0005,nzd0232-0006,nzd0232-0007,nzd0232-0008,nzd0232-0009,nzd0232-0010,nzd0232-0011,nzd0232-0012,nzd0232-0013,nzd0232-0014,nzd0232-0015,nzd0232-0016,nzd0232-0017,nzd0232-0018,nzd0232-0019,nzd0232-0020,nzd0232-0021,nzd0232-0022,nzd0232-0023,nzd0232-0024,nzd0232-0025,nzd0232-0026,nzd0232-0027,nzd0232-0028,nzd0232-0029
2005-04-05 21:53:07+00:00,L5,334.80,341.77,340.75,328.96,317.55,315.68,298.87,301.52,323.08,324.89,309.68,303.09,307.71,321.92,317.86,308.68,299.73,305.04,311.22,316.89,312.24,304.38,297.62,276.58,297.62,309.28,297.13,311.80,311.55,316.04
2005-04-13 21:55:36+00:00,L7,336.58,340.33,343.89,333.84,330.23,,,,319.89,321.37,319.81,312.98,320.07,328.28,331.71,330.24,313.50,319.84,336.34,,,,309.50,286.57,309.92,317.06,302.92,311.71,325.56,341.62
2005-05-31 21:55:35+00:00,L7,,,,,,,272.85,360.41,359.45,,284.67,94.35,147.46,169.55,138.73,,,,,104.05,152.56,177.12,195.52,,,,337.58,353.24,381.85,368.12
2005-06-08 21:53:33+00:00,L5,202.48,337.83,325.76,,314.46,327.55,301.95,295.03,293.66,310.80,299.68,,151.98,162.50,153.20,156.78,147.27,142.26,154.93,151.51,313.34,314.26,300.89,284.36,283.57,272.08,286.43,296.20,305.23,313.18
2005-08-03 21:55:25+00:00,L7,308.11,329.86,324.89,,,205.75,284.95,302.83,317.73,313.27,307.65,294.97,175.68,160.18,151.52,158.02,158.54,,,151.20,319.09,315.16,289.89,277.00,289.99,272.52,282.64,283.05,304.27,309.45
2005-08-19 21:55:20+00:00,L7,311.97,322.60,322.68,315.60,311.69,304.94,253.54,,,,306.82,292.97,283.34,261.55,293.39,300.76,302.36,308.65,312.81,308.45,307.92,301.71,,,287.52,279.41,285.05,288.61,295.09,304.87
2005-10-22 21:55:15+00:00,L7,355.08,365.98,378.51,385.11,392.20,375.22,383.92,380.06,,,321.43,339.12,362.18,366.36,371.03,368.99,352.80,349.90,343.65,336.48,337.57,338.39,,,340.68,345.77,336.89,333.18,336.62,339.48
2005-10-30 21:54:03+00:00,L5,319.03,331.90,344.60,342.29,340.53,326.01,331.05,339.09,323.06,298.96,299.42,306.16,317.41,315.43,321.61,322.97,332.96,325.98,323.96,319.92,320.78,323.57,312.27,292.44,300.13,295.78,292.51,292.84,297.59,319.60
2006-01-10 21:55:52+00:00,L7,348.96,349.59,351.63,353.01,346.61,348.27,342.88,341.09,,,,334.36,337.32,334.44,329.12,322.11,320.75,333.67,339.80,330.78,331.68,327.89,,,,331.89,333.48,336.38,332.81,333.43
2006-01-26 21:56:00+00:00,L7,,,340.22,340.29,330.69,321.29,321.81,314.35,321.80,323.49,325.33,324.73,332.14,,,,314.62,321.95,330.30,321.81,315.46,315.07,298.43,286.51,308.83,315.80,315.67,324.35,,
2006-02-19 21:56:39+00:00,L5,393.64,370.85,371.92,381.42,408.96,390.44,362.96,382.90,,,,,,,,,,,,,,358.30,350.32,343.90,341.97,355.51,357.50,376.10,380.96,371.59
2006-03-15 21:56:08+00:00,L7,,,329.21,328.41,326.04,314.23,329.99,332.22,326.42,325.84,320.68,315.37,314.09,,,,300.73,307.32,307.18,307.91,312.08,322.43,313.99,293.23,301.18,303.58,299.45,,,
2006-03-31 21:56:06+00:00,L7,341.02,336.68,328.74,323.01,328.56,323.70,322.48,331.95,332.78,329.03,333.02,330.02,,,314.52,311.26,300.33,304.91,299.99,303.57,318.36,320.38,314.49,299.40,310.93,309.61,,,,328.90
2006-04-16 21:56:02+00:00,L7,,,351.65,352.33,348.27,317.61,332.37,342.11,342.50,346.66,342.17,334.98,326.73,,,230.36,318.02,309.39,309.45,316.81,314.38,324.94,320.47,314.73,320.87,327.46,327.54,,,
2006-05-18 21:56:06+00:00,L7,404.68,385.43,384.55,386.64,385.49,364.30,358.84,,,363.90,362.64,357.49,354.42,353.81,347.73,362.88,356.58,337.97,331.30,335.95,341.96,,,371.55,359.45,363.31,356.29,373.01,368.66,354.12
2006-06-19 21:56:00+00:00,L7,405.64,405.21,,378.34,,151.59,347.72,253.92,,,320.03,,144.42,165.94,131.43,148.99,,,,131.92,175.35,292.75,,,,,302.56,,,
2006-06-27 21:58:48+00:00,L5,368.79,360.31,352.70,,333.60,323.37,316.43,310.76,312.23,321.77,326.97,209.47,176.38,169.10,156.07,170.42,150.09,146.71,157.16,160.14,193.89,309.85,317.87,319.39,328.84,336.23,326.19,321.60,321.20,
2006-07-13 21:59:02+00:00,L5,343.51,344.66,335.57,,320.03,291.35,307.98,312.58,306.34,307.53,314.03,,169.11,166.00,150.59,164.39,147.41,141.80,159.06,155.12,190.19,302.67,299.94,298.25,311.82,315.54,300.36,312.83,313.38,314.71
2006-07-21 21:55:45+00:00,L7,,,,,331.76,282.67,316.54,331.21,325.56,323.82,320.58,308.82,184.89,,,,151.21,145.54,151.21,152.46,190.18,315.29,317.10,,329.01,321.05,302.47,321.71,,
2006-10-25 21:55:41+00:00,L7,,,,342.50,335.63,323.73,343.17,339.85,338.14,335.57,337.81,335.41,326.55,321.99,,,319.19,324.11,325.53,324.29,302.85,301.79,286.50,285.74,309.64,310.19,293.19,305.02,,
2006-11-02 22:00:20+00:00,L5,358.02,351.61,348.49,367.24,372.31,348.28,361.43,362.30,361.59,355.88,351.67,349.15,342.57,336.27,335.72,331.83,329.80,340.20,341.23,342.49,,,,,,,,,,
2006-12-12 21:56:11+00:00,L7,379.04,359.31,371.15,396.18,418.34,376.03,405.86,389.49,397.85,,,373.10,376.67,364.52,340.20,336.87,339.74,342.30,359.07,376.75,366.62,320.31,,,,340.40,358.19,393.42,379.22,383.62
2007-02-14 21:56:27+00:00,L7,367.74,349.22,334.89,345.98,352.59,350.08,351.79,346.20,348.52,349.30,,,,338.55,331.74,311.33,303.65,309.45,323.92,339.97,344.55,348.90,340.47,337.87,,,,350.65,352.15,348.60
2007-03-02 21:56:31+00:00,L7,344.43,341.04,328.06,323.81,,,,341.30,339.05,339.29,335.28,328.81,324.42,325.07,320.46,315.39,303.56,300.71,,,,336.44,330.07,326.30,334.82,333.71,325.29,336.18,338.90,340.81
2007-04-19 21:56:31+00:00,L7,335.17,328.11,325.51,326.54,321.20,328.99,,,331.17,335.07,329.87,329.90,327.69,323.79,319.52,310.01,311.60,315.24,316.41,317.44,,,330.13,338.80,339.25,334.42,330.74,339.05,342.38,340.14
2007-09-25 22:05:12+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-26 21:55:47+00:00,L7,324.59,320.65,321.56,,,,303.62,302.43,311.19,311.91,316.13,318.07,324.89,323.22,320.04,305.25,289.06,,,,318.47,315.35,310.04,296.04,307.60,304.71,295.12,324.61,329.38,325.03
2007-10-28 21:55:58+00:00,L7,,,333.68,323.39,285.22,298.11,311.82,310.01,313.27,327.23,327.88,323.98,317.44,,,,314.73,316.60,321.30,322.82,,,,,,,,,,
2007-12-31 21:56:23+00:00,L7,395.13,408.60,423.16,,401.70,432.66,406.50,424.18,413.32,,,362.74,354.84,371.46,364.70,354.78,374.73,400.58,410.25,379.59,364.58,359.76,385.01,,,416.81,,407.91,391.29,388.70
2008-03-03 22:02:28+00:00,L5,361.92,370.13,378.10,382.78,380.68,373.27,363.52,365.08,365.91,373.66,371.57,374.80,363.54,362.20,360.67,352.57,342.30,353.21,359.86,361.21,358.87,352.97,348.68,341.56,354.91,363.04,357.02,362.58,366.02,361.06
2008-05-23 21:55:58+00:00,L7,331.53,,,,327.74,335.70,336.47,321.13,330.31,335.58,340.26,339.54,325.24,175.90,,,,150.31,334.11,323.85,327.45,325.81,321.54,311.53,325.43,323.82,311.53,328.04,331.06,333.47
2008-08-27 21:55:06+00:00,L7,353.57,354.95,332.40,,,245.50,329.58,320.97,340.40,344.38,341.88,331.87,332.31,336.43,341.72,334.53,318.43,309.75,,231.32,317.28,314.33,319.30,315.16,326.45,336.17,340.40,343.32,327.96,327.91
2008-10-30 21:54:58+00:00,L7,319.72,323.10,317.14,,,263.33,285.35,284.16,292.38,301.86,308.36,318.10,318.37,305.26,302.33,302.93,302.42,,,303.54,311.83,317.51,298.53,289.53,303.18,301.53,295.72,299.72,307.85,317.83
2009-03-23 21:56:15+00:00,L7,346.11,338.88,334.28,322.03,,,,338.29,345.79,344.40,339.57,335.66,337.77,340.92,343.30,342.65,332.83,327.79,,,,318.82,305.02,305.79,313.11,314.83,321.69,323.75,303.75,
2009-11-26 21:56:28+00:00,L5,363.55,354.93,345.18,354.83,320.84,345.31,353.74,360.06,368.08,371.37,363.88,355.48,351.06,349.20,346.41,337.17,332.83,351.22,350.42,334.84,329.49,337.86,340.05,344.66,338.80,333.43,326.66,332.98,330.72,335.99
2009-12-20 21:57:07+00:00,L7,,333.88,332.76,323.47,319.22,332.83,339.41,336.37,332.63,323.08,326.43,334.70,,,,334.36,315.26,313.43,320.72,327.43,325.25,314.61,319.46,317.16,320.79,327.38,,,,324.00
2010-01-05 21:57:24+00:00,L7,370.70,,,,364.18,363.46,371.50,342.90,345.43,360.19,360.86,360.28,363.36,364.90,358.95,358.64,,,339.80,350.00,348.22,333.64,339.45,350.21,358.28,351.43,344.44,338.66,322.24,
2010-01-13 21:56:49+00:00,L5,336.92,324.29,319.39,304.90,299.02,320.48,323.48,313.50,327.22,326.83,325.76,319.55,319.35,320.52,327.82,327.21,323.48,315.70,311.15,316.19,317.80,313.64,306.33,303.27,314.73,318.01,305.04,300.52,294.88,305.39
2010-01-29 21:56:53+00:00,L5,320.28,318.26,320.93,286.72,245.53,307.43,308.24,302.52,313.79,319.84,321.29,318.96,313.25,311.54,307.22,309.44,311.67,310.74,308.24,301.86,303.43,302.06,297.49,281.63,296.50,304.85,298.68,293.17,291.76,294.87
2010-05-13 21:58:09+00:00,L7,316.42,324.01,323.27,285.00,190.72,,,,311.48,312.62,312.91,317.35,176.66,177.47,157.12,173.51,161.19,308.32,318.83,287.45,,,293.08,286.13,298.70,303.32,291.30,297.14,300.34,302.35
2010-05-29 21:58:09+00:00,L7,356.50,356.85,348.21,342.00,337.76,343.93,335.31,,,,321.48,318.63,166.84,172.58,159.76,172.96,157.69,153.57,343.28,335.05,332.61,,,318.50,321.15,325.56,326.72,333.63,332.00,336.59
2010-06-30 21:58:13+00:00,L7,298.97,342.38,333.30,331.72,328.68,337.34,337.60,319.71,306.11,325.83,323.39,,,158.10,152.34,156.02,135.57,141.65,148.49,148.36,333.79,336.60,336.25,320.88,326.80,325.80,,,,
2010-07-16 21:58:15+00:00,L7,385.86,379.08,347.31,,373.02,365.72,,,351.44,,328.74,354.11,363.92,367.42,168.48,175.23,158.62,163.18,,,,,361.95,,,265.70,,,,
2010-10-04 21:58:17+00:00,L7,350.37,363.64,350.12,,,306.30,326.60,318.34,331.40,335.26,333.96,328.33,328.31,349.52,350.78,347.85,335.52,,,340.17,339.80,334.29,331.45,,337.36,343.43,324.39,338.38,337.23,337.41
2010-10-28 21:55:51+00:00,L5,361.92,354.80,354.65,350.36,356.25,360.95,357.70,353.74,356.03,333.17,337.36,347.20,346.45,341.10,350.46,351.06,303.22,279.01,265.57,340.84,334.57,333.99,337.03,334.36,339.77,353.84,351.13,369.87,367.43,362.31
2010-11-05 21:58:37+00:00,L7,,315.20,310.82,281.53,262.87,294.38,281.90,275.39,296.89,302.79,304.60,302.22,304.68,,,,306.14,307.05,314.32,301.26,292.55,294.39,286.02,283.31,302.17,304.06,296.67,,,304.34
2010-11-21 21:58:50+00:00,L7,318.84,324.97,319.70,284.41,291.29,,,287.42,312.59,313.94,314.03,310.87,309.08,308.85,311.30,315.63,313.47,317.24,311.77,,,,289.17,286.70,310.25,313.83,296.45,304.19,302.79,308.51
2011-01-16 21:55:58+00:00,L5,357.26,346.98,350.14,356.16,350.20,346.19,338.81,333.26,336.92,342.30,340.67,343.23,344.04,337.48,333.70,334.13,336.56,330.98,330.17,341.41,351.95,346.47,344.26,325.69,326.39,323.33,334.29,353.58,357.00,347.91
2011-02-09 21:59:27+00:00,L7,351.61,353.56,349.56,328.87,350.12,348.27,345.61,,,,340.54,341.39,336.95,339.25,329.73,322.38,324.97,325.92,335.50,336.45,342.05,,,,323.88,327.24,317.69,334.96,348.78,340.95
2011-02-17 21:56:00+00:00,L5,343.03,339.11,330.06,297.98,337.97,342.22,324.19,321.81,328.95,332.71,345.11,339.02,339.09,335.98,327.29,326.66,323.32,324.70,336.38,338.43,341.15,337.50,316.71,325.90,327.47,317.05,317.77,330.06,333.03,332.85
2011-03-21 21:55:52+00:00,L5,323.94,317.59,309.34,291.46,290.69,303.74,303.44,305.24,310.31,309.00,312.30,308.72,312.14,315.33,309.38,305.55,297.01,296.98,299.56,302.04,310.89,311.98,307.83,302.41,303.80,303.74,297.77,305.58,311.72,314.97
2011-03-29 21:59:38+00:00,L7,348.02,342.72,344.97,333.63,338.40,,,,349.73,343.67,339.66,340.90,343.97,350.32,344.73,338.69,331.58,324.00,327.46,,,,340.52,341.05,351.07,340.37,342.30,350.47,349.44,352.12
2011-04-14 21:59:38+00:00,L7,384.16,372.67,,,,318.56,324.21,351.09,,313.20,337.43,354.88,380.86,368.25,393.83,331.57,,,210.51,331.22,346.10,331.52,339.41,332.10,,,329.53,338.05,349.58,340.25
2011-08-20 21:59:26+00:00,L7,376.35,376.06,371.10,374.38,,,,359.68,351.65,375.34,358.13,347.78,346.88,345.09,345.66,350.87,354.40,368.77,,,251.06,341.02,372.99,390.38,387.00,361.63,346.30,346.73,346.42,341.82
2012-01-11 22:00:03+00:00,L7,,,,,245.99,,,,,,330.96,324.77,319.83,317.49,312.85,305.22,309.45,308.91,319.64,310.32,,,,306.49,318.24,314.14,301.75,,,
2012-02-12 22:00:09+00:00,L7,356.23,355.85,358.69,361.43,353.85,362.10,355.82,354.02,348.47,353.13,346.68,,,,370.66,348.26,339.97,338.35,349.38,358.13,366.32,355.65,349.42,372.06,380.56,,,,366.94,360.54
2012-04-16 22:00:05+00:00,L7,344.50,336.89,337.18,347.15,351.33,353.98,361.03,354.72,348.41,,,,360.65,362.45,344.95,169.02,81.48,,,,,,,,,,,,,
2012-05-02 22:00:31+00:00,L7,,,339.75,344.74,325.12,345.83,343.54,341.44,346.70,351.97,345.69,352.31,353.46,354.86,,246.84,351.09,350.05,351.18,348.37,341.69,344.22,343.31,348.87,362.66,352.87,343.92,354.39,,
2012-07-05 22:00:41+00:00,L7,192.76,305.63,319.40,,291.60,312.25,308.73,306.67,,,305.89,190.35,148.28,155.95,147.44,156.53,142.36,138.99,149.05,149.56,308.07,315.84,,,293.58,300.80,289.53,307.61,321.46,
2012-08-22 22:01:14+00:00,L7,361.67,354.98,339.87,,,365.71,364.08,363.98,361.28,379.00,368.32,353.27,350.43,350.33,346.17,351.82,,,239.61,348.00,355.56,352.86,363.35,344.10,357.43,349.79,352.23,354.19,357.23,360.01
2012-10-25 22:01:51+00:00,L7,333.37,331.81,327.87,,,,,,,,,,,,334.47,334.99,,,,,,,,,,,,,,
2012-12-12 22:02:05+00:00,L7,313.01,307.72,303.06,,,242.04,273.26,280.69,304.52,306.30,309.80,310.64,310.25,306.80,305.08,309.81,312.13,,,,294.47,295.55,284.66,278.70,297.10,298.27,287.45,293.80,301.07,313.91
2012-12-28 22:02:11+00:00,L7,,,,312.92,281.24,294.79,300.79,311.52,333.43,335.69,336.89,336.00,331.19,327.33,,,,326.49,325.54,323.21,315.04,317.98,298.26,292.11,308.77,316.57,309.46,318.19,,
2013-06-06 22:01:43+00:00,L7,330.69,324.34,,,172.09,280.08,303.92,317.50,318.30,326.42,332.80,323.92,154.24,175.39,151.63,,,,151.47,154.90,312.64,313.64,299.70,294.30,313.63,309.88,298.68,313.29,325.94,316.39
