dates,nzd0312-0000,nzd0312-0001,nzd0312-0002,nzd0312-0003,nzd0312-0004,nzd0312-0005,nzd0312-0006,nzd0312-0007,nzd0312-0008,nzd0312-0009,nzd0312-0010,nzd0312-0011,nzd0312-0012,nzd0312-0013,nzd0312-0014,nzd0312-0015,nzd0312-0016,nzd0312-0017,nzd0312-0018,nzd0312-0019,nzd0312-0020,nzd0312-0021,nzd0312-0022,nzd0312-0023,nzd0312-0024,nzd0312-0025,nzd0312-0026,nzd0312-0027,nzd0312-0028,nzd0312-0029,nzd0312-0030,nzd0312-0031,nzd0312-0032,nzd0312-0033,nzd0312-0034,nzd0312-0035,nzd0312-0036,nzd0312-0037,nzd0312-0038,nzd0312-0039,nzd0312-0040,nzd0312-0041,nzd0312-0042,nzd0312-0043,nzd0312-0044,nzd0312-0045,nzd0312-0046,nzd0312-0047,nzd0312-0048,nzd0312-0049,nzd0312-0050,nzd0312-0051,nzd0312-0052,nzd0312-0053,nzd0312-0054,nzd0312-0055,nzd0312-0056,nzd0312-0057,nzd0312-0058,nzd0312-0059,nzd0312-0060,nzd0312-0061,nzd0312-0062,nzd0312-0063,nzd0312-0064,nzd0312-0065,nzd0312-0066,nzd0312-0067,nzd0312-0068,nzd0312-0069,nzd0312-0070,nzd0312-0071,nzd0312-0072,nzd0312-0073,nzd0312-0074,nzd0312-0075,nzd0312-0076,nzd0312-0077,nzd0312-0078,nzd0312-0079,nzd0312-0080,nzd0312-0081,nzd0312-0082,nzd0312-0083,nzd0312-0084,nzd0312-0085,nzd0312-0086,nzd0312-0087,nzd0312-0088,nzd0312-0089,nzd0312-0090,nzd0312-0091,nzd0312-0092,nzd0312-0093,nzd0312-0094,nzd0312-0095,nzd0312-0096,nzd0312-0097,nzd0312-0098,nzd0312-0099,nzd0312-0100,nzd0312-0101,nzd0312-0102,nzd0312-0103,nzd0312-0104,nzd0312-0105,nzd0312-0106,nzd0312-0107,nzd0312-0108,nzd0312-0109,nzd0312-0110,nzd0312-0111,nzd0312-0112,nzd0312-0113,nzd0312-0114,nzd0312-0115,nzd0312-0116,nzd0312-0117,nzd0312-0118,nzd0312-0119,nzd0312-0120,nzd0312-0121,nzd0312-0122,nzd0312-0123,nzd0312-0124,nzd0312-0125,nzd0312-0126,nzd0312-0127,nzd0312-0128,nzd0312-0129,nzd0312-0130,nzd0312-0131,nzd0312-0132,nzd0312-0133,nzd0312-0134,nzd0312-0135,nzd0312-0136,satname
2000-08-07 21:45:32+00:00,,,,,,,,,,,,,291.41,,,288.07,,305.43,287.40,320.36,292.78,318.20,280.47,283.53,300.04,303.19,,307.27,305.94,302.83,303.64,311.44,315.05,320.50,328.98,337.60,344.28,354.38,355.39,361.61,366.05,375.86,373.94,368.34,364.49,343.27,343.36,360.52,342.67,342.93,334.16,321.70,326.03,316.85,317.49,317.12,318.79,326.34,326.32,317.02,318.96,322.24,323.29,326.40,327.05,328.43,336.26,340.19,335.78,340.38,334.19,332.94,335.34,334.20,333.44,338.34,331.56,333.51,336.21,336.93,336.11,334.71,334.38,336.13,339.06,339.51,338.47,323.65,321.23,319.84,315.49,322.94,330.73,333.96,333.72,336.30,338.76,345.09,348.86,341.37,333.06,332.82,333.43,331.28,342.54,355.51,336.78,312.81,300.01,293.86,292.13,292.16,292.41,297.64,301.50,310.72,318.92,342.60,354.71,360.57,354.10,333.49,317.91,309.61,319.65,330.16,345.42,361.24,369.03,363.82,363.25,371.51,387.53,370.84,354.52,342.67,333.09,L7
2000-08-14 21:51:44+00:00,,,,,,,,,,,,,291.41,,,288.07,,305.43,287.40,320.36,292.78,318.20,280.47,283.53,300.04,303.19,,295.95,297.84,294.72,295.21,305.03,308.69,315.54,323.27,331.05,336.88,344.67,342.88,361.61,349.74,361.09,363.85,355.06,351.42,336.16,333.89,348.30,331.16,330.15,322.24,315.75,319.60,311.34,311.12,311.79,312.89,326.34,326.32,317.02,318.96,322.24,314.63,318.13,321.27,323.06,331.76,334.86,332.85,335.85,329.17,332.94,335.34,334.20,333.44,338.34,331.56,333.51,336.21,336.93,336.11,334.71,327.88,329.54,339.06,339.51,338.47,323.65,321.23,319.84,309.97,318.96,327.34,330.81,330.88,332.86,334.61,340.52,344.23,336.71,328.26,328.48,328.31,326.60,336.87,348.29,330.54,312.81,300.01,285.56,284.37,284.82,285.86,293.11,296.77,305.91,314.57,336.73,346.63,353.97,348.55,324.67,317.91,309.61,314.96,325.12,339.29,356.23,364.41,359.27,359.28,367.14,387.53,370.84,350.26,338.25,328.19,L7
2000-12-13 21:44:52+00:00,306.15,299.98,301.33,293.40,278.06,264.57,273.13,276.89,284.38,280.21,279.83,293.28,294.96,306.46,314.53,313.18,317.33,309.55,291.71,299.31,286.43,284.01,284.88,285.45,287.85,301.39,303.88,288.55,293.41,291.70,291.52,299.10,304.29,311.44,318.16,320.73,313.59,330.62,329.89,366.75,334.11,356.48,359.53,351.18,337.63,341.46,339.45,340.09,316.58,321.61,316.57,311.24,312.94,308.21,306.43,305.99,304.15,318.17,318.92,306.52,311.00,316.79,306.20,309.93,314.00,314.12,322.44,327.63,327.24,326.59,315.31,323.84,325.84,324.10,324.49,325.78,321.93,320.66,327.04,332.43,335.07,329.95,322.21,323.74,332.47,333.19,330.41,318.30,316.10,315.81,302.51,316.80,325.49,329.96,329.39,331.14,333.44,338.50,340.69,331.57,325.67,327.54,326.12,321.56,333.93,342.10,326.54,300.72,289.42,274.75,274.53,275.19,279.22,289.87,293.21,301.24,310.76,330.93,343.84,351.69,345.60,319.04,317.91,309.61,310.38,321.70,336.38,353.80,361.94,355.65,355.12,364.70,,,340.50,331.32,323.92,L7
2001-01-05 21:51:04+00:00,305.21,303.85,299.40,294.23,289.24,264.57,280.22,275.83,281.26,287.07,285.33,295.83,297.24,315.79,317.38,313.90,320.89,314.17,300.94,319.16,286.43,300.95,294.66,297.00,296.66,309.77,310.08,294.32,299.97,299.50,299.26,306.27,309.75,317.03,323.21,325.80,313.59,330.62,342.54,375.53,334.11,364.80,369.45,364.23,337.63,349.67,346.81,349.19,316.58,329.24,323.88,318.16,320.43,316.46,314.31,312.61,311.14,323.55,323.47,315.50,319.60,323.16,314.74,309.93,314.00,319.20,327.47,327.63,327.24,326.59,315.31,333.35,333.01,330.30,331.00,335.07,331.86,326.46,332.22,336.59,339.88,335.74,328.53,329.40,339.06,341.56,338.37,326.18,323.95,321.65,302.24,323.51,329.82,335.10,332.25,333.93,336.08,340.97,343.86,335.19,328.54,332.16,331.03,326.20,339.05,346.97,333.32,309.62,292.68,279.46,279.86,280.61,284.44,293.36,296.96,305.15,313.39,333.22,345.88,353.23,347.27,323.47,323.66,316.19,315.56,324.78,339.25,355.72,363.89,358.32,358.36,368.02,389.01,374.98,344.16,333.93,325.77,L7
2001-01-14 21:44:57+00:00,304.69,300.04,301.10,293.90,282.34,261.99,282.19,281.19,284.31,287.28,283.62,296.48,297.23,316.90,320.26,316.58,321.29,317.43,302.95,311.86,283.50,297.40,297.70,294.74,294.98,309.65,309.33,290.23,302.97,302.86,303.51,306.41,309.74,316.86,322.94,322.21,303.04,321.27,343.73,375.53,317.12,363.33,371.68,366.78,325.30,351.80,347.97,350.55,308.14,328.82,326.01,318.47,320.81,318.55,316.43,314.11,311.02,325.46,319.63,318.49,323.33,322.72,312.49,304.66,310.51,319.34,327.78,325.98,327.19,325.66,313.35,335.41,335.84,332.94,333.78,338.54,333.97,325.01,331.56,336.24,335.54,330.39,326.89,326.58,339.51,337.17,340.11,323.37,321.20,317.33,299.01,322.53,329.16,333.84,329.86,332.85,333.97,338.83,341.59,333.32,327.74,332.53,331.13,326.71,340.04,348.94,333.43,306.65,291.67,278.77,278.20,278.95,282.90,291.69,296.62,303.70,311.96,331.03,343.15,349.44,344.19,321.44,321.34,318.11,315.27,323.74,336.67,353.22,362.10,357.58,356.22,365.01,383.42,364.25,339.92,329.24,320.43,L7
2001-05-22 21:44:18+00:00,304.69,300.04,301.10,293.90,282.34,261.99,282.19,281.19,284.31,287.28,283.62,296.48,299.17,316.90,320.26,316.58,321.29,323.85,311.20,311.86,283.50,297.40,297.70,294.74,301.44,309.65,309.33,300.46,317.25,321.01,322.28,317.95,321.02,336.39,338.79,330.93,271.92,326.99,362.90,375.53,,379.23,385.68,385.91,,363.18,359.74,363.89,,340.94,339.81,335.56,334.98,340.95,336.55,333.06,339.08,339.69,320.33,329.99,335.67,330.60,330.39,,,339.55,347.58,,,,317.30,356.51,351.09,346.64,348.87,351.44,349.43,333.85,340.92,343.42,345.04,337.05,349.30,343.10,354.90,347.42,354.67,334.88,329.13,325.64,319.85,330.23,332.16,336.99,335.46,343.24,344.37,346.98,347.76,342.69,336.51,342.32,343.45,340.18,355.35,363.65,346.32,311.86,298.33,294.22,290.01,290.73,292.23,297.99,308.10,314.53,318.68,335.18,348.77,353.86,348.29,335.34,330.38,325.75,325.75,332.46,343.93,359.00,368.73,367.15,366.29,373.94,382.87,366.96,352.30,343.00,333.43,L7
2001-07-25 21:43:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.47,304.55,306.96,305.57,304.85,313.07,315.10,316.95,320.19,,,,,,,,,,,,,,,,,,,,,,,,,,,316.43,311.13,311.88,319.81,321.91,325.56,334.58,329.02,332.20,329.81,330.99,329.44,322.98,324.15,326.01,327.51,328.09,332.94,335.10,327.25,326.67,344.13,350.16,346.56,336.26,327.28,320.50,321.26,320.60,315.12,319.16,322.13,322.22,327.22,326.13,334.31,336.43,329.98,336.33,334.03,342.02,333.41,345.22,350.18,326.67,302.92,285.15,283.34,277.05,281.73,281.84,285.14,299.32,305.16,290.71,320.09,328.25,335.38,332.05,,,,299.85,312.00,333.82,347.47,355.09,346.41,342.96,,381.77,372.37,353.18,346.71,317.56,L7
2001-09-11 21:43:02+00:00,300.37,288.32,282.04,284.59,281.97,270.83,276.77,274.49,284.51,,294.51,302.68,294.50,309.67,318.70,314.71,306.38,306.92,297.02,296.73,300.67,293.37,295.96,291.82,291.89,294.27,298.46,303.07,305.45,306.83,308.13,309.24,315.35,315.62,317.37,319.78,320.35,309.15,304.43,,335.91,352.91,361.97,354.16,349.00,341.52,334.93,332.59,330.86,320.23,327.06,323.25,322.19,327.84,325.60,326.19,321.77,323.48,316.61,319.43,325.53,323.86,315.76,314.41,312.43,320.04,324.47,328.51,338.05,335.82,337.13,335.63,332.91,332.59,325.69,325.49,326.72,327.93,327.75,331.81,333.64,327.41,326.36,342.02,347.88,346.31,335.24,331.22,323.49,322.20,318.98,315.47,320.41,322.51,321.93,329.01,328.58,334.40,336.34,332.63,336.25,335.86,341.80,334.98,343.58,351.23,328.78,301.69,283.89,284.87,280.40,286.29,285.11,289.11,300.58,305.25,302.23,326.04,335.81,341.88,340.12,338.39,323.89,317.40,312.00,320.10,337.85,353.29,362.18,354.67,353.29,377.05,385.95,371.11,354.45,347.07,322.27,L7
2001-09-18 21:49:05+00:00,299.54,291.69,288.82,287.79,286.79,278.99,274.83,272.42,280.16,296.13,297.39,302.06,297.38,310.78,317.19,310.45,302.50,300.23,296.07,297.38,297.86,294.66,294.56,291.81,290.53,294.07,300.63,304.68,305.27,306.22,308.75,312.36,316.64,315.74,317.94,321.65,319.23,314.95,307.90,,338.70,360.11,362.21,352.59,347.21,340.57,333.49,333.30,331.72,325.74,326.92,324.84,325.19,326.14,325.45,323.94,323.55,326.94,324.19,324.72,324.71,322.15,316.04,316.43,314.45,316.57,326.38,331.53,336.87,335.23,339.66,338.28,337.40,337.69,332.90,328.06,327.42,329.97,329.91,330.50,332.75,330.62,328.99,340.03,350.49,350.14,340.64,333.25,326.89,323.90,319.29,316.32,322.40,323.05,322.72,330.62,330.60,335.46,338.21,334.19,335.06,337.22,343.97,339.25,345.93,353.94,330.45,304.49,286.19,286.95,286.31,290.06,289.94,292.88,303.45,307.22,306.77,330.20,339.29,343.92,342.77,337.55,327.00,320.88,317.68,324.88,340.22,355.63,364.43,358.78,358.35,376.62,384.66,370.33,354.89,347.59,328.66,L7
2001-09-27 21:42:53+00:00,298.25,293.39,291.17,291.46,290.73,280.83,273.19,272.23,281.96,298.43,301.42,303.43,300.69,316.38,318.44,310.17,303.37,297.12,297.32,300.85,300.04,295.61,293.01,293.04,294.82,299.20,303.98,305.05,305.07,307.43,310.80,314.83,320.25,317.75,319.73,323.43,322.68,318.64,308.61,344.10,342.81,363.43,365.96,357.37,350.36,343.71,336.23,338.92,336.64,330.02,328.65,326.42,325.34,324.24,323.68,323.54,327.16,330.24,328.49,324.81,323.17,321.60,316.65,318.70,320.19,322.91,330.65,334.21,337.78,336.13,339.34,338.78,340.82,341.74,334.76,328.76,327.44,330.57,332.23,332.67,334.65,331.78,331.09,341.21,352.19,351.84,343.50,336.28,329.81,325.24,319.09,318.30,323.52,323.47,323.84,331.70,332.55,337.32,341.70,335.42,334.66,338.25,345.12,344.14,348.79,356.43,331.53,305.13,287.34,289.80,292.19,293.97,293.06,295.21,305.08,310.55,310.47,329.54,340.42,346.48,344.33,336.67,326.42,321.86,320.61,327.26,342.21,357.72,364.43,358.78,358.35,376.62,384.66,370.33,354.89,347.59,328.66,L7
2001-10-04 21:48:54+00:00,299.75,293.29,291.54,291.63,288.90,278.49,273.91,272.62,282.49,296.15,300.89,303.10,300.88,315.57,318.26,310.60,305.17,298.41,298.03,300.32,300.53,295.37,294.12,294.07,296.08,301.94,306.22,306.21,306.75,308.90,310.59,315.16,320.58,317.97,318.80,322.46,322.98,318.19,309.97,343.04,345.42,363.83,366.77,358.66,350.76,345.43,339.47,339.75,338.77,331.71,330.82,328.45,325.52,324.32,323.90,325.42,330.44,333.25,331.98,327.09,324.07,323.16,318.64,321.00,323.24,326.38,332.44,336.35,339.78,337.49,339.72,338.72,342.92,343.65,337.16,331.07,329.52,333.47,334.70,334.82,336.70,334.03,333.25,342.60,353.39,353.51,345.74,338.75,332.96,327.14,320.34,320.01,324.14,324.10,324.80,331.91,333.49,337.91,343.43,336.88,335.65,337.67,345.57,345.19,349.17,356.43,331.71,305.26,288.98,291.90,294.29,296.72,295.01,295.72,306.09,312.19,312.51,330.76,340.87,347.46,345.79,336.03,325.78,322.61,321.42,327.48,343.45,358.57,366.46,360.38,361.08,377.39,386.57,371.14,354.53,346.59,329.12,L7
