dates,satname,nzd0312-0000,nzd0312-0001,nzd0312-0002,nzd0312-0003,nzd0312-0004,nzd0312-0005,nzd0312-0006,nzd0312-0007,nzd0312-0008,nzd0312-0009,nzd0312-0010,nzd0312-0011,nzd0312-0012,nzd0312-0013,nzd0312-0014,nzd0312-0015,nzd0312-0016,nzd0312-0017,nzd0312-0018,nzd0312-0019,nzd0312-0020,nzd0312-0021,nzd0312-0022,nzd0312-0023,nzd0312-0024,nzd0312-0025,nzd0312-0026,nzd0312-0027,nzd0312-0028,nzd0312-0029,nzd0312-0030,nzd0312-0031,nzd0312-0032,nzd0312-0033,nzd0312-0034,nzd0312-0035,nzd0312-0036,nzd0312-0037,nzd0312-0038,nzd0312-0039,nzd0312-0040,nzd0312-0041,nzd0312-0042,nzd0312-0043,nzd0312-0044,nzd0312-0045,nzd0312-0046,nzd0312-0047,nzd0312-0048,nzd0312-0049,nzd0312-0050,nzd0312-0051,nzd0312-0052,nzd0312-0053,nzd0312-0054,nzd0312-0055,nzd0312-0056,nzd0312-0057,nzd0312-0058,nzd0312-0059,nzd0312-0060,nzd0312-0061,nzd0312-0062,nzd0312-0063,nzd0312-0064,nzd0312-0065,nzd0312-0066,nzd0312-0067,nzd0312-0068,nzd0312-0069,nzd0312-0070,nzd0312-0071,nzd0312-0072,nzd0312-0073,nzd0312-0074,nzd0312-0075,nzd0312-0076,nzd0312-0077,nzd0312-0078,nzd0312-0079,nzd0312-0080,nzd0312-0081,nzd0312-0082,nzd0312-0083,nzd0312-0084,nzd0312-0085,nzd0312-0086,nzd0312-0087,nzd0312-0088,nzd0312-0089,nzd0312-0090,nzd0312-0091,nzd0312-0092,nzd0312-0093,nzd0312-0094,nzd0312-0095,nzd0312-0096,nzd0312-0097,nzd0312-0098,nzd0312-0099,nzd0312-0100,nzd0312-0101,nzd0312-0102,nzd0312-0103,nzd0312-0104,nzd0312-0105,nzd0312-0106,nzd0312-0107,nzd0312-0108,nzd0312-0109,nzd0312-0110,nzd0312-0111,nzd0312-0112,nzd0312-0113,nzd0312-0114,nzd0312-0115,nzd0312-0116,nzd0312-0117,nzd0312-0118,nzd0312-0119,nzd0312-0120,nzd0312-0121,nzd0312-0122,nzd0312-0123,nzd0312-0124,nzd0312-0125,nzd0312-0126,nzd0312-0127,nzd0312-0128,nzd0312-0129,nzd0312-0130,nzd0312-0131,nzd0312-0132,nzd0312-0133,nzd0312-0134,nzd0312-0135,nzd0312-0136
2000-08-07 21:45:32+00:00,L7,,,,,,,,,,,,,284.27,,195.56,140.50,95.09,281.50,265.69,268.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.99,315.79,316.60,316.24,306.67,310.81,312.34,307.03,307.92,314.13,319.57,324.47,332.44,336.07,330.54,321.57,315.93,323.29,317.71,318.84,,,,319.38,322.13,323.34,325.27,321.69,321.79,326.89,325.29,324.53,315.58,306.99,306.98,303.86,319.06,324.89,330.59,328.41,326.46,326.54,332.33,335.05,329.32,323.60,327.19,327.02,317.94,326.68,337.78,319.52,284.58,286.86,271.12,273.55,273.73,275.65,285.07,289.88,296.59,307.90,,,,,,,,,,,,361.81,358.43,355.32,364.58,,,334.55,325.88,314.06
2000-08-14 21:51:44+00:00,L7,,,,,,,,,,96.06,142.51,,254.08,232.26,188.42,138.03,96.31,80.26,,257.07,246.66,240.07,192.41,182.65,168.13,114.18,87.93,278.02,289.56,286.40,283.25,297.23,302.92,309.05,311.86,316.31,317.27,326.99,315.38,305.37,330.45,341.53,355.11,339.94,338.63,342.38,337.75,333.87,324.14,314.59,311.73,309.35,310.31,310.80,305.35,306.47,305.30,282.15,77.97,93.38,78.61,76.04,293.33,296.49,309.61,314.92,327.08,326.88,334.23,326.54,317.37,,,212.56,,,213.94,226.40,222.33,230.18,246.21,247.50,308.68,309.91,,273.23,297.23,297.52,,,290.17,306.51,317.00,319.94,321.81,322.23,319.70,323.15,326.46,317.60,310.94,313.84,312.76,312.12,319.92,328.17,312.63,,,257.37,256.99,258.09,262.00,278.46,281.14,289.11,299.00,320.53,329.66,342.19,338.57,305.48,,,307.56,317.99,327.55,347.33,352.57,342.70,345.57,351.47,,,332.03,315.33,302.79
2000-12-13 21:44:52+00:00,L7,291.82,290.42,284.13,276.20,265.77,255.97,251.63,255.39,262.88,263.01,265.50,276.08,286.21,289.26,293.03,291.68,295.83,292.25,283.73,282.11,270.91,269.68,272.08,270.18,275.10,282.40,286.68,281.63,292.60,298.83,303.63,300.48,308.63,319.02,321.87,303.46,261.17,314.70,334.55,349.55,357.50,357.96,359.87,356.18,352.41,337.74,336.25,340.54,335.59,318.99,319.49,312.94,308.82,315.28,312.94,303.23,,,,,,,,,,,,,,,,327.32,326.17,323.84,326.37,325.64,322.86,309.50,314.59,328.65,340.40,324.16,320.70,326.81,323.71,330.20,325.56,316.78,313.09,310.07,310.01,306.47,309.75,320.19,320.95,323.15,327.59,326.61,324.21,321.40,319.00,329.31,330.81,319.47,334.73,342.51,325.83,289.03,279.62,272.45,270.53,269.73,276.46,288.93,290.22,293.42,307.22,319.87,335.65,,,,,,,,,,,,,,,,,,
2001-01-05 21:51:04+00:00,L7,311.95,312.83,306.67,304.25,306.98,310.58,298.80,286.27,289.65,303.14,298.51,307.59,308.39,334.32,331.74,326.13,335.95,338.75,330.89,348.21,349.12,325.57,323.43,329.28,330.77,335.72,325.48,326.62,335.41,339.91,337.88,341.51,339.25,347.09,349.98,352.67,363.48,374.91,386.26,393.51,401.31,395.51,405.78,409.92,398.96,381.95,376.57,382.25,383.48,357.89,353.48,352.45,356.14,358.62,353.51,354.88,348.28,348.89,343.68,351.65,354.60,349.94,356.57,354.76,349.31,347.22,355.25,364.76,367.45,369.42,373.86,379.05,369.36,362.78,364.71,370.59,369.34,351.54,360.59,360.87,365.67,366.57,367.79,365.38,373.07,382.70,377.90,364.63,362.18,356.93,359.22,363.18,356.65,362.31,353.76,361.04,364.12,367.43,370.21,361.95,350.00,356.91,361.34,354.53,371.24,380.53,374.93,344.01,314.91,310.72,313.06,313.47,315.66,315.42,320.35,328.89,330.09,346.57,358.21,362.45,356.09,340.91,338.98,332.64,334.91,338.63,351.70,365.04,375.52,372.54,374.85,384.83,393.61,378.81,363.00,354.29,346.70
2001-01-14 21:44:57+00:00,L7,273.32,272.20,268.11,256.84,242.55,241.21,240.63,246.41,244.90,251.30,249.86,261.37,271.20,282.73,280.50,276.42,276.60,266.54,263.48,260.85,242.50,259.97,253.19,240.36,261.47,266.44,271.44,248.74,279.33,279.90,288.33,280.14,278.18,98.06,105.03,106.71,101.80,99.76,98.52,91.85,80.75,62.09,,67.33,82.20,99.89,111.02,118.60,115.15,,,,,,,,,,277.56,281.12,289.54,288.60,281.56,83.32,96.80,98.00,100.81,128.97,154.25,161.77,286.97,,228.78,234.70,238.96,237.24,243.75,,,306.87,294.52,276.31,280.54,287.97,278.97,285.20,278.61,270.27,262.47,257.50,275.10,292.29,304.58,311.34,308.63,318.46,316.69,316.28,318.25,317.76,308.99,317.33,311.88,309.93,322.63,326.00,308.57,263.66,249.63,256.28,252.07,256.27,257.81,269.41,283.66,289.58,301.64,318.90,332.27,331.67,329.15,317.41,310.43,309.15,305.26,312.69,324.81,342.49,350.60,351.30,347.28,352.59,359.64,338.36,328.34,314.39,304.73
2001-05-22 21:44:18+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.63,361.00,359.50,368.09,370.59,376.58,369.93,369.22,361.86,352.80,352.06,349.60,340.39,341.43,341.13,345.49,354.07,352.84,361.36,362.11,355.22,349.47,347.17,353.52,362.34,374.21,379.58,354.30,329.06,323.15,315.75,305.81,307.19,304.52,305.21,325.15,334.39,,,,,,,,,,,,,,,,,390.97,380.04,361.54,355.91,343.96
2001-07-25 21:43:42+00:00,L7,,,,,,,,,,,,,,210.92,187.87,112.76,87.63,78.12,,,,,,,,,,269.87,274.95,277.36,280.90,283.71,288.40,290.43,295.81,299.05,,,,,,,,,,,,,,,,,,,,,,,,,,,291.76,289.99,290.74,295.14,297.24,300.89,304.98,304.35,307.53,305.14,306.32,304.77,298.31,299.48,301.34,302.84,303.42,300.91,301.20,285.65,275.91,308.33,314.40,313.84,293.97,281.50,277.01,279.27,282.26,281.86,289.90,297.54,293.35,293.37,292.42,300.27,303.75,298.52,,,,298.26,308.23,309.58,289.70,267.44,235.95,241.59,240.29,249.27,252.94,259.47,267.90,270.84,279.33,306.64,314.80,320.58,319.72,,,,287.52,297.20,321.49,336.09,342.76,335.03,331.58,,,,,,284.94
2001-09-11 21:43:02+00:00,L7,292.04,282.76,272.04,274.59,274.83,265.83,264.27,261.99,272.01,,286.18,292.68,287.36,299.67,306.20,302.21,293.88,290.25,284.52,286.73,290.67,285.04,285.96,281.82,283.56,284.27,288.46,296.66,296.35,296.71,302.37,306.49,309.30,307.81,310.65,312.23,314.10,302.01,298.18,278.81,327.58,346.66,354.83,347.02,340.67,333.19,326.60,326.34,320.86,313.98,318.73,316.11,315.94,317.84,317.27,316.19,311.77,313.48,309.47,309.43,315.53,315.53,306.77,310.55,305.83,311.94,318.70,323.13,331.52,334.29,333.74,333.13,326.51,327.40,320.07,318.49,319.09,320.02,319.07,321.23,323.57,319.41,317.41,329.48,334.98,337.48,324.85,329.11,319.46,314.08,307.41,309.03,316.65,318.26,316.35,326.33,327.22,328.33,329.91,332.36,329.04,330.55,335.34,332.56,333.15,343.34,324.67,290.91,271.38,279.60,279.97,289.15,286.10,292.06,298.10,300.89,309.90,327.44,338.82,343.39,344.02,333.84,319.72,313.83,319.99,323.19,337.70,355.26,365.11,359.07,359.78,373.20,385.14,365.67,351.17,342.43,326.14
2001-09-18 21:49:05+00:00,L7,305.04,299.27,303.20,298.60,297.04,290.94,282.40,279.85,285.31,303.73,306.60,309.03,305.68,319.49,325.18,315.69,308.12,306.20,304.63,305.64,302.65,302.29,300.77,299.40,295.50,301.48,310.40,315.50,312.50,312.60,316.30,324.02,325.55,322.30,324.52,330.82,322.85,326.19,316.12,299.65,347.81,372.05,367.87,356.44,351.74,345.96,338.38,338.77,340.18,335.99,333.11,331.85,332.94,332.05,331.63,329.28,332.94,338.00,337.19,337.61,331.49,326.78,322.91,325.90,323.94,315.97,336.53,343.89,342.10,340.38,351.03,349.89,352.70,354.22,353.66,339.53,335.15,340.38,340.56,332.90,335.52,346.56,343.20,340.38,364.67,367.98,363.20,346.92,344.70,336.58,326.54,324.31,333.14,328.47,328.88,340.21,341.40,343.38,348.57,343.12,338.09,345.37,353.05,356.28,358.41,369.65,341.80,319.21,300.67,299.52,309.47,306.13,308.64,307.98,315.87,316.56,318.78,341.96,349.71,351.78,351.25,340.16,333.28,327.08,332.21,338.24,348.14,363.23,372.10,369.92,371.38,379.12,385.86,371.95,359.21,352.43,352.04
2001-09-27 21:42:53+00:00,L7,306.01,303.68,308.26,311.20,307.48,290.73,285.40,287.36,301.06,313.12,319.80,318.57,316.18,339.97,336.44,325.12,320.62,311.57,315.30,320.18,316.80,307.82,302.31,307.90,313.74,321.85,323.09,318.58,316.87,323.46,327.29,331.12,341.42,334.10,333.96,337.63,337.34,334.88,317.79,356.50,361.37,377.83,382.32,375.79,366.99,360.30,352.05,357.89,358.89,346.35,342.43,338.45,333.40,332.82,330.48,335.16,346.77,349.24,345.95,337.39,332.50,330.83,328.81,334.37,346.26,352.25,353.81,352.58,352.93,349.17,348.72,350.61,361.40,364.24,350.66,341.21,337.86,342.69,349.51,351.66,351.12,346.75,349.81,356.27,369.29,368.97,365.26,360.79,353.87,343.00,328.61,335.06,335.72,331.35,334.51,343.78,348.13,352.49,363.40,347.19,342.32,350.20,356.34,370.60,369.11,378.80,346.19,318.01,304.33,311.51,324.55,317.38,312.41,310.74,317.76,329.50,326.31,333.22,349.43,360.37,354.19,340.56,330.44,328.23,334.57,340.62,353.33,368.77,,,,,,,,,
2001-10-04 21:48:54+00:00,L7,300.59,290.55,288.27,287.74,280.26,269.25,270.59,268.28,278.58,287.19,295.66,297.71,298.32,308.77,312.21,306.38,305.07,294.95,294.69,294.32,297.61,290.98,293.04,292.75,296.17,305.74,308.53,306.42,309.08,310.37,306.09,313.31,318.24,315.20,311.91,315.42,321.12,313.68,311.27,337.58,349.56,362.29,366.06,359.39,348.29,346.94,345.49,339.51,340.77,334.02,333.66,331.42,323.31,320.17,320.87,326.66,335.90,337.86,339.31,329.52,322.35,324.15,322.94,327.04,332.32,336.60,335.92,341.25,343.37,339.25,337.56,334.80,347.67,347.59,343.07,336.65,334.17,341.41,340.94,341.90,343.81,341.65,340.41,345.85,355.72,358.19,353.25,346.71,344.34,332.26,322.93,325.45,324.50,325.06,327.40,330.18,335.45,338.12,349.33,341.79,336.47,332.22,344.62,347.98,347.90,352.05,328.92,302.26,292.80,298.76,301.66,307.71,302.33,296.06,308.99,318.40,318.98,333.63,340.66,349.18,349.77,332.11,322.04,323.29,322.82,326.14,346.58,360.29,370.73,363.50,367.58,377.24,390.10,371.75,351.45,341.40,328.52
2002-02-02 21:43:18+00:00,L7,,,,,,,,,,,238.00,253.39,260.22,271.57,269.77,275.31,262.94,254.39,245.17,227.50,222.18,208.33,186.95,168.99,148.25,117.23,91.04,122.34,135.82,140.93,200.16,131.81,105.21,106.42,112.14,123.99,95.79,92.46,88.23,78.58,62.95,,,,83.65,111.20,112.69,115.03,254.41,275.97,252.11,,,,,,,,75.28,86.08,85.90,88.13,86.20,85.90,91.56,95.01,98.23,120.78,145.56,157.10,174.85,198.98,213.28,210.15,215.62,213.53,213.05,221.53,221.86,226.71,234.75,234.35,239.70,248.75,241.68,247.35,260.27,243.86,235.38,236.04,244.22,270.21,286.29,292.40,301.19,303.41,302.71,299.13,303.05,301.20,293.93,287.37,292.93,294.05,303.63,309.47,280.99,247.35,220.31,232.54,234.26,237.99,243.63,252.34,267.88,272.05,288.86,301.16,313.17,314.66,315.74,302.13,290.84,282.65,285.39,295.30,316.47,330.91,339.81,333.84,336.14,338.76,338.75,323.95,312.08,298.11,283.37
2002-02-18 21:43:18+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,262.08,258.80,259.71,269.13,258.56,244.90,246.83,270.87,283.52,292.56,285.30,262.54,270.31,282.93,286.50,287.42,300.90,313.39,313.18,312.11,310.82,312.09,307.63,308.77,308.50,309.77,310.15,307.59,291.94,283.80,281.82,283.58,281.00,281.74,281.43,284.95,286.31,293.68,296.24,296.76,299.42,305.61,313.02,315.74,315.85,310.99,301.59,297.47,300.11,293.25,290.37,302.29,305.17,293.75,290.16,290.54,289.20,301.60,300.32,306.08,320.45,317.57,301.48,295.68,288.78,293.29,302.78,311.21,323.03,322.12,329.12,336.27,326.13,330.86,327.55,326.17,323.99,322.80,326.28,334.25,335.86,311.41,287.99,261.21,268.99,267.89,268.08,278.29,282.43,292.35,294.96,306.77,329.80,338.62,341.67,345.15,327.23,319.83,299.57,307.54,320.42,335.37,353.59,360.40,356.61,355.56,363.02,370.90,355.88,342.89,333.40,321.68
2002-02-25 21:49:35+00:00,L7,305.58,285.61,287.29,291.34,288.45,290.38,292.55,297.91,308.92,302.52,291.11,304.99,327.26,338.10,333.06,334.38,322.91,327.57,317.73,297.01,296.56,302.44,313.42,321.81,307.87,296.67,278.35,280.44,281.90,286.62,319.17,297.64,296.20,297.10,305.87,318.63,310.35,374.07,372.67,314.10,308.98,322.23,336.09,339.34,331.47,329.12,324.96,324.33,323.47,326.69,336.70,345.08,331.73,303.83,290.70,294.25,302.75,298.13,304.17,301.56,298.86,304.21,313.48,331.09,325.62,316.86,322.63,327.10,347.15,352.76,332.77,310.45,313.20,323.78,320.46,343.23,344.74,321.59,317.86,316.44,340.69,343.36,341.33,342.67,357.65,364.63,374.89,357.74,345.25,325.73,316.45,331.07,346.67,343.46,341.71,358.10,355.79,358.35,363.69,352.98,351.60,348.29,340.30,345.68,374.50,,325.50,326.03,296.33,297.84,289.89,296.52,312.13,311.12,314.16,317.42,328.44,356.04,366.98,372.08,357.37,344.90,341.71,314.35,322.12,338.85,356.19,375.35,383.02,377.32,371.85,381.01,392.81,380.36,369.26,363.86,357.32
