dates,nzd0312-0000,nzd0312-0001,nzd0312-0002,nzd0312-0003,nzd0312-0004,nzd0312-0005,nzd0312-0006,nzd0312-0007,nzd0312-0008,nzd0312-0009,nzd0312-0010,nzd0312-0011,nzd0312-0012,nzd0312-0013,nzd0312-0014,nzd0312-0015,nzd0312-0016,nzd0312-0017,nzd0312-0018,nzd0312-0019,nzd0312-0020,nzd0312-0021,nzd0312-0022,nzd0312-0023,nzd0312-0024,nzd0312-0025,nzd0312-0026,nzd0312-0027,nzd0312-0028,nzd0312-0029,nzd0312-0030,nzd0312-0031,nzd0312-0032,nzd0312-0033,nzd0312-0034,nzd0312-0035,nzd0312-0036,nzd0312-0037,nzd0312-0038,nzd0312-0039,nzd0312-0040,nzd0312-0041,nzd0312-0042,nzd0312-0043,nzd0312-0044,nzd0312-0045,nzd0312-0046,nzd0312-0047,nzd0312-0048,nzd0312-0049,nzd0312-0050,nzd0312-0051,nzd0312-0052,nzd0312-0053,nzd0312-0054,nzd0312-0055,nzd0312-0056,nzd0312-0057,nzd0312-0058,nzd0312-0059,nzd0312-0060,nzd0312-0061,nzd0312-0062,nzd0312-0063,nzd0312-0064,nzd0312-0065,nzd0312-0066,nzd0312-0067,nzd0312-0068,nzd0312-0069,nzd0312-0070,nzd0312-0071,nzd0312-0072,nzd0312-0073,nzd0312-0074,nzd0312-0075,nzd0312-0076,nzd0312-0077,nzd0312-0078,nzd0312-0079,nzd0312-0080,nzd0312-0081,nzd0312-0082,nzd0312-0083,nzd0312-0084,nzd0312-0085,nzd0312-0086,nzd0312-0087,nzd0312-0088,nzd0312-0089,nzd0312-0090,nzd0312-0091,nzd0312-0092,nzd0312-0093,nzd0312-0094,nzd0312-0095,nzd0312-0096,nzd0312-0097,nzd0312-0098,nzd0312-0099,nzd0312-0100,nzd0312-0101,nzd0312-0102,nzd0312-0103,nzd0312-0104,nzd0312-0105,nzd0312-0106,nzd0312-0107,nzd0312-0108,nzd0312-0109,nzd0312-0110,nzd0312-0111,nzd0312-0112,nzd0312-0113,nzd0312-0114,nzd0312-0115,nzd0312-0116,nzd0312-0117,nzd0312-0118,nzd0312-0119,nzd0312-0120,nzd0312-0121,nzd0312-0122,nzd0312-0123,nzd0312-0124,nzd0312-0125,nzd0312-0126,nzd0312-0127,nzd0312-0128,nzd0312-0129,nzd0312-0130,nzd0312-0131,nzd0312-0132,nzd0312-0133,nzd0312-0134,nzd0312-0135,nzd0312-0136,satname
2000-12-13 21:44:52+00:00,306.15,299.98,301.33,293.40,278.06,264.57,273.13,276.89,284.38,280.21,279.83,293.28,298.50,306.46,314.53,313.18,317.33,320.92,305.23,299.31,288.11,284.01,289.28,287.38,289.43,299.60,303.88,298.83,309.80,316.03,317.96,312.77,322.96,333.35,334.16,315.75,271.92,326.99,345.30,366.75,,368.71,372.16,368.47,,352.07,350.58,351.29,,329.74,333.82,325.23,319.57,332.48,327.27,320.43,,,,,,,,,,,,,,,,341.65,340.50,338.17,340.70,339.97,337.19,323.83,328.92,342.98,352.69,338.49,335.03,341.14,338.04,344.53,339.89,333.98,330.29,327.27,,318.76,320.50,328.79,329.55,333.90,338.34,337.36,334.96,330.96,331.29,341.60,341.56,329.03,347.02,359.71,340.16,303.36,296.82,286.78,282.82,280.48,286.02,297.53,298.82,301.24,313.84,327.69,343.47,,,,,,,,,,,,,,,,,,,L7
2001-01-05 21:51:04+00:00,304.28,307.72,297.47,295.05,300.41,,287.30,274.77,278.15,293.94,290.84,298.39,301.82,325.12,320.24,314.63,324.45,323.42,319.39,339.01,,317.90,314.23,320.08,323.10,326.52,316.28,317.42,326.21,330.71,330.21,334.94,331.58,339.42,343.41,346.10,,,380.51,384.31,,389.76,399.21,403.35,,374.28,368.90,376.50,,352.14,345.81,345.88,350.39,349.42,345.84,345.68,339.08,339.69,337.11,342.45,345.40,342.27,348.90,,,339.55,347.58,,,,,371.38,361.69,355.11,357.04,362.92,361.67,343.87,352.92,353.20,359.10,358.90,360.12,357.71,365.40,375.03,370.23,355.43,352.98,347.73,,356.61,350.90,357.71,349.16,355.29,358.37,361.68,364.46,356.84,343.43,350.34,355.59,349.42,364.67,371.33,367.26,336.34,305.71,303.05,306.49,307.72,310.55,310.82,315.75,324.71,326.55,342.39,354.03,357.85,352.26,336.73,335.15,329.35,331.08,334.03,347.87,361.50,371.69,369.00,371.31,381.29,389.01,374.98,358.82,349.69,341.59,L7
2001-01-14 21:44:57+00:00,303.65,292.42,304.51,293.24,268.55,259.41,286.13,291.91,290.40,287.70,280.19,297.77,297.20,319.13,326.00,321.92,322.10,327.21,308.98,297.25,278.90,290.30,289.59,276.76,291.80,302.84,307.84,285.14,315.73,316.30,318.66,306.14,308.51,,,,,,,,,,,,,,,,,,,,,,,,,,303.56,317.52,325.94,318.93,311.89,,,,,,,,317.30,,,,,,,,,337.20,320.52,306.64,,318.30,,315.53,,306.67,298.87,293.90,305.43,318.29,327.33,329.54,326.83,341.21,339.44,339.03,341.00,337.98,334.99,343.33,334.63,330.15,348.63,362.40,338.90,293.99,286.03,286.61,278.07,279.02,278.03,287.61,301.86,306.13,315.64,335.45,348.82,349.87,344.32,333.96,325.60,322.15,320.43,330.89,339.98,356.49,365.77,365.30,361.28,366.59,377.84,353.53,344.89,332.59,324.95,L7
2001-05-22 21:44:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.30,347.86,344.17,352.76,355.26,361.25,354.60,353.89,343.46,334.40,333.66,334.27,327.25,329.93,331.93,336.29,342.57,341.34,349.86,350.61,345.00,336.33,334.03,342.02,352.12,361.07,361.18,338.97,313.73,304.75,300.42,292.67,295.69,294.30,296.01,315.95,326.03,,,,,,,,,,,,,,,,,381.77,372.37,353.18,346.71,333.74,L7
2001-07-25 21:43:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.47,304.55,306.96,305.57,304.85,313.07,315.10,316.95,320.19,,,,,,,,,,,,,,,,,,,,,,,,,,,316.43,311.13,311.88,319.81,321.91,325.56,334.58,329.02,332.20,329.81,330.99,329.44,322.98,324.15,326.01,327.51,328.09,325.58,322.34,310.32,300.58,333.00,339.07,338.51,318.64,311.10,306.61,308.87,306.93,303.00,308.40,312.34,308.15,311.87,310.92,318.77,322.25,314.96,,,,314.70,329.37,339.18,314.37,292.11,265.55,266.26,261.43,267.77,269.38,274.27,282.70,284.29,290.71,320.09,328.25,335.38,332.05,,,,299.85,312.00,333.82,347.47,355.09,346.41,342.96,,,,,,301.38,L7
2001-09-11 21:43:02+00:00,300.37,288.32,282.04,284.59,281.97,270.83,276.77,274.49,284.51,,294.51,302.68,294.50,309.67,318.70,314.71,306.38,306.92,297.02,296.73,300.67,293.37,295.96,291.82,291.89,294.27,298.46,306.66,306.35,306.71,310.70,313.63,317.63,316.14,317.79,319.37,320.35,309.15,304.43,,335.91,352.91,361.97,354.16,349.00,341.52,334.93,332.59,330.86,320.23,327.06,323.25,322.19,327.84,325.60,326.19,321.77,323.48,316.61,319.43,325.53,323.86,315.10,317.69,312.97,320.27,327.03,331.46,341.52,342.62,342.07,341.46,334.84,335.73,328.40,326.82,327.42,328.35,327.40,329.56,330.71,327.74,325.74,337.81,343.31,345.81,333.18,339.11,329.46,324.08,315.74,316.17,322.90,323.26,321.35,332.58,333.47,334.58,336.16,337.92,336.18,337.69,341.59,338.12,340.29,353.34,333.00,299.24,281.38,287.93,287.11,295.40,291.66,297.06,303.10,305.44,313.75,331.99,343.37,348.39,348.19,338.39,323.89,317.40,324.16,328.19,341.87,359.11,369.28,362.92,363.63,377.05,390.14,369.84,355.72,347.43,331.70,L7
2001-09-18 21:49:05+00:00,298.71,295.05,295.60,291.00,291.61,287.14,272.90,270.35,275.81,296.13,300.27,301.43,300.25,311.89,315.68,306.19,298.62,293.53,295.13,298.04,295.05,295.96,293.17,291.80,289.17,293.88,302.80,307.90,304.90,305.00,309.97,318.59,319.22,315.97,319.09,325.39,318.10,320.76,311.37,,341.48,367.30,362.44,351.01,345.41,339.63,332.05,334.02,332.58,331.24,326.78,326.42,328.19,324.45,325.30,321.68,325.34,330.40,331.76,330.01,323.89,320.45,316.58,320.47,318.51,309.64,330.20,337.56,334.50,334.05,344.70,343.56,346.37,347.89,347.33,333.20,328.82,334.05,334.23,326.57,330.09,340.23,336.87,334.05,358.34,361.65,356.87,339.32,337.10,328.98,320.21,318.88,328.39,324.67,325.08,335.46,336.65,338.63,343.82,338.90,332.66,339.94,348.30,352.06,352.98,362.05,335.47,312.88,293.07,293.19,304.04,301.38,304.42,304.18,312.07,313.11,315.86,338.51,346.26,347.98,348.08,336.71,330.11,324.37,329.04,334.44,344.97,360.31,368.93,367.00,368.46,376.20,382.06,368.78,355.76,348.63,347.82,L7
2001-09-27 21:42:53+00:00,295.68,296.79,295.86,298.80,298.62,284.53,269.90,271.86,285.56,300.72,309.47,306.17,307.32,327.57,320.94,309.62,305.12,290.90,299.80,307.78,304.40,297.49,289.91,295.50,303.41,309.45,310.69,306.18,304.47,311.06,316.96,322.26,331.09,323.77,325.10,328.77,329.59,326.02,310.04,344.10,351.04,370.08,373.46,366.93,356.66,349.97,341.72,350.14,346.49,338.60,332.10,329.59,325.65,320.42,320.15,322.76,334.37,336.84,337.09,324.99,320.10,320.50,318.48,325.51,337.40,341.92,343.48,342.25,340.53,338.84,338.39,340.28,351.07,353.91,340.33,330.88,327.53,332.36,339.18,341.33,342.26,336.42,339.48,345.94,358.96,358.64,354.93,348.39,341.47,330.60,318.28,326.20,327.97,325.15,328.31,336.03,340.38,344.74,355.65,340.30,333.46,341.34,348.59,363.71,360.25,366.40,335.86,307.68,291.93,301.18,315.69,309.63,305.52,304.54,311.56,323.86,321.54,327.58,343.79,354.17,349.02,334.92,325.27,323.80,329.40,334.42,348.16,364.00,,,,,,,,,,L7
2001-10-04 21:48:54+00:00,304.26,292.99,292.67,292.14,283.40,271.45,276.09,273.78,284.08,291.59,299.33,302.11,301.46,313.17,317.71,311.88,310.57,302.28,300.19,298.72,302.01,294.65,297.44,297.15,299.84,310.14,312.93,310.82,313.48,314.77,309.76,316.45,321.91,318.87,315.05,318.56,323.87,316.82,314.02,341.98,353.23,365.04,369.20,362.53,351.96,350.61,349.16,342.26,345.17,336.77,337.33,334.56,326.06,324.57,324.54,331.06,340.30,342.26,342.45,333.92,326.75,327.82,326.61,330.18,335.46,340.27,339.59,344.92,347.77,342.92,341.23,338.47,351.34,351.26,346.74,340.32,337.84,345.08,344.61,345.57,346.95,345.32,344.08,349.52,359.39,361.86,356.92,351.11,348.74,336.66,326.60,328.59,327.25,327.26,329.60,332.93,338.20,340.87,352.08,344.23,339.61,335.36,347.37,350.42,351.04,356.45,332.59,305.93,297.20,302.43,304.80,310.46,304.77,298.26,311.19,320.40,320.67,335.63,342.66,351.38,351.60,334.11,323.87,324.86,324.65,328.34,348.41,361.98,372.56,365.19,369.27,378.93,392.30,373.58,353.45,343.60,330.96,L7
2002-02-02 21:43:18+00:00,,,,,,,,,,,267.67,288.99,285.65,307.17,314.27,319.81,307.44,313.72,289.67,263.10,257.78,,,,,,,,,,229.83,,,,,,,,,,,,,,,,,,290.01,298.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.42,,,,,,271.64,273.89,295.64,308.54,310.20,318.99,325.66,324.96,321.38,325.30,320.98,319.36,312.80,315.18,313.83,329.06,345.07,310.66,277.02,255.91,262.21,259.69,260.24,263.41,270.14,285.68,288.23,302.55,317.34,329.35,332.46,330.57,318.31,305.67,295.36,300.22,313.10,331.30,344.60,354.64,347.53,349.83,352.45,356.55,338.78,328.26,315.91,303.15,L7
2002-02-18 21:43:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,282.08,278.80,279.71,289.13,278.56,261.57,261.12,287.54,300.19,306.85,299.59,275.04,284.60,295.43,306.50,304.09,313.40,327.68,327.47,328.78,327.49,328.76,320.13,328.77,321.00,326.44,324.44,320.09,311.94,300.47,301.82,303.58,301.00,296.03,301.43,304.95,302.98,310.35,310.53,311.05,316.09,322.28,329.69,335.74,332.52,327.66,318.26,314.14,316.78,309.92,307.04,318.96,321.84,310.42,306.83,304.83,305.87,318.27,316.99,322.75,337.12,334.24,321.48,315.68,308.78,309.96,317.07,323.71,333.03,332.12,341.62,348.77,338.63,343.36,338.66,340.46,338.28,335.30,337.39,348.54,355.86,328.08,304.66,281.21,285.66,282.18,280.58,289.40,292.43,302.35,304.05,314.46,338.89,347.71,351.67,353.48,336.32,328.16,306.71,315.87,330.42,343.70,361.28,368.73,364.30,363.25,370.71,380.90,364.21,351.98,343.40,332.79,L7
2002-02-25 21:49:35+00:00,281.58,269.61,258.49,262.54,267.88,275.98,256.55,261.91,272.92,273.72,267.11,276.19,306.69,309.30,297.06,298.38,286.91,279.57,281.73,268.21,267.76,278.44,284.62,293.01,283.87,267.87,249.55,251.64,253.10,257.82,295.17,277.07,272.20,273.10,285.30,298.06,292.35,,,285.30,284.98,304.23,315.52,318.77,307.47,305.12,300.96,306.33,294.67,308.69,312.70,324.51,313.73,275.03,266.70,265.45,273.95,269.33,283.60,272.76,270.06,280.21,289.48,310.52,305.05,292.86,298.63,303.10,318.35,328.76,308.77,286.45,289.20,299.78,296.46,319.23,320.74,297.59,293.86,292.44,320.12,319.36,317.33,318.67,333.65,340.63,350.89,328.94,316.45,296.93,292.45,310.50,328.67,329.06,327.31,340.10,337.79,340.35,345.69,336.98,331.03,327.72,322.30,329.68,353.93,,301.50,302.03,267.53,273.84,269.32,278.52,296.13,296.72,299.76,304.33,317.36,342.95,353.89,357.68,345.37,331.81,329.71,304.06,310.12,324.45,344.19,364.27,371.02,366.24,360.77,369.93,378.41,368.36,356.17,349.46,341.32,L7
2002-03-06 21:43:23+00:00,301.31,279.04,278.73,277.99,270.80,264.50,275.32,281.63,281.84,275.40,274.75,291.21,297.16,311.96,318.76,312.22,307.35,303.69,291.26,281.08,271.12,264.44,267.73,267.89,274.55,270.77,267.38,272.15,281.98,274.42,279.38,284.25,282.08,287.71,298.37,309.38,289.72,300.25,301.60,303.88,298.61,308.59,326.31,326.20,319.57,317.57,317.18,313.68,315.76,312.12,322.77,323.96,309.66,290.82,287.49,292.11,297.00,298.74,292.56,290.20,290.73,296.83,303.38,302.40,299.97,300.75,308.76,321.09,332.87,326.50,309.97,301.01,304.54,310.88,311.80,311.73,309.41,311.86,303.08,306.92,298.14,303.34,318.89,315.65,316.67,337.44,322.85,313.31,301.72,300.49,305.35,316.22,331.02,336.42,328.89,335.76,339.51,339.03,342.18,335.87,335.13,331.24,327.71,330.29,350.08,343.84,314.32,301.38,281.13,280.28,282.89,286.45,292.84,295.04,300.56,307.48,315.20,336.09,345.30,354.69,351.17,338.11,326.11,308.60,310.77,329.67,347.41,363.18,370.12,365.53,362.12,377.53,384.26,362.05,346.90,337.03,325.23,L7
