,dates,mex0164-0000,mex0164-0001,mex0164-0002,mex0164-0003,mex0164-0004,mex0164-0005,mex0164-0006,mex0164-0007,mex0164-0008,mex0164-0009,mex0164-0010,mex0164-0011,mex0164-0012,mex0164-0013,mex0164-0014,mex0164-0015,mex0164-0016,mex0164-0017,mex0164-0018,mex0164-0019,mex0164-0020,mex0164-0021,mex0164-0022,mex0164-0023,mex0164-0024,mex0164-0025,mex0164-0026,mex0164-0027
0,1985-09-26 16:41:55+00:00,,,206.67943374225962,,230.20005808133445,236.71321197410737,238.8158868035663,237.8851362349664,237.48715204264684,233.8105412925923,228.74113078478996,224.96551860244176,217.72727563872695,222.2849433050495,221.32371471861296,218.25133721771044,201.6643662791446,206.3540453437935,201.26298516928642,201.19919232336025,206.99524916888086,205.14479910879902,212.81217616178316,209.84329435857006,202.35551844888613,208.0728481166248,213.746765548515,211.6036383151689
1,1986-01-25 16:33:44+00:00,217.2161439679131,229.40498488511963,233.80279303425394,246.7776355013528,248.9685591488533,238.02399501667196,237.8141549416198,248.0588300454525,249.88347146741393,248.96334164895978,248.48753363759147,246.70683229519264,240.58149759496968,234.5815365830775,233.6783203479281,227.07993898541937,221.653927978019,216.37536351267732,212.6474633773612,211.0443542478741,220.74733150449964,221.17672416560413,221.24310905499453,219.41118673109543,220.06059826366985,224.55436622111307,218.34968904365684,215.48758906918954
2,1986-03-14 16:32:40+00:00,231.17533201032415,254.33535813763186,262.23000360844503,284.0724267780081,284.84692778804947,268.3141285431223,253.18445229048177,244.44267866759813,242.94230680171623,243.0080829432415,240.34309001132436,243.99114623376428,240.55710652446265,238.82582727184325,234.78435160826055,233.68862132673922,233.05733871680653,226.79723116741405,219.93189820126435,224.15732982782845,218.89532488041658,218.77505852141005,217.0607139651202,228.12132345244876,225.16742046347775,228.49188479445502,230.1560162130671,227.05998100076408
3,1986-04-06 16:38:23+00:00,231.77101702532033,252.4683001187428,258.6200810253664,278.71183054830834,280.02227585375033,272.36746867520975,248.42014401231194,233.7454591158084,237.31989177740786,232.9263510491853,230.39143483684268,226.70492555452432,226.54969118944624,224.29994930237007,226.42568426027225,228.63522428736482,217.71071161836826,213.35615270753684,212.77517634267133,212.61978067969764,208.98833646654805,211.3561504487998,211.7125918221848,212.11834508064177,210.38365651459753,214.72001717145534,219.0224210468747,216.3826305731275
4,1986-04-15 16:32:00+00:00,230.8921458142665,244.37631495436537,259.5807150737476,284.0440300422216,287.1751084710678,280.61394113864907,253.88194382798827,246.38564160052374,245.74254881173465,241.61562442685255,236.9345285654802,233.46433091931004,233.73289607807877,228.79059410075297,225.3127777726006,228.63204249608165,224.36810439150244,218.34223105677466,215.94317380825248,216.00955873063717,214.67900024399086,218.1420617446978,210.88188921400604,208.80420927783726,207.59063175532802,210.02901011634825,215.2719756233729,213.09480518387167
5,1986-04-22 16:38:01+00:00,,,,,,,,,234.85501813183734,234.00618723078577,234.30656047056323,229.05097445110232,227.48376370090855,225.1730707377037,225.72069165675208,222.77747820513224,214.51587215196798,213.19888565820946,210.79738976195213,213.25971923086516,212.80778441951645,211.81562109564615,216.7728414498543,208.3705142389458,203.35849247017234,207.9975761424332,214.61467991063557,212.00054312031023
6,1986-05-01 16:31:37+00:00,228.54124350091595,253.94547901415356,251.1897089258007,269.36876861973803,272.01469672591213,264.68381061090327,247.71682724320655,234.83656956695822,240.70565871197437,240.57480954666346,241.15443236357868,237.74608220989754,234.16787086013244,227.88029780698247,226.61581192969373,220.28009725428666,215.14300722525326,210.59010060164806,211.14948175126335,208.60209468525568,210.6230780852281,222.6241755129626,224.27186616020143,221.14040137928157,216.88827762908682,218.05601672531145,225.44527545288707,216.4491340106441
7,1986-10-08 16:26:23+00:00,205.64827176958633,218.8770329794241,213.33792041589533,228.78630637554573,237.27968791589188,232.90542568924488,233.11935020196893,235.08756319086538,228.5890087302927,220.20103378675358,228.67976664732672,228.75974589047445,229.2624378224442,221.24986923840248,219.95122335652874,211.92784598154086,203.9540571092946,197.46437082020785,197.59201106512052,189.58349742610983,197.24859055236752,197.24441163061334,202.3838011621176,201.73381221018604,205.21600408744465,207.4766548512895,209.60515552909214,202.39004228692514
8,1987-09-16 16:39:39+00:00,,205.07484393595055,213.1913241331102,228.16326091675978,240.87561180300747,241.09059814652656,241.39776500460493,242.92425137658307,238.18938871215576,242.6897151558432,239.9597161355656,236.20863300748346,226.92650033012822,221.60708346722987,217.86293488020507,214.95734553921514,209.1802615011192,201.79552256835882,204.56343575541933,209.79928313689712,204.68520256963944,206.77142521058954,200.64907472204982,198.6424519879995,193.9363132838142,199.11460545596086,208.12066067830935,209.78323342693977
9,1990-01-27 16:34:51+00:00,246.71057521873766,260.22443340009056,260.4290852856532,263.6375725929335,258.2708014866661,244.36639215508592,238.8451849768004,233.31030420378158,236.73708706372028,240.96539763607626,247.52425610190284,245.6769945220954,245.20916817220814,240.53668785907138,244.41963810618927,242.41985682587753,238.44285434955188,230.00392760273928,230.21796230133495,225.90800943926465,224.85521191916513,223.03042236426597,224.4923692903583,227.2663245664921,227.0908543850933,229.75271080254484,244.5992231460172,238.80504167738408
10,1990-02-12 16:34:21+00:00,,,,,,,,,,,,,,240.35200247500742,241.11564924091675,240.1857810069921,236.29306559701485,230.57476143165712,224.9623833054468,226.03232961655104,225.3524491922344,223.46137397573239,225.13114045177096,220.92060821132742,224.87189523848073,226.94869308170016,238.98800854810497,233.12337810673176
