dates,nzd0118-0000,nzd0118-0001,nzd0118-0002,nzd0118-0003,nzd0118-0004,nzd0118-0005,nzd0118-0006,satname
1999-10-22 21:58:28+00:00,395.02,382.40,386.01,382.43,,384.60,394.00,L7
1999-12-09 21:58:33+00:00,378.43,382.94,,,,,,L7
2000-06-18 21:57:27+00:00,381.86,373.35,379.28,364.43,383.47,,,L7
2001-01-12 21:56:06+00:00,,,,377.31,394.11,386.00,379.06,L7
2001-10-11 21:53:46+00:00,377.43,372.27,381.75,379.21,380.61,379.15,387.83,L7
2002-01-31 21:54:26+00:00,389.05,375.47,383.93,379.00,398.98,387.43,386.45,L7
2002-03-20 21:54:24+00:00,385.46,389.41,396.30,395.49,395.20,397.05,402.18,L7
2002-04-05 21:54:25+00:00,372.74,374.07,379.59,377.96,377.72,378.07,382.67,L7
2002-05-23 21:54:18+00:00,380.25,376.93,385.36,377.50,381.13,376.65,392.49,L7
2002-06-24 21:54:04+00:00,387.82,380.01,387.31,381.40,379.21,382.29,389.68,L7
2002-08-27 21:53:36+00:00,372.46,371.92,387.14,375.88,389.20,389.77,397.65,L7
2002-12-01 21:53:52+00:00,373.14,372.81,380.94,376.41,379.26,381.29,389.22,L7
2003-05-26 21:54:19+00:00,401.26,376.81,390.13,386.61,388.42,384.76,400.68,L7
2003-07-21 21:42:09+00:00,396.26,383.16,387.89,386.25,394.65,389.86,396.16,L5
2003-08-06 21:42:27+00:00,382.08,372.18,377.37,376.47,382.46,390.50,396.14,L5
2003-10-17 21:53:51+00:00,385.25,377.02,382.29,378.29,379.72,385.63,406.60,L7
2003-10-25 21:43:40+00:00,375.71,376.57,381.40,378.72,384.94,384.20,390.63,L5
2003-11-02 21:54:02+00:00,374.71,367.79,378.03,374.17,378.44,381.50,391.28,L7
2003-12-04 21:54:19+00:00,384.92,376.39,383.17,381.49,380.90,383.36,390.14,L7
2004-01-21 21:54:39+00:00,403.30,396.75,399.01,404.18,401.25,396.93,400.28,L7
2004-02-22 21:54:43+00:00,405.37,396.24,403.52,408.22,409.53,404.18,404.15,L7
2004-03-25 21:54:54+00:00,389.78,382.33,395.99,394.02,393.84,397.56,401.10,L7
2004-04-18 21:45:25+00:00,372.53,373.31,381.34,380.64,380.09,381.37,386.37,L5
2004-05-12 21:54:49+00:00,375.53,373.49,381.09,379.09,370.47,376.44,383.28,L7
2004-05-20 21:46:20+00:00,382.17,378.75,386.77,385.05,383.91,380.31,385.90,L5
2004-05-28 21:54:47+00:00,,,,,377.79,376.99,384.27,L7
2004-06-05 21:46:48+00:00,,,377.29,372.16,385.16,369.09,,L5
2004-07-07 21:47:45+00:00,396.88,387.55,390.76,383.88,391.55,389.96,383.30,L5
2004-07-23 21:48:09+00:00,391.09,386.62,390.95,386.53,389.30,389.13,395.37,L5
2004-08-24 21:48:54+00:00,394.55,382.82,393.29,390.60,397.21,396.97,403.67,L5
2004-09-09 21:49:19+00:00,390.42,391.16,393.81,393.86,395.51,395.85,403.61,L5
2004-09-17 21:54:15+00:00,388.47,371.87,383.60,374.19,389.13,381.43,383.89,L7
2004-09-25 21:49:43+00:00,382.65,380.44,394.76,386.69,391.89,391.20,398.79,L5
2004-10-19 21:54:19+00:00,392.60,387.33,389.36,391.67,393.48,393.60,403.56,L7
2004-11-04 21:54:31+00:00,384.60,384.14,392.20,390.66,394.55,395.29,400.86,L7
2004-12-22 21:54:54+00:00,379.30,375.47,375.39,387.60,395.29,390.61,393.59,L7
2005-01-15 21:51:45+00:00,403.81,399.58,407.26,407.79,419.10,413.30,419.42,L5
2005-02-08 21:55:11+00:00,378.80,378.08,384.33,380.44,381.86,387.70,389.74,L7
2005-03-12 21:55:20+00:00,,,,370.38,,,,L7
2005-04-21 21:52:46+00:00,404.72,400.51,406.14,404.70,399.17,404.71,402.84,L5
2005-05-23 21:53:00+00:00,401.08,388.77,392.66,384.94,383.64,387.42,393.73,L5
2005-07-26 21:53:30+00:00,387.07,384.23,386.48,379.93,385.25,379.11,388.73,L5
2005-08-19 21:54:56+00:00,379.44,376.17,383.07,376.91,,,,L7
2005-10-06 21:54:37+00:00,371.29,366.63,372.98,365.06,370.10,368.58,372.57,L7
2005-10-30 21:53:39+00:00,,,,394.96,393.24,382.89,388.62,L5
2005-12-09 21:55:14+00:00,390.62,382.02,391.93,385.53,393.09,386.60,390.56,L7
2006-02-11 21:55:41+00:00,387.15,384.28,388.28,386.72,383.26,388.75,393.11,L7
2006-03-31 21:55:42+00:00,394.38,382.57,388.11,389.07,394.43,392.60,389.59,L7
2006-04-08 21:57:12+00:00,378.63,377.95,383.01,379.44,377.63,379.35,388.13,L5
2006-05-02 21:55:41+00:00,382.56,371.62,373.65,369.73,373.44,372.23,375.47,L7
2006-05-26 21:57:54+00:00,355.32,355.92,357.51,352.03,,,,L5
2006-06-27 21:58:24+00:00,383.07,381.35,385.10,380.72,389.87,383.55,390.25,L5
2006-07-21 21:55:21+00:00,,,,,,,398.41,L7
2006-08-22 21:55:17+00:00,,,,,,,392.34,L7
2006-09-07 21:55:13+00:00,380.06,378.31,381.29,380.54,381.61,386.18,393.82,L7
2006-10-09 21:55:00+00:00,378.49,384.46,393.89,,,,396.18,L7
2007-01-05 22:00:28+00:00,409.05,396.90,404.53,407.56,416.51,407.53,409.17,L5
2007-03-02 21:56:07+00:00,392.40,384.41,392.24,391.92,389.10,388.18,393.97,L7
2007-05-05 21:56:03+00:00,408.72,396.28,403.91,396.79,408.34,397.65,403.64,L7
2007-09-18 21:58:42+00:00,374.64,374.32,374.24,375.40,382.20,385.04,393.13,L5
2007-10-28 21:55:34+00:00,369.14,373.14,374.95,371.58,377.81,377.87,378.21,L7
