dates,nzd0388-0000,nzd0388-0001,nzd0388-0002,nzd0388-0003,nzd0388-0004,nzd0388-0005,nzd0388-0006,nzd0388-0007,nzd0388-0008,nzd0388-0009,nzd0388-0010,nzd0388-0011,nzd0388-0012,nzd0388-0013,nzd0388-0014,nzd0388-0015,nzd0388-0016,nzd0388-0017,nzd0388-0018,nzd0388-0019,nzd0388-0020,nzd0388-0021
1999-08-17 22:12:26+00:00,151.94826268529212,155.3780147541799,157.69255871132165,165.1800409035045,171.4457861843899,155.47177390598043,147.13327007102828,151.02262430035282,146.78815516661933,150.9693420028412,,,,,,,,,,,,
1999-08-26 22:06:20+00:00,173.30319903009223,165.01404504877647,164.30275458781665,170.04825269597808,169.7005490173865,160.20421056188064,152.69740569965563,139.3716628360284,138.7972202018068,136.50044461068413,140.2611258204608,145.626243996993,152.87505519553073,154.7354239786838,160.98799699337764,163.58650982748742,170.11870391640235,165.03239239234463,157.64728903245305,153.38672153124912,150.2703496998865,
1999-09-18 22:12:27+00:00,,,,,,,163.12331896472074,156.37507931735183,152.1575974050945,154.7082658781429,162.21515919978066,169.81617236701476,173.73886195428022,177.10436353490107,173.95927421574166,180.24779241227748,177.5402718941321,178.83381362680012,171.9482681265769,172.9807776451238,171.09582665529726,163.85315618961118
1999-10-13 22:06:24+00:00,161.09322526983652,163.29774015479182,160.21489631665094,159.94976054816522,166.97015971956745,150.71574057112372,152.10375543655095,154.97212772469203,145.4065483782841,154.44071872014325,161.4005917416215,166.33260871055776,175.22012519724598,176.06661282170262,169.20583739447915,173.04928074886212,169.9402677288211,166.13988207245163,163.26429297228307,168.6450338870357,163.92975853696996,157.91727631011247
1999-11-05 22:12:28+00:00,172.41853663853155,166.80578897487635,165.48018980967458,172.4411066807673,171.9923337944616,163.89758858056214,158.68207426830082,148.98741186464784,146.6296169834674,148.0547967504329,152.47111256844562,154.46032821717583,161.54431884596463,164.6475152364637,173.73478751343865,175.48022108825725,183.87217628683385,174.75860767598977,173.68172950616648,165.48752937375855,167.0890812327364,162.95690597490466
1999-12-07 22:12:29+00:00,174.13730561884,166.03024197861922,164.44414190146216,168.73500684971373,168.18569296818754,155.91415058861173,154.52052429529843,146.95501093912088,148.76568452668724,157.35919612564112,157.99105471718576,165.9062822270265,164.87486580160763,164.4057506213624,169.3940816583822,172.10090594289392,172.45351295004443,171.42873535890595,169.07633667739262,160.85028596007578,160.6790055261097,164.60110698307244
2000-03-21 22:06:25+00:00,170.37659666448772,167.06212929594142,162.7006175429459,168.47545523536002,163.38416428660287,150.5250585303986,144.03687000421195,133.99319931718406,132.1751129773173,138.1458033661805,138.59294678465437,150.8445449428131,154.6544407471381,158.8801948575387,170.12330300622372,171.7408707565562,179.55141333580588,178.00696241915102,174.12628143036324,168.6537018136148,162.48063736474614,164.38996589282786
2000-04-13 22:11:54+00:00,167.8033772702951,168.98568128466894,165.86345679456622,169.16116166814714,169.0109117106223,164.40748370472633,157.39964155115672,145.52725230693335,143.81114907188035,144.63801677426648,151.49473994685982,162.42561909096173,176.46995235380942,175.54595155275288,178.0276934555566,173.84173333311654,185.65325710964257,186.4136997094924,178.01851707447088,180.59333301530876,171.5637780075428,137.79920972661387
2000-05-31 22:11:30+00:00,165.405517574652,165.12926882821748,163.43189546074885,168.51328412634132,156.18059399092297,152.2158429386678,148.90775034546294,137.81795961337136,133.08886657027492,132.79548064388257,138.85937685192422,,,,,,132.87794633879986,160.98483789769782,,,,
2000-06-25 22:05:07+00:00,154.8765027820035,154.09486451606716,159.70368300100253,166.49942754036934,155.6226941406806,149.38825151153125,,,,,,,,,,,,,,,,
2000-08-03 22:10:43+00:00,162.63840500025066,170.88030661945356,165.13265236512933,160.58187156576753,159.0898516021013,162.52515201971835,157.89776615891242,157.03854717671942,141.3994989216957,144.7723018592252,147.15369445009262,162.87284910162393,161.91294683104078,,,173.86038273887206,170.87207741325363,167.83704110023734,159.52152401060857,154.37051092177128,,
2000-08-19 22:10:38+00:00,166.4213184806904,165.54514042886038,156.9785320986678,161.595206721671,163.16014617773516,153.66725742328344,142.31503933309168,148.8031595952844,141.13236427457525,139.90972678276876,146.24189867794323,156.84872142268307,160.14543488168405,162.44353725896232,165.99438739357143,166.7356252940009,166.85514271110694,156.1353019464248,157.7001392109305,152.96255362881394,141.07796096361903,
2000-09-04 22:10:22+00:00,155.47123489177642,156.36961911428745,158.48728482940476,160.7774153672696,161.9257585826049,145.7460293580266,142.31915169060437,145.10181939642482,146.49246017188125,145.4557424990723,152.2711958854639,155.83593665277027,166.81932845121403,173.8047401587003,172.23257908059634,180.51088943900797,174.254317135383,165.95141113862553,163.33472152293422,161.5811318110939,152.71290088130544,132.58357883509225
2000-09-13 22:04:25+00:00,168.31347073005935,160.2927364471735,164.54964511070972,170.9497987424304,166.59578892847335,157.05718508855597,152.52473615584702,148.71333876397085,148.49880078866968,146.68181495302042,138.15412135356428,133.57527124987917,139.99635923519767,150.71714276900593,151.4736569083969,153.37964314050603,152.60136953029735,149.82916316648493,144.2852316670282,139.1505564408007,144.69197575159927,147.62843217332565
2000-10-15 22:03:32+00:00,169.54935296206028,168.66523518249457,161.30106409722683,166.94440358008734,173.1208411066369,149.98127429024174,149.8840409629798,140.72915535481283,139.5169255995156,137.74536199754468,151.9586815475596,146.33010934222244,152.09444510699603,147.4639591429871,151.1339504656786,158.28051103973584,155.26525658234254,157.8204988805552,,,,
2001-01-03 22:03:48+00:00,166.00627511597182,168.93376224586396,160.40779687435722,171.0622991851968,165.35025847979634,160.250055590276,151.31502147087733,152.23296478777192,146.13961214514163,152.53849455923805,164.9249008799424,172.69095096343855,164.82367069676263,168.5172941728405,171.67817808136732,180.92474302460025,177.1102507193118,170.47447606072345,166.05243952459452,162.10550883604984,162.48822991257293,161.93146876870298
2001-01-10 22:10:03+00:00,175.03110709293745,170.0936595300504,165.5794482628397,170.57375366135972,162.50587348137398,160.04510261989122,153.30032762583235,149.46258396605666,152.4795859993955,156.9389790167262,164.04561911952146,155.12015697472364,163.52843965093172,168.28822746221218,171.77711290762304,168.70222796893734,173.35079068364527,166.89079981967197,160.92361080506393,152.18679780593317,158.26417354046848,158.35679456968336
2001-02-27 22:09:54+00:00,180.99676450478484,175.7404624224391,177.39285197652288,177.45837751727385,173.31885806367885,166.20899828541556,158.1769495511204,160.09199926973272,160.12725754753149,164.0098298460639,168.45750853766478,175.99949077149245,184.2253460920765,186.430610150716,188.36966619062378,190.74334783826365,189.05202683751,182.81166277318084,181.87959548865177,175.52299948443311,174.7496940307911,156.796132505323
2001-03-08 22:04:08+00:00,175.2345543109427,168.93244803341136,167.6725052865516,173.3598759596349,163.31062774028953,153.699183480148,150.42956703593515,137.18106386301315,133.81931027324939,143.29834563618644,145.55601639675714,148.8691186056675,152.18864108097648,158.29813947167196,161.9125632284046,165.0528030647813,170.54352609269102,168.6037047086505,162.5530304845505,155.98900926031638,159.25510847530342,166.72694952450755
2001-03-31 22:09:43+00:00,169.01545569230322,166.97968397198682,168.48808566542112,173.76867950309293,173.42146606436293,159.85513274003125,146.65486084757902,152.28948843622598,156.6776807578691,160.8794464278848,163.90532593321387,178.0192243881272,169.52397616871542,188.27137586589544,195.22793294617924,201.31222688910682,195.2900765918292,194.2877403042542,187.19184425503298,180.97034507498918,167.53350389604472,166.9158834158264
2001-05-27 22:03:36+00:00,166.5206863557571,172.0534248201232,167.59054149371562,179.37214071127704,181.70106234687492,177.16448982825025,151.32424180736976,155.18027741379456,,,,,,153.12712092101253,,194.17843597224808,192.8272177529753,192.7360338318657,187.64118656213483,174.65877695672063,189.08882298971776,
2001-07-05 22:08:57+00:00,171.96061080561452,164.44711870722497,164.5821722246797,169.96305431013914,161.74894321399046,159.35446841264516,153.13250585274503,,,,,,,,,,,,,,,
2001-07-14 22:03:09+00:00,166.56859422760834,162.8400313150597,168.21597010159255,175.5247094257336,185.74002704964118,168.6662535531216,,,,,,,,,,,,,,,,
2001-08-15 22:02:38+00:00,163.19638081296128,164.8972341957913,163.65949169401722,165.897182779377,156.79154743291735,153.3001871062252,149.74737592664835,139.01506569885066,133.88031852679586,135.4576603140422,131.80040034801104,142.43030634082487,152.037275638212,153.86639231415043,,154.53978523915293,,152.04617678693165,155.28225858173363,157.25972024125937,,
2001-08-31 22:02:29+00:00,167.92871944896268,157.65335040557375,161.4994106886307,168.88451484447478,160.96943155453894,152.6822247823232,155.40447892770794,145.07964957114535,137.16854951751634,137.13851106343012,140.00502778059172,142.2457927479318,149.63086461604757,153.3794622404279,155.8084427092767,161.76660833081948,162.56353653025317,159.19038618445617,155.92986396296868,153.69990590007134,153.17771707280556,
2001-11-03 22:01:46+00:00,158.81979706413176,162.01889988914218,161.10016218036145,165.4997470406891,153.8558649651147,143.66117744235623,144.68625107376297,136.46989383389683,133.32779950446718,134.9618970835971,141.8975592543836,145.21433679431746,153.22108725714313,157.48650863004556,161.69959065367016,162.13385210683202,169.7292740945325,166.80435473970977,165.6889375091146,160.86936671417104,154.84769944030919,153.53346993464476
2002-02-07 22:02:17+00:00,169.369905816356,165.41498020615003,165.62944214442942,168.35205130741306,158.7931592766034,143.03962443458425,139.23613058249316,139.3060810788015,139.90119930771465,142.61420348373187,148.1105728237146,156.06730653727743,159.07678987700325,162.420192187395,170.14825131476942,173.43010598747898,171.2687456333759,165.61112200827947,160.46161182394263,150.1268691412253,151.7467822811925,149.46331953271704
2002-02-14 22:08:29+00:00,175.43907350151935,172.92449843083156,175.16753843776968,177.2129647450938,167.93709298064599,151.76578821008047,146.85785206532677,144.78906644442307,157.05381205317192,153.34636189639426,159.55499349064337,168.23752854557705,169.79753553729128,174.09880546477513,172.52041124229362,180.60823559773846,176.56669585537972,177.39535825454612,172.96482731220317,164.56938352450445,154.95946186805958,155.4883118680618
