dates,satname,nzd0388-0000,nzd0388-0001,nzd0388-0002,nzd0388-0003,nzd0388-0004,nzd0388-0005,nzd0388-0006,nzd0388-0007,nzd0388-0008,nzd0388-0009,nzd0388-0010,nzd0388-0011,nzd0388-0012,nzd0388-0013,nzd0388-0014,nzd0388-0015,nzd0388-0016,nzd0388-0017,nzd0388-0018,nzd0388-0019,nzd0388-0020,nzd0388-0021
2001-01-10 22:10:03+00:00,L7,361.30,360.54,352.03,354.91,347.14,344.37,336.33,336.71,339.08,347.25,354.71,351.71,357.91,363.56,365.08,364.65,366.96,357.91,356.71,348.58,352.57,352.50
2001-02-27 22:09:54+00:00,L7,396.68,389.20,390.51,391.22,386.61,381.09,373.29,372.44,370.96,376.60,381.02,387.06,394.30,396.93,399.97,401.28,399.42,394.51,392.37,388.12,384.89,365.79
2001-03-08 22:04:08+00:00,L7,354.92,353.20,345.63,346.24,339.34,328.77,320.85,313.82,313.39,326.27,330.00,336.24,343.54,347.06,351.33,357.31,355.35,352.31,351.82,346.58,350.26,352.28
2001-03-31 22:09:43+00:00,L7,397.51,389.91,401.14,404.61,399.79,387.93,375.36,379.54,383.83,382.38,386.83,392.95,404.68,407.76,416.46,419.29,416.39,415.75,405.54,402.46,384.93,388.39
2001-05-27 22:03:36+00:00,L7,396.23,393.75,387.57,401.68,402.65,391.66,379.37,376.41,360.08,358.15,370.09,381.53,382.10,398.11,404.02,404.35,408.98,409.30,405.51,404.57,403.56,
2001-07-05 22:08:57+00:00,L7,356.87,355.45,352.36,354.56,347.66,343.18,336.01,325.91,324.31,,,,,,,,,,,,,
2001-07-14 22:03:09+00:00,L7,386.13,375.89,379.49,392.51,397.85,383.36,373.60,366.07,,,,,,,,,,,,,,
2001-08-15 22:02:38+00:00,L7,362.11,361.14,359.45,361.56,352.12,347.19,341.93,337.97,329.12,332.65,334.64,346.86,350.88,355.47,360.02,351.61,338.62,352.48,353.72,358.46,,
2001-08-31 22:02:29+00:00,L7,354.16,351.56,346.12,350.84,345.12,334.50,335.12,331.73,324.64,325.43,330.27,335.12,342.81,345.96,349.21,355.86,354.16,349.17,346.91,347.05,345.93,
2001-11-03 22:01:46+00:00,L7,356.38,360.72,358.91,362.07,351.35,341.93,340.68,334.56,331.39,333.24,341.22,345.03,353.35,357.69,361.84,362.42,369.40,366.08,365.64,361.08,354.94,353.84
2002-02-07 22:02:41+00:00,L7,364.35,362.57,360.77,360.97,352.34,335.91,333.41,335.76,336.72,340.32,345.95,355.25,359.07,361.42,370.31,371.88,369.06,364.65,358.15,352.44,352.69,348.05
2002-02-14 22:08:29+00:00,L7,376.71,374.61,377.57,379.61,367.69,353.91,348.82,346.99,361.14,357.98,364.82,374.54,376.63,379.82,381.69,386.93,382.03,381.19,380.32,372.95,363.40,362.55
2002-03-11 22:02:43+00:00,L7,363.34,361.39,357.69,358.72,348.87,340.07,335.97,329.02,332.23,337.26,344.00,351.18,359.31,361.84,368.20,369.90,371.10,363.21,359.06,354.47,348.52,346.42
2002-05-14 22:02:31+00:00,L7,348.19,328.41,632.97,623.11,592.80,619.06,401.41,458.99,527.93,647.65,643.25,597.28,623.53,433.84,623.06,641.59,427.06,433.19,334.15,147.60,181.35,
2002-05-30 22:02:01+00:00,L7,381.49,381.18,379.14,385.84,375.15,368.39,363.50,357.34,343.19,352.46,360.97,344.60,,,,370.83,391.67,377.74,352.49,,,
2002-06-06 22:08:10+00:00,L7,363.71,361.51,355.95,351.69,353.15,348.95,339.35,328.20,326.63,336.61,345.21,331.73,,,,,,,,,,
2002-06-15 22:01:55+00:00,L7,326.12,367.28,377.07,391.97,369.18,358.16,,,,,,,519.17,571.81,591.21,586.29,584.11,601.07,584.38,579.93,,600.07
2002-07-08 22:08:00+00:00,L7,589.07,546.64,631.59,350.45,345.38,328.33,425.55,490.48,411.90,316.33,331.18,323.17,317.87,306.03,357.53,339.13,349.43,357.24,352.91,347.27,347.68,343.96
2002-07-17 22:01:44+00:00,L7,379.28,382.95,382.95,390.71,391.37,367.52,372.00,356.43,345.28,,145.99,134.00,,,,,,,,,,
2002-07-24 22:07:50+00:00,L7,352.05,353.15,348.99,350.86,344.05,336.52,334.71,329.43,322.74,280.87,328.01,336.54,,,,,,,,,,
2002-08-18 22:01:33+00:00,L7,346.65,345.89,343.13,349.73,342.51,339.18,330.69,333.85,328.60,324.21,319.37,321.48,328.08,334.13,332.07,343.24,341.63,340.40,343.12,341.26,335.33,307.55
2002-08-25 22:07:36+00:00,L7,352.24,351.65,358.99,358.54,349.92,331.28,328.69,337.46,340.30,337.96,326.56,339.65,334.58,339.06,354.29,361.34,363.75,365.57,357.36,345.01,345.26,334.48
2002-10-05 22:01:31+00:00,L7,350.78,352.57,346.58,344.92,341.45,329.20,323.91,314.88,314.95,324.35,330.60,338.26,344.09,348.05,346.90,355.15,350.54,345.34,344.05,342.28,338.89,336.54
2002-11-06 22:01:41+00:00,L7,214.46,196.54,306.48,,,215.31,246.60,,,243.43,248.64,255.70,295.97,328.48,,,350.96,334.67,323.15,324.41,,
2002-11-29 22:07:49+00:00,L7,375.95,374.99,375.44,380.82,369.87,362.15,355.17,361.58,355.97,356.11,357.48,365.27,367.87,375.94,376.84,382.43,381.20,375.25,368.21,368.44,369.86,363.95
2002-12-31 22:07:56+00:00,L7,361.99,359.35,356.28,355.87,355.25,347.07,341.13,343.06,335.62,339.36,340.92,352.21,360.45,354.21,361.94,364.05,373.72,365.74,361.75,,,
2003-01-25 22:01:54+00:00,L7,383.83,376.54,386.22,381.94,382.29,377.34,367.60,374.99,368.71,369.16,364.69,369.27,371.48,380.48,389.65,392.74,389.28,388.23,388.57,391.79,387.96,380.26
2003-02-26 22:02:28+00:00,L7,368.05,363.53,363.56,365.07,364.39,350.89,350.62,347.25,350.80,355.49,355.88,363.19,365.85,370.61,372.59,374.42,376.05,379.11,378.42,374.99,368.00,365.68
2003-03-05 22:08:19+00:00,L7,371.03,360.11,361.40,363.54,353.44,349.45,346.89,353.15,350.98,355.59,355.41,357.02,360.93,363.59,367.61,368.81,373.99,380.48,379.71,371.16,369.11,371.34
2003-05-24 22:08:16+00:00,L7,380.82,375.13,369.98,374.21,369.48,355.92,355.50,350.44,228.34,118.03,,,,,,,,,,,,
2003-07-20 22:01:56+00:00,L7,393.71,383.73,,,,,365.99,369.16,340.42,,,,,,,,,,,,,
2003-07-28 21:50:28+00:00,L5,362.48,354.60,351.11,338.45,,,,,,,,,,,,,,,,,,
2003-08-20 21:56:39+00:00,L5,362.01,359.52,356.52,366.83,375.88,371.49,359.69,360.07,349.54,350.88,349.63,355.67,357.79,368.68,375.59,378.87,378.21,377.30,377.39,369.79,,
2003-08-28 22:07:57+00:00,L7,358.70,352.36,349.02,353.78,358.33,,,,333.27,334.47,337.00,343.31,347.27,349.41,351.98,356.07,355.79,357.09,,,,
2003-08-29 21:51:01+00:00,L5,357.99,356.41,350.26,363.87,365.59,350.75,343.09,342.18,336.10,341.48,345.59,350.12,360.09,359.41,368.69,376.19,369.31,365.67,363.53,360.62,332.78,
2003-09-14 21:51:18+00:00,L5,357.95,357.75,361.21,374.60,380.72,371.49,364.65,348.30,346.82,347.76,349.61,358.31,368.25,379.66,386.68,384.39,372.88,369.94,360.55,354.40,348.17,
2003-09-30 21:51:06+00:00,L5,359.56,359.94,366.42,375.03,387.71,380.85,376.83,370.43,359.50,357.90,372.86,375.05,376.76,380.22,382.04,384.81,380.62,377.39,373.42,372.29,371.08,364.19
2003-10-24 22:02:10+00:00,L7,,,,,345.26,339.00,333.19,326.89,324.05,326.13,332.23,335.94,,,,,,349.52,344.11,345.15,346.60,345.70
2003-11-17 21:51:45+00:00,L5,373.11,377.14,375.12,380.83,391.14,377.91,371.43,367.49,356.95,354.09,360.32,364.72,384.55,385.56,386.31,392.57,398.26,394.58,384.09,372.80,367.15,367.13
2003-11-25 22:02:05+00:00,L7,,,,,360.52,352.17,344.30,341.39,338.92,345.58,352.75,361.47,,,,,,358.81,357.85,349.42,350.03,347.62
2003-12-03 21:51:55+00:00,L5,362.65,361.21,353.12,355.59,358.58,354.22,345.09,338.07,337.24,342.30,352.33,368.94,369.67,375.71,375.75,377.51,375.28,370.50,359.57,350.70,346.82,346.01
2003-12-10 21:58:05+00:00,L5,366.07,355.01,353.44,362.40,362.51,357.48,346.48,336.37,346.19,345.14,350.50,364.71,370.42,378.87,369.12,369.34,375.22,368.46,362.20,354.35,354.62,365.08
2004-01-03 22:08:30+00:00,L7,366.49,364.78,362.75,366.58,,,,,341.89,341.03,351.06,364.40,369.44,370.57,377.90,382.80,385.61,,,,,362.99
2004-01-04 21:52:33+00:00,L5,351.59,350.72,350.97,357.86,354.62,341.17,334.35,327.67,325.77,319.61,327.81,336.46,348.38,349.39,354.24,366.26,372.07,375.68,374.14,369.02,360.16,358.73
2004-01-19 22:08:35+00:00,L7,353.64,349.18,343.91,351.95,348.97,,,,329.92,329.00,337.07,344.73,348.43,354.72,358.70,366.90,370.97,361.69,,,,
2004-02-05 21:52:40+00:00,L5,354.57,349.54,345.30,345.28,345.06,331.22,330.60,330.22,326.76,333.69,334.51,344.05,354.95,352.56,355.84,362.84,367.66,370.22,364.41,363.70,354.22,348.32
2004-04-08 22:08:48+00:00,L7,,352.97,350.87,359.97,367.54,358.41,351.05,340.75,341.02,340.30,,,,,375.58,381.01,386.89,386.51,389.10,376.41,367.42,364.55
2004-04-17 22:02:32+00:00,L7,356.22,353.92,342.69,347.10,345.91,,,,,,328.98,331.78,333.96,341.05,,,,,,,,
2004-04-25 21:53:47+00:00,L5,378.66,383.96,376.12,382.17,389.52,377.05,374.69,371.80,353.06,353.83,355.73,364.97,384.83,387.62,392.75,396.32,403.07,404.23,406.86,402.82,393.69,385.43
2004-05-18 22:00:14+00:00,L5,361.94,356.32,350.75,354.68,359.98,350.29,342.08,343.36,342.63,347.71,348.71,356.85,355.80,,,,,,,,,
2004-05-19 22:02:35+00:00,L7,513.60,,,,,,,334.65,344.26,350.07,355.91,343.82,353.70,357.53,376.71,,,,,,365.98,334.90
2004-05-26 22:08:45+00:00,L7,395.52,384.30,380.56,392.10,390.82,383.45,378.47,,,,,381.96,388.77,408.42,410.06,409.36,405.69,415.64,431.79,405.26,,
2004-06-11 22:08:38+00:00,L7,,,371.10,371.48,373.63,369.75,353.12,354.84,353.25,354.65,347.01,,,,,358.59,387.93,385.34,,,,
2004-06-28 21:55:16+00:00,L5,339.68,309.08,347.19,340.47,321.75,349.36,318.59,319.52,324.57,319.72,335.00,346.83,337.86,336.44,347.74,348.48,362.97,388.45,365.03,362.28,358.37,330.27
2004-07-05 22:01:39+00:00,L5,369.46,357.50,354.76,360.22,360.41,345.09,,,,,,,,,,,,,,,,
2004-07-13 22:08:34+00:00,L7,364.84,366.43,,,,365.68,364.22,363.11,359.30,354.87,352.88,,,,,,,,,,,
2004-07-22 22:02:44+00:00,L7,,371.34,371.64,382.88,387.22,384.32,378.20,378.25,380.59,373.58,,,,,,,,376.48,365.47,,,
2004-07-29 22:08:26+00:00,L7,,,,467.09,354.21,346.78,344.81,342.08,338.54,334.21,333.79,333.70,338.78,,,,342.70,349.67,343.16,,,
2004-07-30 21:56:27+00:00,L5,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:25+00:00,L5,341.60,341.57,337.78,339.22,335.85,327.63,329.55,329.84,327.44,331.86,333.91,330.59,323.12,330.24,335.01,,,,,,,
2004-08-22 22:02:48+00:00,L5,,,,,,,,,,,,,,,,,,369.08,364.36,357.52,349.74,
2004-08-23 22:02:35+00:00,L7,370.63,374.31,370.28,,,,,373.10,366.49,368.45,365.81,371.39,368.11,371.55,378.27,376.82,,,,,,
2004-09-08 22:02:29+00:00,L7,,,,,373.08,364.18,366.87,365.74,369.85,377.77,371.29,368.51,364.01,,,,,377.19,370.70,371.90,370.36,371.14
2004-09-24 22:02:01+00:00,L7,357.46,353.16,344.42,,,,,333.52,335.22,344.47,340.37,353.38,353.80,348.75,357.78,358.69,,,,,342.97,340.95
2004-10-01 22:08:09+00:00,L7,365.91,360.26,355.68,357.76,348.65,349.01,353.84,357.41,354.45,347.48,,,,,373.60,380.22,375.44,370.60,372.10,364.79,362.58,365.96
2004-10-17 22:08:14+00:00,L7,380.98,369.34,,,,,360.51,358.79,357.50,360.96,371.63,371.32,365.88,370.33,372.76,376.35,,,,,367.07,368.73
2004-11-02 22:08:28+00:00,L7,,389.35,384.60,384.04,391.48,384.99,377.53,380.17,380.33,386.11,387.28,,,,,393.50,387.70,387.36,389.36,387.74,383.00,390.02
2004-11-10 22:04:35+00:00,L5,349.00,347.82,335.86,339.38,336.83,339.83,335.20,338.46,343.31,347.16,348.13,353.59,344.87,346.17,354.10,359.79,360.16,351.61,358.59,348.34,353.04,352.44
2004-11-26 22:04:53+00:00,L5,358.33,356.70,350.32,352.24,350.41,340.53,323.89,303.76,306.53,316.77,318.45,333.60,327.51,348.34,355.55,363.18,361.38,353.80,352.43,352.09,330.49,328.52
2004-12-13 22:02:35+00:00,L7,361.23,358.35,352.73,355.87,354.27,,,,,,344.58,348.99,353.78,353.32,356.47,364.19,373.37,353.91,351.84,,,
2005-02-22 22:09:14+00:00,L7,358.97,358.57,,,,336.82,335.10,326.76,330.77,330.40,342.89,349.44,352.30,360.79,364.86,,,,,,,
2005-02-23 22:00:07+00:00,L5,354.59,354.48,345.33,344.45,340.73,332.89,326.07,317.98,319.50,325.86,330.18,338.14,337.41,353.32,355.66,360.15,355.07,344.07,326.34,,,
2005-03-03 22:03:29+00:00,L7,392.40,383.08,374.29,374.99,,,,,349.37,358.07,369.38,380.07,383.51,394.85,400.10,408.29,404.60,,,,,305.41
2005-03-18 22:06:34+00:00,L5,375.55,376.03,375.22,366.33,362.51,359.11,357.81,348.15,348.96,353.62,370.42,377.29,368.13,377.80,381.24,396.06,391.86,378.41,382.95,381.52,380.67,373.50
2005-03-26 22:09:16+00:00,L7,355.37,350.77,349.85,349.85,345.98,335.06,329.88,320.09,,,,337.68,343.19,352.31,358.99,367.45,372.57,368.54,358.65,356.04,352.90,
2005-04-04 22:03:03+00:00,L7,371.34,365.11,360.69,361.40,,,,,,337.50,349.71,352.15,356.79,363.91,360.64,367.76,372.77,,,,,
2005-04-12 22:00:30+00:00,L5,384.24,377.24,376.61,371.93,357.68,347.76,346.37,337.86,333.15,339.70,347.76,353.64,359.33,376.30,383.77,390.57,397.14,390.30,385.68,373.69,363.36,
2005-04-27 22:09:09+00:00,L7,389.01,381.36,379.76,381.17,376.73,370.45,366.82,361.25,347.08,351.96,,,,378.46,379.45,385.13,386.36,392.53,392.05,382.86,373.73,
2005-05-06 22:03:25+00:00,L7,356.85,351.87,346.16,,,,,312.70,311.81,317.81,327.48,337.05,340.52,342.87,341.47,345.37,,,,,,
2005-05-14 22:01:06+00:00,L5,407.18,402.29,402.97,384.03,388.23,369.36,368.15,350.58,353.01,351.89,363.75,374.44,389.72,398.49,392.37,395.27,400.73,404.37,381.02,372.77,,
2005-05-29 22:09:09+00:00,L7,490.64,609.28,600.26,559.31,618.37,638.07,624.90,620.62,554.33,563.81,,,,379.36,372.72,387.48,340.98,387.30,362.76,346.77,361.42,359.03
2005-06-15 22:01:22+00:00,L5,395.66,391.17,388.32,394.64,388.10,390.92,378.52,365.20,,,,,,,,,,,,,,
2005-06-23 22:02:49+00:00,L7,363.04,364.26,366.29,360.56,354.52,352.07,,,,,,,,,,,,,,,,
2005-09-10 22:07:43+00:00,L5,385.98,382.77,386.59,391.32,392.94,390.69,380.66,376.29,370.92,364.60,369.12,363.98,368.51,380.26,390.04,399.96,398.39,397.17,387.46,384.06,372.05,370.12
2005-09-11 22:02:29+00:00,L7,,,,395.54,397.29,394.01,382.17,376.09,371.04,374.58,373.61,,,,,,,393.40,386.51,378.49,380.30,370.33
2005-09-19 22:01:56+00:00,L5,351.37,350.67,337.50,345.90,341.09,334.93,328.52,327.74,329.61,334.04,334.95,336.22,345.94,349.02,350.21,349.65,347.29,345.41,346.50,341.03,335.93,326.41
2005-10-05 22:01:53+00:00,L5,342.84,346.50,346.11,340.72,340.31,335.99,328.26,325.46,324.36,329.09,334.00,333.95,329.05,338.19,340.93,358.41,369.11,357.17,352.67,341.38,331.26,339.13
2005-10-20 22:08:47+00:00,L7,376.76,376.03,373.44,382.32,380.01,370.17,363.74,,,,,370.84,377.04,383.74,387.38,390.05,385.63,384.46,379.82,373.44,,
2005-11-06 22:01:58+00:00,L5,387.01,382.25,384.86,388.73,382.70,372.89,360.15,363.26,365.26,362.37,361.51,384.81,385.75,393.72,397.66,406.60,403.58,403.52,386.86,377.56,362.81,364.39
2005-11-21 22:09:07+00:00,L7,,357.42,361.67,323.75,239.79,,,333.87,,,,,,,331.73,341.09,352.29,383.99,349.06,,,
2005-12-16 22:03:25+00:00,L7,,,,,,,,331.11,328.61,325.72,325.04,333.16,350.58,348.57,354.26,357.78,,,,,344.79,345.96
2005-12-23 22:09:15+00:00,L7,,,,,,,,,361.39,365.26,341.86,174.32,,,,,,,353.76,356.88,,
2006-01-25 22:03:29+00:00,L5,356.06,352.07,345.26,346.14,342.50,331.78,327.10,319.92,318.26,322.46,332.71,345.91,350.66,357.80,360.43,359.84,357.86,351.82,351.52,352.20,348.08,348.99
2006-02-09 22:09:37+00:00,L7,356.02,352.70,351.74,354.99,,,,322.97,322.14,326.73,331.92,339.89,345.49,359.61,369.12,369.30,363.79,,,,,359.14
2006-02-18 22:03:29+00:00,L7,,,,,392.03,380.26,359.92,363.18,359.67,361.54,369.65,377.12,,,,,,399.15,396.84,392.50,390.15,393.32
2006-03-22 22:03:30+00:00,L7,382.58,376.67,379.45,388.73,393.37,377.15,364.19,360.67,357.09,,,,,380.88,380.33,392.64,391.20,399.41,396.42,396.75,396.87,392.79
2006-05-09 22:03:28+00:00,L7,350.41,348.01,358.36,365.66,359.67,336.24,339.98,328.87,,,,,,350.14,354.66,357.03,358.56,360.12,348.29,325.00,,
2006-06-25 22:12:20+00:00,L5,372.69,369.80,373.90,371.29,370.26,352.44,336.08,339.47,353.64,343.40,344.00,,,,,,,,,,,
2006-06-26 22:03:44+00:00,L7,361.81,360.77,360.18,,,,,,,,,,,,,,,,,,,
2006-07-04 22:06:17+00:00,L5,362.45,344.98,368.06,351.54,361.51,339.42,344.91,354.22,343.87,,,,,,,,,,,,,
2006-07-19 22:09:20+00:00,L7,365.91,366.09,368.23,384.80,,,,,337.25,331.38,339.15,349.80,,,,,,,,,,
2006-08-04 22:09:16+00:00,L7,377.60,374.43,376.12,380.09,375.41,365.88,365.86,359.94,,,,371.11,372.13,384.56,388.27,396.43,396.24,393.95,390.13,375.81,,
2006-08-05 22:07:07+00:00,L5,358.99,362.87,363.42,367.85,365.15,357.03,348.16,349.17,349.28,345.00,353.43,360.32,359.87,375.53,369.49,361.99,385.78,381.60,382.75,363.59,,
2006-08-13 22:03:29+00:00,L7,,,386.54,389.81,384.76,368.25,371.30,364.14,365.74,360.90,371.00,,,,,,,,,,,
2006-08-21 22:07:19+00:00,L5,341.23,337.15,332.57,336.72,332.20,322.51,328.30,320.94,317.85,325.94,333.00,336.27,336.58,330.73,331.75,334.24,340.81,344.97,341.60,343.68,,
2006-08-29 22:03:26+00:00,L7,595.21,559.76,439.78,395.83,,,,,363.74,361.82,355.38,382.33,380.14,398.47,397.78,409.67,419.87,,,,,
2006-10-16 22:03:19+00:00,L7,,341.40,332.59,338.87,326.87,325.69,244.39,301.08,316.69,333.87,,,,,,357.91,365.64,339.44,325.55,302.44,,
2006-10-24 22:07:38+00:00,L5,354.22,350.41,343.47,348.92,346.97,337.24,332.37,329.79,328.64,335.07,345.76,354.54,352.58,354.98,363.21,362.31,370.82,368.99,366.12,360.95,355.41,348.16
2006-10-31 22:13:53+00:00,L5,391.97,387.56,391.70,389.00,390.20,383.30,383.06,359.19,341.78,340.60,375.45,,,,,,,,,,,
2007-02-04 22:14:33+00:00,L5,370.27,354.80,351.41,357.38,359.18,345.67,338.85,351.47,356.21,358.96,365.02,371.91,376.50,386.32,379.80,383.02,382.14,383.73,379.81,375.83,383.65,386.43
2007-02-05 22:04:11+00:00,L7,,,,368.08,366.67,353.01,348.28,355.79,354.47,357.63,362.33,373.55,,,,,,387.94,388.57,390.45,386.62,381.48
2007-02-28 22:10:04+00:00,L7,,,,,,,,318.85,320.49,326.08,342.35,355.23,345.97,354.74,358.12,370.40,,,,,349.05,347.53
2007-03-09 22:04:19+00:00,L7,,,,,,382.47,373.06,370.99,368.33,372.55,382.65,395.66,400.81,,,,,,409.82,408.33,404.62,394.74
2007-05-12 22:03:47+00:00,L7,349.30,339.78,336.63,340.24,351.27,342.57,154.29,,,,,344.32,345.46,354.38,358.69,349.39,365.53,357.25,354.55,,,
2007-05-28 22:04:04+00:00,L7,,,,,343.49,338.15,334.62,329.23,317.63,320.80,320.09,317.65,,,,,,,,,,
2007-06-13 22:04:04+00:00,L7,,,,342.42,333.12,322.15,324.63,315.27,325.91,334.46,341.55,338.76,,,,,500.52,502.63,460.48,,,
2007-07-06 22:09:49+00:00,L7,171.04,,,,,,,,,,,,,,373.94,396.95,404.64,408.18,375.01,,,
2007-07-15 22:04:00+00:00,L7,372.08,372.06,363.14,361.50,,,,,,,,,,,,,,,,,,
2007-09-08 22:09:26+00:00,L7,355.77,357.00,,,,336.39,335.37,335.33,335.82,333.41,342.86,347.79,354.98,354.65,359.42,,,,356.08,354.37,351.77,349.95
2007-09-09 22:06:57+00:00,L5,351.71,346.61,344.78,346.89,344.56,334.18,329.22,324.19,325.43,321.67,327.42,330.74,341.36,341.23,347.88,354.81,358.32,360.18,356.80,352.32,347.88,344.07
2007-09-17 22:03:36+00:00,L7,,,380.46,381.01,379.58,372.20,363.19,361.56,364.80,360.55,,,,,,391.68,387.06,384.51,380.20,378.32,381.15,382.95
2007-09-24 22:09:21+00:00,L7,346.31,350.20,345.59,343.74,342.94,338.41,,,,328.17,329.67,337.67,346.18,344.73,353.15,358.48,358.43,356.72,358.91,,,
2007-09-25 22:06:24+00:00,L5,348.42,346.53,339.24,344.60,338.65,327.30,320.62,318.25,317.68,320.46,321.44,334.26,339.68,343.60,345.24,353.30,353.77,349.39,348.37,338.59,341.40,345.37
2007-10-02 22:12:30+00:00,L5,374.58,374.53,375.45,374.19,380.57,374.49,366.92,347.44,341.69,340.95,340.09,345.54,347.63,367.39,378.88,381.58,379.51,389.79,381.69,383.22,367.05,361.16
2007-10-26 22:09:31+00:00,L7,354.68,353.60,349.80,346.53,350.34,,,,,322.33,329.77,342.31,341.44,346.52,349.48,355.01,358.12,361.20,,,,365.20
2007-11-27 22:09:48+00:00,L7,383.05,374.90,373.34,373.79,371.56,,,,,353.87,364.75,367.34,368.48,372.85,377.71,381.41,381.87,385.51,,,,
2007-12-06 22:03:40+00:00,L7,361.40,357.47,352.86,352.91,,,,,,346.85,352.39,354.27,356.91,357.83,366.68,360.51,373.06,372.07,,,,
2007-12-22 22:03:44+00:00,L7,361.83,362.09,355.59,355.76,353.61,347.73,345.86,339.92,345.19,,,,,378.91,376.08,385.72,381.70,383.59,381.42,379.48,386.39,386.42
2008-01-23 22:04:09+00:00,L7,363.13,359.83,352.01,351.49,350.02,,,,,,355.41,369.35,364.67,364.34,366.72,370.45,374.39,367.47,,,,
2008-01-30 22:09:55+00:00,L7,393.12,,,,,376.91,368.05,359.14,356.21,358.51,360.03,357.98,356.47,387.58,221.53,,,,396.86,398.10,383.00,
2008-03-02 22:09:46+00:00,L7,372.53,366.34,365.99,365.14,,,,337.20,338.08,341.93,349.18,362.25,370.11,376.51,381.93,382.75,380.19,,,,363.20,364.23
2008-03-03 22:03:39+00:00,L5,360.50,365.57,358.81,353.17,345.31,338.06,336.97,334.80,332.81,335.50,345.08,351.46,359.39,364.27,366.62,379.54,374.41,371.05,367.71,369.67,362.79,361.23
2008-04-12 22:03:32+00:00,L7,390.22,383.18,380.04,,,,,,357.95,357.63,366.05,375.63,385.90,383.93,390.59,392.94,,,,,,385.66
2008-04-19 22:09:42+00:00,L7,354.38,355.47,351.65,348.61,345.87,335.80,,,,322.65,321.40,331.61,340.91,347.63,362.04,361.36,363.67,366.21,366.82,,,
