dates,nzd0388-0000,nzd0388-0001,nzd0388-0002,nzd0388-0003,nzd0388-0004,nzd0388-0005,nzd0388-0006,nzd0388-0007,nzd0388-0008,nzd0388-0009,nzd0388-0010,nzd0388-0011,nzd0388-0012,nzd0388-0013,nzd0388-0014,nzd0388-0015,nzd0388-0016,nzd0388-0017,nzd0388-0018,nzd0388-0019,nzd0388-0020,nzd0388-0021,satname
1999-08-17 22:12:26+00:00,354.83,353.53,363.19,376.36,379.07,364.39,353.79,352.52,348.35,354.33,,,,,,,,,,,,,L7
1999-08-26 22:06:44+00:00,368.17,367.42,367.09,374.30,376.98,361.35,354.17,351.02,347.27,350.03,343.62,354.61,362.76,367.48,369.16,374.28,376.13,370.50,361.93,359.73,357.26,,L7
1999-09-18 22:12:27+00:00,368.17,367.42,367.09,374.30,376.98,361.35,358.97,352.53,349.63,352.36,354.12,363.75,370.73,373.13,373.98,377.88,378.94,376.01,369.62,367.75,366.49,365.81,L7
1999-10-13 22:06:48+00:00,367.19,367.14,365.97,371.58,375.83,359.79,358.88,354.38,350.41,352.99,357.91,365.75,373.77,374.91,374.53,377.77,377.57,374.53,368.95,369.46,368.32,365.17,L7
1999-11-05 22:12:28+00:00,369.40,370.06,366.69,372.22,375.62,360.50,358.60,354.87,350.78,353.09,357.78,363.55,372.05,374.84,375.27,379.34,379.57,375.43,370.18,369.95,368.79,365.92,L7
1999-12-07 22:12:29+00:00,371.16,371.63,366.80,371.76,374.64,359.63,357.74,355.07,351.50,354.63,358.92,364.66,371.74,375.19,374.87,379.20,378.93,375.14,370.40,369.09,367.73,366.62,L7
2000-03-21 22:06:25+00:00,373.62,375.16,366.86,370.03,371.73,356.55,353.76,353.36,349.62,353.93,357.11,362.19,369.58,374.38,375.40,379.83,379.71,376.37,372.41,371.07,367.50,367.26,L7
2000-04-13 22:11:54+00:00,375.08,376.45,367.92,371.37,371.74,358.69,353.75,350.63,348.66,352.28,353.94,361.06,369.35,375.03,376.72,381.70,383.32,380.56,375.84,373.28,367.64,360.79,L7
2000-05-31 22:11:30+00:00,374.13,376.81,368.18,370.62,368.70,355.55,351.40,348.85,345.87,349.68,351.53,358.90,365.75,375.17,376.46,372.37,376.62,377.58,368.30,373.90,366.79,358.58,L7
2000-06-25 22:05:07+00:00,371.76,370.33,367.11,370.91,365.92,357.26,351.04,345.38,341.45,345.48,347.53,355.50,364.16,374.45,378.06,370.27,376.70,378.78,367.30,378.01,368.44,353.52,L7
2000-08-03 22:10:43+00:00,370.81,371.17,367.90,370.46,368.54,359.82,353.87,348.80,342.38,346.34,349.05,358.51,365.23,374.97,379.59,371.91,376.64,376.96,366.62,371.52,368.44,353.52,L7
2000-08-19 22:10:38+00:00,371.13,370.91,367.70,370.06,368.37,360.27,353.19,349.51,343.07,346.58,349.56,359.80,365.36,373.49,378.30,371.93,376.31,374.16,366.66,368.32,362.32,353.52,L7
2000-09-04 22:10:22+00:00,369.88,368.44,366.82,369.52,367.75,359.08,352.84,349.16,343.79,346.34,350.48,359.60,366.08,373.42,377.90,373.48,376.61,373.22,367.10,367.54,360.64,350.91,L7
2000-09-13 22:04:02+00:00,369.79,368.68,366.75,369.49,367.73,358.13,352.05,349.65,344.55,346.72,348.71,355.55,363.17,370.65,374.48,371.32,373.34,370.05,363.48,362.86,357.41,349.74,L7
2000-10-15 22:03:32+00:00,368.78,367.59,365.88,368.81,367.74,356.91,351.64,350.97,345.21,345.63,349.86,353.10,359.23,365.12,368.74,365.93,366.30,363.17,357.23,355.28,350.06,345.95,L7
2001-01-03 22:04:12+00:00,369.32,368.94,366.38,370.12,371.07,359.56,353.98,353.58,348.51,348.50,354.17,358.65,362.33,366.58,370.82,372.50,370.90,365.12,363.13,358.22,355.33,355.23,L7
2001-01-10 22:10:03+00:00,370.90,371.07,367.05,370.67,370.38,359.70,354.18,354.51,349.89,350.83,356.39,358.91,363.58,368.65,371.77,373.14,372.01,365.97,363.81,358.45,356.68,358.05,L7
2001-02-27 22:09:54+00:00,374.45,372.43,369.26,373.78,371.03,360.13,355.17,355.08,353.50,354.98,360.90,360.65,366.75,371.06,373.51,376.70,374.67,369.56,368.05,363.56,363.00,358.64,L7
2001-03-08 22:04:08+00:00,377.82,377.99,371.22,375.04,371.52,360.17,354.80,355.17,352.32,356.06,360.33,359.03,365.56,370.94,372.32,375.69,373.69,370.02,367.59,363.19,364.69,364.01,L7
2001-03-31 22:09:43+00:00,379.81,377.92,374.30,378.21,374.16,363.95,356.88,356.25,355.25,359.13,366.31,368.07,373.52,376.93,380.40,384.08,382.47,378.93,378.55,373.90,371.14,370.05,L7
