dates,satname,nzd0103-0000,nzd0103-0001,nzd0103-0002
1999-08-26 22:04:44+00:00,L7,327.02,332.00,409.27
1999-09-27 22:04:48+00:00,L7,311.75,320.68,379.31
1999-11-14 22:04:42+00:00,L7,323.47,325.91,385.51
2000-02-18 22:04:29+00:00,L7,331.82,321.58,394.64
2000-03-05 22:04:24+00:00,L7,332.29,,
2000-05-24 22:03:46+00:00,L7,339.02,331.42,410.46
2000-06-09 22:03:40+00:00,L7,335.02,347.16,409.43
2000-08-12 22:02:54+00:00,L7,291.17,304.13,353.01
2000-09-13 22:02:26+00:00,L7,308.87,320.36,383.57
2000-12-18 22:02:14+00:00,L7,316.71,320.41,369.81
2001-01-03 22:02:12+00:00,L7,328.46,324.74,380.48
2001-03-08 22:02:09+00:00,L7,318.49,322.33,381.46
2001-05-11 22:01:45+00:00,L7,289.83,296.22,378.11
2001-06-28 22:01:09+00:00,L7,325.78,328.47,402.15
2001-11-03 22:00:10+00:00,L7,298.41,,
2001-12-05 22:00:18+00:00,L7,297.59,300.03,365.83
2002-01-06 22:00:31+00:00,L7,331.08,326.08,399.26
2002-01-22 22:00:40+00:00,L7,335.54,331.29,403.20
2002-02-23 22:00:43+00:00,L7,,326.31,412.57
2002-03-27 22:00:37+00:00,L7,307.67,314.67,393.54
2002-04-28 22:00:38+00:00,L7,288.08,297.86,348.23
2002-07-17 22:00:08+00:00,L7,333.76,327.79,409.45
2002-11-06 21:59:41+00:00,L7,301.92,314.54,365.82
2003-01-25 22:00:18+00:00,L7,329.37,319.87,393.78
2003-07-21 21:42:09+00:00,L5,362.80,349.94,481.01
2003-07-28 21:48:28+00:00,L5,,,573.24
2003-08-05 22:00:11+00:00,L7,,,394.92
2003-08-06 21:42:27+00:00,L5,344.72,335.84,403.44
2003-08-13 21:48:45+00:00,L5,296.21,,
2003-08-22 21:42:44+00:00,L5,,,
2003-09-07 21:43:00+00:00,L5,353.11,349.22,423.59
2003-09-23 21:43:15+00:00,L5,,,
2003-09-30 21:49:30+00:00,L5,329.01,328.18,387.81
2003-10-25 21:43:40+00:00,L5,,,
2003-11-09 22:00:18+00:00,L7,326.49,329.85,380.20
2003-11-25 22:00:29+00:00,L7,295.34,302.79,362.59
2003-12-03 21:50:19+00:00,L5,338.74,340.17,402.80
2003-12-19 21:50:27+00:00,L5,332.16,329.83,388.14
2004-01-28 22:00:52+00:00,L7,346.20,343.34,395.70
2004-04-01 22:01:04+00:00,L7,345.15,341.06,394.71
2004-05-20 21:46:20+00:00,L5,,,
2004-06-05 21:46:48+00:00,L5,346.43,,338.56
2004-06-20 22:00:50+00:00,L7,321.38,323.04,379.52
2004-06-21 21:47:16+00:00,L5,,,
2004-07-06 22:00:48+00:00,L7,339.32,345.93,395.43
2004-07-23 21:48:09+00:00,L5,341.74,342.76,405.06
2004-07-30 21:54:28+00:00,L5,342.22,346.63,403.71
2004-08-07 22:00:37+00:00,L7,,,379.03
2004-08-23 22:00:35+00:00,L7,354.57,349.21,402.95
2004-09-09 21:49:19+00:00,L5,367.18,371.45,419.19
2004-09-16 21:55:41+00:00,L5,335.28,337.36,387.98
2004-09-25 21:49:43+00:00,L5,,,
2004-10-10 22:00:20+00:00,L7,352.15,346.92,399.89
2004-10-11 21:50:03+00:00,L5,,,
2004-10-18 21:56:23+00:00,L5,358.97,354.47,401.57
2004-10-27 21:50:23+00:00,L5,,,
2004-11-03 21:56:42+00:00,L5,350.15,346.68,391.45
2004-11-11 22:00:45+00:00,L7,333.45,331.74,364.61
2004-11-19 21:56:55+00:00,L5,370.38,368.24,417.57
2004-12-21 21:57:36+00:00,L5,367.94,358.06,372.46
2005-02-15 22:01:25+00:00,L7,338.01,332.69,403.62
2005-02-23 21:58:31+00:00,L5,334.23,337.51,387.82
2005-03-03 22:01:30+00:00,L7,,347.20,409.40
2005-03-11 21:58:44+00:00,L5,331.31,328.76,371.79
2005-05-30 21:59:15+00:00,L5,369.99,373.92,391.30
2005-07-09 22:01:14+00:00,L7,311.49,335.14,382.25
2005-07-17 21:59:35+00:00,L5,360.87,369.18,417.31
2005-09-19 21:59:56+00:00,L5,323.36,335.41,375.09
2005-10-30 21:53:39+00:00,L5,,,
2005-11-22 22:00:23+00:00,L5,356.55,343.94,387.10
2005-11-30 22:01:24+00:00,L7,,,
2006-01-17 22:01:43+00:00,L7,358.79,349.38,
2006-02-18 22:01:53+00:00,L7,,,
2006-03-14 22:02:55+00:00,L5,314.59,339.94,353.42
2006-05-01 22:03:45+00:00,L5,,,
2006-05-09 22:01:52+00:00,L7,375.06,367.02,
2006-05-17 22:03:57+00:00,L5,353.01,347.76,402.77
2006-06-10 22:01:49+00:00,L7,371.38,,
2006-07-04 22:04:41+00:00,L5,364.83,363.36,402.40
2006-07-28 22:01:30+00:00,L7,334.60,346.23,395.08
2006-08-21 22:05:19+00:00,L5,380.07,384.34,
2006-09-14 22:01:21+00:00,L7,363.38,361.76,365.33
2006-10-16 22:01:19+00:00,L7,378.59,370.61,401.23
2006-11-02 21:59:56+00:00,L5,,,
2006-12-03 22:01:55+00:00,L7,,,395.87
2006-12-11 22:06:28+00:00,L5,258.08,260.86,316.36
2007-01-04 22:02:01+00:00,L7,,,
2007-01-05 22:00:28+00:00,L5,372.20,377.36,410.37
2007-05-12 22:02:11+00:00,L7,389.87,388.08,419.75
2007-05-28 22:02:04+00:00,L7,381.46,384.33,396.51
2007-07-31 22:01:56+00:00,L7,300.40,301.08,326.82
2007-11-13 21:55:44+00:00,L7,,306.98,
2007-11-20 22:01:58+00:00,L7,,352.99,394.51
2007-11-29 21:55:51+00:00,L7,,,
2008-01-16 21:55:59+00:00,L7,,,
2008-01-23 22:02:09+00:00,L7,303.29,318.03,331.05
2008-02-16 22:02:22+00:00,L5,,,
2008-04-28 22:01:53+00:00,L7,346.29,342.73,379.98
2008-05-14 22:01:48+00:00,L7,376.72,375.17,
2008-08-18 22:00:56+00:00,L7,326.95,349.78,380.56
2008-09-19 22:00:40+00:00,L7,,,
2008-10-21 22:00:36+00:00,L7,347.71,347.42,488.92
2008-10-29 21:55:24+00:00,L5,340.77,340.68,390.87
