dates,nzd0103-0000,nzd0103-0001,nzd0103-0002,satname
1999-08-26 22:04:44+00:00,327.02,332.00,409.27,L7
1999-09-27 22:04:48+00:00,330.75,335.30,395.14,L7
1999-11-14 22:04:42+00:00,332.07,332.53,392.68,L7
2000-02-18 22:04:29+00:00,331.42,321.27,394.31,L7
2000-03-05 22:04:24+00:00,337.69,,,L7
2000-05-24 22:03:46+00:00,343.82,335.11,414.46,L7
2000-06-09 22:03:40+00:00,327.22,341.16,402.93,L7
2000-08-12 22:02:54+00:00,280.97,296.28,,L7
2000-09-13 22:02:26+00:00,311.27,322.21,385.57,L7
2000-12-18 22:02:14+00:00,311.71,316.56,365.64,L7
2001-01-03 22:02:12+00:00,324.86,321.97,377.48,L7
2001-03-08 22:02:09+00:00,316.89,321.10,380.13,L7
2001-05-11 22:01:45+00:00,304.43,307.45,390.28,L7
2001-06-28 22:01:09+00:00,318.18,322.62,395.82,L7
2001-11-03 22:00:10+00:00,315.41,,,L7
2001-12-05 22:00:18+00:00,315.19,313.57,380.50,L7
2002-01-06 22:00:31+00:00,327.48,323.31,396.26,L7
2002-01-22 22:00:40+00:00,331.54,328.21,399.87,L7
2002-02-23 22:00:43+00:00,,317.23,402.74,L7
2002-03-27 22:00:37+00:00,304.47,312.21,390.87,L7
2002-04-28 22:00:38+00:00,304.68,310.63,362.06,L7
2002-07-17 22:00:08+00:00,327.36,322.87,404.12,L7
2002-11-06 21:59:41+00:00,321.52,329.62,382.15,L7
2003-01-25 22:00:18+00:00,327.77,318.64,392.45,L7
2003-07-21 21:42:09+00:00,355.00,343.94,,L5
2003-08-05 22:00:11+00:00,,,391.42,L7
2003-08-06 21:42:27+00:00,330.72,325.07,391.77,L5
2003-08-13 21:48:45+00:00,308.61,,,L5
2003-09-07 21:43:00+00:00,338.91,338.30,411.76,L5
2003-09-30 21:49:30+00:00,346.81,341.87,402.64,L5
2003-11-09 22:00:18+00:00,335.69,336.93,387.87,L7
2003-11-25 22:00:29+00:00,315.34,318.17,379.26,L7
2003-12-03 21:50:19+00:00,326.54,330.79,392.63,L5
2003-12-19 21:50:27+00:00,317.16,318.29,375.64,L5
2004-01-28 22:00:52+00:00,349.60,345.96,398.53,L7
2004-04-01 22:01:04+00:00,334.75,333.06,386.04,L7
2004-06-05 21:46:48+00:00,365.03,,354.06,L5
2004-06-20 22:00:50+00:00,332.58,331.66,388.85,L7
2004-07-06 22:00:48+00:00,354.32,357.47,407.93,L7
2004-07-23 21:48:09+00:00,347.94,347.53,410.23,L5
2004-07-30 21:54:28+00:00,333.62,340.01,396.54,L5
2004-08-07 22:00:37+00:00,,,378.36,L7
2004-08-23 22:00:35+00:00,352.37,347.52,401.12,L7
2004-09-09 21:49:19+00:00,354.58,361.76,408.69,L5
2004-09-16 21:55:41+00:00,350.08,348.74,400.31,L5
2004-10-10 22:00:20+00:00,339.75,337.38,389.56,L7
2004-10-18 21:56:23+00:00,377.57,368.78,417.07,L5
2004-11-03 21:56:42+00:00,357.55,352.37,397.62,L5
2004-11-11 22:00:45+00:00,329.65,328.82,361.44,L7
2004-11-19 21:56:55+00:00,367.58,366.09,,L5
2004-12-21 21:57:36+00:00,355.94,348.83,362.46,L5
2005-02-15 22:01:25+00:00,340.41,334.54,405.62,L7
2005-02-23 21:58:31+00:00,340.83,342.59,393.32,L5
2005-03-03 22:01:30+00:00,,348.43,410.73,L7
2005-03-11 21:58:44+00:00,348.91,342.30,386.46,L5
2005-05-30 21:59:15+00:00,365.39,370.38,387.47,L5
2005-07-09 22:01:14+00:00,323.49,344.37,392.25,L7
2005-07-17 21:59:35+00:00,343.67,355.95,402.98,L5
2005-09-19 21:59:56+00:00,338.76,347.26,387.92,L5
2005-11-22 22:00:23+00:00,362.95,348.86,392.43,L5
2006-01-17 22:01:43+00:00,377.19,363.53,,L7
2006-03-14 22:02:55+00:00,,345.17,359.09,L5
2006-05-09 22:01:52+00:00,363.46,358.10,,L7
2006-05-17 22:03:57+00:00,366.41,358.07,413.94,L5
2006-06-10 22:01:49+00:00,365.18,,,L7
2006-07-04 22:04:41+00:00,356.63,357.05,395.57,L5
2006-07-28 22:01:30+00:00,348.20,356.69,406.41,L7
2006-08-21 22:05:19+00:00,369.47,376.19,,L5
2006-09-14 22:01:21+00:00,362.58,361.14,364.66,L7
2006-10-16 22:01:19+00:00,366.79,361.53,391.40,L7
2006-12-03 22:01:55+00:00,,,390.54,L7
2007-01-05 22:00:28+00:00,391.20,391.98,426.20,L5
2007-05-12 22:02:11+00:00,373.07,375.16,405.75,L7
2007-05-28 22:02:04+00:00,369.06,374.79,386.18,L7
2007-07-31 22:01:56+00:00,312.00,310.00,,L7
2007-11-13 21:55:44+00:00,,319.75,,L7
2007-11-20 22:01:58+00:00,,341.76,382.34,L7
2008-01-23 22:02:09+00:00,319.49,330.49,344.55,L7
2008-04-28 22:01:53+00:00,343.69,340.73,377.81,L7
2008-05-14 22:01:48+00:00,362.12,363.94,,L7
2008-08-18 22:00:56+00:00,338.95,359.01,390.56,L7
2008-10-21 22:00:36+00:00,348.11,347.73,,L7
2008-10-29 21:55:24+00:00,349.57,347.45,398.20,L5
2009-02-02 21:57:22+00:00,369.07,360.08,406.49,L5
2009-06-02 22:02:15+00:00,351.86,362.75,397.72,L7
2009-06-18 22:02:13+00:00,348.53,349.80,398.04,L7
2009-07-20 22:02:06+00:00,336.54,340.64,,L7
2009-08-05 22:02:01+00:00,343.07,349.67,394.81,L7
2009-09-06 22:01:59+00:00,327.04,330.70,389.22,L7
2009-11-25 22:02:33+00:00,,347.66,365.32,L7
2009-12-27 22:03:02+00:00,352.29,,,L7
2010-01-12 22:03:17+00:00,,339.15,375.78,L7
2010-02-21 22:02:44+00:00,343.26,346.51,404.67,L5
2010-03-17 22:03:57+00:00,332.33,329.76,373.63,L7
2010-03-26 21:57:49+00:00,359.44,335.52,,L7
2010-06-21 22:03:58+00:00,349.73,349.77,381.16,L7
2010-07-07 22:04:01+00:00,344.58,,,L7
2010-07-23 22:04:02+00:00,349.12,345.75,395.84,L7
2010-11-28 22:04:41+00:00,363.01,354.51,,L7
2011-01-07 22:01:44+00:00,356.75,351.37,387.31,L5
