,dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
0,1999-10-04 22:10:38+00:00,,189.22843062982471,178.14114986875651,177.14809815922447,192.11674209663246,185.3336505023079,180.96661969184578,174.4848808170158,182.07329180104463,178.73058834142293,185.87959965593902,191.7724614214374,199.3268064129954,208.26976998655303,215.85849057762533,,235.48412406148654,245.53781775879585,260.3849620477564,257.9900970163751,246.02480985896702,231.8236862330993,224.11212160882238,216.8743972654821,206.94473403990872,,185.36571410606766,177.29158421706018,163.27740495729375,157.54148119630653,156.2138254954368,159.56022689513935,157.8720959418601,161.68957660901057,164.25929824304242,168.83740275151976,172.2025307706771,177.15144118528988,182.5171981510262,189.3317996088528,196.880791306181,203.20798194173577,213.4107146789316,221.14080443364233,230.86996098739445,247.0366576691921,265.39550788754644,284.8056175808741,310.2317099919776,330.86097556678465,319.62472939865665,311.7006818325684,303.5125416164967,296.11810421841136,296.94428060898133,290.90425131269535,283.0236566988263,282.2596995776647,281.86438162439055,282.4901374476649,281.57955191382973,273.5809867734914,271.97639345400626,266.89040673507657,268.75587181138576,266.7634495319671,271.41079185688045,280.2266513700439,279.9894149958402,269.0031405270744,245.30524488362104,223.76461516182476,204.10310903466652,186.82835003511642,169.5163374716616,158.47297955574174,157.12143604409874,156.00961104415393,155.91316310230482,169.69123927651503,191.2147731108236,208.67165503322036,225.18267323171563,266.2378901646166
1,2000-04-29 22:09:53+00:00,199.9902376694183,186.175459591318,181.2538902884051,179.87933385640616,189.5354986403634,178.85915902767886,181.30213180796355,176.74889512345115,181.3039685489434,176.05839324098125,181.1995242663828,182.25698638480762,191.87524068661438,,211.9503498951079,,228.870090784227,242.21318522440174,257.5238755429172,251.9069783240573,239.86098274332937,230.7201886183203,221.15959001131068,212.8967657320034,206.5688530992251,,186.62806666688564,179.6336130700924,170.67155730296514,159.6638827159903,159.8388869854512,154.9863306370017,152.7701193849064,153.97441337049327,160.74227117804702,166.02925971440348,169.21455232535428,172.78083788509807,158.76793484577192,178.40712897366342,192.74024887541452,197.3812495415593,204.4762170877481,219.0715502639328,232.0493553721416,244.9482671594692,266.79364560025454,287.4356041122328,306.3619454652154,325.28161670276376,314.6592347033901,301.66564238163545,295.6184760895391,292.9439435669333,288.8357319635805,292.14592391885867,287.89212451888193,286.50093281554626,280.06722600000205,280.5337410470976,272.0826213756913,266.09507795007954,267.8165055695338,261.0930711161759,263.50004640072785,267.64395331442114,271.06587440223916,273.6119294541142,281.1618367012816,259.13636482882083,241.2775863143069,218.65929219586963,200.03797765473888,179.01616782817644,168.3089610562089,157.85026064904545,155.37534719968463,153.75725807641624,155.77112993136947,165.65287781878504,179.0086576149771,197.323338116133,220.17628288199106,247.6387011253909
2,2000-05-15 22:09:42+00:00,185.63815605199528,178.30197212309284,175.81598214484438,174.0265156413506,170.73065899571765,165.61150236970576,,,,,169.77144400290882,178.08234057936315,,195.673409836985,,,,,,246.5038182461183,235.6947643346234,219.12075534121732,214.157112121206,208.10243280231498,204.2925389097291,,,,,,,,,148.39929446449827,153.13847956830074,155.7252345933548,158.66835844757892,168.17172153573088,173.72425132327305,179.11099470156745,225.2571018156444,,,210.33440852107975,225.96948160504883,237.7615907516439,257.63339989947394,278.2321961865208,297.4085791769573,318.43645117845705,307.5409106149761,299.4061509738959,293.408913581542,281.504737482628,276.55556771434203,273.65701743136503,270.0069586448312,270.3724630695089,265.59143451964337,262.87476417380947,262.17802118548747,266.56565819821986,260.0174986954985,247.04094628990995,252.24221460054852,258.6913178379157,263.60628391883057,269.340483650117,269.8371661440766,245.48231959960185,226.45518317799878,205.73668282351096,184.4417912066989,171.58171817388933,160.04236635825663,150.24302506967618,146.0328513420831,147.6184830187141,147.70564996757278,163.77204089905112,172.52886053248815,188.3326600933423,208.49242440935416,242.96222705135165
3,2000-06-16 22:09:26+00:00,210.30401489891653,198.81513509652976,174.35489560027816,172.30513421101347,178.4109349154753,,192.53321642304348,179.6412571826621,166.45120504409053,166.97674101589294,178.8931105575058,185.005262126842,,199.70627378475268,213.5007108131559,215.74620818922187,231.33216718205085,238.0280239647033,,,232.58852083577366,224.76489690736375,223.25957816912825,217.99730348663792,204.43066311811359,198.1550916044445,184.96265877340707,,163.12207503598557,156.2497779806024,148.31724332375475,151.76180270971153,150.8713983140118,143.49198012467411,156.12186992052622,159.93914428721143,166.74273496403956,170.7187293998745,179.9509250622791,180.79478875564564,181.50788437615853,187.5904303092921,200.49292988138362,206.80223677263325,217.9583591006785,232.2049675931308,251.44555175234106,271.0583927712326,293.6213988556386,321.0161242540926,315.9107464846695,312.35441131646155,304.23789677588684,279.5241353024265,280.0194427420097,275.20039686882365,270.9565757838772,274.8318242068087,272.15663877948424,264.72325487550467,263.3949997641127,258.926700677503,254.50461993552796,244.76484161401652,246.12430020483723,249.5015667496652,261.3228726679218,262.3502502948255,263.5756236166006,235.56993164247095,217.50844157260758,194.3603096124314,179.67679363979752,167.4585064049575,157.8933325793681,152.4039839796857,144.9672105971353,133.49091364109387,155.93855253890578,166.10205147794687,169.84862070045867,208.9485887364247,212.11327994360025,242.67284302478566
4,2000-08-03 22:08:44+00:00,218.06209821791998,207.8490718384883,205.05823483974396,200.9213817624089,192.20094539378957,189.50322869454772,,186.33395393631585,178.72439613846686,181.94102358326663,185.6889152098075,188.78445723772018,193.94212073111865,202.75674454244438,209.74700198704704,,231.51658987790796,,255.57233200050896,251.12157659959618,234.60891148406625,224.51446224015274,219.28694141700223,208.5777148429145,199.35256128368084,186.9244293652174,,174.48295977634783,163.1987532925068,162.07151223799204,155.7359233740859,154.55862223652431,155.3267343260025,157.9094961991929,152.96603839973744,156.32436399362405,161.090499794878,161.77098349200236,167.3322466349706,174.8404431028084,184.88424480816846,194.67790418994764,202.05370292001513,215.20151572005827,226.4542562402305,242.3492041312077,260.8515121118926,282.090741512388,301.5009924729881,315.32524745400235,306.37321077005015,304.74920628307314,291.7686549788697,283.27361998678595,276.05390896012943,274.5665636836919,269.6664980837525,266.17074500478526,263.343445030924,268.4830744874981,273.23028563775546,264.1829578708034,258.33372131165856,252.81196070526178,256.6412061561615,261.0336560132067,263.90830686142573,270.9282230833348,272.0202104355155,252.96636586268468,230.42051927877404,210.78672837761897,186.29819821432983,176.95214862985492,163.7774929839968,158.5020707758312,148.18166068753555,141.49859424759748,145.66425277939246,158.4464576351962,176.95388709843627,195.21702624233802,211.52266442016284,
5,2000-09-04 22:08:22+00:00,182.32789297297808,182.85633552910917,184.06843017558762,178.04495621393113,,165.49909961484377,,152.74164862834172,158.9814315757336,158.6999921762156,166.83727438432555,177.8966693263137,172.30806187935784,180.21729584086475,179.44923697983518,182.8678578089,193.0479223991354,215.0416548438909,224.68231625863038,222.50904840282237,213.49042046958346,208.09230176383068,202.15025860455606,190.44692924757283,175.9913085475647,171.16570294800343,163.1107772361096,141.24233745779586,131.52239835087218,128.82881769344732,133.33282021638067,126.61026936642013,135.43603952475485,131.937194395604,133.20557354356276,141.14269311621484,138.21228138719968,145.92355286135884,147.59354796917106,156.88196471843028,164.02950374558975,175.7178349079743,176.39910770078478,185.53877913812116,200.6670741662372,217.7708387912855,236.29290029812142,262.3932948565142,278.0477646148708,298.09909804751715,284.3685516612163,270.65056343900454,268.1043287236725,272.4051392635204,268.06832857108077,265.16045199069504,254.0223313169962,243.6468144140792,237.60969297676905,237.55964910488342,239.65973735196164,236.73560379849283,224.83273552269608,215.04306076905553,213.90827338830607,228.68820906203823,239.19616208279976,231.31830670229962,229.2447370228766,210.68258554575783,202.40547733041728,181.7229360588331,156.30833287410263,148.73217502594503,133.7103183016336,131.51751928460288,125.35802850277624,115.35581749985342,105.41359652775982,,,,,
6,2000-09-20 22:08:03+00:00,192.37046742269115,194.3913759454729,190.32223749185405,194.81028685313385,,181.93203333306778,,150.8084628890918,,158.8717808656744,173.4589887704524,189.096797692676,191.65600174479218,190.0206112915289,181.52814236227456,184.05012582941222,194.98600434166593,213.9003744277414,225.31256134022638,234.13197112443797,227.00163766803595,226.3687902436018,217.02922230710556,208.0881557981213,186.67587422576491,175.8269560906673,168.37838984978683,147.95593811632781,139.64000647120798,138.72831777341042,146.5036199072782,153.22765444422814,159.88197808990208,145.48207649130134,145.16370453176012,,144.46996961785828,154.3917483435059,173.69083167120334,170.4097399440201,168.15557697049135,177.58946233203037,194.35277525149232,193.76061436559016,206.0006633377325,222.51850463531767,254.6846019334611,279.4907371815334,290.91621242584233,305.89851850365295,294.26837920675007,286.05769243327256,293.3174332402986,289.55172003001354,277.2729338638304,276.524404256298,270.02224806153816,250.97262659674286,254.68080834860157,257.0217269327238,254.17747740465845,258.29389204468333,257.40907200838507,249.95694617408466,258.5934728389969,260.36661017521067,262.5635436133391,261.72608446317764,264.17867501677705,243.68021388715698,220.33981733728396,197.6272958961187,180.8911435626427,176.34088717037926,150.65489673405938,152.25436214278704,148.69002646914592,142.61518886147513,146.0746072847124,160.36317434124084,183.08580652956604,200.3265641215511,227.01424100335677,252.74796177361316
7,2000-10-06 22:07:59+00:00,193.24113275176072,192.91278688000955,192.0287913119812,188.33636577683478,,180.96495600314597,,159.2231730688228,162.1642396347099,161.60937561251978,176.017975720929,,198.30178779103292,190.1493145549316,185.4747196867635,192.75909293239593,205.33532779810145,,239.09987238786144,240.61566523432143,239.29744537113626,235.5455429423333,220.60259184533476,209.65950293723813,189.9906880382375,171.7955427963713,171.5161818771862,151.85270487135548,137.89073326541669,141.58494420636617,148.21014695868988,155.91739956440526,155.40757619835233,146.38875871951473,142.50864370061404,152.9663889842865,146.30454659381627,161.778992995535,189.88482679049935,171.4648539976515,165.61617193099954,186.09367505234212,203.5738179275878,200.31298579180972,210.35374940426814,238.9265516116523,280.6094529708901,290.84349321296605,298.7741398001792,314.0009579417985,304.55672119036285,300.7329877129456,311.5110390381489,300.10195120138496,288.52563698562193,283.45557315061257,276.13919503337445,277.0766912179415,262.7301712228973,268.0405280987353,264.86569797388916,265.0018752774566,266.86198234814503,260.58331914997484,264.49870308346783,262.4264536777065,264.1431778798523,263.19605351213585,271.5394640364217,250.81541271283334,220.9729980268086,203.02905197882566,185.57270073109044,170.1798755598837,149.3641322807414,153.18458076985212,151.7656845959525,144.85172601034387,146.41814909637128,156.54797005941504,180.8888996106812,197.6572903153104,222.24849197690386,252.5073275293952
8,2001-04-16 22:07:42+00:00,,186.4346869674813,181.6421093288703,176.81094014520147,,181.2032784884465,184.53310742169157,177.38421423776518,179.43097279155694,174.49431148329862,181.44886635198804,175.95676825639472,170.3530019394065,181.86018240730237,183.93661486099495,,222.56589450322952,231.6885453176194,,,219.74157597621206,213.36371406921916,201.2401665254335,191.42921189566385,177.19134162960594,171.30317147494918,,156.73845110344644,145.194308088,144.4338341079508,138.8983862225416,134.682317009007,133.28457631835354,134.42127335021829,139.92728550311546,143.0797418842299,149.33913255283727,149.96807496641264,161.5035398031196,165.20116196057933,173.61074297746907,186.314146594782,194.83202393848924,204.7591382109593,221.63184880935415,238.03483275516038,253.0246803790635,268.2175943003697,290.0873148535774,307.49375194711837,295.9747886867743,285.87789051556257,280.2582480010636,272.76276067226246,271.7735718420533,267.4909109036384,263.6470829670787,260.5017835367374,258.0825150357664,256.8081689719599,254.95100195698848,253.81309742414413,246.45333007179843,244.58682185287577,244.81556705351738,244.47083449542302,249.3740922341939,256.28705489768646,259.51536531388456,243.90462125245423,221.35517782923984,200.18320831788392,180.17894436213473,158.46998745371425,154.180191349712,148.5473674163966,137.43330512851338,137.68397878659027,141.83178924806126,141.3232508215269,175.8533202020224,180.84615788665403,205.40123118889593,248.07685183120694
9,2001-05-18 22:07:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,162.74136517237022,174.75849195129786,,158.1831816639435,132.42800728456282,138.7947323087057,145.69797953770066,143.71150449690828,132.7337759403384,143.36047947603566,145.40193844430405,153.44044583068774,154.5048238148566,175.23030339891972,,176.60620398964093,169.17465655517103,187.29400909045367,183.40819216617422,182.4127599950506,209.9015194540871,228.01238967165384,,,,279.5109298592759,280.08646493326165,280.9553513004662,266.2727922974164,261.5315510318799,263.5977019981225,268.8324560759467,265.62060822408625,,,,,,,,,257.78135853631994,253.03167338883475,268.9452374898653,258.6457044992986,228.75840483139498,206.16466545229633,183.53243848363715,166.99599221108687,149.44108089488722,141.6841409938409,138.66238582172298,136.20155007784822,129.84041604325867,143.6764510607118,154.53442427929772,174.73074087820362,194.5441530417921,213.0792243081227
