dates,nzd0557-0000,nzd0557-0001,nzd0557-0002,nzd0557-0003,nzd0557-0004,nzd0557-0005,nzd0557-0006,nzd0557-0007,nzd0557-0008,nzd0557-0009,nzd0557-0010,nzd0557-0011,nzd0557-0012,nzd0557-0013,nzd0557-0014,nzd0557-0015,nzd0557-0016,nzd0557-0017,nzd0557-0018,nzd0557-0019,nzd0557-0020,nzd0557-0021,nzd0557-0022,nzd0557-0023,nzd0557-0024,nzd0557-0025,nzd0557-0026,nzd0557-0027,nzd0557-0028,nzd0557-0029,nzd0557-0030,nzd0557-0031,nzd0557-0032,nzd0557-0033,nzd0557-0034,nzd0557-0035,nzd0557-0036,nzd0557-0037,nzd0557-0038,nzd0557-0039,nzd0557-0040,nzd0557-0041,nzd0557-0042,nzd0557-0043,nzd0557-0044,nzd0557-0045,nzd0557-0046,nzd0557-0047,nzd0557-0048,nzd0557-0049
1999-08-17 22:13:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.870003562628575,75.03486729108977,82.22792014068737,86.45984074158967
1999-10-04 22:13:49+00:00,105.23226536718522,89.30280096253045,84.12651796413174,81.94754752751882,80.050527578026,85.1716126105435,88.26318173549424,83.37724848650558,74.46095267272617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0688144527159,85.64914317879607
1999-11-05 22:13:40+00:00,117.20751134497671,97.67142959061655,80.3762196727314,69.52448762969647,62.10024055110352,55.13520826923063,60.48165029927195,68.49742866758139,71.45843268547871,77.07140751898258,71.96551375317762,66.5164020480442,64.51810244187122,60.432267688549175,56.76975902742227,59.40057772236661,62.32888700299458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.21480193497864,64.09157912655203
1999-12-07 22:13:41+00:00,129.4316704427762,115.98005644720307,107.01251650406209,80.03477671148786,66.55847095116475,51.97872995511954,43.98438880776049,43.542064133229516,59.55337412123584,84.09775636813804,96.47862909076915,92.74680293423552,67.13066651983746,47.73142156613614,48.620481607439395,56.26450065377244,68.59178260402095,65.54437455009568,47.826829084303135,,,,,,,,48.63986860252584,65.11861163160319,63.28853637102386,,,,,,,,,,,,,,,,,,43.05560788245691,76.17004029007356,67.55915172635994,73.38383184717148
2000-05-31 22:12:42+00:00,117.90258395817015,98.75559691632404,91.18223568659408,77.77547280632933,78.3577598733032,76.51809367409379,70.21726857036563,58.148671315446464,59.48698324922123,57.99574260337799,,,,60.3232690573839,67.28047861568888,76.41662349935639,67.67526539739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.90388286009822,71.7856412542021,70.19653306391548,77.90312189652514
2000-09-04 22:11:34+00:00,110.2938839611892,97.93576786693684,90.53581625797744,80.81001820619984,76.03936887503043,63.287637375103145,64.96674970952066,65.750826951251,60.2656145104156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33424234545505,62.331145736917314
2000-09-20 22:11:14+00:00,113.06333324027682,97.58108089038129,86.14484883381611,77.72750688455727,75.2424639896398,75.3470136870867,70.21170814940584,61.56289801926705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5567651016517,69.92969520532606
2000-10-06 22:11:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.06596779382454,97.80895601768479,93.85934960367629,96.60821793177243
2000-12-25 22:11:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01097849841263,41.34273533307294,51.41568268796811,41.630124945024534,38.41307549183344,42.875531665240125,46.408796362730016,57.94883986198201,70.74949694178576,76.51218308102432,92.74789795383704,99.71443106466616,88.36103310443796,98.97384855787398
2001-01-10 22:11:15+00:00,115.5181569296164,107.9882652441128,110.23265531490196,87.0337023846208,80.7433586284989,61.13587618727258,67.77551941191876,65.41587904581581,70.80331183007979,77.79154115923467,75.74839483445498,81.91482205074743,54.106446507184565,45.252473340729686,38.43981466666916,61.5035604223819,80.51469307774497,35.51630153216375,69.75298446441893,59.769382336298605,45.38915136079225,44.05561215933861,45.64049873340818,22.95020036234704,,34.84255369911052,55.10886160594933,55.458524597932595,49.026246318659915,36.48305958207183,20.925501832537435,,,64.53376546012971,,,44.72655113572249,,,,,30.73079188421038,26.372369536751393,26.969843307190953,21.173259205936585,42.44258665086643,,58.4765367686959,41.42500270648846,52.775611233765005
2001-02-11 22:11:12+00:00,117.28808980906393,108.30889032120616,106.57834596034525,88.35175125827097,73.91692788075035,61.14927954720834,52.38743384499571,47.290735085978895,39.53407006783898,42.91788038098079,53.324885477660374,44.547342200216406,39.64080227687694,77.15659295708797,54.37527468764614,67.20804056550881,74.03555746782465,69.58563232535647,65.84232613095726,52.29920386252934,33.15089008827998,,,,,34.86504625911175,60.85172541163616,48.556034360805064,51.66745635593707,39.38717521061578,41.661008770159526,,27.59115744692653,48.64888444922261,49.82872523626124,,,,,,,,,,,,39.13033684759085,52.678409095809954,43.265551851599234,51.21246989128842
2001-04-16 22:10:54+00:00,129.54638800014467,119.83794358524557,109.11507426888873,99.70875114188384,89.7960823686315,87.85933302617191,81.44736883852997,70.55266918632367,66.53756387255234,,,,,,67.00927159662542,72.12744757606825,81.68517773056624,75.94385986723451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25292413028166,72.01654934881392,72.36252294981512
2001-07-05 22:10:09+00:00,137.9617103492229,127.2507762660878,115.07671779146463,102.70321967653507,101.36362135844728,95.38571670018148,86.63654529064075,76.09807126341215,68.89942982447238,72.12410797039315,95.36881885623116,88.4878550665936,73.50161637801506,62.83436150546323,81.58831658591677,94.76170769626741,95.66308683056818,65.26562613483391,48.72082741534317,44.66089915096196,53.70110598924813,50.55306317053622,65.66830779996624,72.96834387010901,62.53681657646907,48.34501826660868,80.33603459103341,65.89507832539663,60.686570914000285,42.54845165806671,,,,,,,,,,32.603060142277904,36.63066455904253,44.31560602253075,44.84336860212284,41.020633532130894,,41.44052075257608,62.84648304644577,95.91026046899665,80.65662372700258,87.48266424864224
2001-11-26 22:09:21+00:00,159.74325580739426,139.84647114232277,111.07733052020482,84.79372186172077,84.97080873823332,99.48064381488227,112.34753251183278,101.27977156372538,78.14030992276571,75.10273801093496,79.09160214044257,84.25997226240037,66.33612288434306,,68.19498362093418,82.68354835541862,94.20743482721599,91.77553132573027,71.04927444604684,58.74764896430752,,,,,,,65.38686256155853,69.21648401053021,76.6641607761876,65.2094425301039,,,,,,,,,,,,,,,,,66.5067808540947,85.06453579452477,85.89772988096229,79.75805372322735
2002-05-21 22:09:53+00:00,,,,,,,,,,125.71960857583277,,222.6412140970799,,,,180.70332270374232,,,,133.11610189667522,,,131.47090784626184,,181.33400030603497,173.36049986426065,,,,,,,211.3989887267953,165.8363806727638,158.03521236534579,150.3729338313925,139.6153464297955,149.09596700616356,121.02287044713023,121.76960724151715,117.69926279383773,,,,,,101.75930852595238,95.83467834897073,99.74311799932725,101.6109154655831
2002-08-25 22:08:48+00:00,100.08624828755087,67.83357962026328,50.96356490089123,25.985366256874507,,,,,,,,,,,,,,,,,,,,,45.20766315410995,,54.365226773918415,67.97249689165324,62.90317820464309,48.00383227766552,,,,,,,,,,,,,,,,35.67502322813833,58.612739803105725,64.33939398519031,62.96490348620724,72.7154041485906
2003-03-21 22:09:27+00:00,140.7014398091235,112.93992956857298,84.25555263855827,74.03630218123911,74.69013283746791,78.29296269244006,79.62256202562315,76.88305673180055,76.16264706635135,79.95787942642878,75.79838439602943,87.49070335976155,96.30595200234107,93.47145417059136,92.32069763418491,100.21662817140931,129.14414722454012,125.25821032914101,104.53943573857394,67.08200145462624,50.02004222471568,50.9246139014781,48.272464891477966,60.18871565021509,89.97208901740905,94.52119560011771,101.41898637667717,94.95783416926838,75.02813883623038,88.94206088497913,77.60489122518108,54.78644679227908,64.39346055239122,70.31926490685468,74.45302776520903,72.06307863280176,46.2137129704313,,,,,,,,,,37.548110952428374,69.50504240495741,57.29532840648817,61.81338480596046
2003-05-24 22:09:28+00:00,136.01291098617605,132.2765922829076,116.7497645117728,109.43587663828764,94.02178001474138,70.99512860042316,,,,,,,,72.98932684512431,81.44138526441475,89.07553217892477,98.05028991083769,96.16949726508588,69.70552613325466,,,,,,,,66.94872985498522,75.73729669865725,72.56955750053164,,,,,,,,,,,,,,,,,,,90.22882742350764,85.95150222726528,91.20252514715106
2003-08-12 22:09:11+00:00,,82.93627320370193,82.73597449673572,,,,,,,,,39.324149565879694,45.93038822476963,46.23448042775627,52.003003956046584,59.12352121389459,60.50598431351051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
