dates,satname,nzd0557-0000,nzd0557-0001,nzd0557-0002,nzd0557-0003,nzd0557-0004,nzd0557-0005,nzd0557-0006,nzd0557-0007,nzd0557-0008,nzd0557-0009,nzd0557-0010,nzd0557-0011,nzd0557-0012,nzd0557-0013,nzd0557-0014,nzd0557-0015,nzd0557-0016,nzd0557-0017,nzd0557-0018,nzd0557-0019,nzd0557-0020,nzd0557-0021,nzd0557-0022,nzd0557-0023,nzd0557-0024,nzd0557-0025,nzd0557-0026,nzd0557-0027,nzd0557-0028,nzd0557-0029,nzd0557-0030,nzd0557-0031,nzd0557-0032,nzd0557-0033,nzd0557-0034,nzd0557-0035,nzd0557-0036,nzd0557-0037,nzd0557-0038,nzd0557-0039,nzd0557-0040,nzd0557-0041,nzd0557-0042,nzd0557-0043,nzd0557-0044,nzd0557-0045,nzd0557-0046,nzd0557-0047,nzd0557-0048,nzd0557-0049
2003-10-07 21:58:35+00:00,L5,334.50,319.98,306.16,297.51,285.09,269.79,259.10,252.35,256.47,260.57,266.40,267.10,266.21,265.51,264.42,263.60,270.11,269.93,255.05,246.01,236.50,231.21,233.69,236.27,244.35,247.58,248.26,248.74,246.66,236.85,228.06,221.59,213.74,212.02,212.77,209.09,177.98,170.62,171.98,175.41,176.02,181.67,195.12,205.36,213.12,228.79,253.98,269.47,272.12,276.93
2003-10-15 22:08:58+00:00,L7,333.90,320.50,303.54,297.27,286.89,274.17,261.35,255.48,260.78,260.32,265.00,270.35,271.55,267.49,266.45,267.44,268.25,269.98,259.08,246.27,237.06,232.21,227.71,233.10,239.32,243.19,244.84,249.12,248.58,232.30,229.89,222.46,219.09,213.57,214.67,209.37,186.18,179.49,178.79,174.29,181.53,187.66,197.93,202.66,213.31,227.75,253.29,272.69,269.00,274.99
2003-11-16 22:09:47+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.87,222.81,219.77,214.97,208.96,197.73,205.36,207.31,169.51,170.22,170.20,175.22,180.53,188.76,200.40,,,,,,,
2003-12-26 21:59:30+00:00,L5,351.73,336.81,304.25,283.03,278.00,270.86,283.45,283.32,263.87,251.29,253.66,258.14,269.69,251.39,248.32,247.70,261.17,270.91,256.23,245.19,243.18,243.64,247.64,272.54,289.43,276.24,267.71,266.40,270.34,263.47,251.55,246.87,245.66,247.37,241.52,258.48,256.72,220.93,236.96,229.80,225.05,232.94,226.67,230.72,240.84,250.70,275.03,285.87,280.09,286.12
2004-01-19 22:10:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,236.65,238.06,241.18,262.85,261.72,252.41,239.50,227.22,220.37,217.06,218.18,222.41,198.11,180.49,186.33,185.04,187.22,199.18,203.90,210.42,224.25,239.44,262.76,277.89,266.01,275.37
2004-01-27 21:59:38+00:00,L5,,,,,,,272.74,267.52,269.60,268.85,262.58,261.48,260.00,274.50,276.05,273.05,278.39,272.74,251.09,239.88,232.46,241.32,245.41,249.72,245.63,237.53,249.97,267.41,270.37,253.01,245.10,233.33,223.60,216.15,218.50,225.12,211.62,193.42,189.77,183.54,189.55,196.63,206.02,210.09,222.62,234.59,259.95,274.07,267.91,271.46
2004-03-23 22:10:04+00:00,L7,319.57,318.31,319.04,305.10,295.71,282.13,271.56,273.40,272.57,268.99,272.56,266.21,260.01,263.03,267.33,283.04,279.29,272.09,260.52,249.62,241.12,239.78,242.61,243.89,244.29,246.68,253.61,262.08,261.30,248.30,237.48,231.76,223.41,219.82,221.83,219.02,183.29,177.45,181.42,182.21,189.27,200.35,212.03,220.71,227.38,231.69,253.87,276.97,293.02,289.67
2004-03-31 21:59:59+00:00,L5,309.27,302.37,301.52,289.63,281.05,273.17,263.91,263.34,258.55,258.08,255.08,243.63,245.16,247.62,252.26,256.15,257.01,258.78,245.81,233.51,230.33,227.28,227.01,224.74,227.11,228.21,232.78,241.33,239.49,218.54,208.89,199.48,190.08,194.51,201.18,194.47,162.93,160.48,158.83,152.84,161.53,177.76,186.79,196.04,204.04,217.32,250.09,263.85,254.42,256.06
2004-04-24 22:09:55+00:00,L7,324.71,320.27,314.09,301.76,294.59,288.87,279.50,276.20,274.49,271.71,265.92,261.82,262.85,268.23,265.63,268.90,273.40,272.45,260.46,245.56,238.35,232.23,235.82,237.61,234.35,231.84,245.61,262.91,258.17,236.16,220.79,215.79,208.44,201.87,204.78,209.20,196.10,170.56,170.73,175.85,181.97,192.92,204.03,208.38,216.66,226.09,250.06,262.10,264.35,275.99
2004-05-02 22:00:57+00:00,L5,318.86,312.72,305.58,298.68,291.94,283.17,267.00,260.78,258.38,262.56,256.52,248.87,249.52,256.34,257.55,253.23,260.97,259.19,244.88,238.01,229.59,224.88,228.42,230.75,223.57,226.70,247.41,261.56,245.24,223.10,216.69,204.72,200.90,192.07,195.18,206.62,180.49,153.33,170.17,173.35,179.38,190.45,197.00,202.02,205.45,220.87,245.82,259.43,254.65,268.04
2004-05-18 22:01:26+00:00,L5,363.98,359.87,347.43,323.89,307.83,300.48,310.27,302.94,284.49,281.32,289.75,297.01,297.40,290.99,289.51,290.37,300.98,306.06,284.93,262.25,253.48,270.23,273.70,264.42,242.78,256.97,279.23,278.15,272.97,257.33,247.81,254.84,242.77,240.42,236.95,235.72,244.53,229.89,235.06,229.31,233.90,241.82,252.78,244.45,239.99,245.04,267.89,294.99,293.97,300.71
2004-05-26 22:09:57+00:00,L7,321.81,322.67,305.78,298.26,282.34,274.26,277.40,268.35,263.63,259.97,263.39,263.34,260.65,264.33,259.52,255.04,262.99,274.03,258.46,247.90,236.80,235.91,232.80,226.09,226.20,238.12,249.75,261.45,256.81,233.17,227.59,225.08,214.38,206.92,202.66,213.30,185.98,173.62,180.50,184.38,192.01,201.37,211.42,214.32,228.06,238.04,261.36,275.00,269.25,283.77
2004-06-11 22:09:50+00:00,L7,317.51,306.26,298.06,275.88,273.19,272.67,268.86,247.93,244.51,238.87,241.69,251.43,248.94,245.98,248.98,245.57,250.59,261.27,243.18,230.79,224.03,217.97,210.28,208.16,210.62,215.04,222.78,234.15,236.79,214.41,209.99,194.83,195.62,187.64,197.87,191.31,170.40,147.63,156.03,162.44,169.35,184.55,182.14,195.64,202.42,209.43,234.33,254.75,261.23,269.60
2004-06-27 22:09:48+00:00,L7,271.86,285.55,263.82,255.74,237.77,223.72,208.08,203.12,210.23,209.00,215.15,212.62,218.27,220.71,223.76,223.43,228.31,228.48,217.24,210.48,202.27,194.19,190.19,187.40,187.84,196.58,207.30,222.74,221.48,201.34,187.79,179.99,176.99,174.09,176.53,171.81,139.63,101.15,132.22,137.13,149.99,163.05,174.50,181.81,197.94,207.79,231.10,249.07,262.42,277.95
2004-07-05 22:02:51+00:00,L5,329.01,,298.02,289.28,,,,,271.82,257.59,246.95,265.00,268.40,253.77,270.50,284.56,253.21,267.17,274.45,267.54,265.77,242.27,240.91,238.93,242.37,248.84,251.63,270.80,263.25,234.03,231.87,237.00,224.03,235.97,242.33,209.38,,244.67,204.49,221.53,239.40,224.26,229.66,218.05,226.71,257.77,260.26,275.55,288.21,285.77
2004-07-21 22:03:39+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.43,271.49
2004-08-22 22:04:00+00:00,L5,312.97,306.69,294.21,280.80,278.07,273.87,267.06,257.51,248.82,250.47,244.23,245.74,247.13,247.38,245.71,245.20,252.35,255.94,243.69,241.48,227.77,217.04,214.98,213.02,218.06,230.53,235.49,251.25,240.77,225.49,209.33,195.86,188.85,194.46,195.39,197.92,163.19,127.19,137.67,148.41,153.17,162.96,181.88,189.76,203.72,217.34,237.34,251.11,253.12,258.90
2004-10-17 22:09:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,240.15,227.93,213.72,,159.95,154.42,,,,,,,,,,,115.67,156.57,174.31,187.72,181.61,193.78,200.62,202.97,225.58,252.11,,300.86,299.96
2005-01-13 22:06:52+00:00,L5,374.54,363.36,331.65,313.14,316.51,303.88,299.18,288.33,274.33,263.46,274.73,294.24,282.21,277.85,317.56,312.16,285.57,259.24,238.37,236.90,,,239.04,238.76,241.35,,310.05,267.73,292.46,273.85,222.60,248.85,256.02,251.99,254.14,207.98,240.97,243.94,233.81,202.10,209.63,226.16,231.13,216.45,219.84,247.30,264.58,281.60,291.52,288.19
2005-02-14 22:07:45+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.59,508.33,,,234.91,236.71,264.61,281.15,276.37,281.65
2005-03-18 22:07:46+00:00,L5,339.31,319.37,290.57,270.81,262.68,262.11,266.55,269.31,263.27,257.02,255.45,250.66,250.85,253.12,246.64,249.96,255.22,251.32,229.09,218.38,215.85,212.62,218.01,219.09,223.73,233.08,233.52,238.71,238.91,232.84,218.54,206.67,201.70,194.83,207.15,204.63,178.89,158.30,149.57,167.17,163.44,165.19,175.13,184.68,198.18,211.22,233.42,256.80,245.78,256.82
2005-03-26 22:10:28+00:00,L7,360.09,351.88,339.14,294.88,280.50,286.68,285.04,282.52,278.66,270.21,264.52,259.31,195.40,,,51.73,,268.21,248.75,243.68,244.61,256.09,252.28,261.51,259.38,256.11,268.36,272.09,278.80,276.12,256.95,250.37,252.07,249.74,253.52,239.40,199.65,227.49,,190.72,200.63,204.86,208.46,210.88,213.01,230.66,254.19,284.48,287.21,287.76
2005-04-19 22:08:19+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.79,,,
2005-04-27 22:10:21+00:00,L7,352.53,333.81,330.85,307.48,292.27,283.45,283.64,288.30,290.61,290.04,279.15,274.53,268.51,270.62,278.40,280.51,285.93,285.93,271.55,251.01,237.85,235.59,243.75,248.49,245.04,245.69,262.65,270.30,256.89,234.58,236.33,238.75,228.84,230.41,229.12,223.43,202.64,193.86,203.68,203.24,210.35,216.28,218.78,216.97,227.96,239.37,264.71,,73.55,113.69
2005-06-14 22:10:13+00:00,L7,346.98,336.58,330.77,325.60,315.50,308.82,294.16,286.61,277.18,270.32,265.77,256.36,269.65,289.28,298.36,301.26,298.64,281.50,264.24,248.26,242.27,252.17,254.82,262.20,261.20,266.41,257.27,274.95,271.40,252.31,245.99,236.03,229.80,218.98,224.54,224.58,202.58,188.78,188.62,190.79,196.49,204.20,212.75,217.07,228.06,232.61,256.81,269.49,277.51,286.77
2005-07-08 22:08:51+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.98,592.47
2005-07-16 22:10:12+00:00,L7,313.88,296.46,292.41,271.82,269.29,254.88,231.76,229.89,235.66,234.47,235.18,234.97,232.76,237.37,245.82,242.58,250.82,251.22,236.45,217.95,203.67,198.34,204.40,210.50,218.56,230.98,229.08,241.33,234.89,218.56,215.20,200.93,193.74,181.94,192.99,189.26,168.11,121.55,143.04,155.73,161.42,174.69,182.25,198.08,203.73,218.74,238.54,256.67,268.46,268.44
2005-08-09 22:08:46+00:00,L5,359.79,348.14,,,,,,,,,,,,,,286.59,289.86,305.80,293.03,259.60,232.38,230.76,224.28,230.18,255.49,264.07,255.76,254.62,252.25,245.05,241.96,245.98,227.02,221.66,219.72,217.09,186.07,179.18,179.17,186.28,185.58,189.89,207.07,208.84,215.60,227.89,259.40,264.78,267.60,282.35
2005-09-02 22:09:58+00:00,L7,335.75,319.25,310.75,310.24,303.97,290.51,273.02,255.40,252.08,254.12,261.90,271.66,270.96,263.67,267.78,276.19,285.42,287.29,270.92,253.84,232.54,217.40,218.41,231.29,251.58,249.83,248.90,256.23,258.07,244.00,224.47,221.14,208.00,210.95,211.62,210.76,191.48,183.29,193.55,192.07,188.73,196.68,198.75,204.14,212.38,225.94,249.71,267.85,284.12,284.63
2005-09-10 22:08:55+00:00,L5,334.79,313.00,306.66,302.66,300.88,288.28,272.76,256.85,241.24,247.73,256.41,261.52,265.83,262.08,266.59,271.15,277.48,275.19,262.65,243.13,229.66,209.68,211.74,229.27,242.67,247.57,247.16,263.54,256.43,243.58,228.24,213.93,208.30,204.98,202.83,200.03,179.92,158.32,160.13,165.94,174.14,184.62,189.50,195.54,204.47,217.25,241.28,249.38,255.44,261.86
2005-09-18 22:09:51+00:00,L7,352.38,337.23,317.21,322.66,,286.79,273.39,255.25,239.19,267.90,246.22,,,545.43,573.39,,,358.69,360.26,362.00,,408.46,,276.38,289.79,,,,,,,,,,,,,206.11,131.11,160.17,175.32,202.03,154.84,,,,232.53,298.83,280.25,340.41
2005-10-28 22:09:12+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-13 22:09:08+00:00,L5,317.67,304.90,295.34,296.69,299.44,298.62,289.18,267.67,254.86,243.91,242.10,260.70,272.06,273.81,275.86,274.26,277.71,280.05,269.38,257.07,243.09,233.19,230.66,219.65,220.01,228.43,242.57,254.33,253.17,235.64,222.38,211.66,201.92,201.71,210.74,206.77,182.51,163.83,161.32,162.28,169.03,178.95,185.25,193.68,220.22,226.45,247.91,260.68,268.87,272.73
2006-02-09 22:10:49+00:00,L7,348.50,339.42,311.82,301.80,294.08,285.96,286.54,288.29,277.40,256.55,250.08,253.63,270.24,271.64,273.34,281.28,291.03,287.74,279.86,273.14,259.66,239.98,226.21,227.23,244.64,253.12,262.69,273.87,269.33,246.66,228.21,212.76,212.76,211.76,213.06,206.66,187.90,166.24,173.35,174.48,177.87,186.47,196.76,201.06,207.86,219.81,239.35,255.15,247.66,261.24
2006-02-17 22:11:22+00:00,L5,377.32,362.08,342.48,318.02,308.67,301.70,304.37,304.44,299.19,281.34,273.08,280.78,296.36,294.85,303.21,310.51,316.41,312.94,307.65,305.81,285.01,261.80,240.73,251.36,267.72,277.88,286.71,289.92,288.79,278.44,256.20,237.30,230.53,241.41,250.72,239.41,233.58,202.48,212.04,201.16,204.64,216.80,220.89,223.60,224.70,232.63,259.84,269.18,284.41,291.11
2006-03-29 22:10:52+00:00,L7,375.83,372.49,367.25,345.65,326.16,305.14,284.02,283.52,294.08,297.07,284.59,276.73,284.73,288.68,294.14,303.65,311.13,326.53,330.08,291.99,248.38,230.51,242.32,264.53,267.96,271.55,292.12,277.32,279.43,241.32,239.25,243.09,239.60,251.83,250.37,223.64,194.53,170.26,227.40,199.78,200.33,214.93,219.41,206.48,204.95,218.27,235.71,280.06,282.72,292.50
2006-04-22 22:12:36+00:00,L5,318.03,317.80,306.09,297.57,278.59,265.38,259.87,260.39,258.85,261.41,244.66,243.46,248.48,261.11,261.87,266.22,274.28,276.63,264.23,247.15,230.97,215.60,222.10,231.19,241.15,244.24,235.10,246.86,239.16,219.46,206.81,196.51,192.51,192.57,197.85,202.55,174.09,134.25,157.50,165.47,162.06,171.40,176.20,181.24,191.23,202.27,242.43,253.03,251.41,265.07
2006-05-08 22:13:14+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-01 22:10:50+00:00,L7,342.06,328.19,321.07,307.37,299.05,288.21,277.55,274.49,271.70,269.88,281.22,274.00,264.06,262.20,271.06,275.77,281.74,278.65,262.31,248.98,239.52,238.30,235.71,233.66,230.65,225.66,,,,,,,,,,,,,,,,,192.32,196.61,211.54,224.92,250.99,265.75,273.72,289.00
2006-06-25 22:13:31+00:00,L5,,,,,331.82,324.61,306.04,304.13,302.61,300.27,286.55,299.37,318.48,328.73,316.95,313.70,304.95,282.90,281.04,283.38,292.97,292.48,256.04,245.22,236.05,,306.98,297.93,276.10,289.34,267.84,261.17,,248.59,266.03,261.84,,244.73,256.08,,224.13,220.12,217.86,218.69,220.48,,301.38,303.32,304.47,310.76
2006-07-03 22:10:40+00:00,L7,302.68,293.22,276.51,267.61,265.05,264.08,254.42,251.48,249.99,245.23,236.49,240.08,238.71,246.08,245.86,247.51,242.57,237.39,226.66,218.80,220.03,216.21,206.81,194.60,209.26,220.65,227.00,245.59,236.68,223.87,209.40,190.69,180.22,181.64,186.90,189.73,155.50,129.92,133.90,151.74,160.36,169.29,181.40,180.89,197.96,205.65,229.89,245.90,260.08,270.04
2006-07-19 22:10:32+00:00,L7,303.54,288.84,272.15,262.05,266.74,261.17,258.32,245.76,243.51,238.78,,,,,,,,,,227.32,224.77,213.78,204.02,191.77,207.59,224.18,233.84,238.26,235.00,220.54,210.64,196.87,185.42,181.45,187.63,194.50,160.52,128.50,127.71,154.71,159.42,170.39,178.08,178.75,193.61,206.16,233.42,245.05,251.76,262.41
2006-07-27 22:13:58+00:00,L5,341.82,327.44,320.79,312.67,309.34,303.88,298.58,302.92,302.34,298.02,290.73,291.80,287.91,288.66,287.07,292.88,276.82,251.45,238.29,235.92,248.28,247.52,237.98,231.83,240.08,259.89,266.36,260.78,261.98,239.08,235.72,230.37,222.88,210.69,214.35,213.90,208.91,206.11,187.20,208.84,210.26,212.81,214.39,210.23,220.66,232.34,253.40,282.20,283.62,304.68
2006-08-04 22:10:28+00:00,L7,298.35,284.59,279.55,274.15,269.78,262.59,259.88,254.72,253.61,249.08,239.59,235.35,239.08,240.05,247.18,249.98,244.28,229.87,211.57,211.12,212.88,212.33,204.12,200.69,202.90,219.49,225.86,231.11,230.22,210.30,199.75,188.20,184.57,184.09,185.62,190.05,172.23,149.56,157.14,163.44,164.16,175.26,179.89,185.57,195.65,205.45,228.17,244.62,256.81,267.85
2006-08-28 22:14:23+00:00,L5,316.52,302.83,306.17,306.08,290.45,277.05,272.80,271.81,280.70,285.82,280.39,269.98,267.42,269.29,276.60,288.78,276.91,250.60,230.75,222.11,230.94,226.75,218.22,219.48,231.24,245.73,254.95,260.07,255.16,244.15,229.59,224.95,223.68,215.89,201.01,203.43,196.96,198.02,184.48,195.99,204.03,205.77,205.97,208.77,219.03,228.40,246.79,252.79,270.50,270.77
2007-02-04 22:15:45+00:00,L5,404.18,398.80,,339.60,341.38,348.12,319.35,315.34,300.38,285.84,266.05,272.86,260.02,264.58,,324.17,327.85,323.39,312.31,249.03,244.01,280.17,242.74,245.65,261.52,,296.72,263.19,260.56,258.91,,230.44,250.04,270.63,271.38,265.02,248.36,248.43,,,226.96,237.25,237.41,241.70,249.29,264.20,289.65,312.76,302.52,306.97
2007-07-06 22:11:01+00:00,L7,303.09,285.13,278.28,277.13,278.71,283.05,274.95,272.98,257.20,262.22,256.70,242.46,241.96,236.74,243.50,251.09,257.16,248.39,236.52,226.81,218.07,218.28,219.40,217.64,221.94,225.71,226.74,238.79,234.53,218.70,206.15,192.10,187.51,192.17,200.03,202.72,187.54,168.25,174.04,184.27,187.81,191.70,200.11,204.63,211.70,230.06,253.98,267.01,277.35,285.51
2007-08-07 22:10:52+00:00,L7,273.30,260.69,255.86,263.18,262.17,261.32,241.73,232.32,207.61,171.70,,208.99,218.66,223.30,225.29,230.19,233.02,232.55,217.97,209.92,194.50,188.42,183.28,187.40,195.85,206.13,203.08,216.91,216.91,198.06,188.68,177.29,176.67,169.10,167.15,172.87,139.88,101.60,121.53,144.44,148.26,160.58,174.22,178.49,194.13,208.34,233.10,250.25,256.07,271.86
2008-03-18 22:10:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
