dates,nzd0557-0000,nzd0557-0001,nzd0557-0002,nzd0557-0003,nzd0557-0004,nzd0557-0005,nzd0557-0006,nzd0557-0007,nzd0557-0008,nzd0557-0009,nzd0557-0010,nzd0557-0011,nzd0557-0012,nzd0557-0013,nzd0557-0014,nzd0557-0015,nzd0557-0016,nzd0557-0017,nzd0557-0018,nzd0557-0019,nzd0557-0020,nzd0557-0021,nzd0557-0022,nzd0557-0023,nzd0557-0024,nzd0557-0025,nzd0557-0026,nzd0557-0027,nzd0557-0028,nzd0557-0029,nzd0557-0030,nzd0557-0031,nzd0557-0032,nzd0557-0033,nzd0557-0034,nzd0557-0035,nzd0557-0036,nzd0557-0037,nzd0557-0038,nzd0557-0039,nzd0557-0040,nzd0557-0041,nzd0557-0042,nzd0557-0043,nzd0557-0044,nzd0557-0045,nzd0557-0046,nzd0557-0047,nzd0557-0048,nzd0557-0049,satname
2001-07-05 22:10:09+00:00,325.16,312.66,316.58,297.53,291.51,278.46,276.00,268.80,264.65,265.39,271.28,270.69,261.29,262.01,260.76,275.37,283.01,263.79,260.07,249.15,244.45,236.93,243.43,241.81,243.32,242.80,262.12,259.49,253.14,242.49,234.12,219.72,220.54,236.87,235.63,233.36,209.27,181.13,202.58,204.71,194.29,214.75,225.26,227.08,228.81,241.35,254.33,277.24,263.96,268.44,L7
2001-11-26 22:09:21+00:00,348.35,330.55,312.72,292.25,292.34,295.96,298.81,286.88,272.65,272.51,285.31,284.89,269.13,259.01,273.62,287.06,292.22,277.68,259.49,250.07,255.40,254.07,256.62,253.93,244.85,246.37,270.70,266.12,266.38,252.83,240.91,229.34,221.69,229.06,230.94,232.93,199.49,204.75,210.29,209.76,189.83,219.66,227.91,226.75,224.96,239.91,259.72,289.01,283.31,283.30,L7
2002-05-21 22:09:29+00:00,361.34,339.16,293.38,284.06,281.30,289.84,290.67,297.03,264.36,257.97,262.11,267.00,257.22,255.94,260.41,266.39,274.07,289.62,273.01,245.63,240.02,238.59,234.81,231.47,226.48,235.34,248.88,258.06,266.87,249.79,240.97,234.41,225.34,221.19,215.14,213.10,193.81,194.84,174.13,177.34,181.96,196.25,204.04,209.54,217.56,230.57,254.82,274.95,282.78,280.99,L7
2002-08-25 22:08:48+00:00,,,281.42,286.38,281.37,282.38,272.66,,235.53,234.23,229.76,252.03,250.97,251.82,252.20,238.29,247.34,,,226.49,222.18,216.61,215.65,220.38,228.36,238.64,236.49,253.22,252.75,240.14,225.45,215.74,207.45,200.23,204.94,211.09,183.18,,164.93,172.56,177.35,195.46,202.07,208.56,221.19,231.72,254.78,270.81,279.50,278.71,L7
2003-03-21 22:09:27+00:00,343.04,319.93,297.44,284.38,291.83,290.42,291.27,294.05,,,,,,304.60,300.68,313.10,,,308.64,,,,259.90,,,,,304.74,288.02,,,,,,,,246.23,219.39,,202.84,221.41,225.49,235.42,232.14,232.23,249.34,256.50,288.92,270.02,272.19,L7
2003-05-24 22:09:28+00:00,337.20,324.31,298.88,289.81,284.52,275.60,260.94,255.50,230.58,243.54,250.60,256.08,261.58,285.74,287.77,297.70,292.22,285.10,284.25,242.58,230.49,219.87,241.69,238.32,247.55,253.14,259.61,286.96,275.84,231.89,228.96,226.69,222.49,227.32,218.24,225.70,227.03,209.88,193.77,198.25,208.23,217.58,220.15,225.23,224.97,243.38,253.54,281.80,274.32,278.25,L7
2003-08-12 22:09:11+00:00,337.20,316.33,312.92,289.81,273.83,263.54,249.12,245.52,229.82,237.56,248.19,260.36,270.58,280.54,286.41,296.27,298.96,264.03,266.10,231.82,235.06,228.84,229.52,238.32,229.63,235.52,242.78,286.96,275.84,231.89,228.96,226.69,222.49,227.32,218.24,225.70,227.03,209.88,193.77,198.25,208.23,217.58,220.15,225.23,224.97,249.15,263.42,286.49,273.75,273.54,L7
2003-10-07 21:58:35+00:00,334.43,317.35,316.30,297.37,272.15,257.39,239.01,232.19,239.37,245.90,254.98,263.33,269.79,268.51,275.22,280.57,290.23,266.72,248.91,237.35,236.20,230.36,221.45,238.50,235.26,240.21,245.27,259.96,256.50,235.37,229.60,225.64,219.83,221.38,217.00,218.59,194.62,188.50,184.59,186.03,187.04,197.38,201.33,213.18,216.34,242.96,263.19,280.89,275.79,276.12,L5
2003-10-15 22:08:58+00:00,332.50,316.82,312.49,296.17,275.09,260.63,243.79,237.26,243.85,248.63,256.53,264.13,269.36,266.94,271.86,276.24,283.57,266.58,250.58,238.53,235.54,229.87,222.14,235.30,235.32,240.08,244.29,255.18,252.30,233.18,228.42,222.83,217.58,216.78,214.48,214.12,189.81,182.00,180.66,180.37,183.45,192.14,198.64,208.11,214.26,238.28,259.91,277.67,272.34,274.53,L7
2003-11-16 22:09:47+00:00,332.50,316.82,312.49,296.17,275.09,260.63,243.79,237.26,243.85,248.63,256.53,264.13,269.36,266.94,271.86,276.24,283.57,266.58,250.58,238.53,235.54,229.87,222.14,235.30,235.32,240.08,244.29,255.18,249.72,232.29,228.12,223.43,218.35,214.94,214.76,214.47,187.66,184.18,180.97,181.64,185.28,194.22,201.36,208.11,214.26,238.28,259.91,277.67,272.34,274.53,L7
2003-12-26 21:59:30+00:00,332.96,314.11,311.24,287.88,272.56,259.70,254.07,251.14,249.00,247.40,253.84,261.19,268.22,258.32,261.00,263.79,271.58,259.58,246.50,235.38,235.55,232.35,225.01,241.64,242.34,242.69,243.15,250.03,247.17,237.02,230.31,223.72,218.72,214.53,215.83,218.86,194.45,179.81,186.34,185.93,188.03,194.62,202.58,206.62,218.07,238.44,263.10,276.25,266.38,270.23,L5
2004-01-19 22:10:11+00:00,332.96,314.11,311.24,287.88,272.56,259.70,254.07,251.14,249.00,247.40,253.84,261.19,268.22,258.32,261.00,263.79,271.58,259.58,246.50,235.38,235.55,232.35,225.01,241.64,241.60,242.13,243.12,253.69,250.57,240.47,232.55,224.97,219.68,215.66,216.85,220.01,195.81,181.05,186.97,186.30,188.42,196.16,203.34,208.18,220.03,239.00,263.37,277.07,267.04,271.81,L7
2004-01-27 21:59:38+00:00,332.96,314.11,311.24,287.88,272.56,259.70,258.33,254.90,253.69,252.26,256.21,261.87,267.14,262.41,264.76,266.32,273.70,262.83,247.99,236.96,235.50,234.76,229.66,244.51,242.79,241.83,244.73,257.00,254.50,243.03,235.16,227.07,221.14,216.55,217.83,221.43,199.26,184.53,188.24,186.55,189.32,197.04,204.41,209.32,221.08,238.74,263.24,277.20,268.13,272.46,L5
2004-03-23 22:10:04+00:00,323.93,312.90,303.07,288.39,280.13,266.24,264.75,261.87,259.36,256.70,258.26,258.87,260.19,256.43,257.45,260.61,264.38,265.35,251.09,239.03,232.76,231.85,234.11,240.74,245.46,244.10,246.81,255.32,252.58,241.61,233.13,224.49,217.75,213.31,215.15,218.49,193.26,184.53,183.55,182.68,186.06,193.80,202.61,207.85,219.79,231.38,256.02,270.68,266.47,272.92,L7
2004-03-31 21:59:59+00:00,323.14,312.94,303.77,290.07,281.55,269.19,265.71,263.14,260.42,258.13,259.03,257.63,258.88,256.76,258.18,261.30,264.74,265.56,251.41,239.55,233.55,232.39,234.12,239.51,243.95,242.85,245.83,254.35,252.14,239.63,231.07,222.71,215.83,212.49,214.75,216.56,191.01,184.16,182.00,180.29,184.34,193.33,201.83,207.52,218.49,230.40,256.12,271.07,266.80,272.05,L5
2004-04-24 22:09:55+00:00,316.88,310.00,305.28,288.59,281.94,271.89,270.11,268.93,263.35,259.32,257.09,253.38,255.07,254.25,255.96,260.41,263.90,264.52,250.35,237.39,232.62,231.98,235.23,240.34,242.52,239.67,245.06,257.08,253.72,240.15,229.74,221.27,213.87,210.16,212.98,217.09,193.55,183.43,181.55,180.57,184.95,195.02,203.09,208.17,219.48,229.89,255.47,268.90,264.13,270.65,L7
2004-05-02 22:00:57+00:00,317.58,310.85,305.48,290.81,284.11,274.37,269.75,267.71,262.69,260.02,257.17,252.81,254.32,254.85,256.45,259.41,263.63,263.81,249.61,237.70,232.28,230.97,234.26,238.94,239.96,237.96,245.54,257.86,252.83,238.14,228.24,219.39,212.46,208.11,210.94,215.93,192.13,179.56,180.34,179.86,184.44,194.66,202.49,207.48,217.61,228.74,254.23,267.74,263.07,270.49,L5
2004-05-18 22:01:26+00:00,322.77,316.47,311.28,294.62,286.62,276.87,274.20,271.50,264.35,261.61,260.24,257.54,259.02,257.84,259.24,262.09,267.03,268.26,253.20,239.46,233.86,235.00,238.44,240.84,238.93,239.07,248.48,259.13,255.00,240.33,229.43,221.19,213.05,209.80,211.70,216.93,197.87,180.80,184.80,183.43,187.92,197.65,206.21,210.41,219.23,229.51,254.76,269.45,264.39,272.37,L5
2004-05-26 22:09:57+00:00,323.67,318.40,310.98,295.83,286.60,277.25,275.15,271.62,264.86,262.01,261.30,258.93,259.82,259.55,260.08,261.94,267.33,269.64,254.46,241.24,234.83,235.77,238.34,239.72,238.10,239.50,249.16,259.92,255.92,240.07,229.81,222.43,214.12,210.40,211.50,217.17,197.47,181.72,185.25,184.34,189.18,198.98,207.50,211.56,220.71,230.99,255.99,270.78,266.00,274.44,L7
2004-06-11 22:09:50+00:00,325.37,319.35,310.53,294.99,286.33,278.47,275.80,270.25,264.06,260.90,260.71,259.69,260.08,260.24,260.79,261.87,267.42,270.31,254.67,241.83,235.09,235.39,236.69,237.97,236.79,238.37,247.83,258.66,255.76,238.82,229.27,221.64,214.52,210.38,212.12,216.17,197.02,182.32,184.58,184.13,189.17,199.80,206.72,211.72,220.09,230.15,255.04,270.94,268.16,275.93,L7
2004-06-27 22:09:48+00:00,320.54,318.10,307.90,295.01,284.25,276.33,276.31,269.97,261.16,259.26,259.77,257.96,257.42,261.41,262.14,262.84,267.84,268.93,253.40,241.64,233.60,233.23,233.36,232.18,229.63,233.16,244.54,257.04,254.55,235.36,225.89,219.08,212.37,207.77,209.74,210.80,190.02,182.24,178.82,178.98,185.79,197.52,205.17,210.50,218.34,228.61,253.19,270.92,271.89,279.24,L7
2004-07-05 22:02:51+00:00,319.18,318.10,305.72,292.84,284.25,276.33,276.31,269.97,260.84,257.71,256.98,257.16,257.14,258.57,261.13,263.35,264.54,267.24,254.12,242.57,235.44,232.62,232.73,231.19,229.42,233.32,243.93,257.04,253.66,233.98,225.06,218.82,211.28,208.18,210.82,209.16,190.02,184.57,179.00,178.98,185.79,197.80,205.72,209.51,217.94,230.01,252.67,269.67,270.86,277.94,L5
2004-07-21 22:03:39+00:00,319.18,318.10,305.72,292.84,284.25,276.33,276.31,269.97,260.84,257.71,256.98,257.16,257.14,258.57,261.13,263.35,264.54,267.24,254.12,242.57,235.44,232.62,232.73,231.19,228.49,232.67,244.02,256.27,252.61,231.96,223.42,217.71,210.05,206.98,209.81,207.62,188.78,184.39,177.95,178.01,185.33,197.35,205.66,209.17,217.14,228.88,251.49,268.60,270.98,276.11,L5
2004-08-22 22:04:00+00:00,319.28,317.63,304.91,292.12,284.02,276.64,275.83,268.93,258.97,256.07,255.36,255.80,256.05,256.16,258.36,260.81,262.20,265.78,253.58,242.97,235.17,230.41,229.89,227.76,225.95,232.17,242.78,254.86,249.92,229.40,220.06,214.26,206.92,205.15,207.79,205.13,183.78,181.88,173.08,174.44,181.62,194.32,203.51,207.41,215.44,227.35,249.41,266.57,269.90,275.25,L5
2004-10-17 22:09:50+00:00,322.00,321.43,304.27,291.81,283.76,277.60,279.76,270.26,258.32,255.21,254.33,257.11,257.92,257.87,259.34,259.81,262.04,266.96,254.68,244.53,236.03,230.16,227.98,224.03,224.61,231.85,243.67,256.65,251.13,229.40,220.37,215.42,208.68,206.36,208.37,205.93,188.78,181.87,170.89,175.15,182.94,193.06,202.55,205.65,213.44,227.20,248.59,266.94,271.30,277.39,L7
2005-01-13 22:06:52+00:00,336.00,327.27,309.28,291.80,292.86,283.24,278.35,268.49,256.41,251.80,253.84,264.35,259.50,254.87,274.75,251.00,262.07,251.95,235.86,232.99,232.60,223.95,219.43,212.37,224.06,235.36,240.32,254.32,259.73,244.50,210.32,214.61,213.58,214.37,217.01,196.75,193.22,198.44,139.83,163.11,171.67,165.00,191.74,191.76,201.56,222.18,244.06,259.47,266.06,267.38,L5
2005-02-14 22:07:45+00:00,336.00,327.27,309.28,291.80,292.86,283.24,278.35,268.49,256.41,251.80,253.84,264.35,259.50,254.87,274.75,251.00,262.07,251.95,235.86,232.99,232.60,223.95,219.43,212.37,224.06,235.36,240.32,254.32,259.73,244.50,210.32,214.61,213.58,214.37,217.01,196.75,193.22,198.44,139.83,163.11,171.67,165.00,191.74,191.76,210.32,226.27,249.62,267.51,269.55,273.99,L5
2005-03-18 22:07:46+00:00,351.68,336.12,308.63,288.48,286.60,279.17,279.63,275.82,265.30,256.74,261.27,268.63,263.03,260.24,277.44,259.76,265.73,251.46,230.23,223.44,224.02,223.56,221.55,215.72,228.72,241.25,241.69,249.72,261.02,249.84,216.75,222.51,222.86,217.41,225.39,202.11,203.93,190.62,148.64,171.03,176.76,168.97,190.98,191.55,209.70,225.58,249.41,270.89,269.38,274.72,L5
2005-03-26 22:10:28+00:00,347.23,334.12,315.39,285.78,280.42,276.40,276.98,273.91,264.92,256.40,257.08,260.25,263.03,260.24,277.44,259.76,265.73,251.77,231.57,224.39,227.06,229.13,225.61,222.82,233.67,241.43,247.78,252.34,260.50,253.77,224.88,224.55,224.31,219.90,227.52,208.74,194.22,188.41,148.64,170.51,177.29,172.65,190.51,191.55,207.69,223.69,247.69,269.45,267.15,272.98,L7
2005-04-27 22:10:21+00:00,343.31,328.79,316.78,287.70,280.38,274.35,275.41,274.51,267.84,261.31,258.78,260.00,260.19,256.70,271.53,261.74,266.24,256.49,238.06,226.84,225.99,227.37,229.39,231.31,232.69,238.18,248.07,253.33,254.93,245.47,223.92,222.85,219.44,216.53,222.67,208.21,190.32,179.27,171.62,177.50,182.70,183.82,196.54,195.41,212.57,226.32,250.09,269.45,265.39,271.23,L7
2005-06-14 22:10:13+00:00,345.89,332.20,320.45,296.52,280.38,274.35,280.30,277.99,270.94,264.34,261.52,260.62,264.10,256.70,271.53,261.74,276.39,262.84,244.53,232.61,231.61,235.25,235.71,238.97,239.74,246.78,251.91,258.89,259.87,248.07,229.68,227.33,223.63,219.13,224.89,212.96,194.89,179.27,180.81,182.00,187.31,191.56,201.43,201.39,216.10,228.39,252.16,271.10,270.28,276.19,L7
2005-07-16 22:10:12+00:00,342.31,327.37,316.63,293.95,274.69,269.87,272.08,271.18,268.91,264.25,259.83,254.99,258.86,257.45,260.29,260.68,277.21,267.46,249.85,235.66,228.68,230.78,234.49,240.16,241.40,246.29,250.01,259.31,255.96,242.72,234.42,226.30,220.94,214.89,221.21,216.06,190.09,170.05,177.09,181.28,186.22,192.76,199.25,205.31,217.80,228.38,252.20,273.72,277.07,280.79,L7
2005-08-09 22:08:46+00:00,343.10,328.71,316.63,293.95,274.69,269.87,272.08,271.18,268.91,264.25,259.83,254.99,258.86,257.45,260.29,264.61,277.47,272.30,255.63,237.95,227.88,229.23,231.37,236.79,242.21,247.84,249.55,257.11,253.45,241.69,234.13,227.46,219.53,213.59,218.84,214.53,186.99,166.78,174.59,179.99,183.98,189.85,198.67,204.01,216.36,227.10,252.11,270.34,272.65,278.92,L5
2005-09-02 22:09:58+00:00,340.83,326.14,314.98,295.72,279.57,272.76,271.36,267.74,265.16,261.61,259.15,256.73,260.15,256.88,260.27,265.57,277.54,273.56,257.00,239.25,227.74,226.66,228.71,235.04,242.66,247.31,248.65,256.18,253.03,241.21,231.87,225.34,216.49,211.83,216.59,213.02,186.24,166.70,176.13,180.50,183.45,189.44,197.60,202.95,212.15,224.49,248.99,266.46,271.45,277.55,L7
2005-09-10 22:08:55+00:00,340.70,325.12,314.13,297.19,283.60,275.96,272.00,266.60,262.22,260.11,259.28,257.94,261.65,258.92,262.42,267.16,278.16,274.22,258.13,240.23,228.40,224.99,227.00,234.82,243.12,247.76,248.88,257.51,254.01,241.92,231.87,224.54,216.18,211.69,215.50,211.90,186.17,166.93,174.66,179.31,182.91,189.55,197.14,202.58,211.58,224.00,248.41,264.65,270.11,276.02,L5
2005-09-18 22:09:51+00:00,337.74,322.76,315.46,301.10,286.38,275.62,269.75,261.59,255.28,258.16,254.14,257.67,262.17,257.31,263.65,268.64,280.17,276.22,261.11,241.95,229.02,225.49,227.12,238.30,248.03,248.69,249.91,259.03,254.61,242.05,232.50,225.34,216.25,212.09,214.94,211.54,185.21,163.26,176.51,173.84,179.80,188.91,198.73,203.58,212.42,224.66,245.47,265.99,268.04,282.71,L7
2005-11-13 22:09:08+00:00,336.71,321.62,309.52,305.89,296.79,283.71,273.25,259.42,250.98,254.02,252.30,261.84,266.65,265.17,269.29,271.91,282.99,282.63,268.36,249.34,232.85,226.05,226.30,236.58,248.03,250.13,249.04,259.75,257.37,242.10,232.16,224.99,215.32,210.56,213.78,210.78,188.97,164.21,174.83,172.72,178.07,189.46,198.93,205.89,216.15,227.06,246.22,266.27,270.94,284.71,L5
2006-02-09 22:10:49+00:00,334.27,319.21,306.68,304.44,300.56,287.45,276.79,262.66,250.59,251.67,248.76,263.11,270.90,269.49,272.39,277.07,284.41,283.80,271.82,258.14,242.36,226.29,222.88,233.92,247.16,245.86,251.45,263.12,260.75,243.59,227.05,216.56,209.67,209.28,211.25,207.40,187.38,168.46,174.02,167.44,173.47,185.69,194.06,200.10,212.27,223.49,239.97,263.22,262.54,280.62,L7
2006-02-17 22:11:22+00:00,339.28,324.19,311.63,305.26,300.69,288.25,280.06,268.39,257.24,255.17,251.24,264.75,274.25,271.96,276.24,281.68,288.50,287.73,277.26,265.60,249.16,231.50,224.71,235.10,249.01,250.53,256.77,266.74,264.04,248.83,230.99,218.11,210.87,212.73,216.54,211.73,193.65,169.79,178.65,170.89,176.50,188.40,197.12,202.49,213.16,223.58,241.95,262.29,263.29,280.20,L5
2006-03-29 22:10:52+00:00,347.71,337.60,325.87,310.79,303.01,292.67,286.64,281.91,276.63,264.97,257.28,262.78,276.10,275.12,280.30,286.73,292.74,296.63,291.99,276.30,254.28,236.19,230.23,234.99,244.90,252.99,266.27,269.11,266.35,252.97,231.33,219.08,213.06,218.54,224.10,213.42,191.49,175.68,185.38,177.30,180.84,191.14,199.24,199.87,210.05,219.54,241.32,259.93,261.42,272.27,L7
2006-04-22 22:12:36+00:00,345.87,337.74,323.84,310.88,300.47,290.20,283.81,279.95,275.81,266.99,257.74,261.90,273.31,276.42,280.26,285.90,292.69,295.61,289.17,273.75,252.35,235.05,231.34,237.51,247.13,253.98,262.77,267.39,264.55,248.01,229.41,218.66,213.64,218.03,222.95,214.53,192.69,175.57,184.49,179.03,181.19,191.88,198.28,199.79,208.81,218.82,244.06,262.20,264.88,274.93,L5
2006-06-01 22:10:50+00:00,348.95,340.60,328.14,311.81,299.37,286.81,280.38,280.28,277.98,270.98,264.25,263.25,270.51,272.30,277.70,284.77,291.89,294.03,286.56,270.69,250.44,234.77,231.15,238.87,247.95,252.22,266.61,269.45,265.79,250.52,229.84,218.60,214.49,220.04,224.19,215.01,193.17,174.66,188.22,181.41,182.41,193.04,198.09,198.77,205.96,217.31,243.57,261.61,263.45,276.38,L7
2006-06-25 22:13:31+00:00,348.95,340.60,328.14,311.81,303.23,291.14,282.99,282.71,280.28,274.06,266.00,267.30,270.51,272.30,281.83,287.42,291.66,290.20,283.83,270.64,250.44,234.77,233.49,237.76,244.00,252.22,266.61,272.98,264.96,250.52,235.08,223.87,214.49,222.03,229.31,221.78,193.17,184.05,188.22,181.41,187.51,194.74,198.98,199.69,206.72,217.31,243.57,266.15,266.68,279.41,L5
2006-07-03 22:10:40+00:00,343.11,334.57,320.42,305.70,298.69,288.44,279.90,279.17,277.02,271.01,262.95,264.58,266.46,269.80,278.12,283.01,286.08,283.83,276.74,264.52,246.62,233.04,230.75,232.88,240.20,248.21,260.19,269.67,261.92,245.73,232.16,220.21,210.21,217.44,224.11,217.94,188.21,177.72,179.92,177.73,184.86,192.64,197.90,198.43,206.45,216.62,242.45,264.69,267.88,279.67,L7
2006-07-19 22:10:32+00:00,340.67,331.26,315.04,301.60,296.31,287.08,278.93,276.60,274.71,268.86,262.95,264.58,266.46,269.80,278.12,283.01,286.08,283.83,276.74,262.12,245.64,232.62,229.28,230.00,238.17,246.92,258.30,267.32,260.93,243.69,231.43,220.09,210.36,215.97,222.12,217.16,187.88,177.02,175.51,177.64,184.44,193.14,197.92,198.47,206.58,217.27,243.13,264.74,269.61,280.33,L7
2006-07-27 22:13:58+00:00,338.19,328.15,314.52,301.24,296.42,287.25,279.68,278.19,276.22,270.54,264.52,266.07,267.52,269.50,276.91,282.14,282.59,277.87,270.18,257.34,244.22,232.58,228.69,228.33,236.69,246.79,257.45,264.75,258.73,240.59,230.05,218.75,208.72,212.31,218.52,214.65,187.45,175.18,173.75,179.10,185.04,192.60,197.68,197.70,206.71,217.40,242.80,264.60,268.06,280.70,L5
2006-08-04 22:10:28+00:00,335.76,325.31,311.58,299.56,294.78,286.09,278.81,276.87,275.16,269.60,263.20,264.11,265.47,268.06,275.38,280.17,280.11,273.99,265.00,254.16,242.07,231.78,227.44,227.01,234.62,245.09,255.00,262.35,257.34,237.98,228.14,217.36,208.27,211.46,216.86,213.52,188.12,176.47,174.24,179.39,184.72,192.96,197.50,198.09,206.71,217.41,242.41,264.20,269.33,281.22,L7
2006-08-28 22:14:23+00:00,326.51,316.08,306.98,297.75,292.81,283.32,274.40,271.95,272.82,271.51,265.71,264.03,260.60,263.83,272.26,277.26,273.75,264.43,253.49,242.71,233.07,226.33,225.04,223.40,229.41,240.03,249.32,257.14,251.58,230.76,224.76,216.33,206.57,208.16,211.06,209.83,182.84,177.16,170.35,179.28,185.44,192.32,195.87,196.06,205.92,216.54,241.12,263.34,270.12,281.12,L5
