dates,nzd0503-0000,nzd0503-0001,nzd0503-0002,nzd0503-0003,nzd0503-0004,nzd0503-0005,satname
1999-08-26 22:07:32+00:00,,340.88,331.46,310.18,307.63,384.82,L7
2000-03-21 22:07:12+00:00,,352.49,347.19,342.09,336.46,400.59,L7
2000-05-08 22:06:44+00:00,165.96,323.42,327.89,330.51,332.45,415.59,L7
2000-06-25 22:06:19+00:00,172.52,,302.89,320.81,318.45,428.11,L7
2000-07-11 22:06:05+00:00,182.52,,308.27,311.42,314.15,394.01,L7
2000-12-18 22:05:01+00:00,317.60,317.00,317.36,324.90,328.83,400.19,L7
2001-01-03 22:05:00+00:00,329.10,328.54,326.05,331.05,343.73,397.56,L7
2001-03-08 22:04:56+00:00,356.58,362.64,365.87,364.59,362.38,408.80,L7
2001-04-09 22:04:41+00:00,368.68,369.69,354.89,343.46,341.97,395.80,L7
2001-06-28 22:03:56+00:00,,,306.04,325.34,332.83,398.57,L7
2001-07-14 22:03:57+00:00,,,328.26,336.78,338.15,397.74,L7
2001-08-15 22:03:26+00:00,,328.87,325.48,327.50,323.92,393.79,L7
2001-10-02 22:02:52+00:00,320.45,337.82,331.12,316.35,318.15,381.64,L7
2001-11-03 22:02:58+00:00,341.26,339.28,338.83,333.89,334.43,402.56,L7
2001-11-19 22:03:08+00:00,328.32,324.92,315.33,315.16,316.10,390.77,L7
2002-03-11 22:03:31+00:00,320.70,328.00,323.02,320.33,327.89,383.93,L7
2002-04-12 22:03:25+00:00,314.13,322.17,328.19,326.98,331.93,405.69,L7
2002-06-15 22:03:07+00:00,,,299.20,316.85,320.51,415.16,L7
2002-08-18 22:02:45+00:00,,302.43,304.62,308.81,307.00,393.89,L7
2002-12-24 22:02:57+00:00,324.95,323.63,316.21,316.79,309.60,392.50,L7
2003-09-30 21:52:18+00:00,287.01,298.13,299.80,300.04,297.72,385.01,L5
2003-10-24 22:02:58+00:00,314.73,327.63,329.36,322.29,330.90,381.97,L7
2003-11-17 21:52:57+00:00,314.84,314.97,323.64,332.33,338.00,386.02,L5
2004-01-12 22:03:31+00:00,313.44,324.70,321.67,326.53,329.95,391.00,L7
2004-04-25 21:54:35+00:00,322.54,,,,,,L5
2004-05-03 22:03:47+00:00,163.57,334.53,333.25,320.81,326.87,405.21,L7
2004-06-12 21:55:59+00:00,175.01,,334.02,348.91,350.86,417.43,L5
2004-07-06 22:03:36+00:00,178.12,,325.77,330.03,334.29,416.46,L7
2004-07-14 21:56:54+00:00,157.71,,,,,,L5
2004-08-15 21:57:37+00:00,,329.69,330.40,,,395.40,L5
2004-09-24 22:03:12+00:00,308.95,320.40,,,321.88,379.92,L7
2004-10-10 22:03:07+00:00,309.33,325.81,324.30,323.18,,391.70,L7
2004-10-18 21:59:11+00:00,322.88,335.62,334.30,329.37,329.40,398.71,L5
2005-01-14 22:04:00+00:00,341.20,338.25,335.30,331.24,336.55,375.93,L7
2005-02-07 22:01:03+00:00,360.69,359.53,344.27,320.89,329.91,384.55,L5
2005-03-03 22:04:17+00:00,326.14,328.53,329.20,335.53,333.16,,L7
2005-04-04 22:04:14+00:00,344.76,334.46,334.95,332.75,333.22,411.86,L7
2005-04-20 22:04:08+00:00,,338.95,337.32,328.66,325.90,413.17,L7
2005-05-14 22:01:54+00:00,185.57,312.88,324.67,312.96,314.89,388.71,L5
2005-06-07 22:04:06+00:00,151.46,,345.04,340.57,338.80,413.30,L7
2005-06-23 22:04:01+00:00,163.93,,353.00,337.01,334.47,412.64,L7
2005-07-09 22:04:02+00:00,158.24,,351.67,341.65,339.50,,L7
2005-07-25 22:04:01+00:00,338.08,327.10,322.50,328.51,323.27,389.79,L7
2005-08-26 22:03:51+00:00,303.24,322.27,321.11,323.50,,,L7
2005-10-05 22:02:41+00:00,323.11,336.13,334.56,328.46,331.16,390.41,L5
2006-01-01 22:04:22+00:00,354.28,,,348.75,351.31,398.69,L7
2006-03-14 22:05:42+00:00,356.96,363.61,353.16,345.75,334.35,390.15,L5
2006-03-22 22:04:42+00:00,350.27,342.77,342.95,342.63,347.22,395.41,L7
2006-06-02 22:07:00+00:00,,,302.09,310.56,319.23,387.97,L5
2006-06-26 22:04:32+00:00,,,338.05,335.13,333.91,408.61,L7
2006-07-12 22:04:25+00:00,,,330.01,320.41,327.55,408.06,L7
2006-09-14 22:04:09+00:00,297.23,,,330.06,330.96,398.96,L7
2006-10-16 22:04:06+00:00,317.80,326.48,,329.70,335.35,380.33,L7
2006-10-24 22:08:50+00:00,351.04,353.74,346.24,342.42,342.62,391.98,L5
2006-11-25 22:09:07+00:00,327.02,327.88,327.06,326.50,337.31,397.74,L5
2007-02-13 22:09:34+00:00,349.81,338.00,337.40,347.66,354.83,400.45,L5
2007-05-12 22:04:59+00:00,,346.55,346.68,345.29,354.00,396.66,L7
2007-07-15 22:04:48+00:00,,,,360.76,338.93,415.12,L7
2007-09-01 22:04:31+00:00,,314.86,315.09,,,387.93,L7
2007-09-16 22:13:52+00:00,,318.21,322.07,322.35,336.72,401.47,L5
2008-01-07 22:04:58+00:00,353.98,349.65,338.39,332.97,333.88,,L7
2008-04-12 22:04:44+00:00,,,315.26,,328.01,396.41,L7
2008-05-14 22:04:36+00:00,,,319.29,316.67,319.90,394.14,L7
2008-06-15 22:04:20+00:00,,319.93,,,329.36,,L7
2008-07-17 22:03:58+00:00,,,,,335.55,399.22,L7
2008-08-18 22:03:44+00:00,,,,309.53,322.79,381.18,L7
2008-10-05 22:03:18+00:00,307.93,311.62,309.83,310.63,316.24,364.38,L7
2008-11-14 21:57:52+00:00,325.73,353.49,334.65,328.60,327.21,393.05,L5
2008-11-22 22:03:51+00:00,315.68,322.01,319.51,320.00,328.02,365.11,L7
2009-01-17 21:59:44+00:00,317.50,314.82,317.72,325.14,323.64,358.81,L5
2009-03-14 22:04:45+00:00,349.37,349.99,341.36,332.17,336.11,386.51,L7
2009-03-30 22:04:52+00:00,327.93,335.17,332.53,325.20,327.11,,L7
2009-05-01 22:05:01+00:00,,314.05,317.96,324.25,324.70,397.23,L7
2009-08-05 22:04:48+00:00,,,340.35,327.68,330.53,409.69,L7
2009-11-25 22:05:21+00:00,297.80,300.85,308.09,309.53,307.70,382.25,L7
2010-03-01 22:06:39+00:00,,347.68,335.93,328.99,325.53,376.50,L7
2010-05-04 22:06:46+00:00,,309.01,312.68,305.22,317.55,379.20,L7
2010-07-23 22:06:50+00:00,,,,316.36,314.80,408.27,L7
2010-08-08 22:06:48+00:00,,,,,,380.13,L7
2010-08-24 22:06:52+00:00,,,,331.47,346.74,398.17,L7
2010-09-25 22:06:53+00:00,283.53,314.92,315.83,,,,L7
2010-10-11 22:06:57+00:00,,,322.89,312.62,316.45,386.57,L7
2011-01-31 22:08:00+00:00,319.58,322.62,325.51,317.53,319.85,386.22,L7
2011-02-08 22:04:35+00:00,317.36,324.16,320.88,322.92,320.89,404.84,L5
2011-03-12 22:04:31+00:00,328.11,327.53,328.23,328.99,332.69,402.15,L5
2011-05-23 22:08:11+00:00,328.10,313.75,309.16,313.68,319.38,395.14,L7
2011-06-08 22:08:12+00:00,,,303.15,320.64,,,L7
2011-07-10 22:08:07+00:00,,,301.17,,310.55,396.59,L7
2011-07-26 22:08:05+00:00,,287.50,318.88,323.35,,,L7
2011-08-27 22:07:59+00:00,288.96,327.58,331.20,327.89,333.14,,L7
2011-09-12 22:07:53+00:00,302.30,316.87,314.40,308.61,315.90,400.71,L7
2011-09-28 22:07:51+00:00,296.95,308.43,314.70,,,376.35,L7
2011-11-15 22:08:10+00:00,312.44,315.87,316.71,316.18,318.62,,L7
2012-04-07 22:08:40+00:00,,334.13,326.94,,,358.50,L7
2012-04-23 22:08:52+00:00,,330.87,325.44,319.22,322.23,401.96,L7
2012-12-03 22:10:34+00:00,,,320.68,322.02,321.95,389.91,L7
2012-12-19 22:10:43+00:00,318.12,316.14,313.36,313.22,326.99,383.03,L7
2013-01-20 22:10:47+00:00,,319.04,315.54,319.46,325.29,380.28,L7
2013-04-18 22:16:24+00:00,,287.91,305.17,298.14,304.85,364.95,L8
2013-05-03 22:16:41+00:00,,,,,322.64,398.42,L7
2013-05-28 22:10:23+00:00,338.72,,,,,,L7
