dates,nzd0573-0000,nzd0573-0001,nzd0573-0002,nzd0573-0003,nzd0573-0004,nzd0573-0005,nzd0573-0006,nzd0573-0007,nzd0573-0008,nzd0573-0009,nzd0573-0010,nzd0573-0011,nzd0573-0012,nzd0573-0013,nzd0573-0014,nzd0573-0015,nzd0573-0016,nzd0573-0017,nzd0573-0018,nzd0573-0019,nzd0573-0020,nzd0573-0021,nzd0573-0022,nzd0573-0023,nzd0573-0024,satname
1999-07-02 21:59:57+00:00,229.74,222.91,231.48,226.56,223.96,,,,,,235.14,233.78,,232.25,233.90,236.39,241.77,246.88,231.34,228.81,225.66,226.05,242.43,267.65,270.23,L7
1999-07-25 22:06:15+00:00,235.68,230.31,233.75,230.41,233.65,233.11,241.90,235.66,,,235.67,234.88,,237.64,238.36,247.04,247.91,249.94,239.54,233.83,228.40,226.20,240.52,266.37,270.72,L7
1999-08-26 22:06:20+00:00,241.57,232.21,236.48,232.75,234.16,234.38,244.33,238.92,234.52,237.01,233.36,229.68,230.98,236.63,240.76,243.53,250.97,247.59,241.99,237.11,243.40,260.48,,,,L7
1999-09-20 22:00:08+00:00,230.58,228.36,227.06,223.34,227.64,226.90,233.78,228.85,229.19,226.92,228.64,224.39,222.88,228.76,233.14,232.46,237.42,239.47,232.45,224.84,217.42,209.35,218.41,,,L7
1999-09-27 22:06:00+00:00,227.80,224.45,227.58,223.32,223.39,225.79,234.77,225.90,226.81,226.43,227.87,223.63,220.49,228.85,228.17,235.59,234.72,237.03,231.35,227.39,229.31,241.34,272.19,,,L7
1999-10-22 22:00:04+00:00,,,,219.71,219.60,220.31,,,,,,216.85,217.52,223.67,222.77,231.40,231.89,235.12,222.25,221.93,220.66,225.04,246.44,282.99,285.93,L7
1999-11-07 22:00:08+00:00,,,,,,,233.84,231.01,227.20,228.34,238.82,223.19,223.17,228.66,234.36,233.46,241.41,241.14,233.80,232.41,232.11,244.09,275.72,326.27,331.92,L7
1999-11-14 22:05:54+00:00,223.05,219.06,223.16,217.42,219.89,221.14,224.48,224.69,221.55,221.13,218.07,213.53,214.05,219.05,222.34,224.61,229.73,230.96,223.06,217.98,211.63,206.48,,347.90,345.03,L7
1999-12-09 22:00:09+00:00,231.40,229.33,231.04,226.89,223.52,227.16,235.76,229.95,226.70,229.58,227.19,222.86,225.25,231.93,233.53,234.78,241.88,242.23,235.85,230.17,232.38,,265.74,313.33,319.19,L7
1999-12-16 22:05:57+00:00,230.05,224.36,227.19,221.84,223.44,227.79,,224.49,225.17,225.55,236.60,221.22,221.94,233.44,227.36,228.21,226.85,235.75,226.35,219.41,213.21,,,,,L7
