dates,satname,nzd0573-0000,nzd0573-0001,nzd0573-0002,nzd0573-0003,nzd0573-0004,nzd0573-0005,nzd0573-0006,nzd0573-0007,nzd0573-0008,nzd0573-0009,nzd0573-0010,nzd0573-0011,nzd0573-0012,nzd0573-0013,nzd0573-0014,nzd0573-0015,nzd0573-0016,nzd0573-0017,nzd0573-0018,nzd0573-0019,nzd0573-0020,nzd0573-0021,nzd0573-0022,nzd0573-0023,nzd0573-0024
1999-12-25 22:00:04+00:00,L7,223.81,217.47,222.68,218.84,222.42,221.69,227.53,224.92,224.84,222.75,220.10,219.82,215.77,223.41,223.61,232.02,230.94,234.07,223.78,217.29,216.80,210.84,224.21,230.40,238.88
2000-01-17 22:05:47+00:00,L7,227.25,228.45,227.95,227.29,226.38,229.29,231.34,227.42,229.86,224.24,225.41,221.46,219.28,228.06,226.47,233.88,233.25,238.32,231.37,222.15,220.62,219.35,228.25,238.95,243.45
2000-02-11 21:59:57+00:00,L7,240.12,240.59,240.70,234.93,237.45,246.60,279.15,242.00,238.92,240.26,252.81,237.03,239.90,246.12,246.43,245.63,255.72,253.52,245.72,239.25,240.11,373.41,388.42,435.49,435.53
2000-02-18 22:05:41+00:00,L7,230.71,219.46,226.81,218.86,221.99,221.30,227.22,228.01,220.67,225.16,218.68,214.44,214.70,222.62,222.35,229.77,231.35,230.58,218.35,215.89,212.69,210.15,211.86,230.01,235.01
2000-02-27 21:59:52+00:00,L7,237.85,234.55,235.71,232.73,232.94,238.29,249.04,239.52,242.05,235.27,237.99,231.15,231.47,237.66,240.73,239.53,244.19,246.32,241.58,229.36,229.22,226.93,346.69,415.60,419.37
2000-03-05 22:05:36+00:00,L7,221.10,210.25,221.97,218.87,220.53,221.35,228.39,226.28,224.30,225.98,218.28,217.74,212.40,221.81,216.52,234.11,232.03,238.03,217.64,216.96,217.08,,,,
2000-03-21 22:05:37+00:00,L7,222.06,214.78,221.75,217.88,219.95,221.56,227.05,224.42,223.20,220.82,218.05,219.32,213.28,223.74,223.12,232.18,231.22,233.03,219.95,215.20,213.01,210.47,214.49,232.68,236.80
2000-03-30 21:59:45+00:00,L7,233.75,228.39,226.41,226.51,222.33,226.04,230.04,230.25,227.00,228.31,227.74,226.68,222.35,230.89,232.59,237.51,239.08,241.65,233.43,223.03,222.66,218.51,228.86,240.43,245.42
2000-05-01 21:59:30+00:00,L7,234.33,226.03,234.60,227.88,232.35,231.03,240.47,236.36,235.45,232.39,237.04,229.13,226.49,230.49,234.93,239.98,243.41,242.97,232.31,227.62,224.04,223.95,231.44,243.06,252.05
2000-05-08 22:05:33+00:00,L7,246.00,241.53,246.70,242.05,242.42,241.09,247.66,244.73,243.43,242.55,239.26,242.34,238.98,245.99,249.51,250.54,250.77,252.81,248.89,239.91,239.78,230.69,246.22,390.81,382.32
2000-05-24 22:05:22+00:00,L7,240.45,241.50,240.44,237.55,239.21,,,,,,241.86,238.55,,241.75,241.85,248.83,247.72,253.07,,,,,,,
2000-06-18 21:59:03+00:00,L7,227.37,224.80,229.63,229.10,223.53,,,,,,234.35,235.92,,,238.37,242.12,246.88,247.67,232.24,221.38,217.48,214.99,221.16,236.30,235.68
2000-07-04 21:58:50+00:00,L7,229.84,227.63,229.46,229.28,226.30,,,,,,239.04,234.13,,,,248.08,248.13,242.59,233.52,222.11,,220.85,224.87,239.76,242.35
2000-08-05 21:58:20+00:00,L7,239.66,238.20,238.63,235.29,233.76,,,,,,246.99,237.45,,245.34,245.84,244.84,,,,,,,,,
2000-08-12 22:04:05+00:00,L7,229.97,224.99,227.11,228.21,228.22,228.98,230.82,233.42,229.05,229.82,229.49,226.58,224.15,226.87,232.00,234.74,238.22,243.26,227.46,223.72,221.39,217.06,224.43,239.67,242.63
2000-09-13 22:03:38+00:00,L7,,,,,,,,224.96,219.46,221.37,214.60,213.36,210.75,217.67,218.25,223.49,227.38,232.02,216.46,215.31,214.90,212.66,219.22,234.88,238.11
2000-10-24 21:57:29+00:00,L7,225.43,222.70,225.40,223.00,222.64,227.28,229.93,228.48,223.03,224.26,224.76,222.29,220.86,228.29,228.49,237.05,231.48,235.56,224.22,217.38,218.16,216.47,221.75,234.29,244.42
2000-10-31 22:03:22+00:00,L7,224.27,223.48,222.36,221.86,224.10,224.40,229.30,228.11,228.49,224.41,223.14,219.65,221.05,223.08,229.09,231.09,236.96,236.62,227.46,222.09,220.18,219.19,225.00,232.53,242.75
2000-11-09 21:57:33+00:00,L7,225.23,219.45,222.09,220.28,217.44,218.47,225.85,223.84,222.55,222.27,220.42,217.96,215.81,234.20,221.11,227.90,230.16,231.76,219.12,217.02,216.06,213.51,221.25,227.19,231.99
2000-11-16 22:03:20+00:00,L7,228.15,225.49,225.97,225.39,229.54,228.00,231.80,228.15,224.28,223.36,224.12,222.69,220.72,229.90,231.18,235.34,236.10,237.70,231.58,225.89,226.71,225.75,227.80,243.03,245.38
2000-11-25 21:57:34+00:00,L7,217.96,215.89,217.22,215.85,213.51,217.44,221.62,222.16,218.55,222.16,215.03,214.56,212.71,219.08,218.33,223.71,227.13,228.81,213.23,212.04,210.64,208.75,211.14,226.89,224.07
2000-12-11 21:57:36+00:00,L7,216.37,210.39,212.90,214.54,211.96,212.29,219.31,220.53,218.06,218.67,215.01,212.72,208.28,213.12,216.45,219.88,220.99,225.82,213.62,208.73,205.89,197.58,207.27,220.63,222.54
2001-01-03 22:03:24+00:00,L7,237.85,235.96,240.27,233.18,234.48,236.38,,234.53,233.88,235.13,265.59,234.85,237.67,247.89,243.13,242.12,240.01,245.25,242.19,234.06,237.64,364.61,355.60,423.31,432.31
2001-01-12 21:57:42+00:00,L7,225.31,222.17,226.58,222.45,224.49,225.27,232.94,228.23,229.15,223.79,226.63,224.32,220.77,223.64,225.84,230.13,235.01,234.67,227.60,221.64,219.72,218.56,224.17,231.17,237.01
2001-01-19 22:03:31+00:00,L7,230.43,227.70,228.74,228.26,230.27,230.20,234.61,228.10,228.21,226.49,226.55,224.28,224.05,233.03,231.62,238.21,236.86,241.70,231.83,224.99,225.44,224.09,233.26,242.35,245.19
2001-02-13 21:57:39+00:00,L7,238.45,231.98,236.25,231.19,233.67,237.43,249.48,237.22,241.59,236.67,237.50,230.72,232.18,238.97,240.21,241.68,241.66,244.92,239.54,235.25,231.03,317.39,329.10,414.92,393.77
2001-02-20 22:03:24+00:00,L7,225.15,222.61,225.12,223.86,222.95,227.56,230.38,223.93,224.76,222.82,218.83,219.51,217.45,226.05,223.52,231.28,233.12,234.67,223.27,219.89,219.87,217.18,221.79,233.95,235.92
2001-05-20 21:57:04+00:00,L7,222.13,,,,202.46,,,,,235.12,239.24,232.77,235.07,240.47,243.04,239.14,236.14,235.78,231.81,228.66,215.85,212.63,225.79,241.41,245.25
2001-05-27 22:02:48+00:00,L7,246.05,244.87,246.91,247.54,243.16,247.44,248.69,245.57,,,245.88,241.42,241.09,250.34,250.70,252.21,251.00,253.08,,,,,,,
2001-06-05 21:56:52+00:00,L7,234.45,222.54,228.57,227.29,223.56,,,,,,239.46,233.74,,,236.50,246.10,245.93,248.95,235.31,230.75,223.49,218.03,221.61,236.72,238.09
2001-06-21 21:56:41+00:00,L7,213.83,206.74,229.47,238.26,225.49,232.01,,233.04,234.64,233.44,228.28,224.23,215.38,223.66,225.47,226.69,235.09,228.65,213.31,206.42,,214.54,201.29,223.96,224.35
2001-06-28 22:02:45+00:00,L7,271.52,261.76,283.88,260.01,264.87,,,,,,369.88,291.16,,,,275.42,273.14,272.20,265.67,259.61,,408.63,495.76,154.33,
2001-07-07 21:56:36+00:00,L7,233.25,227.58,231.82,229.09,227.46,,,,,,239.26,238.77,,,231.98,242.20,240.91,243.51,233.33,227.06,224.12,221.49,225.01,237.37,239.09
2001-07-14 22:02:45+00:00,L7,255.88,256.36,265.03,259.20,252.46,,,,,,290.39,262.34,253.34,273.20,278.76,259.21,261.26,267.01,260.75,,,,,,
2001-08-08 21:56:12+00:00,L7,236.85,237.93,239.66,233.39,232.80,235.43,238.90,241.66,,,237.69,235.52,234.80,237.96,243.73,243.33,249.17,248.26,242.78,235.38,236.53,232.31,233.70,245.87,245.88
2001-08-15 22:02:14+00:00,L7,240.65,238.15,244.64,237.31,238.95,248.37,239.14,240.76,234.62,235.86,236.70,234.12,237.75,242.96,248.22,253.28,251.51,247.73,245.47,237.11,241.09,231.88,240.15,249.26,254.58
2001-08-31 22:01:41+00:00,L7,228.18,224.88,229.64,226.67,231.28,229.28,230.48,225.54,216.81,219.46,217.46,220.28,217.42,231.19,229.02,235.05,240.96,244.58,231.86,226.16,222.47,218.06,216.13,236.08,234.43
2001-09-25 21:55:40+00:00,L7,233.44,230.26,237.47,231.33,233.37,237.03,247.88,236.48,236.95,235.46,244.08,236.37,235.07,243.61,241.36,244.37,246.00,246.06,237.83,233.26,228.70,293.94,308.49,406.73,410.23
2001-10-02 22:01:16+00:00,L7,220.10,216.44,220.00,218.84,216.82,220.02,229.03,224.63,223.83,222.07,221.65,216.17,213.74,221.80,218.89,227.81,229.04,234.60,216.13,218.57,218.75,210.19,213.01,224.18,226.37
2001-10-11 21:55:21+00:00,L7,233.86,235.49,236.15,234.11,233.95,241.20,251.84,239.32,237.34,237.09,242.51,233.25,236.48,242.01,244.37,242.61,247.54,247.60,244.20,238.16,237.72,300.77,313.54,406.26,395.35
2001-11-03 22:01:22+00:00,L7,209.72,206.02,211.84,209.53,211.97,212.72,217.62,214.54,217.21,211.56,209.37,209.43,204.84,213.93,211.24,222.16,221.49,227.37,212.86,213.41,212.84,205.94,207.83,225.26,224.74
2001-12-30 21:55:49+00:00,L7,217.70,212.78,218.87,214.66,215.90,217.77,222.86,222.67,218.36,220.76,217.79,214.63,209.65,221.29,217.43,229.50,223.08,229.41,212.54,211.22,205.08,205.53,212.72,218.10,223.46
2002-01-22 22:01:52+00:00,L7,235.86,234.37,237.14,234.25,233.45,237.62,,233.62,233.21,232.41,244.19,231.09,232.48,240.58,243.48,236.40,239.79,246.27,239.88,233.69,232.21,313.63,317.72,405.72,405.01
2002-01-31 21:56:02+00:00,L7,226.23,223.37,225.97,226.81,224.92,229.23,231.61,227.22,221.34,224.12,220.34,219.27,216.82,222.37,222.31,229.72,231.78,235.56,229.69,222.58,222.92,225.10,225.81,235.74,235.75
2002-03-04 21:56:09+00:00,L7,235.18,236.03,235.44,231.47,232.93,236.63,245.53,236.04,234.06,234.37,235.49,231.31,231.60,237.01,238.32,239.51,243.06,247.18,242.71,234.28,236.28,282.36,294.06,395.34,355.00
2002-03-11 22:01:55+00:00,L7,222.48,217.43,224.85,220.35,222.73,226.50,225.29,225.93,219.69,223.25,217.73,217.49,215.32,221.21,225.69,227.57,229.99,233.93,223.42,219.37,217.08,216.26,219.24,228.69,234.38
2002-03-27 22:01:49+00:00,L7,222.93,213.66,219.67,218.24,217.71,223.10,227.74,226.24,221.51,224.28,217.38,216.39,213.73,221.95,221.82,230.93,231.08,232.65,214.16,214.98,214.39,212.43,213.63,226.32,227.50
2002-05-07 21:56:03+00:00,L7,235.34,233.68,236.96,233.96,234.78,240.63,243.61,245.33,236.80,,238.67,241.26,236.50,245.55,244.73,250.05,249.74,257.09,247.47,234.43,235.78,232.53,235.18,243.69,248.97
2002-05-14 22:02:07+00:00,L7,230.33,224.71,229.64,225.99,230.18,228.55,238.73,,,,231.26,230.35,,239.23,236.00,238.00,239.86,241.97,234.87,229.89,221.34,227.88,227.99,235.56,239.54
2002-05-30 22:02:01+00:00,L7,242.10,240.74,242.52,238.53,239.90,241.09,247.64,,,,242.62,240.51,235.19,244.80,245.79,250.58,250.25,255.19,250.65,243.97,241.78,236.20,238.09,250.59,252.82
2002-07-17 22:01:44+00:00,L7,296.89,290.80,307.34,295.27,298.02,,378.60,,,,413.83,384.34,,,,316.00,,,,,,,,,
2002-08-02 22:01:37+00:00,L7,258.73,254.79,268.77,255.72,257.90,,,258.71,,,299.92,263.05,264.31,,280.02,260.29,260.97,267.49,260.63,256.21,,411.53,472.84,472.54,
2002-08-18 22:01:33+00:00,L7,236.83,234.54,236.70,234.51,233.26,239.18,246.60,243.67,235.35,238.59,236.27,238.68,237.11,244.03,247.05,246.62,249.74,249.12,244.17,237.19,238.22,236.49,239.47,246.01,254.29
2002-08-27 21:55:12+00:00,L7,234.63,236.86,236.84,234.73,236.09,240.55,243.96,240.32,237.59,238.43,240.83,239.62,238.31,245.77,241.65,240.51,242.42,244.33,239.67,232.96,235.05,229.48,234.27,242.99,252.61
2002-09-03 22:01:00+00:00,L7,236.04,230.23,232.08,230.56,231.97,235.22,240.86,236.11,232.48,233.15,232.35,230.28,229.94,236.79,237.76,239.94,239.45,244.92,237.02,235.29,230.71,237.29,235.69,244.56,251.66
2002-09-12 21:55:07+00:00,L7,244.71,242.15,247.26,244.31,242.14,251.46,,249.46,247.07,249.33,252.90,242.60,240.78,248.83,250.41,251.80,248.63,256.12,252.42,246.08,,362.32,309.08,427.75,435.11
2002-10-05 22:01:07+00:00,L7,221.02,207.91,215.57,213.44,214.30,218.51,222.80,223.97,218.43,222.27,212.65,209.41,207.33,215.35,216.83,223.51,225.46,228.89,212.81,213.34,211.94,211.03,210.65,220.57,226.71
2002-10-14 21:54:55+00:00,L7,239.45,236.03,240.47,235.44,236.11,241.19,251.32,244.46,240.79,239.94,241.43,242.34,239.02,247.24,245.53,248.06,248.74,253.10,242.76,236.77,240.75,252.41,265.58,404.12,418.26
2002-10-30 21:55:01+00:00,L7,235.28,237.79,237.31,234.51,235.67,243.98,259.46,240.46,238.17,240.22,243.96,237.17,238.95,244.73,241.90,239.40,241.90,243.41,240.74,234.44,237.71,278.07,280.30,413.03,418.73
2002-11-15 21:55:12+00:00,L7,219.32,218.26,221.59,220.29,223.21,223.52,228.08,225.80,223.70,222.31,221.54,222.01,219.51,231.85,230.56,246.14,236.59,235.10,226.21,226.42,220.08,219.95,216.35,225.47,234.01
2002-11-22 22:01:33+00:00,L7,214.86,207.07,210.20,210.06,209.23,214.71,216.71,216.94,213.53,211.58,208.22,206.94,204.83,212.03,214.76,216.68,222.48,227.63,216.61,214.46,212.86,208.33,210.68,214.74,222.86
2003-01-18 21:55:42+00:00,L7,216.50,210.77,218.23,215.62,214.79,218.27,225.73,224.38,221.34,221.02,217.66,216.44,214.23,223.12,223.73,225.85,225.18,228.69,214.31,212.38,211.85,211.14,211.08,220.60,225.86
2003-02-26 22:01:40+00:00,L7,232.68,231.29,233.21,231.46,233.20,233.75,239.79,231.35,230.43,227.99,225.13,225.35,222.38,227.98,228.15,236.29,238.35,245.61,235.01,231.09,230.16,225.80,229.78,233.21,239.10
2003-03-07 21:55:58+00:00,L7,232.46,231.11,233.09,227.10,232.15,233.08,239.04,234.56,233.79,232.80,233.30,230.42,230.11,238.13,236.05,244.25,242.04,240.55,233.94,233.44,230.85,228.89,226.46,237.24,244.49
2003-03-14 22:01:44+00:00,L7,226.14,224.91,228.61,226.66,230.79,229.49,231.90,227.75,227.33,224.89,225.64,226.03,222.55,231.95,230.85,237.97,238.23,241.61,230.42,227.18,229.33,225.92,227.10,235.73,234.82
2003-03-23 21:55:52+00:00,L7,239.66,236.19,241.59,238.15,238.47,242.81,256.91,244.08,243.31,240.59,244.90,239.04,235.56,240.56,241.17,242.79,247.15,245.99,243.11,239.89,239.87,304.77,290.51,425.13,424.74
2003-04-08 21:55:59+00:00,L7,238.35,236.63,239.96,237.25,235.34,237.00,242.63,237.81,236.37,237.07,240.20,235.39,234.45,243.53,242.25,245.58,246.72,252.14,247.28,245.10,245.59,245.06,246.61,389.55,388.38
2003-04-15 22:02:09+00:00,L7,224.77,214.84,224.67,222.24,220.16,223.49,228.19,228.69,224.29,225.20,220.52,214.75,215.93,226.33,221.05,231.57,232.56,236.78,219.09,217.81,216.86,215.40,213.70,225.09,233.96
2003-04-24 21:55:58+00:00,L7,236.04,233.15,239.92,234.76,235.51,238.67,,,,,242.35,230.60,230.31,236.80,239.37,240.21,244.79,244.62,239.14,234.93,233.59,243.05,242.80,390.70,395.83
2003-05-26 21:55:55+00:00,L7,,,,,,,370.49,301.21,291.38,238.58,237.81,237.82,231.51,235.90,232.14,245.90,240.07,,,231.53,228.70,233.34,270.46,259.08,242.93
2003-07-20 22:01:56+00:00,L7,252.31,251.49,267.21,,,,,254.59,250.44,252.31,264.83,252.95,250.33,257.48,262.20,256.67,255.20,261.27,257.74,252.03,,,,,
2003-07-29 21:55:41+00:00,L7,228.30,224.67,227.32,,,,,,,,,229.00,220.57,231.43,231.20,238.37,237.40,241.99,229.20,226.60,226.12,220.01,225.92,131.11,35.64
2003-08-13 21:49:56+00:00,L5,236.46,230.64,234.46,235.09,232.03,235.17,244.12,240.30,243.02,239.66,237.00,233.55,226.80,235.13,234.08,241.75,242.98,243.97,235.71,234.42,233.58,231.62,231.79,238.03,239.37
2003-08-22 21:44:19+00:00,L5,238.26,233.70,230.63,236.66,225.04,232.65,238.42,,,,238.07,237.13,238.57,253.81,250.17,246.73,250.90,248.93,244.09,241.41,241.89,240.19,236.01,261.72,248.34
2003-08-29 21:50:38+00:00,L5,229.62,223.02,226.64,225.59,226.36,227.20,234.53,233.52,232.05,229.98,226.78,223.68,219.12,227.36,227.74,236.71,237.34,234.89,230.64,230.51,226.41,223.98,222.00,229.55,233.41
2003-08-30 21:55:34+00:00,L7,234.57,230.89,238.02,231.76,232.95,235.61,240.48,237.85,,,,,,,,,,245.77,238.35,234.73,238.44,230.06,228.19,233.78,241.77
2003-10-16 21:51:19+00:00,L5,245.43,242.65,235.57,229.35,231.60,233.64,239.44,239.41,234.55,233.49,242.57,238.50,235.42,245.42,240.84,247.94,247.88,253.05,249.17,249.68,251.12,237.82,229.66,385.09,370.13
2003-10-17 21:55:27+00:00,L7,239.09,241.49,243.29,236.24,238.67,242.88,256.62,243.59,243.60,,,,,,,,,251.18,248.04,245.94,,314.26,248.87,408.65,415.82
2003-11-09 22:01:30+00:00,L7,216.30,211.19,215.63,215.46,,,,,,213.01,208.06,205.64,205.56,214.35,218.46,217.03,219.26,226.41,212.03,214.37,217.70,213.66,208.60,214.58,-3.02
2003-11-17 21:51:45+00:00,L5,245.08,246.70,251.66,245.36,232.06,231.40,267.67,229.00,232.00,232.24,245.38,229.78,229.30,242.42,248.08,247.58,249.77,254.69,254.47,,,316.73,267.76,415.33,410.71
2003-11-18 21:55:51+00:00,L7,238.96,236.13,241.90,232.68,234.75,,,,,,,,,245.01,242.69,240.21,246.18,245.64,242.23,,,296.56,250.09,,
2003-11-26 21:45:42+00:00,L5,214.46,212.61,226.50,214.10,218.08,,,,,,,,209.33,231.94,239.19,235.42,225.85,234.52,226.57,230.01,225.81,218.08,214.76,226.45,229.04
2003-12-03 21:51:31+00:00,L5,233.81,218.97,226.03,220.39,225.38,224.11,230.54,226.38,223.93,223.80,234.07,230.92,233.07,235.55,239.81,239.40,244.95,248.96,243.43,244.57,228.54,225.14,221.17,234.85,236.70
2003-12-04 21:55:54+00:00,L7,230.74,226.18,231.22,228.42,226.62,229.04,233.09,230.57,231.12,230.09,,,,,,,,,,232.27,234.39,227.57,226.50,236.37,234.99
2003-12-19 21:51:39+00:00,L5,221.14,222.84,223.42,221.53,221.97,220.18,219.39,227.65,229.56,230.16,228.94,227.91,226.23,,,,,,,,,487.44,221.44,232.55,231.47
2003-12-27 22:02:18+00:00,L7,,,,,,223.74,224.94,222.99,223.30,221.74,217.21,215.46,214.47,221.34,222.08,227.34,227.85,232.28,225.70,233.27,,,,,233.55
2003-12-28 21:45:57+00:00,L5,231.41,234.05,236.59,232.49,233.98,234.18,240.88,234.34,231.86,231.04,231.72,229.84,229.87,238.75,239.00,237.95,239.73,244.92,239.18,241.62,,285.73,249.26,399.24,393.58
2004-01-04 21:52:10+00:00,L5,217.50,217.08,221.44,220.31,223.94,224.30,229.18,224.72,226.55,209.63,206.91,201.28,,,,204.58,204.71,222.63,218.77,226.71,228.37,222.37,218.87,230.22,229.93
2004-01-21 21:56:14+00:00,L7,,,,,,217.56,222.26,220.19,218.55,216.67,213.72,208.88,207.74,213.96,219.96,218.78,219.29,,,,,,,,
2004-02-13 22:02:31+00:00,L7,,,,,236.81,241.34,,238.21,237.91,239.15,262.24,234.53,236.74,245.99,245.84,243.24,247.83,259.66,251.66,,,,421.65,427.49,431.66
2004-02-14 21:46:09+00:00,L5,230.70,232.93,236.42,232.64,231.93,239.96,244.36,237.99,235.33,235.49,237.39,232.36,230.75,242.97,244.47,240.32,239.68,245.46,239.30,243.99,,279.76,245.53,405.06,401.27
2004-02-21 21:51:58+00:00,L5,212.84,200.98,214.20,218.13,214.26,214.83,220.08,220.05,216.24,211.25,207.18,208.24,207.71,214.78,201.65,216.65,219.06,218.00,203.19,206.04,213.38,193.99,191.53,208.41,214.16
2004-03-25 21:56:30+00:00,L7,,,,,233.57,233.88,239.77,239.98,234.96,233.43,234.98,233.68,231.86,238.48,240.76,234.99,,,,,,,,242.76,244.80
2004-04-09 21:52:55+00:00,L5,238.46,239.80,238.73,235.85,235.84,236.03,241.34,238.31,238.01,238.08,238.83,236.73,233.50,240.18,239.76,243.62,245.24,255.64,252.83,246.99,248.66,236.83,225.94,243.44,242.75
2004-04-10 21:56:26+00:00,L7,242.65,242.31,,,,,,,,,246.21,238.81,241.47,244.22,250.34,247.39,250.11,256.62,255.24,247.63,,,,,
2004-04-18 21:47:01+00:00,L5,226.65,224.29,231.34,231.47,228.02,228.70,240.77,233.66,231.50,230.34,229.49,221.79,221.32,230.05,233.91,235.09,246.94,243.10,231.37,228.59,229.04,225.72,222.76,231.17,232.45
2004-05-03 22:02:35+00:00,L7,,,225.44,220.53,222.08,222.35,228.72,231.85,225.73,224.21,219.33,221.31,214.65,226.24,223.74,231.63,231.91,,,,,209.04,211.02,224.15,225.57
2004-06-05 21:48:24+00:00,L5,227.79,231.37,233.58,235.32,229.56,227.32,241.06,241.58,,,240.54,239.08,235.46,242.20,244.89,248.65,245.88,253.46,249.87,234.96,237.89,230.38,225.06,236.20,240.56
2004-07-06 22:02:24+00:00,L7,,,,,,240.29,249.35,,,,246.44,242.18,238.40,245.77,250.98,253.26,252.65,257.19,253.54,253.29,,,,376.70,293.76
2004-07-07 21:49:21+00:00,L5,253.74,253.84,249.72,254.94,252.82,256.47,,256.87,,,283.12,255.52,,266.14,273.89,263.48,267.52,268.64,281.37,330.71,335.68,307.77,409.53,441.79,460.62
2004-07-14 21:55:18+00:00,L5,222.11,218.78,219.06,219.77,215.75,,,,,,229.29,222.03,,,235.54,237.36,234.55,234.13,220.34,220.24,224.37,222.46,214.07,225.89,231.24
2004-07-22 22:02:20+00:00,L7,,,,,244.21,247.67,251.45,247.62,,,246.22,243.05,236.69,248.63,251.83,252.59,251.32,256.03,262.51,,,,,382.76,302.32
2004-07-30 21:56:03+00:00,L5,225.97,224.84,224.86,228.95,223.60,221.02,232.68,232.21,234.25,233.34,233.91,230.77,223.30,235.69,234.15,242.50,240.62,242.71,232.35,226.08,224.16,220.77,213.32,228.09,228.02
2004-07-31 21:56:03+00:00,L7,333.45,330.40,327.72,325.94,324.39,318.70,321.85,,,,159.80,,,,,,,340.38,335.10,320.75,316.85,309.75,310.64,317.90,330.20
2004-08-08 21:50:02+00:00,L5,247.57,250.24,250.48,249.00,247.91,245.64,263.47,250.81,249.05,251.62,259.69,252.27,249.42,255.76,261.87,253.30,253.68,258.13,259.07,303.48,307.08,282.82,384.98,414.90,413.56
2004-08-15 21:56:25+00:00,L5,221.91,217.71,220.80,221.56,220.09,221.17,228.67,233.14,228.71,229.69,224.43,224.16,219.47,228.07,227.72,231.53,234.64,235.19,228.11,228.75,223.33,218.87,212.89,227.00,226.43
2004-08-16 21:56:01+00:00,L7,,,,,,,233.29,232.54,230.23,226.67,229.41,226.38,220.65,228.10,231.77,236.45,235.49,236.99,,,,,,,
2004-08-23 22:02:11+00:00,L7,255.33,253.91,266.22,251.35,249.48,251.90,,254.09,252.35,255.78,,,,,,,282.27,299.50,305.28,332.07,340.91,392.63,465.15,452.15,456.08
2004-08-24 21:50:29+00:00,L5,253.97,250.20,254.37,246.84,251.03,252.64,,258.01,251.04,254.60,288.81,260.68,253.16,264.76,,273.34,276.80,286.89,293.55,321.72,325.25,356.69,393.23,448.14,445.78
2004-09-16 21:56:53+00:00,L5,217.86,213.35,218.52,217.62,218.33,217.67,225.84,223.39,224.53,223.35,222.44,216.36,215.75,225.47,223.21,235.23,218.67,227.48,220.88,225.23,223.26,215.78,213.96,227.62,222.66
2004-09-24 22:01:37+00:00,L7,234.61,231.74,229.84,229.35,229.10,228.86,237.37,232.48,230.52,229.81,248.65,,,,,,237.76,241.49,237.75,241.36,244.61,231.08,227.93,245.70,234.77
2004-09-25 21:51:19+00:00,L5,230.18,227.33,232.89,227.30,231.11,227.63,235.26,233.53,233.23,229.12,231.40,229.87,230.06,237.03,235.07,244.68,239.14,241.48,236.33,237.22,240.00,227.33,227.08,238.71,231.98
