dates,nzd0573-0000,nzd0573-0001,nzd0573-0002,nzd0573-0003,nzd0573-0004,nzd0573-0005,nzd0573-0006,nzd0573-0007,nzd0573-0008,nzd0573-0009,nzd0573-0010,nzd0573-0011,nzd0573-0012,nzd0573-0013,nzd0573-0014,nzd0573-0015,nzd0573-0016,nzd0573-0017,nzd0573-0018,nzd0573-0019,nzd0573-0020,nzd0573-0021,nzd0573-0022,nzd0573-0023,nzd0573-0024,satname
1999-07-02 21:59:57+00:00,229.74,222.91,231.48,226.56,223.96,,,,,,235.14,233.78,,232.25,233.90,236.39,241.77,246.88,231.34,228.81,225.66,226.05,242.43,267.65,270.23,L7
1999-07-25 22:06:15+00:00,232.71,226.61,232.62,228.49,228.81,233.11,241.90,235.66,,,235.40,234.33,,234.94,236.13,241.71,244.84,248.41,235.44,231.32,227.03,226.12,241.48,267.01,270.48,L7
1999-08-26 22:06:20+00:00,235.66,228.48,233.90,229.91,230.59,233.75,243.12,237.29,234.52,237.01,234.72,232.78,230.98,235.51,237.67,242.32,246.88,248.14,237.62,233.25,232.49,237.58,241.48,267.01,270.48,L7
1999-09-20 22:00:08+00:00,234.39,228.45,232.19,228.26,229.85,231.46,240.00,234.48,231.86,231.96,233.20,230.68,226.93,233.82,236.54,239.85,244.52,245.97,236.33,231.15,228.72,230.52,233.79,267.01,270.48,L7
1999-09-27 22:06:00+00:00,233.07,227.65,231.27,227.28,228.56,230.05,238.69,232.33,230.17,230.12,232.14,229.27,224.78,232.83,234.87,239.00,242.56,244.18,235.33,230.40,228.84,232.68,243.39,267.01,270.48,L7
1999-10-22 22:00:04+00:00,233.07,227.65,231.27,226.01,227.07,228.10,238.69,232.33,230.17,230.12,232.14,227.20,222.97,231.30,232.85,237.74,240.78,242.67,233.15,228.99,227.47,231.41,244.00,272.34,275.63,L7
1999-11-07 22:00:08+00:00,233.07,227.65,231.27,226.01,227.07,228.10,237.72,232.07,229.43,229.68,233.25,226.63,223.01,230.92,233.07,237.12,240.87,242.45,233.25,229.47,228.14,233.22,249.28,285.82,289.70,L7
1999-11-14 22:05:54+00:00,231.40,226.22,229.92,224.79,226.04,226.94,235.52,230.84,227.85,227.97,231.08,224.99,221.51,229.44,231.72,235.56,239.48,241.02,231.97,228.04,226.07,229.88,249.28,298.24,300.77,L7
1999-12-09 22:00:09+00:00,231.40,226.66,230.08,225.05,225.73,226.97,235.55,230.71,227.66,228.24,230.59,224.75,222.05,229.72,231.93,235.47,239.74,241.15,232.40,228.27,226.77,229.88,251.64,300.75,303.84,L7
1999-12-16 22:05:57+00:00,231.23,226.37,229.72,224.69,225.47,227.07,235.55,229.93,227.31,227.85,231.26,224.40,222.03,230.09,231.47,234.75,238.46,240.61,231.80,227.39,225.42,229.88,251.64,300.75,303.84,L7
