,dates,per0104-0000,per0104-0001,per0104-0002,per0104-0003,per0104-0004,per0104-0005,per0104-0006,per0104-0007,per0104-0008,per0104-0009,per0104-0010,per0104-0011,per0104-0012,per0104-0013,per0104-0014,per0104-0015,per0104-0016,per0104-0017,per0104-0018,per0104-0019,per0104-0020,per0104-0021,per0104-0022,per0104-0023,per0104-0024,per0104-0025,per0104-0026,per0104-0027,per0104-0028,per0104-0029,per0104-0030,per0104-0031,per0104-0032,per0104-0033,per0104-0034,per0104-0035,per0104-0036,per0104-0037,per0104-0038,per0104-0039,per0104-0040,per0104-0041,per0104-0042,per0104-0043,per0104-0044
0,1984-05-06 14:44:03+00:00,,,137.22267039664644,146.59258323640216,,,,,,,,165.80271763217132,165.8735567047239,189.70865435141974,189.63856192058225,167.25710232398933,169.525722885882,170.5179827694001,211.1978346547757,174.55836690033337,174.31404731849705,181.12040492535425,,163.26123667586623,165.2795650347881,175.72124914350138,168.2410098249161,189.78181185935264,,204.47321261404943,228.6252157312737,,,,,,227.48606724502838,211.19981075935647,202.32087567983586,203.6229042961747,217.73395988478472,187.41844572596065,,222.65749396485316,212.6944892451898
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-04-10 14:42:16+00:00,192.65503562892565,172.0063620733256,164.73279104506605,170.47522611189058,179.72051785473025,182.9846877841273,179.88342584199077,184.9706550525588,181.99479468644324,178.2267990203141,180.8938263959596,186.2326485003245,184.03317114382605,178.6562828265832,172.13249202848607,171.54796120666796,174.36438545602869,171.07467263656287,171.84657454097373,172.7213157267768,160.26286219626195,152.3837169258074,143.02653450156825,148.37033026801032,151.78827519164517,150.17036715900784,151.73258267132678,157.918280729383,166.3789791578588,184.8183468471218,212.3009917621307,194.802769386476,191.739485593513,187.00698671199825,190.49697506512746,192.9053970401746,195.2672600372334,199.23591787777838,204.81439203449884,206.51028775779696,213.89091057874768,221.61207117396486,217.12161373067656,214.64929211663292,216.79421444934363
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-12-06 14:35:14+00:00,182.45053338722886,173.14564306536013,163.18418801625154,155.81358654975327,160.2792604575841,157.2786693353919,156.95521745782165,174.9054929680287,177.27239816362487,177.69754339873293,179.5101161451534,175.01716171027923,180.298229418882,173.7088169928232,175.47668411470403,169.7801564221848,168.79376091830395,170.47754652975158,162.82211877961458,173.0506159048249,159.60810306456466,155.72202702201696,144.718448162561,141.1648785941552,147.50187506028215,151.19283203627285,156.56096404953556,156.3191921646023,162.9514641266026,187.60313606070764,206.59461715188007,192.69726739384004,185.15714056096698,187.69216455605658,186.69915145781036,186.86247239845258,190.25410816397843,195.12706872796844,197.0104062281051,196.59996610138342,204.9910625042911,207.0235906128804,207.2056094087834,204.30379010529632,207.30484103393633
5,1986-12-22 14:35:44+00:00,177.29424652903646,164.39399193480884,155.8889790579469,146.711983826514,156.88593178236692,158.1129513718442,152.25574078181904,173.64262287839347,186.63906839307947,186.18723037181036,187.37112291508436,181.7789111353356,173.50443446180668,178.64076036035908,180.25026838726916,181.32168183483452,174.18655569077146,162.2752546030792,164.32962708964703,178.30903934485707,161.58652059876238,153.28134796265613,143.61538638396337,147.27972558532943,149.33573893863718,152.74133586002736,154.68483682413034,157.64572111941627,164.71336651006183,184.66293108929443,205.92121873680247,190.7126614494472,180.09715435163974,171.4744794854038,,,,179.27794318271904,,148.6355678228466,,,,,
6,1987-01-07 14:36:13+00:00,157.75685088897615,147.57233533671493,141.709961149845,144.2569901308176,145.0902590832921,144.63142359025665,144.86611313797405,159.39503943290464,163.74867082357363,160.23764378667897,159.62103663763148,158.7583978909926,162.96512804662572,157.84082171794722,165.4099991131584,163.3269018150092,162.05552678532806,160.697726647273,144.361143884456,151.13156619484107,150.25561901186805,136.66040720924582,127.404219867889,130.71565825551448,131.09310370207513,136.51722954590812,142.26553543302828,150.0574277535926,154.21765394997772,173.34929086463842,184.53301841800342,171.07825962221142,168.210065538611,175.28818183303588,176.37574013068337,173.37010878615484,169.07124922149114,160.5320579479034,179.668042078192,182.25779641044028,180.9896794490155,189.5198177562233,195.5413648804839,184.00521853416217,191.3018292284174
7,1987-02-08 14:37:16+00:00,175.5247254372674,173.72539660099426,188.38736675513786,183.56595017820916,172.09467751589062,176.24233994417312,,191.7417384490525,183.84942652450871,174.38322504203268,171.58215997000048,181.46271952968388,199.39363870360856,,198.30319703377927,159.67147295132523,164.2754410318887,180.46911036530415,159.0480555612558,169.33946443694862,168.46574340536773,156.54736805287845,152.72103157216225,145.80310174336984,146.11100585763754,139.48816822515857,153.22843297121022,165.906743898459,174.08743365016272,192.84660922126014,211.44707032765345,193.65792092983511,176.5050244267355,179.28909659819513,194.22548861599404,189.70208087337627,185.7739324123003,192.10934349726108,198.41880926539787,203.08815589176473,196.743230676164,204.20250220337863,203.4705404698926,206.5666847761103,211.53393359054184
8,1987-03-28 14:39:04+00:00,,,,,,,,,199.2646649316206,145.95193767616271,,172.7321031615674,,,,,,,,,,,,141.81662182303765,,128.9451276448763,147.9302369005979,159.13332728990133,,,,,,,,,,,,,,,,,
9,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-04-29 14:40:06+00:00,180.56657098913195,160.37050817014034,163.9234039454579,173.63254690005314,172.5026846618125,172.47788897355218,164.396340466784,172.55942484575166,174.09559835831647,181.65752924714278,175.9809367894352,172.1515001821762,170.56497062976132,162.088810544316,162.7626855460785,162.98330937283635,166.08211417506342,163.7162524955778,159.07658105067924,165.5567298623119,151.78844773691793,153.8688049710907,144.00917836224582,141.5167236282902,141.24603108257105,144.30622674526148,155.95053482011247,158.90855749664436,163.55315710838482,184.85406459852112,206.67480081883934,193.4407460480868,177.22443594087662,178.30762686793204,183.47627287090654,181.82914127416433,162.66669276454542,175.54278965835314,179.67543719547734,189.2093266061674,187.90515616093336,190.6635523586416,190.77435285483642,194.97505454980723,196.6248255287435
11,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1987-09-20 14:43:42+00:00,200.4958720292014,176.69717653522696,184.36546588776764,168.54671848558536,171.78236034627034,165.33380149372806,162.78551123469063,158.18948148845152,158.51400810860335,,169.42980837204513,165.58681142448515,170.9315757822479,188.4620720061131,,,,,,,,,,,163.79552425127133,,133.12968787172568,137.45616801858523,141.52845092380912,216.27702323341452,,,,,,,,,,,,,,,
16,1987-11-23 14:44:57+00:00,183.36784676696686,174.85511747383825,170.58590040672044,165.86096789395447,159.77592097709294,158.98859384313508,,,,175.8243407657034,165.51276283668915,153.54049763956647,,,,128.23186128835874,164.4904901265166,163.70052997422897,,159.5786235058321,156.13452379682872,160.80387004737537,145.1034606082703,140.2506114241563,132.32725792318024,137.0152687948785,154.79258617727186,155.15349832395077,154.2985294167351,189.48214956982247,209.1707973037876,191.07044497169582,167.25286173154777,169.28784562023276,178.0996437880842,172.28515046461285,170.3723652247509,188.97549374605433,187.9403170408396,192.88004623315905,191.3977210365893,196.1159239820007,201.50526778566453,198.0701546790368,199.74698793589502
17,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
