,dates,chi0027-0000,chi0027-0001,chi0027-0002,chi0027-0003,chi0027-0004,chi0027-0005,chi0027-0006,chi0027-0007,chi0027-0008,chi0027-0009,chi0027-0010,chi0027-0011,chi0027-0012,chi0027-0013,chi0027-0014,chi0027-0015,chi0027-0016,chi0027-0017,chi0027-0018,chi0027-0019
0,1985-03-28 14:12:49+00:00,193.05642561449454,187.1479721964973,189.61648424422248,205.06531679604808,190.09177443515392,194.50572033432303,195.93783065738543,197.3498759561329,201.09893148686228,182.57098830854946,186.73912335347285,198.991385773253,202.9077775089942,189.90061612899558,197.79129990694292,209.3391177008818,213.39159737770464,221.73781470931445,229.35256532635367,234.40481651152095
1,1986-10-25 14:01:41+00:00,207.12139926162658,201.81558812766366,197.00371911865153,211.53674691406016,191.3300768326937,205.3972292100319,203.11388163547986,204.3069996635567,211.21089583167287,192.25462641948272,190.65026942739848,201.41069430843822,211.59085556045463,203.04873138132152,203.2642649024155,221.19356636919383,221.5475491775805,227.60231901510616,238.4385034906445,244.4798187694666
2,1986-11-26 14:00:41+00:00,205.27430511643988,201.89051323102407,197.22006741509404,205.893784735675,195.46010892938128,198.28897246366364,203.07664420350272,206.10826713167052,210.83574547333643,189.99750595279832,190.38545727528867,203.5348303904929,208.84728995083952,193.8752721510936,201.79858948864666,218.54713773550236,217.344090839118,223.15604286184012,233.4441998829099,237.68894633483828
3,1986-12-28 14:01:38+00:00,196.1116893390747,190.76055685568323,186.07360575628098,198.2418284527653,191.8128877047422,192.55827778863912,195.11466286965373,193.69455073693592,189.54072061121786,182.8043003890105,186.30409046166997,192.11659446329435,202.58088400309578,186.11569474902743,197.51872457894228,210.36198857148284,216.40842143153705,220.8144471899189,226.21096125568013,230.032372492077
4,1987-01-29 14:02:34+00:00,195.24254682625502,189.78289152909744,190.85976178570274,208.69717138134112,192.99080041768946,201.46055540293375,202.16276420006102,199.40912705245114,195.8304080104171,185.87273022893143,184.4757246875602,197.03212981193158,198.81502852398572,189.3356095707865,188.9759232180177,203.55730695037644,213.09243501928032,217.5828502889222,228.85018587168742,216.0001520913832
5,1987-03-18 14:04:25+00:00,201.36022414614757,199.40503367648273,199.36843062985804,211.35547019943414,200.87808190702006,204.81097007018187,206.3257057996381,203.87467577109837,203.45526983542157,196.1490303839117,190.79623762108554,201.35297823781613,203.7876275383842,198.4316126476427,195.68951082820084,210.44300609675756,213.00004941189894,220.16318028204952,232.7433582888991,223.62900473576428
6,1987-10-12 14:09:51+00:00,193.72114251651243,186.25496734015192,188.60399933842226,197.48977874193363,186.8832195383768,190.85690970040127,187.30643866034544,192.10652911186315,200.5538546495017,183.70692703320594,183.77509261179083,183.56850605920638,189.08379411793362,184.03399134514973,186.65642534867496,204.31074538710124,203.43006440335034,214.86024064999654,222.0364047957042,220.41581627537056
7,1987-11-29 14:10:45+00:00,195.83211869974286,186.56588282113836,184.4582535757866,199.9716778386774,192.07006431769497,191.54725829976277,194.1756860776032,190.40631166045276,,185.77931529307168,180.4716104639447,189.00448585351052,200.67072640063154,190.7829836065912,195.93760066598324,206.41225180639597,207.78498312050652,211.5659783928444,221.68230654575768,228.31751125267516
8,1987-12-15 14:10:59+00:00,196.24585870402396,192.0102995303918,194.98418740187574,201.42937845666182,190.83205773671042,196.64139529473778,195.73708990429935,195.93006965715824,200.97025497729757,186.26843879090575,189.3472178703398,196.4117939295964,204.57138435380705,190.23322626904027,191.05531290802475,206.44027939891976,207.55817017024827,218.096820341186,217.9578550102179,207.85504986451366
9,1987-12-31 14:11:15+00:00,202.43166399396424,196.18938267896746,195.47696863101012,207.75798607751918,195.79545082897224,201.23248915374515,196.82470430679587,203.26140350383042,210.23312097702433,193.82416418793287,190.47016337476845,195.0555023431376,204.0623998390516,195.02753345341753,193.16103335317825,211.83859478730633,211.29789409792988,222.43454496002823,224.31369982542301,226.8144794676265
10,1988-02-01 14:11:50+00:00,194.83727411628468,192.85118316928776,194.4622883759398,215.00308743630146,204.87061674885624,201.9261850407188,201.33002476069493,202.5351063555035,203.57407451066683,195.1496158556693,194.31032605217885,201.53290847981276,206.91694951524744,196.0649593750377,199.28100758886308,214.45120806203695,213.11235026707894,226.80643826234322,229.70619021037092,236.2730198188022
