,dates,per0210-0000,per0210-0001,per0210-0002,per0210-0003,per0210-0004,per0210-0005,per0210-0006,per0210-0007,per0210-0008,per0210-0009,per0210-0010,per0210-0011,per0210-0012,per0210-0013,per0210-0014,per0210-0015,per0210-0016,per0210-0017,per0210-0018,per0210-0019,per0210-0020,per0210-0021,per0210-0022,per0210-0023,per0210-0024,per0210-0025,per0210-0026,per0210-0027
0,1984-05-08 14:33:21+00:00,230.99088728587813,217.1659862756399,217.22762713548573,220.67496699184088,224.7870424431501,220.25412620709494,214.944741102064,205.65156332660663,210.2303902617368,210.40320407737738,225.06642867492405,222.97445148379896,222.34242838330408,232.1472878882212,242.00775777934632,239.47806916396976,229.04051524645246,236.45674020034824,229.29328855543162,227.24422918479814,224.8691427703648,229.28812982275508,219.27499518127937,209.57996565228365,200.81081734841007,197.9337437234621,204.50534894405197,
1,1985-03-24 14:36:22+00:00,241.3204448444843,218.70475284000713,221.74522677659468,220.15641723700702,231.04753960159445,221.2742272485966,215.50378892387783,211.65984626112294,215.38971760837597,213.6277939108729,229.2143960366607,227.25311001260926,220.43517381522994,222.71902856997193,243.14725032606844,234.85957039329634,235.3950226919309,237.5278127371082,237.901607132084,241.3492120002074,241.87503573909743,243.04459062938966,236.58885649822327,220.37082941949524,211.39872823911156,203.93685422097812,203.39265172779096,211.6462309640493
2,1985-04-09 14:35:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,208.09802499930245,205.19156319398843,204.49697097389557,215.0840878190489
3,1987-10-08 14:32:54+00:00,,,,,,,,,,,,,,,,,,,,,,,193.18652531814897,,,,168.6869588104076,
4,1987-10-24 14:33:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1987-11-09 14:33:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-03-16 14:35:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,207.06209068595103,203.88378724368764,202.48933468827042,207.77703437000895
7,1988-04-01 14:35:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,192.93649074279998,193.08258509249222,
8,1988-05-03 14:35:49+00:00,,,,,,,,,,,,,,,,,,,,,225.8075389310133,227.777776418931,221.38033914118012,208.87768114156452,198.55465919455168,192.4048347915155,193.9595206967046,202.63436482982604
9,1988-05-19 14:35:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1988-06-04 14:36:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1988-06-20 14:36:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1988-07-06 14:36:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1988-07-22 14:36:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1988-08-07 14:36:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1988-08-23 14:36:20+00:00,,,,,,,,,,,,,,,,,,,,,,,203.41102702159475,,157.42574177774986,,169.06730207778168,
16,1988-09-24 14:36:15+00:00,,,,,,,,,,,,,,,,,,,,,,222.01288628300117,215.55617226620143,196.98760283884653,192.27807875683865,183.63219824151216,182.83407137840544,180.71189974523617
17,1988-10-10 14:36:09+00:00,,,,,,,,,,,,,,,,,,230.19631353669158,226.17163137492733,218.8238844925702,219.6868902269203,221.5443052759094,210.04828549180363,202.03218651034845,186.44974499882213,177.93389207923892,184.38665565696817,190.86016185436588
18,1988-10-26 14:36:07+00:00,,,,,,,,,,,,,,,,233.9992258416892,236.4711951367576,237.18930187511765,232.42481807288965,231.82412054401388,231.6421436718219,228.40937695788799,220.50272118683066,199.80430347946051,192.52345004552114,186.84584900988423,187.96801697027325,203.67693764910533
19,1988-12-29 14:35:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,221.17766559449538,208.7336459023964,205.93089117447036,209.62187582097224,218.67343880647377
20,1989-04-04 14:35:04+00:00,223.30587426907502,215.56855323204599,212.14702431489775,215.66607064378124,224.2035113429031,220.5116828253287,210.471544618584,207.00537592343227,205.10842724793727,209.70198340606402,218.89937069549944,222.57401323085062,216.56365585245726,222.73643010957187,235.2374383931099,240.65625964345233,238.36089204574682,233.87458521537025,236.73313013079968,233.58570071034205,232.8726437132243,231.10572503845958,233.14413999077794,213.10702133113298,199.70275754749144,199.8756294275566,202.7894824234967,214.65940569403352
21,1989-05-06 14:34:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1989-06-23 14:33:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1989-08-10 14:32:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1989-08-26 14:32:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1989-09-11 14:31:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1989-09-27 14:31:17+00:00,,,,,,,,,,,,,,,,,,,220.11741027021117,212.4369682494006,209.60338910182608,212.74616408005755,197.13764941757805,189.7072369755158,,,,204.77809328549733
27,1989-11-30 14:29:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1990-02-02 14:27:28+00:00,,,,,,,,,,,,,,,,,,,236.3547316067364,236.56278006422548,234.73502836834322,240.8703765305326,236.27394442758327,224.75208532403985,208.58586068121835,206.72326383579815,207.4690744575089,216.87896194073994
29,1990-02-18 14:26:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1990-03-06 14:26:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1990-04-07 14:25:40+00:00,,,,,,,,,,,,,,,,,,,,,,233.1025780124813,229.84218787972733,208.4819825942846,195.98711248976488,192.8536540853058,,
