dates,satname,nzd0349-0000,nzd0349-0001,nzd0349-0002,nzd0349-0003,nzd0349-0004,nzd0349-0005,nzd0349-0006,nzd0349-0007,nzd0349-0008,nzd0349-0009,nzd0349-0010,nzd0349-0011,nzd0349-0012,nzd0349-0013,nzd0349-0014,nzd0349-0015,nzd0349-0016,nzd0349-0017,nzd0349-0018,nzd0349-0019
1999-09-29 21:54:04+00:00,L7,356.67,344.95,355.52,360.97,345.00,325.82,327.60,337.05,340.20,339.46,342.99,346.42,339.31,330.03,337.34,339.11,336.31,338.27,344.62,341.45
2000-01-19 21:53:49+00:00,L7,420.24,394.75,387.06,407.94,402.65,368.80,357.92,360.09,366.53,359.65,376.31,371.78,354.87,357.27,363.09,363.41,358.03,357.43,366.78,366.22
2000-02-20 21:53:41+00:00,L7,384.09,371.91,369.01,379.65,371.64,359.29,350.55,353.81,353.94,351.32,364.23,362.79,356.25,351.01,354.22,353.75,344.10,341.95,349.61,353.46
2000-05-26 21:53:00+00:00,L7,374.20,365.90,364.70,381.75,376.64,353.79,348.33,353.80,358.05,355.69,361.12,356.69,348.23,334.59,349.17,341.38,339.41,342.26,346.98,351.45
2000-07-13 21:52:31+00:00,L7,381.97,368.26,366.33,372.99,377.20,348.54,340.98,349.23,358.52,361.79,372.92,375.26,358.47,350.68,358.37,359.16,355.08,350.21,361.66,363.33
2000-07-29 21:52:14+00:00,L7,,371.54,373.82,376.61,381.58,360.50,352.95,349.53,361.56,366.10,379.86,379.73,369.56,355.20,363.14,361.87,356.80,362.37,363.93,364.22
2000-08-14 21:52:08+00:00,L7,374.64,358.44,357.98,363.77,362.39,344.23,344.80,349.66,351.71,351.64,357.13,355.00,352.76,342.06,344.93,344.33,342.15,342.31,348.37,348.99
2000-12-04 21:51:22+00:00,L7,375.31,366.12,367.55,373.02,368.73,351.60,,,,,,,,,,,,,,
2001-01-05 21:51:28+00:00,L7,387.25,374.88,372.40,383.33,375.42,353.69,349.60,354.50,361.48,362.70,372.19,367.72,358.14,355.06,360.39,359.53,352.17,351.97,362.07,362.45
2001-01-21 21:51:34+00:00,L7,384.30,371.11,370.34,381.21,373.27,348.49,343.60,353.22,355.52,352.09,359.94,359.50,353.60,348.39,350.50,346.76,340.71,344.69,355.41,354.71
2001-04-11 21:51:09+00:00,L7,347.66,339.83,344.90,352.80,346.43,338.05,336.64,346.36,349.71,352.60,358.59,347.71,338.36,329.16,332.24,334.81,332.66,336.68,346.82,346.61
2001-04-27 21:51:07+00:00,L7,358.35,349.13,348.98,356.83,355.84,346.75,341.43,344.39,347.81,347.53,347.42,347.66,337.49,327.31,333.55,333.73,332.45,333.19,342.93,343.68
