dates,nzd0349-0000,nzd0349-0001,nzd0349-0002,nzd0349-0003,nzd0349-0004,nzd0349-0005,nzd0349-0006,nzd0349-0007,nzd0349-0008,nzd0349-0009,nzd0349-0010,nzd0349-0011,nzd0349-0012,nzd0349-0013,nzd0349-0014,nzd0349-0015,nzd0349-0016,nzd0349-0017,nzd0349-0018,nzd0349-0019,satname
1999-09-29 21:54:04+00:00,379.67,362.20,372.77,376.30,364.71,341.15,340.15,350.85,354.00,354.79,358.32,361.75,353.11,343.83,347.96,351.66,347.81,350.82,356.12,354.00,L7
2000-01-19 21:53:49+00:00,386.62,368.48,369.91,383.23,372.25,346.08,341.76,347.47,352.26,348.33,358.42,357.88,345.99,342.55,349.37,350.26,346.25,346.85,354.78,352.84,L7
2000-02-20 21:53:41+00:00,383.67,368.04,368.03,380.63,370.24,349.08,343.54,348.32,351.56,347.92,358.95,358.11,348.14,344.10,350.01,350.27,344.48,344.07,352.00,351.89,L7
2000-05-26 21:53:00+00:00,384.07,370.94,367.01,383.93,376.12,354.77,347.48,350.63,354.24,349.70,361.37,357.90,347.85,342.36,351.44,348.06,342.79,342.43,350.07,352.26,L7
2000-07-13 21:52:31+00:00,379.04,366.89,363.46,378.19,372.53,350.22,343.40,347.58,352.61,349.72,361.25,359.24,347.81,341.74,351.10,348.38,343.61,341.92,350.72,352.57,L7
2000-07-29 21:52:14+00:00,374.20,361.09,360.15,370.36,367.26,348.14,342.16,344.94,351.37,351.33,362.14,361.23,351.48,341.22,351.11,348.00,343.31,343.15,350.00,352.07,L7
2000-08-14 21:52:08+00:00,370.73,358.41,357.57,367.13,363.83,345.45,341.12,344.17,349.72,349.48,359.23,358.07,350.01,339.67,348.55,345.70,341.64,341.42,348.24,349.89,L7
2000-12-04 21:51:22+00:00,370.42,357.22,357.55,363.71,362.33,343.33,335.51,337.67,345.46,346.73,356.86,356.88,348.46,337.51,346.40,344.39,341.51,340.90,348.15,348.12,L7
2001-01-05 21:51:28+00:00,373.21,359.90,359.67,366.88,363.98,344.64,338.26,341.03,348.62,349.78,359.75,358.65,350.03,341.05,349.24,347.40,343.47,342.89,350.93,350.93,L7
2001-01-21 21:51:34+00:00,373.88,360.52,360.52,368.56,363.25,344.68,338.96,342.08,347.92,347.41,356.56,354.76,348.87,340.53,347.31,344.35,339.92,341.56,349.40,348.82,L7
2001-04-11 21:51:09+00:00,374.71,363.80,364.61,373.31,366.89,348.68,341.95,349.89,354.10,354.17,361.94,356.68,348.57,342.74,346.58,345.70,340.63,343.11,353.55,353.26,L7
2001-04-27 21:51:07+00:00,374.64,363.26,363.88,372.15,367.42,350.43,344.00,350.92,354.93,355.18,360.98,357.09,348.20,341.28,345.17,344.89,340.58,342.81,352.89,353.05,L7
2001-05-13 21:50:57+00:00,373.48,362.10,362.62,370.85,366.27,350.88,344.07,350.47,353.98,355.31,360.52,357.60,348.11,340.91,345.70,345.30,342.27,343.00,352.74,353.31,L7
2001-06-14 21:50:38+00:00,372.26,361.19,361.55,370.83,365.47,350.45,347.38,352.93,354.74,355.07,359.78,356.21,347.70,340.12,345.20,344.99,342.01,343.39,353.29,353.76,L7
2001-09-18 21:49:29+00:00,369.90,359.14,360.63,368.50,366.32,351.59,349.17,353.13,355.30,356.83,360.17,355.75,347.57,339.88,345.60,346.74,344.88,344.59,353.69,354.91,L7
2001-10-04 21:49:17+00:00,371.05,359.39,361.19,369.28,367.21,351.87,348.32,352.38,355.32,355.93,359.59,355.55,348.38,340.84,347.55,349.01,346.81,346.19,354.81,355.97,L7
2002-07-19 21:49:21+00:00,371.11,361.15,364.80,368.44,361.82,343.40,339.39,343.64,344.06,345.93,,,,,345.33,339.22,342.83,342.80,348.74,352.83,L7
2002-08-20 21:49:10+00:00,370.87,357.45,360.18,363.93,359.44,340.90,339.57,340.94,341.77,344.30,341.17,340.33,330.99,327.04,341.63,340.15,340.24,341.41,348.13,348.60,L7
2002-10-23 21:48:51+00:00,372.40,359.17,362.37,367.24,361.82,344.47,338.85,340.22,342.50,345.07,346.19,346.01,338.33,331.69,342.27,342.33,340.45,341.30,348.45,349.35,L7
2002-12-26 21:49:23+00:00,373.38,360.50,363.72,368.76,362.41,346.10,340.69,341.59,343.73,346.60,348.31,348.52,338.55,333.51,342.80,341.87,340.08,340.65,349.32,350.25,L7
2003-01-27 21:49:33+00:00,372.68,360.23,361.60,368.47,361.99,347.49,340.74,341.18,344.70,345.82,347.55,347.55,338.61,333.38,341.54,342.16,338.98,340.09,348.37,349.14,L7
2003-03-16 21:49:46+00:00,373.81,361.36,362.16,370.71,366.39,355.76,345.19,343.34,346.30,349.60,353.54,349.39,340.20,335.00,342.72,343.06,341.38,339.87,350.55,351.99,L7
2003-05-03 21:49:49+00:00,372.81,361.46,360.28,369.73,366.31,356.16,348.07,346.00,349.15,350.62,352.36,347.75,338.84,333.46,342.60,342.34,341.62,340.17,350.69,352.08,L7
2003-05-19 21:49:43+00:00,371.96,360.17,360.09,368.15,364.85,352.55,345.68,345.07,348.62,351.08,351.11,347.83,338.98,333.35,341.76,341.79,340.68,340.71,350.16,351.26,L7
2003-07-30 21:37:45+00:00,370.82,358.71,358.01,367.24,364.85,349.99,345.13,344.65,348.60,351.18,351.57,348.60,338.66,330.23,339.46,341.19,340.50,339.51,349.26,350.78,L5
2003-10-18 21:39:00+00:00,372.35,361.59,360.90,368.83,362.39,342.68,339.35,342.47,348.55,348.47,347.53,349.88,340.81,331.73,341.78,343.99,342.24,342.52,349.53,352.34,L5
2004-01-22 21:39:52+00:00,371.64,357.60,356.52,365.94,357.97,338.05,334.84,337.62,344.10,346.09,349.90,353.52,344.65,336.30,346.32,348.34,346.79,344.90,353.43,355.79,L5
2004-02-23 21:40:02+00:00,372.90,358.38,357.83,363.91,355.19,336.66,332.36,335.30,340.91,344.32,349.74,350.77,344.42,340.01,350.24,352.11,350.01,348.53,356.49,358.06,L5
2004-04-03 21:50:18+00:00,374.61,359.23,357.71,363.99,358.02,338.13,334.33,335.30,340.91,344.77,349.15,349.19,343.39,338.93,349.59,350.60,347.94,346.74,355.32,355.86,L7
2004-05-21 21:50:13+00:00,372.39,355.71,353.83,360.41,355.75,329.90,334.29,333.86,338.55,344.05,349.22,347.97,342.54,338.73,347.30,345.39,341.22,345.27,354.66,353.81,L7
2004-06-22 21:50:04+00:00,367.45,352.54,352.05,357.95,351.91,329.49,333.61,334.50,338.93,343.04,347.20,345.97,339.17,335.57,345.00,345.39,341.22,345.27,350.78,352.15,L7
2004-07-08 21:50:02+00:00,370.09,356.04,355.04,361.97,356.33,331.91,336.39,337.16,342.17,344.14,348.69,347.16,339.17,336.01,345.18,346.38,342.21,345.27,350.78,352.20,L7
2004-09-02 21:44:33+00:00,371.01,358.28,357.03,364.28,357.44,326.43,335.42,334.84,340.43,344.89,347.72,345.44,334.68,333.19,343.07,343.81,338.40,341.34,345.47,349.61,L5
2004-09-18 21:44:58+00:00,370.90,357.33,356.51,363.39,357.81,326.98,334.73,335.09,340.40,344.02,348.36,345.72,337.13,334.43,342.88,343.26,338.37,341.66,347.10,350.12,L5
2004-10-12 21:49:36+00:00,370.00,356.92,356.23,363.11,355.71,325.20,333.33,334.93,340.72,342.43,347.06,344.64,335.81,332.86,340.55,341.96,338.80,339.90,345.38,350.67,L7
2004-10-20 21:45:40+00:00,373.99,360.50,361.13,368.74,359.34,327.88,334.56,336.48,342.18,344.70,348.73,346.82,338.37,335.58,341.48,344.62,340.83,342.32,348.19,352.88,L5
2004-11-13 21:49:59+00:00,371.83,359.41,360.33,367.85,358.72,328.82,334.13,336.18,342.10,343.56,347.70,345.91,337.98,335.25,342.10,344.56,340.96,342.32,348.19,350.79,L7
2005-01-16 21:50:27+00:00,375.24,362.04,363.67,370.56,360.18,332.91,331.97,334.46,340.62,344.26,348.91,348.40,341.40,337.54,343.43,345.36,343.58,341.64,350.82,352.70,L7
2005-02-09 21:47:31+00:00,370.94,359.35,359.89,367.44,358.66,332.57,330.71,333.01,340.84,343.70,348.21,347.79,340.97,337.98,344.61,345.71,344.26,342.69,349.09,350.99,L5
2005-02-17 21:50:40+00:00,370.47,359.29,360.17,367.44,358.66,333.81,330.88,333.01,340.80,343.78,347.66,347.97,341.57,338.18,344.38,344.93,344.16,342.96,349.74,352.16,L7
2005-03-05 21:50:44+00:00,370.93,359.29,360.17,367.64,361.04,338.62,332.95,335.54,343.06,344.31,347.80,348.15,341.65,338.44,345.26,345.23,344.65,343.29,350.42,352.47,L7
2005-04-06 21:50:40+00:00,370.97,360.09,358.76,367.55,361.25,340.30,334.76,336.03,343.08,344.19,347.16,347.06,340.49,337.44,345.04,345.16,344.28,342.09,349.88,352.59,L7
2005-04-22 21:50:35+00:00,366.15,353.87,354.67,363.01,357.96,340.47,334.35,334.73,342.09,342.21,345.63,345.07,338.88,335.51,344.56,342.99,342.23,340.85,349.17,350.99,L7
2005-04-30 21:48:14+00:00,366.35,355.32,355.73,363.66,359.68,342.06,335.70,336.84,343.39,343.30,345.66,345.00,338.90,334.99,343.50,342.85,341.81,340.98,349.42,350.82,L5
