dates,nzd0349-0000,nzd0349-0001,nzd0349-0002,nzd0349-0003,nzd0349-0004,nzd0349-0005,nzd0349-0006,nzd0349-0007,nzd0349-0008,nzd0349-0009,nzd0349-0010,nzd0349-0011,nzd0349-0012,nzd0349-0013,nzd0349-0014,nzd0349-0015,nzd0349-0016,nzd0349-0017,nzd0349-0018,nzd0349-0019,satname
1999-09-29 21:54:04+00:00,379.67,362.20,372.77,376.30,364.71,341.15,340.15,350.85,354.00,354.79,358.32,361.75,353.11,343.83,347.96,351.66,347.81,350.82,356.12,354.00,L7
2000-01-19 21:53:49+00:00,393.57,374.75,367.06,390.16,379.79,351.02,343.37,344.09,350.53,341.87,358.53,354.00,338.87,341.27,350.78,348.86,344.70,342.88,353.45,351.67,L7
2000-02-20 21:53:41+00:00,377.76,367.16,364.26,375.43,366.21,355.07,347.10,350.01,350.14,347.10,360.01,358.57,352.45,347.21,351.30,350.30,340.93,338.50,346.44,350.01,L7
2000-05-26 21:53:00+00:00,380.87,370.90,369.70,386.19,382.35,358.23,351.97,357.80,362.05,360.13,365.56,361.13,352.23,338.59,352.25,345.02,342.74,345.90,350.31,355.09,L7
2000-07-13 21:52:31+00:00,363.97,354.76,352.83,360.99,361.77,336.54,331.16,338.43,347.72,349.79,360.92,363.26,347.67,339.88,350.06,349.34,346.08,340.39,352.66,353.51,L7
2000-07-29 21:52:14+00:00,,351.54,353.82,358.83,358.72,342.72,338.40,333.53,345.56,348.32,362.08,361.95,353.56,339.20,350.83,347.32,343.47,347.82,350.60,349.67,L7
2000-08-14 21:52:08+00:00,360.31,347.69,347.23,354.21,350.10,334.67,336.98,341.06,343.11,342.08,347.57,345.44,344.16,333.46,338.31,336.51,334.98,334.49,341.20,341.17,L7
2000-12-04 21:51:22+00:00,386.98,374.87,376.30,380.80,378.73,359.38,,,,,,,,,,,,,,,L7
2001-01-05 21:51:28+00:00,381.58,370.63,368.15,379.55,370.56,349.91,346.51,351.10,358.08,358.92,368.41,363.94,354.74,351.66,357.77,356.44,349.34,348.88,359.24,359.36,L7
2001-01-21 21:51:34+00:00,366.63,357.86,357.09,369.43,358.13,336.71,333.96,342.62,344.92,340.31,348.16,347.72,343.00,337.79,342.35,337.12,331.88,335.05,346.58,345.07,L7
2001-04-11 21:51:09+00:00,363.66,351.83,356.90,363.47,360.14,348.72,345.37,355.96,359.31,363.27,369.26,358.38,347.96,338.76,339.62,343.54,340.66,345.41,354.82,355.34,L7
2001-04-27 21:51:07+00:00,374.35,361.13,360.98,367.50,369.55,357.42,350.16,353.99,357.41,358.20,358.09,358.33,347.09,336.91,340.93,342.46,340.45,341.92,350.93,352.41,L7
2001-05-13 21:50:57+00:00,367.68,356.26,356.31,364.33,360.48,353.16,344.34,348.69,350.16,355.87,358.68,359.65,347.77,339.41,347.81,346.94,349.00,343.74,352.12,354.39,L7
2001-06-14 21:50:38+00:00,379.63,369.43,369.84,380.72,373.99,356.77,363.97,365.20,358.57,353.85,356.07,349.25,345.64,336.16,342.71,343.44,340.75,345.37,356.03,355.99,L7
2001-09-18 21:49:29+00:00,364.19,357.07,359.13,366.46,367.43,341.89,342.02,341.81,351.07,352.94,358.73,353.15,349.41,348.15,356.91,357.33,353.52,346.53,354.56,356.40,L7
2001-10-04 21:49:17+00:00,376.76,360.61,363.99,373.21,371.66,353.26,344.05,348.65,355.43,351.43,356.71,354.55,352.40,345.63,357.31,360.36,356.46,354.18,360.40,361.29,L7
2002-07-19 21:49:21+00:00,371.11,361.15,364.80,368.44,361.82,343.40,339.39,343.64,344.06,345.93,,,,,345.33,339.22,342.83,342.80,348.74,352.83,L7
2002-08-20 21:49:10+00:00,370.62,353.75,355.56,359.41,357.06,338.40,339.76,338.25,339.48,342.66,341.17,340.33,330.99,327.04,337.93,341.09,337.64,340.02,347.52,344.37,L7
2002-10-23 21:48:51+00:00,375.48,362.62,366.74,373.87,366.58,351.61,337.41,338.77,343.95,346.62,351.21,351.69,345.66,336.34,343.56,346.68,340.87,341.07,349.10,350.86,L7
2002-12-26 21:49:23+00:00,376.29,364.49,367.78,373.34,364.17,350.97,346.19,345.71,347.43,351.18,352.56,353.53,339.01,337.16,344.37,340.49,339.00,338.71,351.94,352.96,L7
2003-01-27 21:49:33+00:00,368.33,360.05,356.33,367.27,360.13,348.98,339.58,341.99,347.93,342.81,345.25,344.66,338.76,332.96,340.28,340.40,338.40,340.56,344.92,348.38,L7
2003-03-16 21:49:46+00:00,375.16,358.28,357.81,368.35,374.69,371.50,357.60,346.88,345.88,357.78,365.13,347.70,337.37,333.54,342.67,344.66,347.27,339.12,356.22,355.77,L7
2003-05-03 21:49:49+00:00,371.46,363.01,359.18,369.95,366.26,353.19,348.90,349.42,355.37,350.69,346.48,345.10,340.24,330.19,343.06,343.81,341.79,342.30,349.70,351.20,L7
