dates,sar2178-0000,sar2178-0001,sar2178-0002,satname
1984-07-18 09:28:46+00:00,351.41,183.28,229.43,L5
1984-08-19 09:29:51+00:00,351.05,182.83,226.24,L5
1984-10-22 09:30:00+00:00,351.07,182.57,228.49,L5
1986-04-19 09:25:17+00:00,351.11,167.53,221.17,L5
1987-02-17 09:20:35+00:00,351.81,180.66,223.11,L5
1990-01-31 09:27:43+00:00,353.04,168.17,241.11,L5
1990-02-09 09:21:38+00:00,353.28,168.09,241.42,L5
1990-11-08 09:19:27+00:00,,167.77,243.49,L5
1992-02-15 09:24:02+00:00,350.18,181.34,238.38,L5
1992-07-08 09:23:02+00:00,350.22,182.19,232.89,L5
1992-10-19 09:27:36+00:00,332.18,199.21,227.40,L5
1995-12-15 09:06:48+00:00,338.82,,,L5
1996-03-13 09:07:12+00:00,344.39,187.36,236.93,L5
1997-10-26 09:33:30+00:00,351.29,182.15,228.05,L5
1997-11-02 09:39:52+00:00,342.98,182.77,235.86,L5
1997-12-13 09:34:40+00:00,346.35,182.23,234.99,L5
1998-05-13 09:43:32+00:00,351.99,180.99,233.15,L5
1998-12-16 09:38:53+00:00,,,201.43,L5
1999-01-08 09:44:46+00:00,350.41,167.89,214.44,L5
1999-08-05 09:52:52+00:00,359.44,238.56,225.21,L7
1999-08-12 09:58:37+00:00,359.56,239.36,225.37,L7
1999-08-21 09:52:49+00:00,359.43,239.29,225.09,L7
1999-08-28 09:58:41+00:00,359.20,239.28,224.94,L7
1999-09-06 09:52:52+00:00,359.16,239.10,224.97,L7
1999-09-13 09:58:59+00:00,359.03,239.05,225.00,L7
1999-09-22 09:52:53+00:00,359.03,237.18,225.36,L7
1999-09-29 09:58:45+00:00,358.91,237.18,225.25,L7
1999-09-30 09:36:28+00:00,358.10,237.18,225.93,L5
1999-10-08 09:52:59+00:00,358.08,237.55,226.13,L7
1999-10-31 09:59:01+00:00,358.26,237.66,226.03,L7
1999-11-09 09:52:52+00:00,358.42,237.66,225.96,L7
1999-11-16 09:59:01+00:00,357.18,237.76,226.11,L7
1999-11-25 09:52:43+00:00,357.36,237.76,226.01,L7
1999-12-02 09:58:32+00:00,357.40,236.74,226.23,L7
