dates,sar2303-0000,sar2303-0001,sar2303-0002,satname
1984-04-13 09:27:07+00:00,190.04,220.99,215.28,L5
1984-05-06 09:33:03+00:00,187.74,220.64,221.52,L5
1984-07-18 09:28:46+00:00,190.29,222.23,223.43,L5
1984-08-03 09:29:20+00:00,190.76,222.02,223.52,L5
1984-08-19 09:29:51+00:00,190.09,221.02,221.81,L5
1984-08-26 09:35:45+00:00,188.27,218.64,220.27,L5
1984-09-11 09:35:50+00:00,189.36,219.00,219.61,L5
1984-09-20 09:30:04+00:00,189.61,219.45,219.56,L5
1984-10-22 09:30:00+00:00,190.17,219.22,219.85,L5
1984-11-07 09:29:29+00:00,191.32,219.61,219.88,L5
1984-12-09 09:29:58+00:00,190.56,219.61,219.90,L5
1985-01-17 09:36:05+00:00,189.49,219.15,219.02,L5
1985-01-26 09:29:56+00:00,189.08,218.18,217.89,L5
1985-02-02 09:36:09+00:00,188.17,217.56,216.80,L5
1985-02-11 09:29:59+00:00,188.21,216.80,216.75,L5
1985-03-15 09:29:58+00:00,186.00,215.09,215.43,L5
1985-03-31 09:29:55+00:00,185.62,214.56,215.39,L5
1985-05-02 09:30:07+00:00,184.11,213.53,215.62,L5
1985-06-03 09:30:04+00:00,182.79,212.26,214.24,L5
1985-06-26 09:35:47+00:00,182.69,212.57,213.98,L5
1985-07-05 09:29:57+00:00,183.23,213.16,214.48,L5
1985-08-13 09:35:25+00:00,181.16,212.35,214.50,L5
1985-08-22 09:29:32+00:00,181.27,212.93,214.82,L5
1985-10-09 09:28:59+00:00,182.59,215.29,217.24,L5
1985-10-25 09:28:23+00:00,182.94,214.14,215.81,L5
1985-11-10 09:28:33+00:00,183.99,215.16,215.43,L5
1985-12-03 09:33:55+00:00,185.63,216.68,216.31,L5
1986-01-04 09:33:20+00:00,187.32,217.71,216.88,L5
1986-01-13 09:27:22+00:00,187.31,218.01,218.00,L5
1986-03-18 09:25:34+00:00,190.79,220.21,220.07,L5
1986-03-25 09:31:37+00:00,189.72,218.98,218.82,L5
1986-04-10 09:31:17+00:00,189.95,219.13,218.00,L5
1986-05-12 09:30:29+00:00,190.19,220.81,220.50,L5
1986-07-08 09:22:57+00:00,188.93,220.28,220.31,L5
1986-07-24 09:22:23+00:00,187.46,219.06,218.58,L5
1986-07-31 09:27:55+00:00,186.52,218.78,218.77,L5
1986-08-16 09:27:20+00:00,186.66,218.97,219.16,L5
1986-09-17 09:26:13+00:00,186.10,218.06,218.06,L5
1986-10-12 09:19:38+00:00,186.84,218.63,220.39,L5
1986-12-31 09:19:14+00:00,185.77,218.76,218.38,L5
1987-01-07 09:25:13+00:00,183.96,217.46,216.92,L5
1987-01-16 09:19:18+00:00,183.89,217.46,218.02,L5
1987-02-01 09:19:48+00:00,184.87,217.33,216.98,L5
1987-02-17 09:20:35+00:00,183.10,214.49,216.16,L5
1987-03-21 09:22:02+00:00,183.16,215.34,216.85,L5
1987-04-06 09:22:36+00:00,182.70,214.72,217.15,L5
1987-04-29 09:29:06+00:00,183.09,215.86,217.30,L5
1987-05-08 09:23:11+00:00,184.79,216.66,217.65,L5
1987-05-15 09:29:33+00:00,184.44,215.98,216.88,L5
1987-06-09 09:24:23+00:00,184.62,216.46,217.24,L5
1987-06-25 09:24:44+00:00,184.50,217.07,217.53,L5
1987-07-11 09:24:39+00:00,186.13,217.50,219.32,L5
1987-07-18 09:30:57+00:00,185.90,216.85,217.85,L5
1987-07-27 09:25:01+00:00,186.04,217.50,218.20,L5
1987-08-03 09:31:25+00:00,186.10,217.92,218.82,L5
1987-08-12 09:25:55+00:00,185.95,218.05,218.99,L5
1987-08-19 09:31:54+00:00,186.85,219.17,218.76,L5
1987-08-28 09:26:22+00:00,186.36,218.87,218.17,L5
1987-09-13 09:26:45+00:00,186.31,218.82,217.95,L5
1987-09-20 09:32:42+00:00,185.92,218.58,217.63,L5
1987-10-06 09:33:02+00:00,186.30,218.39,217.90,L5
1987-10-22 09:33:17+00:00,186.05,218.07,217.31,L5
1987-10-31 09:27:40+00:00,185.74,217.84,216.99,L5
1987-11-07 09:33:38+00:00,185.56,217.70,217.07,L5
1987-11-16 09:28:03+00:00,186.23,218.00,217.50,L5
1987-12-02 09:28:18+00:00,186.45,218.00,217.37,L5
1988-01-10 09:34:42+00:00,185.77,216.85,216.60,L5
1988-01-19 09:28:41+00:00,185.02,216.27,216.09,L5
1988-02-11 09:35:17+00:00,184.47,214.65,215.38,L5
1988-02-20 09:29:14+00:00,184.47,214.29,215.55,L5
1988-03-14 09:35:39+00:00,186.07,215.01,217.52,L5
1988-04-15 09:35:50+00:00,185.86,215.56,217.21,L5
1988-05-01 09:35:57+00:00,185.91,215.70,218.88,L5
1988-05-17 09:36:08+00:00,183.81,214.17,217.17,L5
1988-06-02 09:36:14+00:00,183.72,214.76,217.30,L5
1988-06-11 09:30:29+00:00,185.01,215.82,217.91,L5
1988-06-18 09:36:19+00:00,185.39,215.70,217.22,L5
1988-07-04 09:36:24+00:00,186.04,216.51,217.49,L5
1988-07-13 09:30:39+00:00,186.62,216.79,217.30,L5
1988-07-29 09:30:18+00:00,187.88,218.05,218.72,L5
1988-08-05 09:36:28+00:00,187.46,218.08,218.69,L5
1988-08-14 09:30:40+00:00,187.77,218.62,218.92,L5
1988-08-21 09:36:29+00:00,187.00,218.18,218.77,L5
1988-08-30 09:30:21+00:00,187.62,218.14,218.66,L5
1988-09-06 09:36:31+00:00,187.62,218.51,218.87,L5
1988-10-01 09:30:34+00:00,187.35,218.29,218.08,L5
1988-10-08 09:36:21+00:00,186.84,217.92,217.53,L5
1988-11-02 09:30:34+00:00,187.77,217.92,216.89,L5
1988-12-11 09:36:09+00:00,187.99,218.06,217.01,L5
1988-12-27 09:36:03+00:00,187.71,218.39,217.19,L5
1989-01-05 09:30:16+00:00,187.11,217.69,216.56,L5
1989-01-28 09:35:43+00:00,187.02,218.46,216.41,L5
1989-02-06 09:29:35+00:00,188.57,219.33,216.97,L5
1989-02-22 09:29:52+00:00,190.73,220.57,216.66,L5
1989-03-26 09:28:53+00:00,190.21,220.05,216.69,L5
1989-04-02 09:34:48+00:00,190.41,220.36,217.40,L5
1989-05-13 09:28:07+00:00,191.62,225.59,218.58,L5
1989-05-20 09:34:09+00:00,191.88,225.56,218.96,L5
1989-05-29 09:28:17+00:00,190.89,224.16,218.37,L5
1989-06-14 09:27:46+00:00,190.55,223.98,218.77,L5
1989-06-21 09:33:31+00:00,190.60,222.95,217.37,L5
1989-06-30 09:27:39+00:00,190.38,222.38,217.37,L5
1989-07-16 09:27:19+00:00,190.98,222.59,218.13,L5
1989-07-23 09:32:57+00:00,190.26,221.69,217.30,L5
1989-08-01 09:26:59+00:00,189.65,220.19,215.73,L5
1989-08-24 09:32:15+00:00,187.62,219.10,214.29,L5
1989-09-18 09:25:20+00:00,188.17,219.25,215.16,L5
1989-09-25 09:31:28+00:00,187.54,218.36,214.50,L5
1989-10-04 09:25:12+00:00,186.99,217.38,212.77,L5
1989-10-11 09:31:06+00:00,186.63,217.00,213.52,L5
1989-10-20 09:24:51+00:00,185.87,215.28,213.52,L5
1989-10-27 09:30:27+00:00,186.88,215.98,214.17,L5
1989-11-12 09:30:07+00:00,186.63,214.07,214.38,L5
1989-11-28 09:29:40+00:00,186.37,213.24,214.20,L5
1989-12-14 09:29:14+00:00,186.24,212.94,215.33,L5
1989-12-23 09:23:10+00:00,185.65,212.88,216.29,L5
1990-01-31 09:27:43+00:00,186.72,213.41,219.63,L5
1990-02-16 09:27:12+00:00,186.05,212.55,218.41,L5
1990-03-04 09:26:38+00:00,186.54,213.28,219.04,L5
1990-04-14 09:20:11+00:00,186.24,214.54,219.75,L5
1990-04-21 09:25:58+00:00,187.72,218.22,220.72,L5
1990-05-16 09:19:49+00:00,186.53,218.17,220.88,L5
1990-06-01 09:20:08+00:00,187.23,219.07,221.24,L5
1990-06-17 09:20:06+00:00,186.24,218.08,217.69,L5
1990-06-24 09:25:54+00:00,186.16,216.96,217.11,L5
1990-07-03 09:19:42+00:00,186.93,217.10,216.79,L5
1990-07-10 09:25:52+00:00,187.17,217.50,216.82,L5
1990-07-19 09:19:37+00:00,187.98,217.74,216.06,L5
1990-07-26 09:25:48+00:00,188.05,217.57,216.15,L5
1990-08-04 09:19:56+00:00,188.43,217.81,215.53,L5
1990-08-11 09:25:43+00:00,188.48,217.84,215.79,L5
1990-08-20 09:19:54+00:00,188.96,218.86,217.20,L5
1990-09-05 09:19:23+00:00,188.88,219.11,217.18,L5
