dates,sar2303-0000,sar2303-0001,sar2303-0002,satname
1984-04-13 09:27:07+00:00,190.04,220.99,215.28,L5
1984-05-06 09:33:03+00:00,185.44,220.29,227.76,L5
1984-07-18 09:28:46+00:00,195.38,225.4,227.26,L5
1984-08-03 09:29:20+00:00,192.17,221.41,223.77,L5
1984-08-19 09:29:51+00:00,187.4,217.02,214.96,L5
1984-08-26 09:35:45+00:00,179.19,206.75,212.59,L5
1984-09-11 09:35:50+00:00,195.92,221.16,215.62,L5
1984-09-20 09:30:04+00:00,191.33,222.55,219.21,L5
1984-10-22 09:30:00+00:00,194.54,219.18,217.6,L5
1984-11-07 09:29:29+00:00,194.61,223.39,228.0,L5
1984-12-09 09:29:58+00:00,184.49,,220.1,L5
1985-01-17 09:36:05+00:00,185.75,221.77,219.36,L5
1985-01-26 09:29:56+00:00,185.44,210.39,207.65,L5
1985-02-02 09:36:09+00:00,182.98,215.87,212.87,L5
1985-02-11 09:29:59+00:00,188.62,209.94,216.34,L5
1985-03-15 09:29:58+00:00,166.28,197.64,197.76,L5
1985-03-31 09:29:55+00:00,187.9,218.3,218.82,L5
1985-05-02 09:30:07+00:00,180.92,210.95,219.66,L5
1985-06-03 09:30:04+00:00,182.69,213.21,215.56,L5
1985-06-26 09:35:47+00:00,183.59,215.08,217.77,L5
1985-07-05 09:29:57+00:00,188.13,218.47,219.0,L5
1985-08-13 09:35:25+00:00,178.6,212.81,212.95,L5
1985-08-22 09:29:32+00:00,182.03,216.96,217.01,L5
1985-10-09 09:28:59+00:00,182.2,219.55,218.7,L5
1985-10-25 09:28:23+00:00,185.34,206.1,205.8,L5
1985-11-10 09:28:33+00:00,189.35,219.11,216.63,L5
1985-12-03 09:33:55+00:00,195.84,225.32,222.58,L5
1986-01-04 09:33:20+00:00,197.89,224.09,224.49,L5
1986-01-13 09:27:22+00:00,187.23,220.15,225.87,L5
1986-03-18 09:25:34+00:00,197.71,227.14,226.45,L5
1986-03-25 09:31:37+00:00,182.22,210.4,210.02,L5
1986-04-10 09:31:17+00:00,184.0,220.72,212.17,L5
1986-05-12 09:30:29+00:00,186.46,217.85,221.95,L5
1986-07-08 09:22:57+00:00,195.94,225.4,225.39,L5
1986-07-24 09:22:23+00:00,178.45,212.85,215.47,L5
1986-07-31 09:27:55+00:00,180.85,217.07,219.94,L5
1986-08-16 09:27:20+00:00,187.68,220.32,221.91,L5
1986-09-17 09:26:13+00:00,193.22,219.84,217.63,L5
1986-10-12 09:19:38+00:00,185.29,217.09,220.42,L5
1986-12-31 09:19:14+00:00,178.95,,207.89,L5
1987-01-07 09:25:13+00:00,183.29,217.56,215.2,L5
1987-01-16 09:19:18+00:00,183.37,,225.72,L5
