,dates,aus0221-0000
0,1987-05-22 23:08:08+00:00,177.86102117847093
1,1987-09-27 23:11:15+00:00,200.22167954032244
2,1987-10-13 23:11:33+00:00,185.70261273981296
3,1987-12-16 23:12:41+00:00,190.13164630859103
4,1988-01-17 23:13:14+00:00,175.59073972801121
5,1988-02-18 23:13:47+00:00,195.20355663675772
6,1988-04-22 23:14:16+00:00,184.02727489976473
7,1988-06-25 23:14:44+00:00,185.36331915774917
8,1988-07-27 23:14:50+00:00,169.6421165121035
9,1988-08-28 23:14:54+00:00,172.7064313306236
10,1988-09-29 23:14:45+00:00,177.81094682918905
11,1988-12-02 23:14:39+00:00,194.37318247534463
12,1989-01-19 23:14:06+00:00,189.396676622927
13,1989-02-20 23:14:03+00:00,176.2904431568864
14,1989-03-08 23:13:39+00:00,195.07824857789979
15,1989-06-12 23:12:05+00:00,195.43373007400814
16,1989-07-30 23:11:11+00:00,192.60726560602583
17,1989-08-15 23:10:47+00:00,178.36899543476667
18,1989-08-31 23:10:29+00:00,190.51910231022535
19,1989-09-16 23:09:56+00:00,188.75499543443624
20,1989-10-02 23:09:47+00:00,177.1434012051931
21,1989-10-18 23:09:03+00:00,194.12927392823866
22,1990-04-12 23:04:18+00:00,202.309750301983
23,1990-05-30 23:04:17+00:00,174.37460643177928
24,1990-08-18 23:04:04+00:00,177.39833926854288
25,1990-09-03 23:03:57+00:00,170.4692263399606
26,1991-03-14 23:05:28+00:00,170.8973412377046
27,1991-03-30 23:05:43+00:00,180.84741747171972
28,1991-04-15 23:06:03+00:00,177.54691605096272
29,1991-05-17 23:06:34+00:00,163.41490246359228
30,1991-07-20 23:07:31+00:00,180.28668102418897
31,1991-08-05 23:07:37+00:00,187.0648806965446
32,1991-08-21 23:07:41+00:00,175.78499515682765
33,1991-09-06 23:07:56+00:00,179.25098793207715
34,1991-09-22 23:08:04+00:00,177.5924050305624
35,1991-10-24 23:08:13+00:00,184.5799575362447
36,1991-11-09 23:08:19+00:00,180.8735309585145
37,1992-01-12 23:08:22+00:00,191.88665783849217
38,1992-05-03 23:07:54+00:00,203.49432712736143
39,1992-05-19 23:07:45+00:00,195.17558504915183
40,1992-06-04 23:07:37+00:00,189.2923033532914
41,1992-06-20 23:07:24+00:00,195.3820894391482
42,1992-07-06 23:07:13+00:00,192.34137384743963
43,1992-07-22 23:07:00+00:00,196.87261614817248
44,1992-08-07 23:06:48+00:00,199.0775552637481
45,1992-08-23 23:06:32+00:00,196.3775253108388
46,1992-09-24 23:06:01+00:00,194.72545475811862
47,1992-10-10 23:05:38+00:00,179.1245942055599
48,1992-11-27 23:05:11+00:00,187.65827014722882
49,1992-12-13 23:05:23+00:00,196.10223195239004
50,1993-01-14 23:05:45+00:00,193.51105073252526
51,1993-03-03 23:06:12+00:00,180.39010206397654
52,1993-03-19 23:06:16+00:00,195.88529848480385
53,1993-05-22 23:06:38+00:00,203.10586530852447
54,1993-06-07 23:06:40+00:00,177.98398474606964
55,1993-06-23 23:06:35+00:00,188.0313116064392
56,1993-07-25 23:06:29+00:00,203.11920683914255
57,1993-08-10 23:06:30+00:00,181.74821448335993
58,1993-08-26 23:06:29+00:00,196.1481888080961
59,1993-09-27 23:06:25+00:00,204.07170994056432
60,1993-10-13 23:06:19+00:00,201.44866335301188
61,1993-10-29 23:06:13+00:00,198.9940353581939
62,1993-11-30 23:06:00+00:00,216.39258045621196
63,1994-03-22 23:04:36+00:00,194.3511957777686
64,1994-04-07 23:04:19+00:00,192.66858914674586
65,1994-04-23 23:04:02+00:00,186.2873576275967
66,1994-05-09 23:03:44+00:00,187.09327175609312
67,1994-07-28 23:01:52+00:00,195.38837504909293
68,1994-08-13 23:01:28+00:00,188.27444851506257
69,1994-09-14 23:00:41+00:00,197.7039886414647
70,1994-09-30 23:00:13+00:00,192.49139422521873
71,1994-11-01 22:59:09+00:00,210.56629253095406
72,1994-12-19 22:57:37+00:00,204.8041732871488
73,1995-02-12 23:01:44+00:00,212.87840147555548
74,1995-02-21 22:55:11+00:00,209.13152635061755
75,1995-03-16 23:00:27+00:00,187.44738958844255
76,1995-04-01 22:59:48+00:00,191.32303993050598
77,1995-04-10 22:53:15+00:00,
78,1995-04-17 22:59:08+00:00,214.53151284309033
79,1995-05-03 22:58:26+00:00,212.544353886251
80,1995-05-12 22:51:50+00:00,200.84530853509884
81,1995-06-20 22:56:13+00:00,192.97914110981543
82,1995-07-31 22:48:12+00:00,204.40081785339996
83,1995-08-07 22:54:04+00:00,
84,1995-08-16 22:47:28+00:00,224.30078524034624
85,1995-11-04 22:43:37+00:00,192.60331270737134
86,1995-12-06 22:44:32+00:00,200.96173451076774
87,1996-02-08 22:49:07+00:00,202.25330109017852
88,1996-03-11 22:51:15+00:00,196.32026202437336
89,1996-05-30 22:56:05+00:00,195.61855238691405
90,1996-07-01 22:57:48+00:00,194.31061163469167
91,1996-07-17 22:58:38+00:00,188.79763007176396
92,1996-08-02 22:59:29+00:00,196.60112691927623
93,1996-09-03 23:01:13+00:00,181.99304475952914
94,1996-12-08 23:06:02+00:00,185.77889423414032
95,1997-01-09 23:07:33+00:00,184.38137326267088
96,1997-03-14 23:10:16+00:00,184.3388506636105
97,1997-04-15 23:11:27+00:00,184.42269968019406
98,1997-05-01 23:12:01+00:00,180.00431691748008
99,1997-07-04 23:14:13+00:00,170.59116822438557
100,1997-07-20 23:14:46+00:00,172.88065198081503
101,1997-08-05 23:15:18+00:00,179.34534245259502
102,1997-10-24 23:17:37+00:00,178.1189375624364
103,1997-11-25 23:18:23+00:00,179.92993802559897
