dates,satname,sar1145-0000,sar1145-0001,sar1145-0002,sar1145-0003,sar1145-0004,sar1145-0005,sar1145-0006,sar1145-0007
1984-04-13 09:27:07+00:00,L5,162.02,173.49,171.75,161.85,168.06,153.71,144.19,150.12
1984-05-31 09:27:59+00:00,L5,139.70,144.91,142.77,129.54,141.74,128.27,123.86,130.22
1984-07-18 09:28:46+00:00,L5,162.63,165.08,167.63,160.01,159.88,148.40,145.69,152.74
1984-08-03 09:29:20+00:00,L5,160.52,171.08,170.84,162.66,159.64,151.01,151.38,158.48
1984-08-19 09:29:51+00:00,L5,160.46,165.33,163.68,157.12,156.34,150.55,150.43,153.10
1984-09-20 09:30:04+00:00,L5,157.20,169.68,161.42,158.65,159.67,151.41,143.93,159.66
1984-10-22 09:30:00+00:00,L5,160.31,170.72,162.10,158.97,164.55,150.28,147.97,153.63
1984-11-07 09:29:53+00:00,L5,156.51,165.49,168.76,158.48,166.52,151.92,154.73,149.21
1984-12-09 09:29:58+00:00,L5,162.66,171.19,165.12,156.37,165.74,154.53,146.32,155.64
1985-01-10 09:30:15+00:00,L5,152.97,159.01,302.02,167.20,,338.03,366.70,
1985-03-31 09:30:19+00:00,L5,160.68,169.39,159.85,156.05,167.13,161.24,148.04,160.00
1985-06-19 09:30:02+00:00,L5,144.86,151.33,144.14,140.28,157.91,139.89,133.59,135.96
1985-07-05 09:29:57+00:00,L5,224.61,229.42,221.03,216.63,228.24,215.69,205.80,210.27
1985-08-22 09:29:32+00:00,L5,156.21,164.45,157.89,160.30,164.36,150.92,143.93,154.75
1985-10-09 09:28:59+00:00,L5,156.12,168.78,159.44,158.41,169.45,152.51,148.74,152.34
1985-11-10 09:28:33+00:00,L5,154.39,162.05,155.26,143.74,164.03,155.55,142.39,149.83
1986-01-13 09:27:22+00:00,L5,158.91,164.61,159.30,158.37,170.06,164.62,155.33,156.61
1986-03-18 09:25:58+00:00,L5,157.45,163.67,162.59,154.65,162.71,150.14,137.40,147.17
1986-04-19 09:25:17+00:00,L5,155.34,162.91,162.27,154.13,154.26,151.02,148.87,144.21
1986-05-05 09:24:53+00:00,L5,156.18,163.56,164.07,149.72,155.07,151.63,149.40,141.19
1986-05-21 09:24:27+00:00,L5,155.82,169.78,168.57,152.23,158.32,150.42,149.78,149.02
1986-07-08 09:22:57+00:00,L5,155.32,166.55,166.52,158.16,158.84,154.93,152.52,150.59
