dates,sar1235-0000,sar1235-0001,sar1235-0002,sar1235-0003,sar1235-0004,sar1235-0005,sar1235-0006,sar1235-0007,satname
1984-05-06 09:33:51+00:00,200.03,172.43,,152.92,174.56,170.04,158.41,172.98,L5
1984-08-26 09:36:33+00:00,194.73,170.91,,150.65,173.68,168.03,162.19,175.49,L5
1984-09-11 09:36:38+00:00,192.42,169.86,,151.43,173.64,167.44,162.03,174.73,L5
1984-09-27 09:36:39+00:00,193.02,170.64,122.49,153.66,175.85,167.90,161.79,174.77,L5
1984-10-29 09:36:32+00:00,193.41,171.64,133.84,153.26,175.52,167.95,161.69,174.44,L5
1985-06-26 09:36:35+00:00,198.71,166.86,140.10,137.77,167.86,158.70,157.72,167.44,L5
1985-07-28 09:36:22+00:00,197.62,168.00,142.18,143.91,170.00,161.57,159.88,168.80,L5
1985-08-13 09:36:12+00:00,197.74,170.05,143.23,147.61,171.76,163.36,160.60,170.49,L5
1985-08-29 09:36:02+00:00,198.01,172.31,146.96,148.66,172.36,164.38,160.69,172.00,L5
1985-09-14 09:35:49+00:00,196.99,173.12,145.12,149.43,172.54,164.35,160.73,171.66,L5
1985-12-03 09:34:43+00:00,194.91,175.10,144.41,150.05,173.36,164.97,160.44,170.60,L5
1986-01-04 09:34:08+00:00,193.38,176.25,141.33,152.56,174.97,166.39,159.57,169.03,L5
1986-03-25 09:32:25+00:00,186.51,178.05,127.51,161.65,178.13,168.17,158.27,164.63,L5
1986-04-10 09:32:04+00:00,186.37,176.68,130.02,165.13,178.01,168.94,160.00,165.95,L5
1986-05-12 09:31:17+00:00,188.90,179.46,137.49,163.47,177.54,169.19,159.62,166.41,L5
1986-05-28 09:30:50+00:00,190.71,180.63,141.00,162.11,176.65,168.52,158.35,165.60,L5
1986-06-29 09:29:50+00:00,191.10,178.31,139.52,164.23,176.29,168.41,158.79,166.79,L5
1986-07-15 09:29:17+00:00,189.71,177.03,142.22,164.06,175.08,167.25,159.55,168.69,L5
1986-07-31 09:28:43+00:00,188.35,175.91,142.58,162.40,175.07,166.91,160.07,168.92,L5
1986-09-01 09:27:32+00:00,188.35,175.91,142.58,160.91,174.00,165.69,159.07,167.97,L5
1986-09-17 09:27:01+00:00,188.35,175.91,142.58,158.97,174.35,165.60,159.25,168.56,L5
1987-03-28 09:28:52+00:00,197.87,173.07,142.95,148.48,171.34,162.62,157.00,164.39,L5
1987-05-15 09:30:21+00:00,196.93,172.19,143.04,148.53,171.33,163.78,159.06,164.07,L5
1987-06-16 09:31:07+00:00,195.18,172.53,144.33,149.08,171.23,163.93,159.58,167.28,L5
1987-07-02 09:31:27+00:00,193.26,173.35,148.59,148.94,171.54,162.61,158.00,166.17,L5
1987-07-18 09:31:44+00:00,192.23,170.36,148.59,151.18,172.74,163.66,159.16,168.53,L5
1987-08-03 09:32:13+00:00,192.80,170.23,150.27,151.30,173.21,163.84,160.04,169.70,L5
1987-08-19 09:32:41+00:00,193.37,170.38,149.63,150.74,172.41,163.60,160.45,170.16,L5
1987-09-20 09:33:30+00:00,193.78,170.62,150.51,151.22,172.96,164.15,161.34,170.46,L5
1987-10-06 09:33:50+00:00,192.33,170.31,151.77,149.97,173.82,164.92,161.46,171.12,L5
1987-11-07 09:34:26+00:00,191.25,170.69,150.68,150.86,175.42,165.74,161.76,171.57,L5
1987-12-25 09:35:13+00:00,190.48,169.99,155.16,151.56,175.96,165.64,161.21,171.23,L5
1988-01-10 09:35:29+00:00,191.91,171.24,157.13,151.59,175.27,165.85,161.24,171.54,L5
1988-02-11 09:36:05+00:00,191.94,175.30,161.51,151.06,175.00,165.43,160.99,170.72,L5
1988-04-15 09:36:38+00:00,189.70,179.05,165.59,153.96,175.43,164.41,159.40,169.91,L5
1988-05-17 09:36:55+00:00,191.24,178.68,169.06,150.76,171.43,162.12,157.74,169.17,L5
1988-06-02 09:37:02+00:00,190.64,177.04,165.98,148.29,170.43,160.81,156.68,167.30,L5
1988-07-04 09:37:12+00:00,190.72,178.78,165.93,146.52,169.74,159.02,155.59,166.52,L5
1988-08-05 09:37:16+00:00,188.53,176.11,162.79,145.62,171.65,161.08,158.54,167.98,L5
1988-08-21 09:37:17+00:00,187.35,173.41,158.04,143.23,171.59,161.67,158.73,167.63,L5
1988-09-06 09:37:19+00:00,188.14,173.29,157.77,140.32,170.56,161.19,158.29,167.45,L5
1988-09-22 09:37:13+00:00,188.22,173.85,158.36,140.04,171.31,162.21,159.57,168.69,L5
1988-10-08 09:37:09+00:00,188.22,173.85,158.36,141.64,171.60,161.62,158.79,167.82,L5
1988-10-24 09:37:05+00:00,187.83,172.50,157.36,140.24,168.59,161.45,158.32,166.77,L5
1988-12-11 09:36:57+00:00,186.83,172.40,157.89,141.70,170.06,162.91,159.65,167.88,L5
1988-12-27 09:36:51+00:00,190.41,172.62,158.28,142.84,170.45,163.13,159.59,168.14,L5
1989-01-12 09:36:44+00:00,191.74,172.56,159.06,143.74,171.43,165.28,160.95,169.63,L5
