dates,nzd0415-0000,nzd0415-0001,nzd0415-0002,nzd0415-0003,nzd0415-0004,nzd0415-0005,nzd0415-0006,nzd0415-0007,nzd0415-0008,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0012,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0017,nzd0415-0018,nzd0415-0019,nzd0415-0020,nzd0415-0021,nzd0415-0022,nzd0415-0023,nzd0415-0024,nzd0415-0025,nzd0415-0026,nzd0415-0027,nzd0415-0028,nzd0415-0029,nzd0415-0030,nzd0415-0031,nzd0415-0032,nzd0415-0033,nzd0415-0034,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0039,nzd0415-0040,nzd0415-0041,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0045,nzd0415-0046,nzd0415-0047,nzd0415-0048,nzd0415-0049,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0053,nzd0415-0054,nzd0415-0055,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0059,nzd0415-0060,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0064,nzd0415-0065,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0072,nzd0415-0073,nzd0415-0074,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0083,nzd0415-0084,nzd0415-0085,nzd0415-0086,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0091,nzd0415-0092,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0096,nzd0415-0097,nzd0415-0098,nzd0415-0099,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0106,nzd0415-0107,nzd0415-0108,nzd0415-0109,nzd0415-0110,nzd0415-0111,satname
2000-02-27 22:00:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.49,350.18,349.87,353.56,358.02,352.60,349.07,342.39,343.28,344.11,349.01,345.67,343.24,347.07,341.93,,,,L7
2000-03-30 22:00:09+00:00,,348.93,350.18,347.75,349.58,347.20,349.99,353.55,353.81,352.25,353.77,355.13,355.83,349.46,353.11,354.78,355.62,353.43,354.60,353.60,357.17,352.81,354.49,353.81,355.55,352.86,351.61,351.83,354.40,356.21,357.91,357.80,346.93,353.31,354.28,362.21,363.90,365.71,363.36,364.64,361.71,363.19,363.44,363.69,364.90,368.72,369.70,368.19,357.24,361.08,359.47,356.74,356.79,357.43,350.05,351.68,352.53,348.96,347.49,353.49,354.08,357.88,356.57,357.76,354.08,353.11,352.02,351.50,354.86,356.07,354.64,346.15,347.96,344.82,346.32,344.14,347.49,345.70,345.78,347.12,347.20,354.01,359.26,356.02,360.94,358.68,356.63,358.07,362.93,363.74,364.72,366.34,365.40,363.58,361.69,352.59,349.05,353.94,355.67,348.80,351.17,341.41,346.19,346.48,349.03,349.15,343.70,350.55,351.29,355.19,344.74,350.22,L7
2000-04-15 21:59:55+00:00,353.14,349.03,346.29,341.04,342.95,338.97,338.25,339.73,343.31,343.43,335.94,345.21,351.36,345.59,349.67,349.76,343.14,345.46,345.88,352.36,348.94,348.80,353.94,345.81,357.22,350.71,352.75,351.58,354.69,352.22,358.45,354.55,348.69,349.89,350.91,351.40,355.85,356.30,355.58,357.15,357.04,358.66,354.92,359.69,361.49,361.26,368.08,360.83,352.15,351.68,349.72,349.05,351.20,353.25,333.78,341.02,348.24,344.87,342.99,350.63,348.56,350.81,351.24,349.81,345.36,344.38,342.89,345.06,346.78,347.10,344.76,341.60,343.71,339.17,333.04,337.75,338.58,342.46,338.00,342.76,344.03,348.46,349.88,354.76,358.72,354.20,355.51,352.54,357.93,359.73,357.92,364.32,362.80,359.66,348.06,357.14,350.41,354.94,344.55,351.79,346.40,344.92,343.36,349.66,348.12,349.68,344.87,342.87,348.17,352.30,350.56,,L7
2000-05-01 21:59:54+00:00,,346.43,339.30,347.13,342.32,344.58,343.41,344.33,346.39,348.84,340.68,347.63,354.39,349.58,351.26,351.58,350.57,350.54,351.04,356.02,357.47,350.57,356.02,349.68,357.57,357.44,354.19,351.95,353.70,354.63,359.69,359.89,360.34,355.62,357.82,357.05,361.96,359.41,357.17,359.53,357.71,360.05,355.14,360.89,363.78,366.77,371.66,363.12,357.04,357.81,355.52,355.88,356.99,360.04,340.37,344.82,349.31,350.94,345.74,354.97,352.06,356.54,348.57,352.56,348.76,351.05,348.89,351.03,349.25,349.25,353.11,350.25,346.29,341.54,336.61,336.73,344.56,347.11,343.93,348.48,350.36,354.49,353.69,362.57,364.00,362.46,360.92,358.77,355.35,360.44,363.20,367.51,366.08,366.52,358.93,364.62,354.54,353.45,350.09,354.19,349.02,344.05,349.43,351.81,351.70,350.19,349.37,349.17,352.96,355.02,351.96,,L7
2000-05-08 22:05:56+00:00,307.52,309.29,312.38,,,,333.87,335.67,331.15,299.63,350.79,346.80,349.23,320.19,328.80,326.97,326.73,337.66,337.71,340.77,335.20,343.96,341.45,,342.02,344.43,342.70,349.96,353.79,347.88,349.94,352.87,307.90,348.33,341.35,332.67,347.79,347.37,341.89,339.11,347.08,338.44,305.19,352.94,353.03,359.24,355.57,353.62,346.22,338.19,349.73,338.69,348.23,349.16,249.01,349.21,346.96,345.02,,336.55,330.66,342.06,344.62,338.65,337.07,339.62,330.29,338.90,337.45,351.25,342.21,336.62,331.29,330.47,321.16,321.51,321.57,337.07,329.97,337.06,334.86,342.41,345.88,353.04,349.93,358.69,348.70,351.51,345.76,357.23,353.86,360.90,356.18,353.78,348.60,348.66,344.87,341.73,349.82,338.84,339.95,333.04,333.06,340.11,341.63,342.98,346.60,350.10,345.75,346.94,338.84,344.88,L7
2000-05-24 22:05:46+00:00,316.76,312.60,314.89,305.83,,,335.89,340.73,355.28,336.83,362.22,359.84,358.84,315.05,341.03,333.33,338.62,344.88,343.31,346.70,345.78,347.32,350.68,347.07,352.44,353.96,352.62,353.40,361.08,353.62,361.72,355.64,347.59,355.26,349.23,347.02,355.79,356.27,354.33,346.84,356.10,345.92,,361.98,358.11,365.37,358.37,358.04,348.71,,359.26,352.31,361.60,359.76,227.21,350.25,350.28,353.54,,354.02,346.81,348.15,348.45,354.40,347.61,345.00,342.47,343.17,340.85,348.13,344.58,345.56,341.16,339.99,334.06,333.49,337.72,344.74,343.72,344.31,345.47,349.48,360.65,352.31,357.08,359.97,345.51,353.87,355.92,361.48,360.12,361.44,359.36,354.50,357.40,357.15,356.58,353.74,349.11,,351.05,337.15,342.65,345.69,349.16,349.72,346.96,348.32,349.40,347.91,346.87,354.12,L7
2000-06-18 21:59:27+00:00,286.20,286.78,293.77,281.54,,,,,,,,334.68,345.19,,317.25,,,321.27,332.67,336.70,331.55,326.02,330.98,,,335.26,337.74,,342.40,340.26,348.96,,,345.55,334.42,336.83,341.62,,339.55,,343.81,,273.33,325.35,,344.86,,346.90,324.19,,341.16,331.48,347.35,347.75,,,339.40,340.54,,340.47,316.48,,308.09,328.81,,328.38,,335.55,310.90,339.93,,,328.83,330.23,,,,,332.92,,,,345.52,344.33,,354.34,,,344.07,351.28,,353.13,347.46,349.29,340.94,332.74,333.00,,340.71,,,324.66,330.56,329.91,336.86,333.90,340.72,341.21,344.23,343.68,335.10,351.83,L7
2000-07-11 22:05:17+00:00,295.46,299.10,296.39,289.30,,,314.02,310.50,330.00,329.36,332.41,338.70,343.97,304.11,326.40,316.62,312.02,322.38,327.63,326.16,324.10,331.51,342.01,,346.16,349.66,345.05,,346.58,347.32,352.11,341.06,333.22,336.20,333.27,334.33,346.28,348.98,346.92,342.66,351.59,340.45,291.74,342.27,349.35,349.45,,348.56,336.82,,337.37,337.72,344.04,344.83,191.23,332.44,346.27,344.23,,332.96,323.80,,331.53,330.18,313.36,326.50,317.57,321.82,312.95,331.83,323.76,318.24,323.06,323.87,314.83,310.08,314.28,331.48,326.57,331.36,335.20,341.21,352.21,347.91,335.76,347.38,346.52,343.30,350.57,350.27,354.75,367.11,359.78,357.18,348.69,335.76,341.75,342.45,343.10,335.04,328.13,328.20,330.92,333.87,336.07,335.81,335.19,336.43,340.62,346.14,338.67,347.49,L7
2000-08-05 21:58:44+00:00,309.69,320.55,311.82,310.02,,,333.51,325.55,335.71,,346.99,352.00,353.62,313.37,336.21,335.69,327.81,330.44,337.18,333.87,334.22,338.50,338.32,,350.19,346.24,354.61,,359.45,356.88,362.16,358.42,347.68,350.07,345.19,344.46,347.47,344.41,351.70,340.37,345.97,337.26,321.56,353.09,349.03,352.42,,358.60,340.66,343.53,353.08,348.05,353.57,354.64,246.75,336.71,344.66,347.94,329.11,348.49,338.89,,336.26,342.78,319.39,335.82,329.85,335.02,326.77,342.12,335.33,332.02,330.12,330.77,322.18,326.13,326.09,335.36,342.83,340.46,346.24,351.85,356.12,352.57,355.03,364.08,358.93,358.33,357.44,359.89,360.23,368.61,364.92,361.39,363.65,348.92,345.95,340.89,355.81,,337.32,333.46,340.06,343.28,346.46,345.30,349.53,348.87,342.15,346.34,334.73,354.14,L7
2000-08-12 22:04:53+00:00,,327.83,327.75,326.33,325.27,324.58,328.47,331.93,336.89,333.11,333.76,339.56,344.48,326.28,333.94,338.77,335.63,332.09,334.90,341.49,341.73,334.54,345.77,331.61,350.02,347.98,347.83,346.90,352.61,352.75,357.31,356.68,348.77,344.87,346.95,344.29,351.58,354.82,353.20,354.86,355.19,349.88,338.21,341.35,346.65,349.20,354.55,343.02,336.62,342.54,347.10,344.84,350.53,353.47,332.78,339.77,347.61,343.48,339.41,341.98,337.13,339.75,341.01,338.39,336.29,333.22,333.26,331.57,333.28,339.11,337.66,331.83,334.42,334.29,328.61,329.36,335.45,336.73,334.97,336.69,335.74,341.97,342.92,345.69,352.69,353.20,353.04,353.64,354.78,350.71,351.73,359.35,358.72,353.62,353.18,349.70,344.51,342.62,338.25,341.67,334.84,333.45,331.29,342.81,342.13,343.45,343.23,343.49,342.98,343.47,337.88,348.81,L7
2000-09-06 21:58:22+00:00,324.80,338.04,340.48,331.34,338.61,340.63,337.30,343.50,344.83,343.28,349.46,349.67,350.02,340.07,349.65,350.72,346.31,343.15,341.18,340.18,349.93,352.08,347.49,352.26,354.32,350.76,351.50,355.71,357.03,353.02,349.44,356.93,350.50,346.84,354.01,354.50,357.66,357.63,355.10,354.52,356.02,357.96,360.70,362.01,360.00,361.64,353.20,358.70,347.65,357.06,356.53,355.18,354.79,361.76,358.32,352.28,351.48,347.12,338.59,346.04,347.32,342.46,344.10,344.74,345.13,343.44,338.04,338.19,342.63,351.03,346.89,338.94,334.69,337.29,335.05,337.96,339.71,339.49,343.69,342.36,343.72,347.31,354.83,351.66,352.64,360.13,356.40,361.78,362.37,355.82,358.27,363.28,358.64,354.71,357.78,355.81,358.49,363.73,359.01,345.03,347.06,339.94,345.74,343.89,345.05,348.35,350.03,347.85,348.07,351.83,334.54,344.62,L7
2000-10-08 21:58:00+00:00,340.16,346.74,341.60,340.23,335.54,333.67,332.41,338.82,339.77,342.63,345.47,350.37,349.52,347.84,349.33,356.74,352.08,344.02,345.26,351.47,350.44,347.54,347.90,346.17,349.78,350.03,353.23,350.92,352.96,355.23,357.15,356.32,352.16,350.90,354.84,355.76,355.39,359.44,360.47,356.50,355.02,354.80,356.55,359.55,360.12,362.74,357.66,354.20,347.83,353.87,354.27,354.77,356.67,359.77,349.73,349.63,347.70,347.30,346.04,349.55,343.13,345.77,344.79,348.57,346.38,342.40,340.84,340.90,344.94,349.37,348.06,339.44,339.77,343.27,340.91,345.70,345.78,347.34,346.06,345.22,349.67,352.45,355.74,356.29,363.33,366.39,362.50,360.51,351.21,357.32,355.54,359.87,350.72,359.43,357.27,357.12,354.25,353.62,348.09,350.73,350.29,345.75,343.90,342.96,343.78,343.69,344.25,347.50,348.55,347.96,341.13,350.57,L7
2000-10-15 22:03:56+00:00,338.60,344.44,339.92,331.14,331.76,331.98,334.11,337.88,343.55,335.68,338.41,344.61,347.27,341.41,341.96,340.63,344.50,343.06,344.65,343.77,339.36,344.73,343.76,339.50,345.62,344.70,346.40,345.75,345.12,351.27,351.62,351.00,340.07,343.63,344.27,341.39,345.79,350.77,356.57,352.73,352.21,350.93,352.22,354.76,347.74,356.76,356.94,352.93,343.50,341.05,345.63,349.09,355.69,356.18,344.28,347.73,345.91,341.89,336.47,343.43,339.44,335.82,341.28,336.72,337.29,338.42,338.14,343.88,343.34,344.48,340.22,338.80,329.50,332.21,324.83,335.90,335.06,337.30,335.89,331.50,337.64,342.61,348.89,350.05,351.11,357.27,359.43,357.27,355.66,354.03,354.37,357.03,353.83,353.81,350.93,348.03,344.19,347.91,343.14,346.35,348.89,339.33,340.10,341.68,342.89,,,,,,,,L7
2000-11-09 21:57:57+00:00,350.43,349.44,344.56,344.51,339.57,339.22,339.45,347.99,345.85,347.62,342.72,346.46,350.92,349.17,350.21,356.93,355.40,360.27,356.81,354.63,355.22,354.12,357.92,355.58,358.58,354.78,352.49,355.24,356.80,361.79,364.56,362.37,353.80,357.31,355.26,355.05,361.13,365.05,365.43,361.48,360.86,359.78,361.49,361.52,358.77,358.27,364.08,356.72,351.55,352.60,354.95,356.02,359.48,360.24,345.33,347.64,353.36,350.19,343.07,348.25,349.99,350.87,350.47,346.11,342.53,341.26,339.81,344.62,348.61,350.47,350.66,344.80,343.83,346.22,341.87,345.63,344.28,347.36,342.85,347.86,347.20,354.51,356.10,364.92,366.52,367.83,364.72,363.30,361.48,356.63,360.73,364.13,364.81,369.56,365.55,363.74,358.16,356.81,348.20,354.86,350.15,346.09,347.58,354.75,356.51,356.59,356.99,351.70,350.83,350.37,346.49,,L7
2000-11-25 21:57:58+00:00,346.18,345.83,340.71,340.72,335.42,333.63,334.25,337.05,336.95,339.51,336.65,337.50,344.08,337.90,344.09,346.42,346.84,347.74,345.21,348.58,344.28,346.80,348.54,345.35,346.58,347.53,345.01,346.09,347.60,350.31,353.82,354.38,344.81,346.48,343.14,344.17,349.37,352.56,355.64,354.30,354.17,353.93,351.81,351.75,349.14,349.49,355.65,347.14,342.16,338.57,344.81,340.27,344.01,350.20,335.06,340.19,343.33,342.70,338.62,343.50,341.29,342.00,,,,,,,,,,,,,,,,,,,,,,,,356.61,356.50,355.42,348.70,348.89,351.87,348.75,349.96,357.84,348.50,348.23,344.33,344.78,334.56,342.99,341.43,335.57,341.17,343.85,342.82,343.00,343.36,341.05,338.36,339.55,334.45,,L7
2000-12-18 22:04:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,359.40,361.40,356.79,359.25,365.25,363.53,364.56,352.90,352.61,354.17,355.55,360.79,361.64,369.31,363.27,361.34,363.38,364.88,362.10,361.25,362.41,364.51,363.98,353.17,358.52,359.39,355.33,356.62,351.65,368.78,366.74,357.33,351.20,349.81,353.07,351.20,354.19,352.73,353.29,355.85,353.00,349.51,351.13,352.64,355.90,352.44,348.94,339.68,338.75,334.41,340.75,339.68,338.28,345.71,345.81,347.54,347.77,360.34,355.63,361.49,365.37,364.47,366.27,365.21,364.15,365.80,365.53,362.88,355.81,347.48,349.26,355.18,362.07,364.44,354.48,351.62,343.64,348.75,349.14,351.67,351.68,346.98,343.68,348.16,355.11,336.14,354.88,L7
2001-01-28 21:58:08+00:00,,,,,,,,,,,352.30,349.08,348.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-04-18 21:57:44+00:00,350.21,349.55,347.64,346.79,344.66,343.94,343.13,346.67,348.79,346.30,346.11,346.33,352.21,346.94,353.26,351.15,355.30,354.29,357.01,357.34,354.91,351.82,353.85,346.45,348.04,348.91,349.53,352.24,352.52,353.21,356.92,355.77,348.45,349.86,348.60,349.31,352.74,349.87,352.65,352.30,355.11,354.29,361.00,355.16,354.67,358.65,357.14,351.10,342.44,347.23,350.49,345.19,358.74,358.02,352.15,350.39,349.57,346.99,341.34,344.00,340.55,344.40,342.86,345.73,340.10,343.53,341.78,340.60,345.01,347.24,348.63,343.12,340.18,339.20,335.00,336.77,338.78,345.04,341.73,339.22,336.16,342.48,341.84,341.06,355.07,358.41,362.74,363.72,361.98,365.99,362.31,369.31,,371.48,360.73,351.04,347.91,350.23,339.65,343.80,349.37,343.25,345.91,350.23,351.30,349.98,350.80,350.02,353.20,359.67,348.71,362.67,L7
2001-05-20 21:57:28+00:00,,,288.37,,,,327.15,,336.80,324.70,325.29,333.82,340.31,,325.73,323.22,328.84,338.00,342.99,343.70,343.32,332.88,340.34,330.73,337.19,340.20,334.19,337.77,341.75,345.19,345.31,339.09,336.61,337.48,327.64,334.92,344.25,345.04,338.91,336.78,346.66,,,335.78,338.93,342.00,,340.95,323.03,,341.56,334.58,344.25,348.81,,329.33,341.04,344.22,,333.24,,331.40,327.26,335.88,,330.56,313.42,332.02,326.59,335.60,328.59,327.73,331.26,323.52,313.02,,325.08,332.78,325.54,,,,344.33,338.88,351.67,345.29,,346.76,348.04,346.37,349.28,357.83,356.39,350.59,343.87,339.21,339.84,343.12,334.13,,327.56,326.89,330.92,335.19,334.74,341.08,339.07,339.97,341.05,343.82,335.29,348.99,L7
2001-06-05 21:57:16+00:00,,,290.31,279.20,,,332.63,,338.10,,,,,,,,,,,,,,,,,348.40,,,,,,,,,,,,,,,,,,,,345.98,355.14,351.96,346.18,,350.47,348.70,358.03,361.73,337.14,335.34,348.87,351.24,345.46,352.05,344.09,347.95,343.94,342.05,341.09,338.20,334.89,340.87,344.65,347.40,347.19,343.61,339.45,338.03,328.46,334.39,338.13,340.48,335.59,338.47,338.41,343.90,350.90,357.56,356.06,359.93,357.19,357.77,,,,,,,,,,,,,,,,,,,,342.90,350.20,349.59,344.89,,L7
