dates,nzd0350-0000,nzd0350-0001,nzd0350-0002,nzd0350-0003,nzd0350-0004,nzd0350-0005,nzd0350-0006,nzd0350-0007,nzd0350-0008,nzd0350-0009,nzd0350-0010,nzd0350-0011,nzd0350-0012,nzd0350-0013,nzd0350-0014,nzd0350-0015,nzd0350-0016,nzd0350-0017,satname
1999-08-03 22:00:08+00:00,,,,350.74,,,,,,,333.48,331.56,334.39,335.45,342.59,342.71,349.03,348.45,L7
1999-08-28 21:53:59+00:00,369.26,350.80,353.46,356.65,363.69,352.68,351.04,353.04,343.64,341.44,338.07,338.29,334.05,335.93,347.60,350.41,359.76,364.24,L7
1999-09-29 21:54:04+00:00,360.28,353.26,352.95,354.84,352.55,349.48,342.00,343.50,345.14,339.72,342.57,342.72,343.38,340.75,352.23,350.78,356.61,364.68,L7
2000-01-26 22:00:02+00:00,388.32,355.38,349.81,355.63,351.67,352.07,338.81,338.21,339.80,326.37,333.99,338.23,338.10,338.99,341.91,342.08,345.71,353.63,L7
2000-02-27 21:59:52+00:00,364.64,361.86,349.82,346.68,349.32,355.19,348.55,341.94,344.76,339.65,338.20,344.15,347.38,344.99,348.95,348.21,356.30,357.93,L7
2000-03-14 21:59:47+00:00,357.61,347.49,340.83,343.80,344.38,347.98,342.80,335.46,337.52,334.67,333.19,328.32,331.73,,,,,,L7
2000-03-30 21:59:45+00:00,413.86,358.91,352.89,352.26,348.95,352.53,348.08,346.37,346.58,343.21,343.65,346.63,345.25,347.23,350.13,352.66,354.91,357.37,L7
2000-04-15 21:59:31+00:00,426.13,356.94,356.09,357.11,362.26,353.51,355.28,347.62,347.38,342.40,344.28,340.74,348.05,345.80,351.05,350.15,352.47,351.63,L7
2000-05-01 21:59:30+00:00,411.43,351.31,348.21,352.99,349.33,348.71,349.20,348.10,347.98,347.24,341.23,340.41,342.99,346.29,347.21,349.69,351.24,358.12,L7
2000-05-17 21:59:19+00:00,362.31,345.53,338.23,347.11,345.78,346.21,343.66,341.02,338.82,340.06,339.03,337.30,339.54,340.95,344.28,347.92,352.02,350.79,L7
2000-06-18 21:59:03+00:00,351.63,336.90,326.88,331.12,335.74,330.93,330.88,326.31,331.48,335.06,336.85,332.44,329.05,325.94,333.70,339.43,343.98,343.20,L7
2000-07-04 21:58:50+00:00,352.43,349.19,340.64,342.10,346.13,336.22,343.43,337.01,343.56,339.02,340.41,337.49,333.74,331.91,334.10,336.93,342.07,343.96,L7
2000-08-05 21:58:20+00:00,388.27,344.63,338.93,338.77,338.18,333.37,336.46,333.87,336.66,332.75,338.79,336.65,333.80,335.15,345.90,346.51,344.89,349.08,L7
2000-11-18 21:51:22+00:00,,333.88,331.58,335.05,333.17,334.18,329.87,324.55,317.99,314.37,315.09,313.07,317.59,308.87,322.16,321.50,331.97,332.86,L7
2000-11-25 21:57:34+00:00,412.04,352.64,347.59,350.66,352.59,341.93,349.43,337.41,339.76,340.19,338.52,337.31,338.72,341.77,345.83,349.24,352.40,358.19,L7
2000-12-04 21:51:22+00:00,365.07,360.73,352.67,359.47,356.46,354.27,357.88,339.32,346.13,340.35,345.37,344.77,344.64,341.42,342.14,346.91,350.92,360.58,L7
2000-12-20 21:51:28+00:00,382.95,353.55,354.57,354.58,358.67,349.83,357.55,342.08,347.61,341.82,345.09,343.78,341.09,339.95,339.03,339.91,346.96,353.42,L7
2001-01-05 21:51:28+00:00,380.33,372.55,360.91,358.25,362.69,364.67,360.57,347.62,355.91,355.30,349.52,351.58,349.79,350.38,351.75,352.76,356.98,365.71,L7
2001-02-06 21:51:26+00:00,377.27,352.33,352.66,354.58,355.17,352.51,352.09,349.07,346.11,346.31,341.69,338.15,343.08,346.66,345.50,345.84,348.41,355.83,L7
2001-03-10 21:51:22+00:00,382.80,358.77,359.13,364.04,363.86,362.57,357.34,354.26,357.89,355.68,351.57,344.52,345.68,346.58,346.01,349.08,353.20,357.92,L7
2001-03-17 21:57:28+00:00,411.99,363.01,350.06,354.48,353.63,355.41,353.36,355.68,354.52,351.25,350.43,352.43,350.05,350.22,350.14,352.09,353.46,361.72,L7
2001-04-11 21:51:09+00:00,,357.30,347.77,354.27,346.19,346.42,340.46,342.34,345.66,339.12,336.96,331.13,331.27,334.54,345.36,343.08,352.71,359.78,L7
2001-05-13 21:50:57+00:00,,358.86,344.19,348.40,347.98,345.12,349.03,,,,,347.01,344.53,340.92,346.27,343.97,,,L7
2001-05-20 21:57:04+00:00,403.12,351.43,343.04,351.43,349.28,346.32,345.67,345.15,344.20,349.18,344.54,341.28,340.58,343.40,340.43,342.78,344.66,349.88,L7
2001-08-24 21:56:00+00:00,403.71,348.32,346.63,345.13,345.99,351.48,338.13,339.24,336.59,329.48,333.37,335.93,331.19,333.64,335.83,340.48,341.46,344.61,L7
2001-09-02 21:49:41+00:00,396.29,350.64,356.38,355.31,355.09,349.28,348.78,339.87,337.34,339.54,338.48,335.51,335.05,331.51,332.30,334.18,340.81,351.82,L7
2001-09-18 21:49:29+00:00,402.64,356.93,360.28,361.33,362.52,351.12,353.93,343.88,345.74,346.41,342.71,342.43,344.00,344.81,342.89,344.40,348.55,360.13,L7
2001-11-05 21:49:26+00:00,,,,,,,,,,,331.93,334.02,335.26,328.17,333.43,324.71,337.07,348.70,L7
2001-12-30 21:55:49+00:00,396.92,349.30,346.76,349.32,346.75,346.55,345.06,334.21,333.83,334.50,325.39,322.99,323.38,320.54,319.59,320.03,329.90,340.60,L7
2002-05-07 21:56:03+00:00,397.64,351.42,345.35,349.55,342.83,341.83,334.96,322.74,320.24,325.50,328.52,320.99,326.30,321.26,321.68,325.24,329.60,332.30,L7
2002-06-24 21:55:40+00:00,367.46,348.86,351.15,342.75,338.87,334.95,337.76,322.29,328.07,332.77,328.02,317.41,333.91,334.39,337.09,340.32,346.47,355.21,L7
2002-07-10 21:55:37+00:00,396.95,342.17,344.18,349.84,331.51,330.65,322.40,315.55,318.93,323.10,323.76,311.60,310.85,301.17,305.72,321.75,334.73,,L7
2002-08-20 21:49:10+00:00,368.50,352.61,347.09,352.00,347.00,343.77,333.08,328.46,327.79,328.25,328.96,328.44,330.63,332.47,334.78,337.10,341.80,346.61,L7
2002-09-12 21:55:07+00:00,403.93,354.13,351.79,346.18,348.91,350.03,343.24,337.07,336.78,329.79,338.36,342.16,336.75,337.80,342.26,337.25,345.36,351.04,L7
2002-10-30 21:55:01+00:00,394.34,362.01,345.23,351.07,350.76,339.19,343.88,332.96,337.71,327.57,332.05,336.15,337.98,335.61,343.24,342.04,348.89,353.47,L7
2002-12-01 21:55:28+00:00,387.68,361.18,352.87,354.27,354.04,346.17,344.70,339.76,337.69,338.46,337.39,335.90,337.23,335.59,341.59,343.86,346.16,356.84,L7
2002-12-26 21:49:23+00:00,392.83,362.58,350.35,348.78,348.73,348.02,343.12,338.28,335.25,329.78,331.89,336.38,340.54,334.67,340.44,336.30,344.15,353.27,L7
2003-01-02 21:55:34+00:00,387.42,355.86,353.23,353.38,352.20,344.82,341.68,333.27,336.89,339.72,333.12,332.69,334.15,329.85,331.71,336.83,335.96,349.00,L7
2003-01-27 21:49:33+00:00,376.59,350.12,344.30,343.27,346.77,341.42,341.57,334.33,339.16,330.79,326.47,334.54,330.47,324.54,328.57,333.95,338.57,344.04,L7
2003-02-19 21:55:54+00:00,382.59,360.50,349.48,353.36,349.50,350.19,347.01,338.14,343.78,336.60,335.97,342.38,340.96,338.22,341.72,341.22,350.09,354.35,L7
2003-04-08 21:55:59+00:00,352.67,342.47,337.84,337.88,338.09,330.13,331.75,322.71,325.64,324.66,324.36,322.75,320.57,313.43,320.62,318.00,,,L7
2003-07-21 21:43:45+00:00,,,339.93,348.51,344.30,341.96,343.91,333.05,336.36,335.90,339.03,338.52,335.76,331.42,338.77,339.31,345.55,342.54,L5
2003-07-29 21:55:41+00:00,387.32,350.00,343.92,351.12,347.73,351.99,345.08,342.48,340.95,,,,,,,341.51,349.83,358.76,L7
2003-08-30 21:55:34+00:00,,,,,,,,,,,330.21,335.16,336.25,333.75,337.59,338.88,349.73,353.22,L7
2003-10-17 21:55:27+00:00,,,,,,,,,,344.41,345.22,344.61,345.59,344.22,350.19,,,,L7
2003-10-18 21:39:00+00:00,363.91,351.23,351.57,356.94,353.99,358.58,346.19,341.18,341.31,339.15,338.98,343.46,343.82,334.70,338.80,341.38,341.35,351.49,L5
2003-10-26 21:49:26+00:00,368.26,349.79,348.25,356.53,360.25,352.37,343.58,334.34,337.81,338.94,332.41,328.77,331.98,,,,,,L7
2003-11-18 21:55:51+00:00,,,,,,,,,,,,,,331.73,335.89,335.38,341.33,346.76,L7
2003-12-20 21:56:04+00:00,,,,,,,,,,,323.10,315.75,320.06,315.17,,,306.48,,L7
2003-12-21 21:39:43+00:00,401.77,355.41,353.94,359.92,360.32,354.62,352.97,343.12,349.03,340.59,331.65,328.76,328.89,328.75,330.63,332.08,339.94,354.22,L5
2004-02-23 21:40:02+00:00,393.39,348.68,345.34,349.54,346.68,348.61,338.72,336.93,340.50,329.55,332.28,335.36,332.34,331.09,333.27,333.05,339.32,340.18,L5
2004-03-18 21:50:19+00:00,,,,,,,,,336.76,330.76,329.06,333.79,333.64,328.71,331.51,328.89,340.47,344.99,L7
2004-04-02 21:46:30+00:00,419.00,357.33,359.13,355.85,360.70,343.94,341.09,336.34,340.63,335.04,331.38,333.59,332.94,333.94,336.40,340.73,344.84,351.77,L5
2004-04-03 21:50:18+00:00,372.05,353.52,353.47,351.18,356.71,343.38,,,,,,,,,,,344.39,343.30,L7
2004-04-10 21:56:26+00:00,388.17,351.81,342.81,337.73,342.96,339.35,336.11,331.73,334.84,322.98,,,,,,327.12,334.32,341.69,L7
2004-04-18 21:47:01+00:00,419.11,353.69,349.97,353.29,352.13,345.50,345.93,336.65,329.62,320.87,312.65,306.91,309.23,324.50,315.93,342.08,348.26,,L5
2004-05-12 21:56:25+00:00,,,,,342.94,340.12,338.69,,,,,,,,,,,,L7
2004-05-20 21:47:56+00:00,,353.69,344.74,348.30,354.17,349.14,348.95,,,,342.30,339.50,341.35,337.46,339.90,339.40,341.92,343.51,L5
