,dates,chi0308-0000,chi0308-0001,chi0308-0002,chi0308-0003,chi0308-0004,chi0308-0005,chi0308-0006,chi0308-0007,chi0308-0008,chi0308-0009,chi0308-0010,chi0308-0011,chi0308-0012,chi0308-0013,chi0308-0014,chi0308-0015,chi0308-0016,chi0308-0017,chi0308-0018,chi0308-0019,chi0308-0020,chi0308-0021,chi0308-0022,chi0308-0023,chi0308-0024,chi0308-0025,chi0308-0026,chi0308-0027,chi0308-0028,chi0308-0029,chi0308-0030,chi0308-0031,chi0308-0032
0,1985-01-25 14:04:03+00:00,181.78277440781108,192.6208887787708,206.9766105966084,208.75463629206342,191.14545199993154,181.60164961301882,193.46324400416026,193.47494039285897,199.06525410489274,199.1816037431683,,217.12848605792823,215.74870088042525,192.51894289497213,172.8334013931417,207.70006530320333,232.94904175157444,,198.2215397739863,199.10011550935184,,,221.28129247972683,218.49012522404269,205.80782870543254,197.48003833612023,187.94027756634264,183.6616680240806,191.47507985845283,186.20617553580104,177.6254238916912,207.016924121033,200.8467915506813
1,1986-01-28 14:00:46+00:00,172.0677885354324,177.72577674754555,181.1319993915831,175.52238688376352,181.44441425575346,199.08435379726154,194.8606194094949,186.15035088176262,185.2532002664673,186.06054186223236,170.99044829740527,203.5402574142593,185.70052830511247,166.27237867146084,176.379576542899,203.53187122187128,205.9417679365158,175.57057817323494,190.81856448706824,194.04086086215696,161.04504666176013,169.64223186190142,190.21868787104685,184.01168065523893,186.71851594258803,175.45428501887025,177.73138985666088,178.90812364576712,163.65468554080934,153.06748924899722,157.937348368662,190.32023406428956,186.7821237740427
2,1986-02-04 14:06:23+00:00,196.3769833754281,201.23044419717732,200.93575880879058,186.93456891348956,181.47171378071948,194.70380375634525,203.1913758192633,199.2930111691341,196.44791296932692,178.97804774127778,169.9624943503598,213.47660578852924,195.10001411120717,171.87386628738923,187.92339607966392,216.95573487703592,208.63337779682664,177.89793583371568,190.8702141041517,194.95534382003947,163.3103420785002,177.99282569276798,204.56985830069928,192.1352794650621,202.33445139462358,189.60796357343537,194.7761051135831,189.52374091173482,178.99906605190722,161.08104873083886,162.2376359689154,203.84491750837987,191.94031591417263
3,1986-03-01 14:00:01+00:00,197.8200762731641,192.52508857539533,200.0577029228444,208.7830591718412,170.47289632853662,184.90078848032243,213.6807733431654,200.6926270155085,195.39210751391886,197.8545279300239,172.73902033815543,200.94570499181523,185.56726850249697,164.06403810206186,206.06552584786496,224.419992148634,222.03476694232756,190.9917887133645,177.33461413178966,201.24574924989128,161.8610773542619,179.8754306776654,198.12862736461852,193.74776480957627,194.86695226214277,191.94888123285142,184.31563785736986,189.20221480051205,174.93566580310653,160.58823434502148,166.83647908819492,202.16501797642906,195.11621539966382
4,1986-04-02 13:59:23+00:00,210.9830450896574,200.9877809223595,206.73431947045069,220.73557736559715,194.9441281273185,163.30099697260056,175.5579884367725,207.0888597375328,201.53347432500357,189.33748631915523,183.95074263634518,203.17506565368254,174.17923680515804,161.99125434311225,189.7135481301092,231.09383446642533,219.83217402545085,197.06958290292732,174.49674312210547,192.2967489291303,199.90085870751494,182.30244119546384,168.83819722990697,187.793397109453,200.09383256928305,198.37239612249394,202.19541340814692,199.75744858613916,183.02802315796893,174.70291652750848,167.07212829118285,204.69663055086556,205.4090373704528
5,1986-05-04 13:58:38+00:00,,,,,,,,,,,,109.26973549039076,117.8952174110849,138.25733548086498,160.2343786367915,197.51272245590806,198.28790134724053,191.98884482273502,181.01450495564163,161.16406899732934,167.79558173919528,171.78320398035112,174.98191737566478,173.84726045054057,171.3411889946665,154.84112560270339,152.8483992891049,156.91323351951388,142.89184145526696,134.88541860961442,124.94693440382257,192.16190722872904,187.07307840237013
6,1986-06-05 13:57:43+00:00,,,,,,,,,,,,106.71087120298901,128.88333606116873,149.5644604076577,,199.81943550694834,197.64025705626543,189.86577941481158,178.9202927415602,,165.64140116452967,171.5394725361116,179.32760404710527,174.94743620366327,179.21933621687387,152.24752675092805,142.01521141728992,148.1151461948033,139.3782726403013,134.63479540827444,128.76362708465462,197.1210191452564,
7,1986-07-30 14:02:04+00:00,,,,,,,,,,,,86.42773290542452,95.87888035929437,130.29049598523727,159.3844073550415,197.88282339094113,183.07955694379476,191.14698720750667,179.73084320222114,,171.6585946794853,181.692303874583,208.62221417841278,192.22703309629247,179.13371110390608,174.25987369573843,164.52555027511178,154.56084805574147,145.7544435527229,141.31597039328355,,,
8,1986-08-31 14:00:29+00:00,187.05186635697305,168.83053414400575,,,,,,,,,158.96529323010492,121.99127677024798,129.0222361988695,167.49963622044555,184.22161744185814,200.95981301435273,202.3822740656245,191.49929164793178,186.43416480068993,195.04292046617854,184.09685164579827,193.80600877140293,198.44229419299097,190.95257374782213,188.6390576834949,180.19255957625722,175.78753192848137,159.56915212327695,147.82684529170677,154.95707832284302,159.34322769417963,202.50553312131083,194.70374048057124
9,1986-10-11 13:53:23+00:00,189.43945422261507,181.82912953702956,173.02424969408216,177.51675965333956,174.0276889565184,178.63988968737692,180.47035383234913,165.88256309277372,176.14149139194046,171.87784152081394,171.56667643011357,,183.6938087697204,168.20456022402374,191.31267770211562,187.04250393256166,181.10824968238455,197.40572349557806,169.73190888779013,192.29509238242474,188.11781997627543,202.4020030538489,201.23931905389554,189.39639870863462,186.67038038770906,178.19432394379552,171.59158672862668,165.84162145047267,151.56506884442558,157.21491536721615,162.22674035493085,196.08215402682734,190.16357282434095
10,1986-11-03 13:58:22+00:00,206.33427825434367,189.59587137462503,200.1719575822854,206.4163273920183,208.0255358853559,211.97475601678943,201.41287384611684,204.80280547303525,187.39322294135906,206.75288172771795,196.98642171041163,,207.93781769116254,191.1052419730606,198.33682031620447,211.0104014868296,199.59963837134262,203.50520623713348,204.6107457995137,199.57097164585363,203.86476841462385,203.1324430452004,206.89143674804862,197.50848143754587,196.98642089366544,193.16918675821,183.48694897397704,181.17628339710896,172.32712370738923,165.6501545095945,172.58353090104816,218.34650765129678,210.82445109035362
11,1986-11-28 13:51:58+00:00,,,,,,171.67771007485243,177.857010147809,180.13396688409364,164.53266341275838,177.06894373910498,182.09872044833816,163.7202627005433,185.52406928050289,175.88207025594997,174.05397743753858,186.856580366062,177.68487848335727,189.61364412476544,198.01093721837017,174.50167374564668,183.94443162808537,189.45438585587036,182.66424000324955,176.26768462947535,166.72401135297534,167.54429829140486,170.15143643192388,149.9275189735632,157.44711881554207,151.2405647033484,145.84446976169735,198.26262643660405,186.4765500601592
12,1986-12-14 13:52:25+00:00,,,,,,,192.06521443037494,196.41860630976208,175.37715734990473,189.5844033678385,193.81719444378425,174.2558668554575,205.14901479911498,190.83857488826447,181.96866272687788,192.1039500131261,184.37574448777116,204.3224204428921,200.66355446457132,189.11702768253474,192.81875344548746,189.1562191006669,190.30157840213602,184.23992586374365,170.07378480757362,177.9524503712479,178.7614807191038,171.94288526159193,162.87369390235077,160.4835608274444,156.01518552941226,202.44037667011344,188.28817178331562
