dates,nzd0580-0000,nzd0580-0001,nzd0580-0002,nzd0580-0003,nzd0580-0004,nzd0580-0005,nzd0580-0006,nzd0580-0007,nzd0580-0008,nzd0580-0009,satname
1999-08-26 22:06:44+00:00,639.07,633.80,,175.20,200.13,203.49,,,,764.00,L7
1999-09-04 22:00:33+00:00,647.95,666.24,,180.80,190.07,216.73,179.65,214.74,,775.86,L7
1999-09-27 22:06:48+00:00,647.82,659.14,236.99,217.41,205.34,209.97,176.59,194.56,633.10,766.10,L7
1999-12-16 22:06:45+00:00,658.54,677.95,221.21,207.74,209.22,209.76,194.83,225.91,663.82,777.39,L7
2000-01-26 22:00:26+00:00,655.98,670.66,235.40,215.81,204.78,223.13,199.96,230.34,658.77,778.26,L7
2000-02-11 22:00:21+00:00,656.54,672.91,222.86,223.83,208.69,229.76,196.50,225.88,652.75,776.99,L7
2000-02-27 22:00:16+00:00,652.29,667.52,227.74,219.80,205.33,228.91,189.63,220.93,650.35,772.81,L7
2000-03-14 22:00:11+00:00,652.30,663.40,206.40,204.94,205.49,214.94,189.73,215.18,666.52,775.11,L7
2000-03-30 22:00:09+00:00,646.56,658.06,177.66,182.98,199.53,214.09,166.38,194.52,667.28,769.40,L7
2000-05-01 21:59:54+00:00,635.23,642.24,167.84,179.58,205.45,204.84,150.08,,779.99,765.73,L7
2000-05-08 22:05:56+00:00,,663.58,,,,,,,766.40,764.92,L7
2000-05-24 22:05:46+00:00,,774.60,178.06,177.12,143.87,210.12,165.80,196.76,786.38,212.72,L7
2000-06-02 21:59:31+00:00,,774.77,150.63,159.64,,195.53,128.64,225.72,778.73,217.09,L7
2000-06-18 21:59:27+00:00,,786.65,154.10,165.08,,,134.33,156.69,783.13,218.32,L7
2000-07-11 22:05:17+00:00,,790.11,166.07,179.81,128.62,204.02,162.79,178.93,784.20,205.09,L7
2000-07-27 22:05:00+00:00,644.98,660.64,164.55,184.43,164.57,198.52,157.01,167.55,781.21,,L7
2000-08-05 21:58:44+00:00,,665.31,187.00,182.87,178.51,206.14,182.38,,752.54,,L7
2000-08-12 22:04:53+00:00,642.27,659.06,168.06,184.90,192.62,205.40,147.23,169.60,781.74,,L7
2000-11-09 21:57:57+00:00,633.59,615.68,,,,242.75,,,,231.04,L7
2000-11-25 21:57:58+00:00,638.30,642.96,247.08,221.37,208.75,234.15,198.06,190.89,623.42,759.12,L7
2000-12-11 21:58:00+00:00,635.37,644.76,231.34,222.23,219.18,237.32,219.40,192.42,613.80,757.61,L7
2001-01-28 21:58:08+00:00,651.62,666.08,228.27,224.04,214.88,234.75,201.32,218.02,650.02,771.03,L7
2001-04-09 22:03:53+00:00,647.44,662.91,184.54,190.42,196.08,213.88,167.42,187.99,650.49,767.38,L7
2001-06-05 21:57:16+00:00,618.47,,156.56,152.24,,194.44,123.72,,,,L7
2001-07-07 21:57:00+00:00,,,164.05,158.39,,,137.17,167.67,,,L7
2001-07-14 22:03:09+00:00,,,173.38,158.12,,197.39,,193.86,,,L7
2001-08-15 22:02:38+00:00,633.78,649.58,182.52,203.47,223.89,225.40,167.18,217.05,,768.92,L7
2001-09-25 21:56:04+00:00,653.93,665.02,203.94,188.78,196.80,218.28,190.56,223.50,656.55,775.50,L7
2001-10-02 22:02:04+00:00,642.64,655.46,248.83,223.26,209.08,227.01,215.71,233.03,623.72,763.38,L7
2001-10-18 22:02:06+00:00,648.18,666.12,214.83,204.61,207.84,220.20,170.24,180.39,640.52,764.77,L7
2001-12-14 21:56:17+00:00,638.73,649.66,218.95,209.67,215.50,231.57,204.00,197.51,631.29,758.38,L7
2001-12-30 21:56:13+00:00,640.13,655.45,217.74,217.86,213.75,225.81,180.93,179.45,637.76,758.77,L7
2002-01-22 22:02:40+00:00,667.34,680.22,225.52,213.83,222.67,229.61,192.23,210.98,653.35,774.53,L7
2002-03-20 21:56:24+00:00,650.84,667.80,204.54,197.85,198.91,214.95,193.57,219.01,664.89,775.19,L7
2002-05-07 21:56:27+00:00,635.12,653.02,171.53,187.29,206.03,209.26,164.62,204.28,,755.06,L7
2002-05-30 22:02:25+00:00,640.99,658.35,173.18,161.05,170.04,212.28,157.81,193.72,,,L7
2002-06-15 22:02:19+00:00,,,159.60,147.83,,193.82,159.98,192.32,,,L7
2002-07-17 22:02:08+00:00,,,,,,240.92,,,661.12,,L7
2002-08-02 22:02:01+00:00,649.79,663.88,165.69,166.20,140.42,213.49,169.86,195.29,,777.25,L7
2002-09-03 22:01:48+00:00,650.48,661.91,164.92,189.34,204.63,207.23,174.29,203.56,690.18,771.17,L7
2002-09-19 22:01:34+00:00,645.49,654.58,247.95,,213.92,234.07,194.30,213.59,670.93,765.40,L7
2002-10-14 21:55:19+00:00,652.46,664.66,218.87,227.14,213.94,230.65,203.76,226.17,651.03,773.61,L7
2002-10-21 22:01:36+00:00,645.98,664.29,249.64,220.63,210.79,229.11,184.16,190.95,624.49,762.14,L7
2002-10-30 21:55:25+00:00,653.78,665.62,228.94,223.38,219.27,228.81,199.69,224.29,652.24,772.75,L7
2002-11-06 22:01:41+00:00,650.91,665.54,221.34,212.02,213.51,223.30,179.44,183.26,644.06,764.05,L7
2002-11-22 22:01:57+00:00,654.36,670.17,227.18,223.30,215.55,229.26,184.93,197.58,642.12,767.86,L7
2002-12-24 22:02:09+00:00,664.33,682.51,222.10,212.51,208.27,220.12,184.70,215.73,663.96,776.07,L7
2003-01-18 21:56:06+00:00,642.33,652.25,220.25,218.53,222.29,230.90,193.08,195.02,639.12,760.13,L7
2003-02-10 22:02:28+00:00,661.12,674.91,231.04,228.09,215.32,232.05,188.38,208.44,636.91,771.88,L7
2003-02-19 21:56:18+00:00,650.74,659.31,213.74,222.82,207.86,227.72,190.36,209.39,647.35,767.96,L7
2003-03-23 21:56:16+00:00,655.87,670.53,196.03,183.40,206.15,221.62,190.45,214.72,663.33,779.15,L7
2003-04-08 21:56:23+00:00,651.79,667.48,188.33,187.98,196.45,215.98,177.68,200.48,676.64,777.73,L7
2003-04-15 22:02:33+00:00,628.13,,,180.93,193.13,,,,,760.56,L7
2003-05-10 21:56:22+00:00,642.02,655.83,175.98,177.73,175.75,202.87,173.15,201.89,,776.63,L7
2003-07-20 22:02:20+00:00,,,165.86,149.07,,188.18,,201.09,,,L7
2003-07-21 21:44:09+00:00,,,,,,,,187.72,,,L5
2003-08-22 21:44:43+00:00,,655.03,169.26,176.51,182.23,213.96,162.00,209.01,682.09,780.34,L5
2003-08-30 21:55:58+00:00,644.08,658.21,179.31,187.60,211.52,210.29,168.97,198.63,690.42,772.19,L7
2003-09-14 21:51:18+00:00,,666.42,189.14,185.21,196.44,216.14,176.54,202.06,664.61,796.51,L5
2003-10-16 21:51:43+00:00,,679.08,217.07,203.14,196.71,217.74,185.42,213.58,647.89,799.27,L5
2003-10-17 21:55:51+00:00,656.20,668.21,216.96,218.82,199.23,221.84,194.16,225.15,655.78,775.20,L7
2003-11-18 21:56:15+00:00,655.24,671.18,232.16,220.89,224.84,229.25,198.98,220.55,655.61,773.44,L7
2003-12-03 21:52:19+00:00,657.18,669.45,217.66,216.65,207.04,224.05,184.94,194.93,649.90,790.28,L5
2003-12-11 22:02:33+00:00,660.27,671.44,230.85,230.12,222.84,239.73,201.66,209.88,628.48,,L7
2003-12-12 21:46:09+00:00,,,226.06,212.77,209.03,,,,651.96,794.63,L5
2003-12-20 21:56:28+00:00,641.80,658.30,220.36,216.82,220.02,230.46,190.75,196.80,642.89,762.35,L7
2003-12-27 22:02:42+00:00,,,234.04,222.91,208.30,224.82,190.94,214.76,652.19,776.50,L7
2004-02-13 22:02:55+00:00,684.33,682.44,221.80,210.34,206.27,221.89,184.69,211.03,653.37,776.41,L7
2004-03-25 21:56:54+00:00,646.26,665.35,189.16,188.29,205.31,219.16,183.78,208.54,663.21,774.22,L7
2004-04-01 22:03:04+00:00,648.25,664.92,177.63,179.06,193.91,212.62,163.24,186.03,650.74,768.34,L7
