,dates,jap0045-0000,jap0045-0001,jap0045-0002,jap0045-0003,jap0045-0004,jap0045-0005,jap0045-0006,jap0045-0007,jap0045-0008,jap0045-0009,jap0045-0010,jap0045-0011,jap0045-0012,jap0045-0013,jap0045-0014,jap0045-0015,jap0045-0016,jap0045-0017,jap0045-0018,jap0045-0019,jap0045-0020,jap0045-0021,jap0045-0022,jap0045-0023
0,1984-04-17 00:47:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-06-20 00:48:23+00:00,100.75413035650269,134.32683768799876,143.10170711026183,145.23215317344255,154.60248078563507,149.51088131641652,,,,,,,,,,,,,,,,,,
2,1984-08-07 00:49:31+00:00,,119.68867709532577,132.7220291452477,141.78400596706135,148.0140476077114,140.13047188892006,140.03175747521493,134.8346677971353,139.7661910164719,129.06186699838173,129.62489456384407,121.21675123165328,123.93743992752378,122.896931158954,133.42238186933156,134.03379745037043,146.95820347137305,137.96667144573468,136.98745279378738,134.5542449016642,138.7508326287291,134.72151289797162,138.94920227306469,133.9798220545619
3,1984-10-10 00:50:07+00:00,118.47667663162801,133.0254853037054,136.8811743325581,142.18037243664665,146.10028139444023,145.51878235497333,144.63436373403692,141.51519070547542,143.19617565396226,136.17257747459922,134.97221883367382,134.38479678025826,133.09949837324302,136.48151869278865,137.74548841601913,146.8600612809314,152.22443890023533,140.13879008619696,139.81301170327598,133.09397603325402,138.1090926307528,142.26948171956857,140.0715660123428,140.71083636207297
4,1985-01-14 00:50:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-09-11 00:49:21+00:00,,159.8384432020136,160.99564425627145,144.94863544345347,,,,,,,,,,,,,,142.00743169546695,136.70991129205407,136.6997444836615,137.49380250602854,135.77069975373746,142.21243396740923,144.37697511178766
6,1985-09-27 00:49:10+00:00,140.07185226273714,174.90740292517904,171.26583878640685,163.91122686944902,163.05758886876595,155.85251533377243,150.74496506372756,147.06868615405835,147.22382382302158,142.4563540197203,137.57247257424396,137.57400918551525,136.0130726561393,143.44194945230956,144.8184295170079,154.28927208957796,159.6147092998582,157.872002632115,151.47081081376473,153.18110917658169,150.4928268491118,151.23479822547748,151.920299768546,156.7591694382279
7,1985-10-29 00:48:48+00:00,126.50598545869082,173.9526201337366,172.32040669768705,167.76827180205595,165.148199046378,165.56773284848794,155.36816755114648,155.47714525870572,153.0523284666903,153.70673736926815,147.5149118235098,148.29883420567717,142.8185156078916,150.06060005099587,153.28273864935227,160.38722239405237,165.5269455617149,165.57443249832087,159.68246373782262,158.87088825670628,164.2751917651715,158.4269636552317,157.8147138200095,150.35591500729254
8,1986-01-17 00:47:21+00:00,,,,,,,,,,,,,,,,,,,,111.8294293412957,110.48510477239628,110.24401661431021,166.11941889568246,
9,1986-06-10 00:43:56+00:00,,156.24882575299853,153.19748413155781,152.660865540404,164.31330628639142,160.79084089289051,155.91947622073948,146.08202122488566,147.54034004325794,140.59606011812656,141.07559022911846,138.17614312026876,140.99350560765026,141.56742012269686,147.65365412735645,151.92003631824966,163.03427975745558,152.89088916649823,153.3588058893761,147.21376782424,149.28711837423182,144.32999457375195,144.69370389902528,142.20949840566226
10,1986-06-26 00:43:25+00:00,155.18121819560258,142.42749442415277,142.94730490781717,146.32544103865695,157.26101329084287,151.90941194416948,147.0117484678973,139.25977486835018,143.02880577246054,136.00392534033477,136.64981209182588,130.00230695757872,132.1926875387358,134.5983483959691,143.9099141649931,144.00373715564723,154.98653451553685,145.67424596507954,145.5207488599672,140.01457114410098,144.13335868386514,134.36170012890335,141.3386316709643,141.25571682820822
11,1986-08-13 00:41:45+00:00,136.61999151892906,140.25358915073693,142.09726710441663,148.0762986692472,154.07975871490564,149.79058255500632,146.44853663067198,139.90590353470526,143.94057957074588,136.3370975980586,136.89076679112043,130.1786586696497,134.5702195319529,137.29977741232437,142.80532456030005,143.5835010716639,155.1320487447386,146.81302218993054,145.39945303684146,141.98685757300862,144.99616126093238,143.11682299521033,144.50390091480932,143.11025258396074
12,1987-03-25 00:42:14+00:00,,,,,,,,,,,,,,,,,,138.635265035656,143.37998627629253,141.42606878497725,148.14890203333357,146.535565587554,143.21272704720784,139.9799078794088
13,1987-05-28 00:44:09+00:00,,,153.52445558244705,151.73558446965927,162.5429648969656,157.05373979723274,153.45242189961218,146.45496585117542,149.3447539742301,142.70170985885508,142.243413762919,141.73114916495814,144.12879369871993,144.5881920936642,150.57499127846282,155.96513047144225,164.52720385892977,157.38287385025689,154.55962524460676,148.44879475299336,147.7972698499294,143.8380635761276,143.97515540040527,139.79096309106154
14,1987-12-22 00:48:40+00:00,,,,,,,,,,,,,,,184.5075872217535,,192.78101843007155,,,,,122.55692852508503,,172.8174840123951
15,1988-02-24 00:49:44+00:00,,,156.94459854426174,140.4471064106918,150.00572892281193,,,,,,,,,,,,,,,,,,,
16,1988-10-05 00:50:39+00:00,149.63509148250512,156.16245208590215,163.30178056439792,160.60805396788408,176.82203732361157,159.02355009333445,152.85094398892915,144.91118777700598,149.28743742929132,141.1141096834004,142.38956685638888,139.9709661452742,142.5983221995494,143.03172846745917,148.49416019517957,154.1223444065373,164.4009394843082,154.34947218741092,155.88641206029547,150.90368310511053,152.29983099495703,153.15471029252026,153.58850481298086,156.89267575023166
17,1988-10-21 00:50:33+00:00,136.21010727292145,113.45702020821882,133.86089988298414,150.66408104825285,174.42470772011126,163.8294387559721,152.58039166215826,146.16960526632573,150.5185114869269,145.26940560096918,146.2833605595378,145.08439055236673,149.55686346378292,,,,,,,,,,148.859051608063,147.91355688050382
18,1988-11-22 00:50:37+00:00,148.7024472842376,148.400557835597,135.4647783738016,134.47899290165225,182.2760155713149,173.0391470511035,154.59731747725692,146.7691555103138,151.57720053144993,146.2848448753311,142.870746418679,140.75873113469305,143.79515370137196,146.47892787033902,150.47531714344123,156.3548269784684,163.8836722774432,157.2386346938659,156.75066998085452,155.61241956097356,154.1769288831712,151.77778974795618,152.41580339263243,151.65652882883109
19,1989-03-30 00:48:59+00:00,,,137.81975945935827,168.63545430915562,175.25203693387198,165.04002740565227,152.33065802320243,144.37018536320406,143.2011878123794,140.62403634556642,138.00772238050635,137.71185928163965,135.28696038992308,138.59838882058233,142.39562508686436,150.46165679578834,152.73681094369283,150.5729196188306,142.46989138749373,144.7766863715254,142.9739705401895,145.57494988616332,142.40811289059766,139.0242674901122
20,1989-05-01 00:48:48+00:00,,,105.95102828438826,143.8231335275597,161.31098728127836,143.71577718548428,139.59388878377146,129.32996595848363,129.2878376396004,122.70598048864944,121.29225886172262,117.98230695186153,122.13938550098752,113.57808154987426,111.53029698207803,126.85800421500151,136.83158176911874,134.38726506766025,130.37399148384574,121.4542314349166,120.41478154486268,116.63549032351158,118.23508470916641,114.55638478110546
21,1990-03-17 00:40:31+00:00,,135.38615710487431,156.2849948556827,178.1247405338401,180.502584749319,173.6686839278897,167.74810813203513,162.60503331495573,160.15749044790007,159.7233666899981,154.94469742083612,154.01408734850673,152.94619796207667,151.64143842467345,149.06639254273796,154.36685585860224,162.0394508328818,150.46371566908311,151.13448654725437,148.42864701949156,149.73212176717578,146.97612449416482,145.84730798438667,145.81960085287216
22,1990-06-05 00:40:12+00:00,,152.26879272823308,157.21856919543364,177.79225229750915,181.73669737970323,177.43546420988633,160.77973030162383,160.37525462273203,156.85620107681513,155.45549769152947,148.48174979938875,149.67263589270183,145.9184579287043,149.66457806542152,153.66708471856694,159.72042460994533,163.8838687165169,161.3033283556088,156.09137592119785,153.3883540891504,146.29575097391398,146.34221687651714,140.49817836850957,135.98447272999385
23,1990-07-23 00:40:05+00:00,151.79185050943613,139.98442997919176,146.98592108687305,155.49356711769605,173.12884386313902,166.07643001143236,156.58701884456917,144.06792258873662,146.15439180078593,138.9528000620263,139.67971204596918,137.77132410309693,138.9713010219277,140.57174037925915,147.65710761216235,152.37746092591195,161.36517614685906,152.0112969416878,147.68089713977542,145.1825230771087,145.3135562568508,141.70195887912178,144.1555019450669,142.9512769902493
24,1990-08-08 00:40:00+00:00,137.1677398903939,130.3682424517193,151.0189070486444,160.40704071107595,178.77306284568556,178.38231688358033,171.2698163015524,159.73110588894608,155.32596338430642,147.7480495522122,142.11737956708487,141.84345348354447,143.58081289069946,142.0161911185377,149.46689305559107,152.25340351686648,155.57228145780206,145.55396437854924,139.6697017630488,143.90072256314002,143.8176672065232,147.47788112933904,143.56759658169022,144.6296052513626
25,1990-10-11 00:39:37+00:00,119.2406671378398,136.58575145181803,144.56645598356442,162.0652399906094,164.6731073524474,167.51617059910484,157.02066680347752,157.78086070091305,152.56049247644444,151.32186468785824,145.4162681261409,145.83788965961705,143.23297378523029,148.51021578390896,152.8668267685359,158.73994284626792,163.26244336947116,161.97225761974974,154.57188302452442,148.45400171361825,145.81699049506219,146.85600513345298,151.21127747931052,150.78004582285325
