,dates,nzd0389-0000,nzd0389-0001,nzd0389-0002,nzd0389-0003,nzd0389-0004,nzd0389-0005,nzd0389-0006,nzd0389-0007,nzd0389-0008,nzd0389-0009,nzd0389-0010,nzd0389-0011,nzd0389-0012,nzd0389-0013,nzd0389-0014,nzd0389-0015,nzd0389-0016,nzd0389-0017,nzd0389-0018
0,1999-08-17 22:12:26+00:00,203.56093956041656,204.0334663916434,190.0133881254216,183.3799707177595,178.32471088176993,173.71682879602866,172.46224080521648,162.035063447609,162.76169132628613,166.33354581532808,166.8381986659859,170.71241012916286,170.62292374070526,171.77220543659803,,,123.77025761657482,,
1,1999-08-26 22:06:44+00:00,187.2348539357908,178.66268209583816,169.1883746917008,164.19101213722098,162.28565217229306,158.25298269835233,152.54951094887497,144.93709854838033,138.051252179105,142.1795305007498,140.98498687581917,143.80143785538283,137.79649916033273,136.60396274422044,,122.56853209166756,108.92905462968423,110.10383600087022,
2,1999-09-18 22:12:27+00:00,226.51543234426816,208.31724703241122,207.18843022005333,204.39241491583385,185.55392377866139,180.2688124601011,170.51619809510333,170.20428810955121,170.02079084432802,170.36829548281338,170.92242498281325,176.80744001331414,174.79073965417194,172.43787148287618,163.18853843389087,151.9218932483147,143.15287751914886,139.7650218445663,145.2293372578659
3,1999-10-13 22:06:24+00:00,202.35297678136965,189.41067533490673,192.62873702478302,182.52748032147088,175.55603379077303,175.44269175331596,173.43490765997169,169.68453799281565,162.28315606652,164.08291514959095,162.18576229572838,164.11220157754548,169.39092159429651,160.21174689314654,147.68299811288435,153.34693263499582,142.11649593990126,138.52262177423032,137.42652257097657
4,1999-11-05 22:12:28+00:00,177.00881374206892,179.72714343201844,176.4035958237629,174.83810665111523,171.74025138597878,164.52124586867984,157.49709092612125,157.92766799288222,147.93388065535402,150.133147142638,153.58102208843513,150.8846423952387,147.33655469784867,139.7845156446818,129.0720876603849,136.52377304499913,133.30800904774964,136.1070016785711,146.25088430298098
5,1999-12-07 22:12:29+00:00,167.10360379032912,178.1950289677052,175.8486688408771,173.3292329055177,171.6379441982117,163.72213698452515,155.49652602088486,155.49260722004382,151.81145144058598,155.76062704014117,158.83115311330312,153.79869091173904,145.61289911912235,148.57424464998203,144.25719186013305,139.56480651223396,132.1041716824059,133.69213341239612,142.13090196723422
6,2000-01-24 22:12:23+00:00,,,,,,,,161.34442889830956,153.5702785165164,162.4607985671051,162.95816946319547,162.29928033671501,163.91627777027273,161.71910305370702,153.30629116433488,154.60965170406217,147.97186575345748,,
7,2000-03-21 22:06:01+00:00,174.47146383180362,159.80644697026952,164.2475024288747,168.28088302751362,164.43694502929935,154.7662074660464,146.17195958281883,146.8260624129394,143.18116381083695,147.6726490439222,155.072725330295,157.7745603581472,156.01127761428785,158.1023334176569,141.5120912776174,133.43697680185085,130.26187840290606,130.9234425454144,132.17462676443785
8,2000-05-15 22:11:42+00:00,,,,,,,,,,,,,,,,,,,
9,2000-05-31 22:11:30+00:00,154.91876445252427,153.148997346801,149.95777532362496,148.8981600056405,151.16651796044468,144.9555332629517,142.61918205004358,139.90601532180278,141.6997181567795,136.62017693104804,139.32992919348644,141.03403413498322,143.96481652539126,132.117432686801,,,,,
10,2000-06-25 22:05:07+00:00,,,,,,,,,,,,,,,,,,,
11,2000-08-03 22:10:43+00:00,209.40573040255282,202.11947172388443,197.2817549444012,189.24567115390084,185.0328235049692,181.69716275030478,170.0145705476624,169.51652658623829,167.86035026377368,169.13361752146187,163.53333726275497,173.12284310035537,179.65987036720773,175.92977399282847,163.08898331768967,157.7338769913377,,,
12,2000-08-19 22:10:38+00:00,215.1044533189347,204.63564437389903,191.7851490339701,188.8679070377815,185.17925744579802,182.22622159549852,169.11457073922486,172.52253160577365,172.55254534678608,164.7300805216407,163.60525438115872,163.99042612858997,169.84246364484818,170.64548590037487,166.83607149413612,165.61477175104451,136.70974972414464,124.81176337480572,
