dates,nzd0014-0000,nzd0014-0001,satname
2022-08-08 22:18:05+00:00,367.86,,L8
2022-09-09 22:18:11+00:00,375.21,372.97,L8
2023-01-15 22:17:53+00:00,365.30,364.93,L8
2023-01-31 22:17:58+00:00,371.12,328.68,L8
2023-02-08 22:18:06+00:00,376.45,,L9
2023-02-16 22:17:50+00:00,367.36,,L8
2023-03-01 20:19:07+00:00,371.81,354.46,L7
2023-03-04 22:17:37+00:00,371.70,366.13,L8
2023-03-20 22:17:28+00:00,371.77,389.92,L8
2023-03-28 22:17:33+00:00,373.22,389.47,L9
2023-04-13 22:17:27+00:00,368.62,363.26,L9
2023-05-15 22:17:12+00:00,382.35,,L9
2023-06-16 22:16:54+00:00,377.67,363.91,L9
2023-06-24 22:17:06+00:00,381.15,403.36,L8
2023-07-02 22:17:05+00:00,380.55,,L9
2023-07-26 22:17:23+00:00,385.97,,L8
2023-09-12 22:17:38+00:00,375.20,,L8
2023-09-20 22:17:40+00:00,383.10,439.39,L9
2023-10-14 22:17:45+00:00,373.81,412.23,L8
2023-10-22 22:17:50+00:00,380.14,,L9
2023-11-07 22:17:46+00:00,381.74,,L9
2023-11-15 22:17:47+00:00,365.91,,L8
2024-01-10 22:17:52+00:00,366.32,385.39,L9
2024-02-11 22:17:53+00:00,383.27,,L9
2024-02-19 22:17:39+00:00,380.59,,L8
2024-03-30 22:17:36+00:00,383.50,,L9
2024-04-07 22:17:11+00:00,359.81,357.24,L8
2024-04-15 22:17:28+00:00,378.31,382.16,L9
2024-04-23 22:17:03+00:00,380.00,411.20,L8
2024-05-01 22:17:11+00:00,380.10,373.28,L9
2024-05-09 22:16:51+00:00,368.35,,L8
2024-05-25 22:16:38+00:00,384.07,,L8
2024-07-12 22:17:00+00:00,376.34,382.68,L8
2024-08-13 22:17:14+00:00,375.45,,L8
2024-08-21 22:17:19+00:00,384.40,,L9
2024-08-29 22:17:21+00:00,363.74,,L8
2024-11-01 22:17:31+00:00,382.89,420.37,L8
2024-11-17 22:17:38+00:00,356.25,450.45,L8
2025-01-12 22:17:45+00:00,371.63,,L9
2025-03-09 22:17:26+00:00,371.85,,L8
2025-03-17 22:17:32+00:00,346.08,432.91,L9
2025-04-18 22:17:25+00:00,355.35,408.41,L9
2025-05-04 22:17:17+00:00,369.13,370.78,L9
2025-05-20 22:17:06+00:00,374.09,366.23,L9
2025-06-21 22:17:14+00:00,380.68,,L9
2025-07-23 22:17:27+00:00,372.85,351.85,L9
2025-07-31 22:17:29+00:00,376.18,377.88,L8
2025-08-08 22:17:36+00:00,381.22,366.63,L9
2025-10-19 22:17:50+00:00,373.61,363.93,L8
2025-11-28 22:17:57+00:00,,373.34,L9
