dates,satname,nzd0014-0000,nzd0014-0001
2005-04-03 22:04:40+00:00,L5,393.31,681.01
2005-04-19 22:04:43+00:00,L5,387.15,393.53
2005-05-29 22:07:09+00:00,L7,178.20,
2005-06-06 22:05:05+00:00,L5,381.57,390.77
2005-06-14 22:07:02+00:00,L7,,
2005-06-30 22:06:59+00:00,L7,375.41,674.80
2005-07-24 22:05:27+00:00,L5,376.80,389.20
2005-08-01 22:06:59+00:00,L7,392.56,
2005-09-02 22:06:46+00:00,L7,373.01,381.37
2005-09-18 22:06:39+00:00,L7,360.68,371.61
2005-09-26 22:05:42+00:00,L5,391.31,683.19
2006-01-08 22:07:25+00:00,L7,,578.38
2006-02-01 22:07:49+00:00,L5,338.40,348.12
2006-02-09 22:07:38+00:00,L7,376.17,387.21
2006-02-17 22:08:11+00:00,L5,362.11,381.07
2006-03-13 22:07:41+00:00,L7,,
2006-04-14 22:07:36+00:00,L7,361.65,377.03
2006-05-08 22:09:38+00:00,L5,387.73,391.51
2006-05-16 22:07:40+00:00,L7,,
2006-06-17 22:07:34+00:00,L7,,389.64
2006-06-25 22:10:20+00:00,L5,378.59,421.06
2006-07-03 22:07:28+00:00,L7,,
2006-07-19 22:07:20+00:00,L7,378.06,596.59
2006-07-27 22:10:47+00:00,L5,382.51,389.39
2006-08-12 22:10:59+00:00,L5,376.80,385.84
2006-11-24 22:07:37+00:00,L7,359.26,360.63
2006-12-10 22:07:44+00:00,L7,374.40,383.08
2007-02-12 22:08:00+00:00,L7,362.89,372.32
2007-04-01 22:08:07+00:00,L7,,356.89
2007-05-03 22:08:02+00:00,L7,377.33,389.80
2007-07-22 22:07:45+00:00,L7,376.34,388.45
2007-09-24 22:07:22+00:00,L7,,382.07
2007-10-02 22:10:31+00:00,L5,366.94,387.45
2007-10-10 22:07:19+00:00,L7,371.33,389.64
2007-11-27 22:07:48+00:00,L7,354.34,372.24
2007-12-29 22:07:56+00:00,L7,353.53,375.04
2008-04-03 22:07:44+00:00,L7,,382.62
2008-06-06 22:07:24+00:00,L7,,387.59
2008-06-22 22:07:15+00:00,L7,,384.11
2008-08-09 22:06:47+00:00,L7,,394.68
2008-08-25 22:06:40+00:00,L7,381.02,387.01
2008-09-10 22:06:32+00:00,L7,,
2008-09-26 22:06:23+00:00,L7,376.50,388.00
2008-10-12 22:06:13+00:00,L7,,
2008-11-13 22:06:43+00:00,L7,,370.73
2008-11-21 22:01:05+00:00,L5,364.54,378.95
2008-11-29 22:06:55+00:00,L7,,393.00
2008-12-15 22:07:05+00:00,L7,351.73,
2008-12-31 22:07:13+00:00,L7,,381.23
2009-01-24 22:02:55+00:00,L5,373.61,388.51
2009-03-21 22:07:47+00:00,L7,380.70,
2009-05-08 22:08:01+00:00,L7,374.32,
2009-06-09 22:08:01+00:00,L7,,377.50
2009-09-29 22:07:43+00:00,L7,369.81,397.55
2009-10-15 22:07:44+00:00,L7,358.23,612.66
2010-01-27 22:08:26+00:00,L5,381.08,619.44
2010-02-04 22:09:23+00:00,L7,,
2010-02-12 22:08:30+00:00,L5,375.14,385.22
2010-02-20 22:09:33+00:00,L7,,
2010-03-08 22:09:41+00:00,L7,,
2010-03-24 22:09:46+00:00,L7,377.40,634.11
2010-05-27 22:09:43+00:00,L7,,388.25
2010-06-12 22:09:43+00:00,L7,374.12,658.81
2010-06-28 22:09:46+00:00,L7,,415.23
2010-08-15 22:09:49+00:00,L7,,
2010-10-02 22:09:49+00:00,L7,404.27,612.83
2010-11-03 22:10:09+00:00,L7,355.09,371.34
2010-12-05 22:10:32+00:00,L7,373.21,387.42
2011-01-14 22:07:31+00:00,L5,368.64,380.33
2011-02-07 22:11:00+00:00,L7,355.62,370.32
2011-02-15 22:07:34+00:00,L5,375.63,382.18
2011-02-23 22:11:05+00:00,L7,357.42,371.66
2011-03-11 22:11:09+00:00,L7,362.31,388.23
2011-05-30 22:11:11+00:00,L7,375.96,386.51
2011-07-17 22:11:06+00:00,L7,377.21,396.65
2011-08-18 22:10:59+00:00,L7,,
2011-09-11 22:06:09+00:00,L5,374.16,384.58
2011-09-19 22:10:52+00:00,L7,377.41,391.70
2011-10-21 22:10:56+00:00,L7,373.07,678.79
2012-02-10 22:11:42+00:00,L7,351.45,374.55
2012-03-13 22:11:42+00:00,L7,352.98,370.53
2012-06-01 22:11:59+00:00,L7,,
2012-10-23 22:13:24+00:00,L7,374.46,612.71
2012-12-10 22:13:38+00:00,L7,371.59,380.57
2013-01-11 22:13:44+00:00,L7,363.42,383.75
2013-01-27 22:13:47+00:00,L7,,
2013-04-25 22:19:21+00:00,L8,,
2013-05-03 22:13:30+00:00,L7,367.26,377.67
2013-05-11 22:19:31+00:00,L8,,398.40
2013-05-19 22:13:27+00:00,L7,,
2013-06-20 22:13:13+00:00,L7,389.67,689.31
2013-06-28 22:19:33+00:00,L8,372.46,386.10
2013-07-06 22:13:02+00:00,L7,376.70,688.63
2013-07-14 22:19:34+00:00,L8,375.27,397.71
2013-08-23 22:12:58+00:00,L7,,384.35
2013-08-31 22:19:38+00:00,L8,372.75,614.48
2013-09-08 22:13:10+00:00,L7,354.10,372.13
2013-10-18 22:19:25+00:00,L8,,
2014-02-23 22:18:20+00:00,L8,380.42,627.29
2014-05-14 22:17:08+00:00,L8,379.12,644.58
2014-05-30 22:17:11+00:00,L8,375.96,390.43
2014-07-01 22:17:22+00:00,L8,381.88,394.90
2014-07-17 22:17:28+00:00,L8,375.70,390.08
2014-09-19 22:17:42+00:00,L8,383.27,613.43
2015-01-25 22:17:32+00:00,L8,,
2015-02-26 22:17:23+00:00,L8,380.47,388.77
2015-06-02 22:16:44+00:00,L8,374.78,373.87
2015-07-20 22:17:10+00:00,L8,378.53,389.10
2015-08-05 22:17:13+00:00,L8,,381.19
2015-10-24 22:17:40+00:00,L8,389.36,673.06
2015-12-11 22:17:42+00:00,L8,381.22,382.50
2015-12-27 22:17:43+00:00,L8,376.76,385.28
2016-01-12 22:17:40+00:00,L8,353.12,377.65
2016-04-01 22:17:14+00:00,L8,382.61,379.66
2016-04-17 22:17:09+00:00,L8,371.03,386.63
2016-09-08 22:17:48+00:00,L8,378.02,390.26
2016-09-24 22:17:49+00:00,L8,375.93,383.43
2016-10-10 22:17:54+00:00,L8,386.82,688.41
2016-11-27 22:17:56+00:00,L8,372.01,392.86
2016-12-29 22:17:49+00:00,L8,,387.91
2017-01-30 22:17:38+00:00,L8,,387.69
2017-03-03 22:17:25+00:00,L8,,
2017-04-20 22:16:59+00:00,L8,376.38,613.87
2017-06-07 22:17:15+00:00,L8,380.40,658.09
2017-07-09 22:17:23+00:00,L8,,674.32
2017-09-27 22:17:48+00:00,L8,,397.72
2017-10-29 22:17:53+00:00,L8,374.44,380.00
2018-01-01 22:17:44+00:00,L8,356.86,379.36
2018-02-02 22:17:27+00:00,L8,347.32,368.12
2018-04-07 22:16:59+00:00,L8,373.38,381.80
2018-04-23 22:16:49+00:00,L8,374.17,615.13
2018-05-09 22:16:40+00:00,L8,,613.22
2018-05-25 22:16:28+00:00,L8,370.03,384.09
2018-06-26 22:16:36+00:00,L8,379.03,627.35
2018-07-12 22:16:44+00:00,L8,370.93,387.41
2018-07-28 22:16:51+00:00,L8,375.66,371.10
2018-11-17 22:17:31+00:00,L8,377.72,380.23
2018-12-19 22:17:28+00:00,L8,375.83,612.01
2019-01-04 22:17:27+00:00,L8,373.89,371.45
2019-02-05 22:17:21+00:00,L8,373.91,387.61
2019-03-09 22:17:13+00:00,L8,361.43,387.99
2019-03-25 22:17:09+00:00,L8,365.71,371.34
2019-04-26 22:16:59+00:00,L8,374.02,387.42
2019-05-28 22:17:17+00:00,L8,371.28,612.51
2019-06-29 22:17:29+00:00,L8,375.64,376.28
2019-07-31 22:17:38+00:00,L8,378.79,396.04
2019-11-04 22:17:58+00:00,L8,,672.99
2019-12-06 22:17:54+00:00,L8,378.94,613.20
2019-12-22 22:17:51+00:00,L8,375.48,381.38
2020-01-07 22:17:47+00:00,L8,,
2020-02-08 22:17:38+00:00,L8,366.52,385.99
2020-02-24 22:17:35+00:00,L8,356.06,387.38
2020-03-11 22:17:28+00:00,L8,350.79,371.40
2020-03-27 22:17:20+00:00,L8,358.63,377.81
2020-04-28 22:17:04+00:00,L8,,
2020-07-01 22:17:22+00:00,L8,371.98,591.40
2020-07-17 22:17:28+00:00,L8,,597.53
2020-08-02 22:17:33+00:00,L8,372.72,370.36
2020-09-03 22:17:46+00:00,L8,381.08,437.08
2021-01-25 22:17:44+00:00,L8,379.58,673.08
2021-05-01 22:17:07+00:00,L8,377.03,387.35
2021-05-17 22:17:12+00:00,L8,376.40,386.17
2021-06-18 22:17:27+00:00,L8,378.95,612.31
2021-07-04 22:17:29+00:00,L8,371.39,371.90
2021-08-21 22:17:46+00:00,L8,358.45,377.22
2021-11-09 22:17:58+00:00,L8,359.52,379.72
2021-12-19 22:17:52+00:00,L9,,
2022-01-04 22:17:52+00:00,L9,350.09,372.27
2022-01-20 22:17:51+00:00,L9,344.89,370.77
2022-02-21 22:17:43+00:00,L9,,371.36
2022-04-18 22:17:25+00:00,L8,,
2022-05-12 22:17:13+00:00,L9,377.38,611.73
2022-06-05 22:17:39+00:00,L8,375.77,389.61
2022-06-13 22:17:12+00:00,L9,373.75,412.58
2022-06-21 22:17:48+00:00,L8,361.29,374.64
2022-07-15 22:17:24+00:00,L9,370.05,387.41
2022-07-31 22:17:39+00:00,L9,379.50,390.89
2022-08-08 22:18:05+00:00,L8,377.54,627.08
2022-09-09 22:18:11+00:00,L8,376.79,387.97
2022-11-04 22:18:00+00:00,L9,,690.10
2023-01-15 22:17:53+00:00,L8,366.67,377.93
2023-01-31 22:17:58+00:00,L8,375.54,370.68
2023-02-08 22:18:06+00:00,L9,367.08,387.46
2023-02-16 22:17:50+00:00,L8,373.15,612.82
2023-03-01 20:19:07+00:00,L7,374.13,376.46
2023-03-04 22:17:37+00:00,L8,372.96,378.13
2023-03-20 22:17:28+00:00,L8,371.24,384.92
2023-03-28 22:17:33+00:00,L9,372.59,383.47
2023-04-13 22:17:27+00:00,L9,370.41,380.26
2023-05-15 22:17:12+00:00,L9,390.56,612.95
2023-06-16 22:16:54+00:00,L9,381.14,396.91
2023-06-24 22:17:06+00:00,L8,379.47,387.36
2023-07-02 22:17:05+00:00,L9,383.29,657.73
2023-07-26 22:17:23+00:00,L8,389.65,673.29
2023-09-12 22:17:38+00:00,L8,379.09,389.97
2023-09-20 22:17:40+00:00,L9,377.21,383.39
2023-10-14 22:17:45+00:00,L8,371.18,387.23
2023-10-22 22:17:50+00:00,L9,382.77,385.42
2023-11-07 22:17:46+00:00,L9,387.11,651.31
2023-11-15 22:17:47+00:00,L8,356.86,379.87
2024-01-10 22:17:52+00:00,L9,364.85,371.39
2024-02-11 22:17:53+00:00,L9,371.48,384.33
2024-02-19 22:17:39+00:00,L8,384.91,618.76
2024-03-30 22:17:36+00:00,L9,377.39,372.57
2024-04-07 22:17:11+00:00,L8,360.86,367.24
2024-04-15 22:17:28+00:00,L9,378.94,388.16
2024-04-23 22:17:03+00:00,L8,377.58,388.20
2024-05-01 22:17:11+00:00,L9,382.10,392.28
2024-05-09 22:16:51+00:00,L8,360.88,387.63
2024-05-17 22:17:03+00:00,L9,,382.72
2024-05-25 22:16:38+00:00,L8,377.54,386.39
2024-06-26 22:16:52+00:00,L8,,386.03
2024-07-12 22:17:00+00:00,L8,375.29,372.68
2024-08-13 22:17:14+00:00,L8,379.34,627.70
2024-08-21 22:17:19+00:00,L9,375.14,387.87
2024-08-29 22:17:21+00:00,L8,371.53,612.83
2024-11-01 22:17:31+00:00,L8,379.21,385.37
2024-11-17 22:17:38+00:00,L8,346.36,356.45
2025-01-12 22:17:45+00:00,L9,371.31,383.98
2025-03-09 22:17:26+00:00,L8,376.69,657.93
2025-03-17 22:17:32+00:00,L9,337.34,349.91
2025-04-18 22:17:25+00:00,L9,350.61,363.41
2025-05-04 22:17:17+00:00,L9,371.02,388.78
2025-05-20 22:17:06+00:00,L9,376.30,387.23
2025-06-21 22:17:14+00:00,L9,390.47,616.88
2025-07-15 22:17:25+00:00,L8,,
2025-07-23 22:17:27+00:00,L9,376.64,387.85
2025-07-31 22:17:29+00:00,L8,375.55,371.88
2025-08-08 22:17:36+00:00,L9,382.17,375.63
2025-10-19 22:17:50+00:00,L8,376.14,387.93
2025-11-28 22:17:57+00:00,L9,,386.34
2025-12-06 22:17:51+00:00,L8,,376.97
