dates,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045,satname
2001-01-14 21:44:33+00:00,163.34,320.85,327.19,371.47,368.70,366.27,363.86,378.84,379.49,376.94,370.88,395.74,376.21,376.48,362.19,361.53,352.19,356.88,352.56,361.84,363.74,361.29,363.15,359.81,351.00,362.43,350.97,352.50,343.75,366.95,360.29,340.39,342.28,366.24,362.38,360.56,363.85,359.70,358.25,354.16,345.28,351.47,358.34,344.51,338.95,347.89,L7
2001-04-04 21:44:06+00:00,157.00,217.28,210.94,360.75,364.44,360.05,359.49,368.65,366.13,361.43,355.38,376.25,372.91,370.26,356.83,350.46,344.68,348.76,340.87,345.22,348.64,355.81,355.45,350.30,343.61,352.44,342.52,341.38,331.84,355.82,357.04,340.46,340.04,359.89,354.24,352.89,357.60,359.13,357.27,351.52,344.54,351.40,357.69,339.72,334.27,346.03,L7
2001-04-20 21:44:10+00:00,155.44,183.69,175.32,360.75,363.65,362.70,360.29,369.75,365.35,363.36,356.22,369.14,375.41,374.07,362.00,352.25,345.49,349.68,342.04,349.88,354.40,359.37,354.07,351.05,348.08,356.64,344.29,341.41,335.30,358.12,361.56,341.69,340.39,358.32,353.29,354.98,360.99,363.60,361.37,354.65,348.52,353.25,358.86,339.22,336.02,347.50,L7
2001-05-22 21:43:54+00:00,155.79,167.39,155.76,360.75,363.65,362.70,360.29,369.75,365.16,361.25,355.41,366.57,375.63,373.66,361.60,349.67,344.25,346.61,339.90,348.67,354.40,358.67,353.68,350.44,346.73,354.55,344.29,341.41,333.81,356.62,358.99,339.51,337.11,358.32,352.44,352.83,360.70,362.07,361.87,354.65,350.07,353.28,357.48,339.48,337.28,348.29,L7
2001-07-25 21:43:18+00:00,157.18,121.79,103.30,350.02,361.13,360.91,358.50,367.38,364.11,363.15,349.33,353.02,375.80,373.76,361.01,347.12,340.24,341.89,333.68,344.33,351.23,354.94,353.04,350.88,348.43,354.38,343.33,337.41,331.76,355.77,360.21,338.88,334.84,355.62,352.08,353.35,360.62,362.63,363.53,354.36,351.51,355.44,357.94,338.90,336.22,347.94,L7
2001-08-10 21:43:00+00:00,158.36,124.78,104.57,350.02,361.13,360.91,358.50,369.12,367.12,367.80,357.29,364.53,377.31,375.29,362.33,348.13,340.52,342.58,333.51,344.50,350.85,354.61,355.28,354.26,350.34,355.32,343.81,339.58,332.91,356.82,360.54,339.96,335.13,357.83,354.08,354.66,361.74,362.38,362.89,354.85,352.03,357.16,359.58,340.00,336.89,348.22,L7
2001-09-11 21:42:38+00:00,158.25,124.91,105.62,358.94,367.26,371.22,364.81,375.07,371.06,370.10,361.27,369.57,378.63,376.26,363.72,348.05,340.29,342.17,334.18,344.87,349.60,354.61,355.28,354.26,350.34,355.32,343.81,339.58,332.91,357.58,360.29,340.63,336.12,356.24,353.13,354.23,361.20,361.47,365.23,355.96,353.17,359.52,358.83,338.52,336.17,347.34,L7
2001-09-27 21:42:29+00:00,158.25,124.91,105.62,358.94,367.26,371.22,364.81,381.91,375.65,374.47,366.11,373.83,383.92,381.35,369.00,348.76,341.70,344.71,337.25,347.97,354.62,355.43,355.32,356.94,355.40,355.32,348.08,341.23,336.31,361.34,364.66,344.16,337.04,357.83,356.85,358.91,364.29,364.13,367.55,355.96,358.17,362.87,360.22,341.24,337.05,347.60,L7
2001-10-13 21:42:15+00:00,158.49,164.65,150.82,366.82,371.86,377.99,369.19,384.24,375.27,377.21,367.94,379.54,384.21,382.67,369.23,347.84,340.12,342.71,337.55,349.53,356.05,354.97,354.52,355.70,354.38,355.55,350.98,341.53,337.31,361.67,364.40,345.09,335.02,359.35,360.32,361.84,364.15,361.64,367.27,357.93,359.80,362.75,359.06,339.88,335.22,345.49,L7
2001-10-29 21:42:21+00:00,159.65,204.04,193.67,364.84,376.32,382.92,376.99,386.56,376.47,378.73,368.83,381.83,384.44,380.88,369.20,346.90,339.90,342.43,337.11,348.89,353.56,352.35,354.86,357.21,352.56,356.24,352.97,343.40,336.87,360.75,363.49,342.55,334.51,364.43,364.69,364.07,363.35,361.22,367.10,357.72,361.12,363.88,357.74,340.41,334.17,345.39,L7
2002-01-17 21:42:52+00:00,160.70,242.63,238.35,372.16,380.66,384.58,378.12,387.41,379.79,384.56,375.57,392.91,385.85,381.82,370.81,348.73,342.14,346.36,341.05,351.93,353.56,351.50,355.33,358.93,354.53,358.24,352.97,343.40,338.37,362.19,365.52,344.15,335.71,364.43,367.16,368.56,365.69,364.10,368.86,360.06,362.21,366.96,360.61,342.15,335.20,346.95,L7
2002-02-18 21:42:54+00:00,157.68,304.22,310.53,375.16,381.62,384.95,377.89,388.85,380.98,384.74,375.81,393.16,387.99,382.84,373.97,351.11,345.69,350.80,347.38,356.89,357.82,353.94,352.68,356.01,355.28,360.74,357.45,345.80,342.30,362.87,366.07,345.52,338.01,366.00,370.00,371.37,365.95,365.10,371.05,361.91,364.11,367.87,359.72,342.97,335.54,348.58,L7
2002-09-14 21:41:55+00:00,186.25,,367.87,379.78,377.91,382.39,383.56,377.54,366.14,371.32,364.88,383.54,372.79,373.75,361.14,347.19,335.71,338.94,336.55,342.41,347.14,340.55,346.15,344.29,342.24,353.77,346.82,348.43,347.15,369.78,362.50,327.87,327.53,357.90,352.43,358.79,365.90,361.85,356.60,352.33,340.29,339.70,344.47,338.42,335.04,344.75,L7
2002-09-30 21:41:47+00:00,209.59,366.82,366.99,379.64,379.06,381.75,381.14,376.22,365.76,369.10,362.39,377.63,372.62,368.96,361.62,344.56,334.89,337.56,335.01,341.62,346.99,339.15,341.10,342.47,340.46,351.76,344.49,346.50,340.62,363.19,361.12,326.82,325.25,355.70,350.77,358.22,366.07,360.10,356.70,353.33,341.02,339.08,344.29,337.31,334.50,339.70,L7
2002-11-01 21:41:54+00:00,260.33,364.42,368.46,374.03,376.58,378.83,379.04,379.27,372.55,366.52,359.61,374.03,374.80,371.65,367.11,345.46,338.32,341.40,334.88,340.37,347.23,342.42,337.92,342.60,342.83,356.66,345.45,349.20,340.86,363.83,363.23,325.15,324.74,358.00,357.76,356.54,360.68,354.15,354.30,351.12,339.00,336.27,342.12,335.90,333.11,336.70,L7
2002-11-17 21:42:06+00:00,278.55,359.73,366.68,369.88,374.09,375.11,373.73,375.54,369.25,360.36,354.12,365.76,369.23,365.44,362.33,342.57,335.62,338.10,330.92,338.00,343.81,339.56,335.04,339.73,340.72,352.44,343.23,345.27,336.85,358.50,357.79,321.33,321.62,354.39,354.99,355.20,356.72,354.15,354.30,351.12,339.00,336.27,337.42,332.25,328.75,332.42,L7
2003-01-20 21:42:33+00:00,292.40,362.48,366.01,373.71,376.00,376.64,373.95,377.30,372.37,365.66,358.63,372.22,370.48,366.47,363.55,344.64,338.79,340.58,334.08,340.58,345.48,342.97,339.35,342.87,342.95,354.95,343.99,345.55,337.87,359.39,358.85,325.65,324.66,355.02,354.82,354.83,357.29,355.00,354.23,351.38,339.38,335.72,338.85,332.89,330.22,334.45,L7
2003-02-05 21:42:41+00:00,292.40,362.48,364.86,376.86,378.05,376.65,374.32,378.59,375.03,368.28,363.08,378.17,371.75,368.06,365.24,346.62,341.70,343.37,337.08,343.08,347.88,345.89,343.48,345.44,345.43,357.32,345.66,346.58,339.19,360.86,360.17,329.33,327.35,356.43,355.75,354.96,358.03,356.88,355.53,351.92,339.60,336.50,339.55,332.89,330.22,334.45,L7
2003-02-21 21:42:44+00:00,298.88,356.68,360.92,375.94,377.17,375.38,372.12,376.60,373.52,369.05,364.02,380.56,370.86,367.42,363.58,345.72,341.38,342.95,336.35,342.71,347.54,346.66,344.76,345.96,344.56,357.25,344.91,345.31,337.68,360.07,358.96,330.01,327.62,354.83,354.35,354.04,357.03,356.35,355.12,350.83,338.31,335.88,339.47,332.47,329.72,335.72,L7
2003-05-12 21:42:48+00:00,296.55,351.51,355.27,377.37,377.62,324.10,323.81,373.85,373.35,367.07,361.74,376.10,366.19,363.33,361.34,346.72,340.86,340.76,336.05,345.05,348.92,349.73,348.55,348.03,345.81,355.16,342.65,340.32,335.18,359.60,356.79,330.92,326.98,351.96,353.42,353.44,355.07,357.98,355.25,349.21,337.12,335.70,339.79,329.43,327.73,336.20,L7
2003-05-28 21:42:46+00:00,249.37,352.10,353.25,384.00,381.29,278.19,282.47,376.23,371.54,366.64,359.09,370.67,366.80,363.50,361.44,343.54,338.06,340.23,339.40,347.12,352.75,352.28,350.52,349.02,346.11,352.31,344.18,339.46,336.27,362.61,358.65,331.89,330.56,354.06,352.52,352.07,356.45,357.40,353.75,349.21,335.03,333.58,341.50,330.06,329.22,337.87,L7
2003-07-15 21:42:38+00:00,236.13,352.10,353.25,384.00,381.29,258.21,264.67,376.23,371.20,368.24,359.09,370.67,367.67,364.22,362.16,344.30,340.20,343.38,342.02,348.80,354.79,354.39,350.52,349.02,346.02,352.89,343.81,341.21,337.14,361.61,358.30,334.01,332.33,356.69,354.32,353.30,358.29,359.41,355.77,351.36,336.63,333.58,341.49,331.83,330.68,338.45,L7
2003-08-08 21:30:55+00:00,208.21,333.47,337.33,370.41,371.94,181.93,196.08,367.76,363.93,354.95,341.33,344.44,362.26,364.35,359.52,339.41,336.28,342.07,341.59,344.02,353.22,351.67,343.42,345.55,343.18,352.86,343.08,338.72,334.52,357.42,354.10,332.18,331.48,357.44,353.71,351.14,355.89,356.86,356.72,352.96,334.69,331.40,340.33,330.92,329.32,337.42,L5
2003-09-25 21:31:42+00:00,166.97,327.66,353.85,358.57,365.63,183.01,197.65,377.78,365.37,351.52,336.89,335.53,364.37,367.36,362.03,341.40,340.26,345.78,343.77,345.75,351.90,351.44,341.40,342.31,341.77,351.16,339.64,336.52,333.63,357.01,356.03,333.29,333.28,362.38,356.55,353.78,357.79,356.74,355.74,354.10,336.92,337.17,343.01,332.18,330.17,337.69,L5
2003-10-19 21:42:20+00:00,166.97,345.50,359.84,365.67,373.68,215.53,227.12,377.78,365.37,351.52,336.89,335.53,364.37,367.36,362.03,344.05,341.99,346.34,344.04,347.82,353.47,350.62,341.44,341.51,340.87,351.24,339.37,337.16,333.90,356.89,356.12,333.17,332.89,360.71,356.55,353.78,359.36,357.12,355.53,353.86,339.42,341.81,345.92,333.06,328.77,336.55,L7
2003-11-04 21:42:27+00:00,203.25,348.88,361.75,362.56,371.68,236.75,247.26,378.12,365.29,353.70,340.57,340.71,367.76,369.95,362.62,344.59,341.77,345.53,342.61,347.33,351.94,348.77,339.46,340.83,341.02,351.24,339.37,336.60,333.97,356.80,356.55,331.67,330.94,358.54,355.08,354.78,359.83,357.24,355.21,354.99,341.93,344.43,347.68,333.06,328.77,335.91,L7
2003-11-20 21:42:43+00:00,240.31,352.09,364.49,363.05,370.36,270.74,278.10,384.68,366.43,356.96,345.80,347.60,373.37,375.81,366.75,346.54,344.98,350.30,346.62,349.51,352.49,348.69,338.72,341.64,341.02,351.62,342.16,339.09,335.63,357.16,358.58,334.80,333.59,359.98,356.19,357.51,362.39,360.19,357.96,357.84,343.19,346.45,349.00,334.50,328.02,335.12,L7
2003-11-28 21:32:34+00:00,277.89,350.54,360.81,366.19,372.53,305.11,310.10,385.48,373.33,366.01,359.72,369.42,378.54,380.77,369.57,351.60,350.02,354.96,349.55,353.23,353.94,351.00,343.94,345.53,343.34,358.30,343.23,340.77,336.79,357.78,360.33,339.04,334.21,359.88,358.92,359.49,365.28,362.51,360.11,357.95,349.61,356.25,354.20,338.73,328.96,337.23,L5
2003-12-14 21:32:38+00:00,290.91,354.55,362.36,371.40,376.05,316.24,319.72,389.22,376.96,371.58,366.63,379.47,382.23,383.33,372.13,354.00,351.76,356.82,352.70,355.92,356.42,354.55,349.74,349.60,346.62,362.26,346.16,342.12,338.32,360.79,363.48,341.77,336.24,361.36,360.72,361.34,367.87,365.41,362.91,360.46,352.66,360.45,357.68,342.53,329.75,337.75,L5
2004-01-23 21:43:06+00:00,314.89,352.81,362.36,371.31,375.55,342.98,343.57,387.77,377.75,372.69,368.48,382.88,383.70,385.10,371.80,354.42,351.60,356.90,352.36,355.73,356.42,353.45,350.00,350.18,346.67,362.70,347.33,342.38,338.78,361.32,363.55,341.37,336.02,361.30,360.64,361.16,367.74,365.06,362.49,360.06,354.48,359.54,359.41,341.49,328.06,336.95,L7
2004-02-24 21:43:09+00:00,314.14,352.61,361.33,371.71,375.88,374.31,371.50,387.22,380.26,381.18,376.08,394.05,387.14,384.03,370.55,356.32,352.04,357.06,352.29,360.25,357.33,354.91,352.40,350.53,346.70,360.48,347.02,342.04,338.96,363.06,365.58,341.42,336.00,361.37,361.67,363.56,369.40,367.45,363.10,360.32,355.05,359.79,359.81,341.37,328.89,337.27,L7
2004-03-27 21:43:21+00:00,338.78,356.17,362.58,373.99,376.98,373.44,371.58,386.50,381.11,384.34,379.49,398.57,387.62,383.28,370.93,356.81,351.44,357.20,354.43,362.54,360.55,357.55,355.14,354.44,349.85,363.70,351.94,346.85,343.78,366.29,366.91,341.68,335.67,360.85,362.86,364.25,370.05,369.34,366.41,361.88,357.25,361.63,362.54,343.08,330.48,338.11,L7
2004-04-04 21:33:25+00:00,333.43,353.65,360.88,373.72,376.08,373.53,372.11,385.88,381.35,383.44,377.64,394.16,387.12,383.16,371.17,358.04,352.09,357.65,354.73,362.69,361.51,359.81,355.88,355.26,351.50,363.85,352.59,348.21,344.77,366.25,366.40,342.23,337.43,360.56,361.83,362.71,368.11,368.45,365.87,360.89,355.96,362.44,363.22,344.30,331.45,340.95,L5
2004-05-06 21:34:22+00:00,330.94,351.70,358.96,376.34,350.11,347.82,348.94,383.44,383.80,385.85,380.36,399.29,387.73,383.55,371.99,359.96,354.85,361.81,359.72,366.29,364.62,365.60,362.99,360.11,354.62,365.00,354.16,352.39,347.13,367.06,367.76,347.30,342.17,363.69,363.27,362.58,368.15,369.44,368.01,361.23,356.85,363.73,364.15,345.58,332.90,343.47,L5
2004-05-30 21:43:12+00:00,288.01,351.03,304.35,378.21,312.75,310.53,315.68,380.01,378.72,381.21,380.57,399.71,385.86,381.88,368.99,358.35,355.63,362.58,360.62,366.82,365.47,365.23,362.42,361.72,356.55,367.85,355.91,355.27,349.03,367.18,367.31,348.96,345.27,365.59,363.51,361.58,366.19,367.87,368.17,361.48,356.52,363.84,364.78,346.99,334.78,345.50,L7
2004-06-15 21:43:05+00:00,248.48,343.18,282.43,373.41,273.67,272.70,281.06,375.98,375.39,377.25,376.44,393.71,382.76,379.08,365.91,356.28,354.25,361.14,357.10,364.84,364.08,363.48,361.95,362.30,354.24,367.52,354.34,356.20,352.35,366.63,365.98,346.62,345.57,364.06,363.04,361.37,363.75,364.64,364.82,358.16,356.18,363.03,363.31,345.18,336.05,347.30,L7
2004-06-23 21:35:46+00:00,248.48,343.18,282.43,373.41,258.12,259.23,267.85,375.98,375.39,377.25,376.44,393.71,382.76,377.18,364.75,355.30,354.25,360.07,355.20,362.40,362.13,361.34,360.44,360.71,353.21,366.22,353.25,354.63,350.37,365.69,364.49,345.83,344.95,363.96,363.10,361.36,364.34,364.89,363.76,357.55,355.03,362.29,362.71,344.28,335.49,346.86,L5
2004-07-25 21:36:37+00:00,228.83,343.60,282.43,374.29,229.79,232.30,243.23,375.07,375.07,376.00,374.15,389.83,381.81,376.53,365.48,356.12,355.27,360.94,355.38,362.45,362.31,362.48,362.32,362.89,354.15,366.31,355.29,358.44,353.69,368.41,365.47,345.54,346.95,364.61,364.08,362.35,362.78,363.25,362.59,357.04,353.24,362.04,363.49,345.79,337.49,349.90,L5
2004-08-02 21:42:52+00:00,213.87,343.60,238.45,374.29,219.83,232.30,235.13,375.07,372.27,375.03,372.49,388.72,380.65,375.19,364.23,355.01,354.46,361.26,355.04,362.03,361.84,362.64,362.24,362.80,353.95,364.77,354.84,359.20,354.17,368.42,365.49,345.40,346.10,364.59,363.58,361.83,362.14,362.71,361.88,356.23,352.42,360.96,362.40,345.14,336.85,349.78,L7
2004-08-10 21:36:56+00:00,205.82,343.60,211.77,374.29,211.75,223.92,227.57,370.64,372.89,375.44,371.69,384.84,381.34,376.08,364.52,355.54,355.44,363.15,355.63,362.29,361.56,361.97,360.95,361.75,353.33,363.15,354.62,358.93,353.74,367.00,364.69,346.39,347.34,365.66,364.14,362.50,362.12,362.07,362.21,355.73,350.94,359.85,361.21,344.21,336.64,349.77,L5
2004-09-03 21:42:47+00:00,185.91,335.99,163.11,374.15,211.90,225.12,228.48,369.46,371.06,373.86,370.06,382.69,379.83,374.96,364.12,355.29,355.02,362.34,352.71,358.50,358.95,359.66,359.14,360.32,352.40,361.56,353.70,356.87,353.74,367.57,363.17,344.59,346.12,364.23,363.10,361.98,361.47,360.45,360.72,354.80,350.16,358.38,359.35,344.10,336.67,351.05,L7
2004-09-19 21:42:41+00:00,185.91,335.99,190.05,375.00,227.28,241.03,242.41,369.46,371.06,373.86,370.06,382.69,379.83,374.96,364.12,355.29,353.04,360.19,350.18,356.06,356.62,357.66,357.86,358.61,351.10,360.43,352.02,354.61,351.26,365.86,362.30,343.52,344.69,363.10,363.10,361.98,361.01,359.66,359.85,354.24,349.34,356.91,357.60,343.20,336.20,350.18,L7
2004-10-13 21:38:32+00:00,194.71,359.46,192.88,375.38,214.11,228.26,231.59,371.06,370.53,372.92,369.19,381.40,378.91,374.16,363.57,354.24,351.84,359.14,347.93,351.85,353.51,355.24,356.98,357.39,350.37,360.45,350.65,353.43,350.31,365.87,361.49,342.86,342.51,362.16,362.47,362.84,362.63,359.91,359.09,354.03,349.04,354.59,354.82,342.86,336.39,348.50,L5
2004-11-06 21:42:59+00:00,216.94,362.70,217.87,375.65,235.68,252.88,251.64,379.28,371.61,372.93,367.93,377.67,377.27,373.49,363.39,353.01,349.08,356.45,345.33,349.48,351.86,354.55,355.74,356.59,350.10,360.75,350.22,353.26,351.58,367.74,364.18,343.76,341.68,361.19,362.41,363.80,363.53,361.75,360.58,355.72,348.70,353.91,354.68,343.05,336.93,349.16,L7
2004-12-08 21:43:14+00:00,248.11,362.92,250.32,372.40,259.14,279.54,273.86,386.47,378.93,376.52,366.90,376.00,377.82,374.31,366.28,354.12,347.31,353.98,344.12,349.61,351.77,355.55,356.09,356.45,350.68,360.64,350.55,354.07,351.83,368.75,365.14,343.76,341.68,361.19,362.41,362.88,363.02,361.38,360.83,355.61,348.06,351.37,353.49,342.62,336.42,347.25,L7
2005-02-10 21:43:38+00:00,316.50,357.87,316.78,374.13,379.70,381.61,382.61,394.99,386.17,380.30,371.22,382.49,379.70,377.77,369.37,355.45,345.07,347.99,339.75,344.75,349.94,354.41,354.46,352.37,350.12,360.06,349.93,350.60,347.62,370.20,367.00,345.86,336.66,357.57,357.69,360.65,363.81,363.41,361.59,356.94,347.87,346.90,348.82,343.19,336.42,343.69,L7
2005-02-18 21:40:42+00:00,323.23,360.79,324.99,374.38,379.72,381.30,381.63,396.95,387.10,378.34,370.53,382.49,382.59,378.86,369.30,355.45,346.74,349.98,342.82,347.97,352.40,357.18,357.83,356.64,354.38,365.01,353.69,354.00,351.46,371.95,367.18,347.63,339.28,359.12,359.77,362.31,364.99,364.21,362.06,356.65,349.00,348.16,350.54,344.29,337.83,345.22,L5
2005-02-26 21:43:44+00:00,299.18,360.79,324.99,377.14,379.72,381.30,381.63,396.95,387.10,378.34,373.38,382.49,383.06,378.86,369.30,355.45,346.74,350.08,342.97,347.89,351.75,356.59,357.93,357.78,354.77,366.55,355.40,355.73,352.08,372.92,368.78,350.08,342.11,360.71,360.66,362.31,364.99,364.38,361.81,356.67,348.72,348.19,350.46,342.55,336.31,342.66,L7
2005-03-22 21:41:05+00:00,294.53,358.64,367.55,374.90,377.88,379.38,381.83,398.32,387.66,374.63,370.97,377.62,384.33,381.60,371.79,356.22,350.28,353.37,348.78,353.33,358.16,363.28,361.97,362.77,359.74,373.99,361.32,361.25,352.47,372.82,372.57,356.50,348.50,364.17,362.01,363.69,367.90,368.45,364.14,357.95,349.11,349.41,354.76,344.76,337.88,342.79,L5
2005-03-30 21:43:44+00:00,294.53,327.51,332.25,376.05,378.32,379.15,380.93,398.32,387.66,374.63,370.97,377.62,384.33,381.60,371.79,356.22,349.90,353.99,349.26,354.12,358.41,363.36,361.93,362.22,359.12,372.77,361.00,359.75,351.12,371.83,372.52,356.88,348.83,364.68,362.01,363.69,366.59,366.77,363.36,357.81,348.25,349.28,354.70,344.80,337.89,342.48,L7
2005-04-23 21:41:13+00:00,266.70,294.69,296.20,376.33,343.60,371.65,377.34,393.54,384.30,372.13,369.21,376.71,384.76,381.83,369.82,354.76,349.74,354.73,349.99,356.20,359.69,363.15,362.41,362.21,358.24,371.22,360.55,360.15,350.94,369.82,371.19,355.93,350.07,366.10,362.00,362.20,364.40,364.78,361.92,357.21,347.55,348.54,354.68,343.34,337.71,341.74,L5
2005-05-01 21:43:39+00:00,251.25,294.69,296.20,376.33,343.60,371.65,377.34,390.03,380.68,371.24,367.43,376.40,383.91,381.07,368.43,353.75,348.53,353.81,349.34,355.51,359.17,362.02,361.14,361.21,357.32,369.75,358.75,358.56,349.76,368.31,369.34,353.79,348.19,364.53,360.47,361.23,363.93,363.64,361.19,356.42,346.47,347.68,353.96,342.63,337.67,342.11,L7
2005-05-09 21:41:19+00:00,237.10,282.81,284.26,376.36,310.67,339.50,346.96,384.45,378.13,369.78,366.96,376.99,384.93,381.18,367.99,353.49,349.56,354.24,350.13,356.07,359.36,361.16,360.84,361.29,357.27,369.16,359.15,357.86,349.52,367.81,366.59,352.15,349.45,366.23,360.60,359.59,362.80,361.79,359.40,354.16,345.22,346.66,353.05,341.73,337.84,343.37,L5
2005-05-25 21:41:28+00:00,237.10,282.81,284.26,376.36,290.57,317.52,325.93,360.26,378.59,371.14,367.61,377.62,384.55,381.29,368.48,353.87,350.03,354.61,350.18,356.36,359.82,361.52,361.45,360.94,357.27,369.30,359.30,357.90,350.04,368.58,366.42,351.47,348.78,366.12,361.19,359.09,362.96,361.98,359.85,355.33,345.35,347.02,353.71,342.86,338.42,344.75,L5
