dates,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0018,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060,satname
2001-07-14 22:03:57+00:00,326.52,351.57,355.11,358.45,356.48,357.76,356.31,354.72,355.83,352.86,345.94,343.12,340.34,336.33,335.98,342.10,341.31,339.51,348.56,349.12,346.67,342.72,335.50,324.06,310.12,309.58,307.57,300.70,291.10,282.63,284.38,282.90,286.67,290.24,287.88,291.38,288.95,294.86,307.12,315.00,317.44,316.56,306.16,303.30,304.04,299.10,293.14,285.62,289.97,291.15,,,303.31,288.06,286.18,282.47,279.66,278.51,273.59,280.84,295.93,L7
2001-08-15 22:03:26+00:00,327.54,351.52,357.25,359.23,356.96,357.83,355.79,353.53,354.17,352.19,344.87,343.21,341.21,337.28,339.49,344.45,342.45,340.37,347.79,349.52,345.70,343.58,335.78,325.60,315.11,312.16,307.59,303.01,295.79,289.18,291.37,289.13,289.90,294.14,293.76,295.04,294.95,298.94,310.44,320.59,321.80,320.81,311.43,310.02,308.62,298.98,293.70,288.50,295.54,300.05,318.50,328.16,311.52,296.60,290.10,282.98,280.34,278.99,276.38,282.84,302.00,L7
2001-08-31 22:03:17+00:00,324.30,338.05,348.19,349.94,349.12,349.38,347.69,348.05,350.12,349.32,344.46,342.37,341.12,338.66,339.86,342.82,340.31,338.86,343.88,345.11,342.23,339.36,331.89,323.98,314.56,311.08,305.74,300.98,293.55,287.98,291.19,289.74,292.20,296.98,297.37,299.76,302.50,307.32,317.28,326.08,331.85,329.88,322.88,322.66,321.43,313.38,308.51,302.49,306.78,308.16,325.23,331.30,317.47,302.53,295.00,287.55,284.68,283.01,283.49,289.66,307.28,L7
2002-03-11 22:03:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.15,293.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-05-05 22:09:37+00:00,313.52,319.56,336.60,332.15,324.19,319.09,311.33,314.66,318.14,309.95,307.15,302.66,301.58,301.03,305.25,307.01,311.19,310.61,324.41,331.18,330.69,331.62,319.75,312.92,304.79,294.01,294.28,296.00,291.02,289.61,288.27,285.62,287.73,295.02,295.01,295.71,295.01,301.24,305.24,323.36,340.19,347.83,337.44,331.58,324.06,320.55,328.38,330.67,332.77,335.07,,,330.32,316.35,301.56,289.91,277.26,273.92,269.98,279.22,293.03,L7
2002-05-14 22:03:19+00:00,309.92,329.16,342.35,337.17,329.63,326.32,324.61,323.34,320.01,314.72,311.78,310.90,312.38,313.85,317.31,316.89,321.77,326.52,331.02,336.73,335.97,335.85,330.42,320.76,313.25,307.92,306.95,301.85,296.96,300.98,300.38,294.56,302.23,306.12,305.41,303.12,304.18,314.14,325.31,341.75,356.52,356.38,346.50,342.19,335.51,332.25,336.54,340.85,343.68,344.16,,363.91,346.80,333.12,317.43,306.60,294.48,290.87,293.05,294.89,308.14,L7
2002-06-15 22:03:07+00:00,311.51,329.16,339.21,336.15,332.83,328.30,325.25,326.33,320.63,320.37,316.05,313.71,313.60,314.22,319.68,317.64,323.34,330.56,334.62,338.88,338.86,339.83,331.79,325.05,316.57,310.78,306.21,299.55,292.56,294.82,291.20,289.71,298.78,302.17,306.53,306.95,310.67,323.48,330.87,343.46,358.85,356.68,344.29,337.23,334.64,332.11,336.07,339.68,340.00,342.70,,363.91,345.62,336.47,322.31,309.84,294.10,290.68,289.72,291.06,310.28,L7
2002-07-01 22:03:02+00:00,312.32,329.16,338.06,337.40,335.99,329.66,325.28,326.13,325.39,322.06,316.69,313.60,309.06,308.94,315.47,315.83,323.34,324.65,332.78,336.89,335.49,339.83,325.21,319.56,316.57,310.78,306.21,299.55,292.56,294.82,291.20,279.66,298.78,302.17,306.53,301.11,310.67,319.94,330.87,343.46,354.08,351.12,337.35,326.12,324.61,326.70,331.79,334.31,335.36,340.76,336.07,352.32,344.03,334.23,322.14,309.54,292.80,288.27,287.87,292.86,309.76,L7
2002-07-08 22:09:12+00:00,312.83,329.16,338.97,338.02,337.04,331.44,327.29,326.65,327.25,326.00,319.04,315.97,311.73,311.41,318.51,319.62,326.33,326.36,334.01,338.08,336.24,341.48,328.87,322.92,320.23,313.06,309.88,301.77,292.56,297.07,290.89,284.39,294.48,302.32,309.09,307.51,319.36,325.34,337.26,346.83,357.02,352.16,337.35,326.12,324.61,326.70,331.79,334.31,335.36,340.76,336.07,352.32,344.03,334.23,322.14,309.54,292.80,288.27,290.87,296.67,312.74,L7
2002-08-09 22:08:57+00:00,314.10,322.15,335.49,334.88,335.17,330.05,327.14,324.65,326.69,326.63,319.95,315.11,311.32,311.71,318.45,319.82,327.12,327.31,333.22,337.71,337.90,342.03,330.10,323.79,321.08,313.57,309.92,302.87,293.55,297.80,292.94,288.69,297.46,304.49,311.15,309.56,320.68,327.55,340.24,350.10,358.85,355.06,342.53,333.10,333.99,336.29,339.05,340.55,341.98,345.77,336.07,352.32,347.15,336.86,324.46,311.78,295.34,290.83,292.64,298.36,316.14,L7
2002-09-10 22:08:43+00:00,314.33,321.19,333.53,333.09,332.30,327.60,324.91,322.63,324.27,324.18,318.11,312.82,308.67,310.11,315.83,317.78,325.52,327.32,332.24,336.69,337.17,339.92,330.33,323.89,320.87,313.41,309.57,304.42,293.37,297.51,293.78,290.35,298.42,305.09,311.12,310.37,321.19,328.12,340.09,350.95,359.33,354.88,344.01,335.76,336.39,337.95,339.57,341.19,343.20,346.64,340.02,348.79,345.38,335.54,324.38,312.32,296.97,291.56,293.24,300.18,317.66,L7
2003-02-01 22:09:21+00:00,326.28,320.51,322.87,326.28,325.39,322.54,322.79,317.36,319.99,321.04,315.03,307.63,305.33,309.77,313.82,317.24,326.82,333.09,331.66,338.22,343.04,340.30,336.84,330.25,326.02,318.64,313.54,310.00,301.09,304.39,305.21,309.37,311.56,316.22,318.94,320.46,327.60,336.67,346.23,358.70,364.60,361.07,356.63,354.69,357.83,357.58,352.50,351.81,355.31,355.76,347.24,349.00,350.63,338.98,329.88,320.22,308.57,305.01,309.75,316.56,331.74,L7
2003-05-01 22:03:22+00:00,328.32,335.53,330.98,331.73,331.66,326.15,325.01,326.01,321.94,319.29,311.36,309.65,308.49,311.25,318.56,320.25,332.68,339.86,339.37,348.20,350.16,347.29,342.55,338.11,333.77,327.65,322.68,318.15,313.28,316.40,316.51,317.61,322.09,325.18,328.81,329.05,332.92,339.90,347.18,357.25,365.83,361.47,355.24,350.50,351.51,351.84,347.25,345.56,348.13,350.45,351.24,357.68,355.92,339.40,331.93,324.86,315.10,318.72,330.90,331.80,335.30,L7
2003-05-17 22:03:18+00:00,332.56,335.81,333.24,334.02,332.27,325.58,321.41,322.80,318.99,317.41,308.84,308.88,309.29,311.92,318.61,319.64,330.11,339.86,339.37,348.20,350.16,347.29,342.55,338.11,333.77,327.65,322.68,318.15,313.28,316.40,316.51,317.61,322.09,325.18,328.81,329.05,332.92,339.90,347.18,357.25,365.83,361.47,355.24,350.50,351.51,351.84,347.25,345.56,348.13,350.45,351.24,357.68,355.92,339.40,331.93,324.86,315.10,318.72,330.90,331.80,335.30,L7
2003-08-05 22:02:59+00:00,324.43,333.49,335.91,334.73,334.85,327.04,324.30,328.11,321.27,318.85,310.71,308.14,309.46,308.53,311.59,316.66,327.54,,,,,,,332.49,318.76,316.51,318.28,296.18,292.74,285.57,278.37,285.18,294.07,313.56,320.52,321.93,324.25,320.63,,356.73,368.11,363.07,355.25,347.03,337.56,326.59,324.73,325.15,325.75,323.64,339.86,344.26,346.63,332.43,320.41,303.26,,,,,,L7
2003-08-13 21:51:32+00:00,324.54,328.31,333.08,333.05,335.38,331.33,330.13,333.97,328.60,325.19,315.88,312.61,313.22,313.56,316.39,321.27,333.11,334.17,338.92,350.62,366.11,364.69,357.30,343.18,330.66,324.88,319.67,305.37,301.14,298.84,292.76,296.08,307.57,320.27,327.45,328.75,331.26,334.60,353.08,356.46,364.94,361.76,358.91,352.68,347.55,348.90,341.08,337.64,338.30,335.00,341.51,348.44,352.09,337.93,330.36,315.32,311.42,312.68,322.52,329.76,337.60,L5
2003-08-29 21:51:49+00:00,324.34,325.19,331.67,333.26,335.54,332.67,330.23,332.90,328.75,327.34,318.98,315.03,313.69,313.88,317.23,322.12,332.55,334.95,339.09,347.44,359.62,358.01,352.59,344.82,334.63,322.46,318.92,306.78,301.34,299.61,298.36,299.98,310.10,320.61,328.73,330.92,333.29,340.68,355.23,360.69,368.32,364.57,361.19,357.69,354.25,356.29,346.64,343.05,341.21,340.83,344.97,351.68,354.26,340.35,333.25,318.66,312.81,313.23,316.22,327.38,342.64,L5
2003-10-07 21:58:35+00:00,325.71,324.00,330.68,332.55,334.63,332.66,330.15,332.36,328.17,326.93,319.43,316.73,315.67,315.05,318.74,323.30,333.36,338.17,340.63,348.45,356.97,355.45,351.59,346.26,336.82,325.57,319.63,309.66,304.81,302.89,302.33,303.30,311.64,320.34,328.74,331.90,335.02,342.35,355.02,362.28,368.95,364.24,360.65,357.06,353.22,356.26,350.99,346.69,344.41,343.10,346.64,353.03,354.02,340.27,331.82,321.01,317.78,318.12,317.49,327.48,344.86,L5
2003-10-15 22:08:58+00:00,324.95,323.61,329.84,331.09,332.78,330.96,329.09,330.24,326.45,325.93,318.71,316.02,315.00,315.05,318.74,323.30,333.36,338.17,340.63,348.45,353.49,352.47,351.59,346.26,336.82,325.57,319.63,309.66,304.81,302.89,302.33,303.30,311.64,320.34,328.74,331.90,335.02,342.35,355.02,362.28,368.95,364.24,357.48,356.49,352.82,355.26,350.96,346.71,344.65,343.09,347.04,353.15,352.55,338.21,328.80,321.01,317.78,318.12,317.49,327.48,344.86,L7
2003-11-16 22:09:23+00:00,322.19,318.31,325.91,328.78,330.77,331.76,331.39,331.87,328.77,327.88,321.67,318.16,316.13,315.13,316.71,326.54,335.30,338.17,340.63,348.45,353.49,352.47,351.59,341.20,331.90,324.21,317.33,307.81,303.70,302.06,301.50,303.43,310.61,317.42,324.33,327.03,332.75,340.07,355.02,364.13,369.24,364.63,358.04,358.85,352.10,354.39,351.09,347.30,345.05,343.75,346.84,352.36,351.14,337.24,327.56,320.53,318.53,318.12,317.49,327.48,344.86,L7
2003-11-17 21:52:57+00:00,322.19,318.31,325.91,328.78,330.77,331.76,331.39,331.87,328.77,327.88,321.67,318.16,316.13,315.13,316.71,326.54,335.30,338.17,340.63,348.45,353.49,352.47,351.59,341.20,331.90,324.21,317.33,307.81,303.70,302.06,302.37,303.43,310.61,317.42,324.33,327.03,332.75,340.07,355.02,364.13,369.24,364.63,358.04,358.85,352.10,354.39,351.09,347.30,345.05,343.75,346.84,352.36,351.14,337.24,327.56,320.53,318.53,318.12,317.49,327.48,344.86,L5
2003-12-26 21:59:30+00:00,325.78,320.11,324.60,330.32,331.61,332.04,331.07,331.87,328.77,327.88,321.67,318.16,316.13,315.13,316.71,326.54,335.30,338.17,340.63,348.45,353.49,352.47,351.59,341.20,331.90,326.83,319.65,308.77,305.00,303.62,303.21,303.91,309.69,317.42,324.33,327.03,332.75,340.07,355.02,364.13,369.24,364.63,358.04,358.85,352.10,354.39,351.09,347.30,345.05,343.75,346.84,352.36,351.14,337.24,327.47,321.36,322.03,322.88,322.38,330.83,345.46,L5
2003-12-27 22:03:30+00:00,325.78,319.74,324.12,330.27,331.45,330.61,329.61,330.36,326.96,326.05,320.68,318.61,317.67,317.18,318.69,328.09,334.89,337.89,339.75,348.45,353.49,352.47,351.59,341.20,331.90,326.83,319.65,308.77,305.00,303.62,303.21,303.91,309.69,317.42,324.33,327.03,332.75,335.11,346.60,354.43,359.38,364.63,358.04,358.85,352.10,354.39,347.67,344.54,342.54,341.68,344.22,350.77,349.28,334.84,325.61,320.26,320.96,321.66,322.38,330.83,345.46,L7
2004-02-05 21:53:28+00:00,327.03,318.54,322.32,330.31,330.16,330.39,329.32,329.46,327.38,326.26,322.21,321.27,320.09,321.46,324.09,330.75,334.85,339.64,341.41,351.08,354.14,352.53,350.60,343.64,336.37,329.18,321.04,313.03,309.58,309.74,309.60,309.25,313.83,320.97,327.49,331.07,337.00,338.16,345.51,354.05,358.89,360.93,356.35,358.37,357.62,359.88,352.60,349.31,347.34,347.64,348.95,355.81,352.83,338.13,328.25,325.40,322.47,323.39,325.19,333.01,345.41,L5
2004-03-31 21:59:59+00:00,328.13,322.68,322.77,330.98,328.19,327.04,326.10,326.01,323.56,321.44,319.56,320.38,320.01,320.75,323.71,330.76,334.54,342.07,344.82,354.97,352.56,350.48,348.10,338.02,331.01,329.01,320.05,312.28,309.43,308.54,309.02,309.58,310.61,315.21,319.84,324.51,332.21,332.10,338.88,347.22,352.45,353.70,349.43,352.95,349.67,349.24,347.46,345.91,344.23,343.98,346.32,352.21,348.47,333.42,324.52,324.51,324.76,325.23,325.69,331.11,339.43,L5
2004-04-08 22:10:00+00:00,327.02,323.61,322.17,331.31,327.87,326.11,325.50,322.78,322.33,319.93,317.14,317.23,316.90,318.02,321.00,327.58,330.95,339.36,341.98,351.82,350.98,347.88,344.10,333.63,325.71,327.54,319.62,310.77,307.98,307.49,307.97,308.66,306.62,311.43,315.14,320.31,327.97,327.96,333.67,340.33,346.99,346.91,346.22,352.21,349.81,347.50,344.15,343.57,342.27,342.80,344.92,350.96,346.61,331.31,324.30,324.08,322.40,320.81,321.80,325.25,330.66,L7
2004-04-24 22:09:55+00:00,326.55,327.37,325.59,334.58,331.74,330.05,328.18,326.63,325.93,322.41,320.01,319.81,319.41,319.62,321.00,327.58,330.95,339.36,341.98,351.82,353.63,350.72,347.97,333.63,325.71,327.54,319.62,310.77,307.98,307.49,307.97,308.66,306.62,311.43,315.14,320.31,327.97,327.96,333.67,340.33,346.99,346.91,346.94,351.22,349.46,346.26,342.48,342.76,341.43,342.74,343.89,350.26,346.88,331.99,325.56,324.08,322.40,320.81,321.80,325.25,330.66,L7
2004-05-02 22:00:57+00:00,324.36,330.30,329.34,335.52,332.36,331.15,329.35,328.27,327.46,324.22,321.18,320.53,319.84,320.00,321.63,327.55,331.83,337.90,342.27,352.37,353.29,351.21,348.08,334.37,328.21,327.36,320.26,312.14,307.66,307.26,307.56,307.42,306.76,311.74,315.64,321.52,327.44,328.32,334.46,341.26,348.64,347.87,346.81,350.91,351.75,344.51,340.53,341.96,341.63,343.10,343.34,350.28,347.09,332.45,327.08,325.19,322.40,320.81,321.80,325.25,330.66,L5
2004-05-03 22:03:47+00:00,322.50,332.68,329.34,335.52,332.36,331.15,329.35,328.27,327.46,324.22,321.18,319.88,320.57,320.87,323.33,328.07,333.38,338.33,343.38,352.75,354.17,351.96,347.74,335.40,329.85,327.43,321.24,312.73,307.66,307.26,307.56,307.42,306.76,311.74,318.55,322.94,328.14,329.63,336.57,342.71,351.00,348.85,347.53,349.63,350.17,343.98,338.96,340.31,341.63,343.10,343.34,350.28,347.09,332.59,328.86,325.90,322.19,319.96,320.95,324.35,330.66,L7
2004-05-18 22:01:26+00:00,323.12,336.47,335.26,341.04,338.78,336.80,334.63,332.51,331.05,328.62,325.44,322.79,323.80,324.83,329.19,329.49,335.02,339.82,344.16,353.26,355.59,353.53,349.57,341.35,336.53,330.41,325.23,318.62,313.30,312.65,313.33,310.21,309.16,315.52,322.06,327.10,330.85,332.09,338.82,346.16,354.39,352.17,351.05,352.74,354.01,344.75,337.73,339.55,342.43,345.07,345.27,351.99,349.16,335.77,331.74,329.46,323.85,321.54,322.52,326.90,332.55,L5
2004-05-26 22:09:57+00:00,322.33,336.47,335.80,341.00,339.43,337.88,335.05,332.51,331.05,328.62,325.44,322.79,323.80,324.83,329.19,329.83,335.56,339.47,344.14,352.67,355.19,353.13,349.16,341.49,335.80,329.62,324.77,319.33,314.37,312.14,312.43,309.89,309.16,315.52,322.06,327.10,330.85,332.09,339.49,347.96,355.49,353.16,351.92,352.19,352.92,343.64,337.44,339.21,342.32,345.41,345.47,352.33,349.16,335.77,331.74,329.46,323.03,320.44,322.49,326.62,332.69,L7
2004-06-04 22:03:43+00:00,322.33,336.47,335.80,341.00,339.43,337.88,334.49,331.47,331.05,328.62,325.44,322.66,323.80,324.83,329.19,329.83,335.56,338.94,343.81,353.05,354.94,352.60,348.92,341.49,335.80,329.62,324.77,319.33,314.37,312.14,312.43,309.89,311.40,317.25,322.53,327.76,331.42,335.01,341.76,347.96,358.05,354.72,352.90,352.91,352.96,343.64,337.44,339.21,342.32,345.41,348.41,353.85,351.65,338.90,333.16,330.66,324.01,320.81,322.28,326.51,332.63,L7
2004-06-12 21:55:59+00:00,321.65,336.47,339.18,342.57,340.88,340.31,337.23,333.83,333.36,330.04,326.75,323.48,323.79,325.46,329.99,330.63,336.91,339.72,344.64,354.20,355.39,353.29,348.99,341.93,335.81,330.14,326.22,320.74,315.93,312.79,314.29,311.65,312.68,318.04,322.92,329.12,332.80,336.39,342.97,349.57,359.16,355.89,353.26,353.26,353.09,344.71,339.32,339.85,343.52,346.68,349.38,354.57,353.20,340.83,334.53,331.80,324.46,321.09,323.83,326.93,333.27,L5
