,dates,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0004,nzd0159-0005,nzd0159-0006,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048
0,1999-10-22 21:58:52+00:00,211.16296683522395,210.44824341189573,190.02765457413133,162.5948410223423,171.83352543353544,,201.59460124884987,163.8410974475541,151.7452289967391,150.6179200607835,166.94220079011393,192.22013105289025,192.0803987033982,188.92695158803457,188.77662955285223,196.3320555519689,171.52262971160837,186.56745857263905,181.5930067318248,189.3213615062246,191.0842895576802,190.12554512258555,192.2009199623668,189.56340728182872,194.35414657617406,187.65650361693923,194.60091162855457,187.37287271556306,194.3066405973163,210.07969013001696,190.02539276241922,194.0316877459787,196.97540957696575,201.19191887954744,208.13784177715576,207.70171034456592,205.8379855647272,203.15321218279269,207.97867259899914,202.2834729636013,210.86795093158457,208.67865787177823,204.83401745028598,208.56754037587905,212.38584783311506,211.42953252272497,213.13349789467384,205.09216428526014,193.02621741903621
1,1999-11-07 21:58:32+00:00,188.75673272779514,186.4447160388282,157.15954189701526,130.35809197161709,148.62256108118007,171.4867400748806,169.99662023291353,134.40562871109063,130.15137282794672,129.71768910882153,138.4172005055146,153.64190517928657,159.98948900546606,161.64434810816113,162.3189251272759,172.02042776053537,165.01846281970253,163.7849196002255,162.15667114912446,161.54198762786666,166.22627571271022,162.71879907417974,168.61362514555088,164.97620376595347,167.23928469765607,173.272796140409,166.6413220860091,174.80267403677422,171.2928296953867,178.0460438616157,176.08767863618704,175.19032782372977,176.283880327461,178.74343293986732,184.7104072069279,177.85824539868804,180.39828787297802,182.62480311599867,183.65640957070534,190.98769826925053,189.88570122075558,191.4810866917065,191.8261932144494,193.96531710066782,190.44703791800913,185.93090192119135,189.03853395916943,179.8878462504153,175.59047026272296
2,1999-12-09 21:58:57+00:00,189.46819704742495,158.82167155158254,127.50227831775652,120.0185453638326,128.3525350754777,163.34582292026255,154.7722888110205,146.45298444103975,127.51894590777322,129.25788844990393,138.21859277543834,141.47592549221756,153.7941506347807,151.38476190967864,156.35545876759127,159.59009821248225,162.33206546029683,164.24497164708166,162.21383386053253,163.15687703768208,154.59078161143736,159.07738451250154,163.15098652498767,158.41617103809654,165.44553768876224,161.15294878930905,165.99646568551015,170.52358927105874,175.61396844844822,172.08156672447845,173.79983854231858,171.55870529245692,170.05392642364984,177.7367282865628,168.8527847825789,169.91928361583152,173.29457784696814,177.6820146120336,186.40088489194693,182.33538197099674,185.43580312113417,185.6519275074387,190.61450467485494,183.64239344868568,176.0460972911885,185.30831762900695,181.6516798130591,175.39555316204695,159.48439240887654
3,2000-02-27 21:58:16+00:00,168.9156677474353,145.10596349764268,,,,192.64811270416448,,,159.53355816733904,155.4851200471015,152.48925663404836,162.58002166219043,170.55666838458734,,,,,,,204.68887809423035,208.73528461979018,,,194.86379659088192,199.9770909207324,188.22083332742272,191.4997318518334,197.0181201715267,203.47712322311233,201.5921364195519,202.1418652058447,201.5288738249168,206.6298584000387,,,,,,,,,230.10319697131104,220.75986052313587,210.11761171121816,208.00788099923025,211.32845021176405,206.3173459790013,202.31727843967707,193.354073996698
4,2000-03-14 21:58:35+00:00,191.81458232619948,136.07994342916717,,,,194.02399273902,189.27341233715043,169.03190901738358,163.31574381680053,154.54014983532102,154.89783849017385,156.95523558946348,170.18718365841096,180.2642057232454,181.6302299863792,183.12712655026488,177.9382717925951,186.02490315352134,191.13959768223285,192.89964648224554,192.2693731365377,190.9066355266396,195.52314334436514,194.609407414686,195.96651028848203,190.7898849352999,198.0857469058979,201.5450021099068,199.31101310612115,203.45588971020828,200.73398370429607,197.33566809068563,206.8222966663003,209.60346936432626,209.99206922500574,212.81124469447514,209.4388421966643,213.15350158622462,213.1414773093578,218.95938458564325,218.74905369704695,217.42308396539707,213.257394085469,211.9122973618363,211.474165224358,210.35217791530843,211.09596158811271,205.27179235612755,194.95804058023433
5,2000-03-30 21:58:33+00:00,188.71818954967335,,,,,195.3942945985869,187.0591412489544,163.79903611429552,162.19145052858994,154.4956044217091,154.26808539093807,166.8156510236135,173.11992473926028,187.93114985291894,188.34540875387677,184.79456663006692,186.54742603489854,187.3734656846549,194.53894195854244,196.84105035108394,201.36790256593667,199.7028426718271,199.18375741394766,194.52712024535487,193.21586455987438,193.4640638204042,200.86187528785362,207.7590732326905,210.70643057562427,208.09477577721015,207.75265193547398,212.45053576701625,210.38392008802657,209.12197887426254,214.2872979073149,212.37350562275665,213.09083266640266,217.71290129231764,218.2925765321935,221.50803045528897,224.9762697969936,225.33545084892177,224.53344353310453,222.33213600679431,221.39782931265893,225.210350425814,219.1647499675202,210.80101809849958,204.6316103220938
6,2000-05-01 21:58:18+00:00,,,,91.22279680368374,101.72274683757496,158.7052889013763,176.1501093993229,169.15922120265327,160.04199010491243,153.75178563398936,141.84415006632338,150.85232197317856,171.94370814770872,178.24115976266899,192.68465923414783,182.21844985934845,196.07427257590797,197.80948968886608,198.748253797188,202.14817603447003,196.47476504037277,192.42228259162493,189.53907473168562,193.47463317251402,200.6289303799553,190.89116609926973,203.39153449003837,197.8315308408147,207.82678326092238,214.22159502939098,207.4648271408032,200.66888973476068,196.20370724512853,191.2335884510018,194.35646578540442,206.12009880369857,206.38383519674278,218.33196226910223,229.61592342909057,231.76587674431374,238.25669726124448,245.64845749208658,261.5665657683046,240.8341911880402,226.7787291569066,220.2592176415822,213.35444076488426,206.6717540825514,195.01963463278955
7,2000-08-05 21:56:44+00:00,,,,,126.07152201565415,130.01901949257115,127.97589135354032,121.24598970639693,130.43937250241433,131.79070874998905,126.61970674715593,129.28800878370694,136.386323860114,146.0028822821413,143.98547493493854,148.310241837084,142.0376340848004,149.39832099451615,149.29813583253565,152.2921321687769,154.20941086576556,152.3066339063359,152.54538677875252,149.23705815832508,151.43545646035193,150.9690805699605,154.61353249440396,154.59434575883375,155.9369123920019,155.52015989992196,150.5844626847935,155.66480115855222,151.7064498585916,151.47789756009792,156.4851811540607,159.6499941003416,166.81871027854055,161.39581023194705,167.31831277964812,173.95316789222775,179.79056901775724,173.27641262922452,166.34309583884882,173.13171421299205,171.66206365557704,172.22918648959617,168.73992072590138,167.16438970576357,157.11021063280938
8,2000-09-06 21:56:22+00:00,,,,,143.90132184126304,142.5175007574368,146.29197212943592,132.88432970035154,160.1405944623776,160.84225219647803,153.4601608906166,152.73934884646985,156.0424969940694,155.63654725299355,159.18612922764953,164.83726217829144,167.44633728726575,171.23161167457988,172.12172864083715,166.10611471945697,160.13055431924306,158.74518468299303,152.19078229818803,156.75600425416297,158.2327935649294,153.90772439946898,160.1212634189593,154.528147184057,160.530119941358,152.96487606161986,154.40033442633822,158.75922381363128,164.74173091560039,161.12751567501684,163.20220526004078,167.48462824965964,161.45907764432832,167.5263925292213,175.83375954142662,180.64984248682828,182.4542280392797,173.285406925159,182.6904598439408,177.16170255105388,172.5369080531234,171.8956998826202,173.08787051872747,166.43431329519262,152.90887993972382
9,2001-01-12 21:56:06+00:00,130.19392412844996,114.44399804706188,96.74114436013585,96.50279044067446,109.11922705442451,105.40929244205178,112.62212484904899,120.18141749466443,131.23026669472023,126.46164777426411,125.13453894217494,143.973596092552,136.76877772614884,139.31926771824988,138.6534713023592,138.38293786060083,141.79351833929178,149.8491570480782,155.78282173737261,157.78773136438093,153.52101315802713,152.99464575402436,151.26395007827762,147.21189427830632,141.7167430178663,138.4753587748411,140.92642768945032,157.70249754349064,156.17760586981234,157.62549244858027,151.20616369464852,,,,,,,,,,,,164.42853493046277,166.11788349363022,170.44270050881676,170.39150225141896,163.89168522759786,155.64590704649856,149.71510707608832
