dates,satname,nzd0406-0000,nzd0406-0001,nzd0406-0002,nzd0406-0003,nzd0406-0004,nzd0406-0005,nzd0406-0006,nzd0406-0007,nzd0406-0008,nzd0406-0009,nzd0406-0010
1999-07-18 22:00:25+00:00,L7,316.51,311.41,313.34,307.95,637.80,,,,,,
1999-09-04 22:00:33+00:00,L7,325.35,313.90,322.18,331.56,338.08,341.86,341.30,331.53,324.84,318.45,321.26
1999-10-22 22:00:28+00:00,L7,346.95,342.17,352.37,356.38,357.65,353.47,357.02,346.04,336.91,332.13,343.68
1999-12-25 22:00:28+00:00,L7,325.16,316.54,323.14,329.38,328.23,331.19,336.56,329.44,323.64,316.43,322.25
2000-01-26 22:00:26+00:00,L7,312.48,308.47,314.79,321.54,318.07,322.53,330.12,320.86,313.70,313.99,313.37
2000-02-11 22:00:21+00:00,L7,322.56,314.57,319.96,327.66,324.01,328.79,331.16,325.50,318.43,312.68,316.94
2000-02-27 22:00:16+00:00,L7,324.93,315.77,319.61,328.03,325.49,329.93,334.29,330.91,328.52,321.36,327.17
2000-03-30 22:00:09+00:00,L7,334.20,323.66,330.04,341.52,346.30,344.95,344.75,337.80,330.03,330.91,337.63
2000-04-15 21:59:55+00:00,L7,334.47,333.78,336.70,349.68,350.73,344.65,348.42,338.46,340.02,339.79,339.92
2000-05-01 21:59:54+00:00,L7,325.41,335.65,342.20,357.77,356.89,356.20,357.58,344.52,348.15,347.99,350.83
2000-05-17 21:59:43+00:00,L7,313.36,318.09,335.11,351.86,351.43,353.97,350.49,348.67,341.23,341.16,342.49
2000-06-18 21:59:27+00:00,L7,314.44,,318.70,332.16,343.76,343.03,335.99,327.38,327.69,330.55,337.73
2000-07-04 21:59:14+00:00,L7,405.48,459.71,506.20,476.68,340.52,343.19,339.46,328.95,309.70,324.89,314.30
2000-08-05 21:58:44+00:00,L7,301.94,303.10,303.15,320.08,326.21,334.17,331.28,325.87,316.77,321.79,326.29
2000-09-06 21:58:22+00:00,L7,316.82,309.18,315.25,333.42,343.60,345.70,341.92,329.77,317.26,320.77,325.59
2000-10-08 21:58:00+00:00,L7,330.32,320.13,322.94,338.70,341.96,349.85,347.18,339.75,331.86,325.01,329.42
2000-11-25 21:57:58+00:00,L7,340.89,332.03,336.61,342.09,339.99,346.50,350.83,344.57,328.72,325.32,331.99
2001-05-20 21:57:28+00:00,L7,314.69,303.42,327.29,352.64,357.73,355.56,350.95,340.46,335.36,334.76,338.91
2001-06-05 21:57:16+00:00,L7,311.49,295.69,328.42,350.72,357.50,351.95,344.89,332.98,332.85,331.69,334.67
2001-07-07 21:57:00+00:00,L7,314.66,295.19,329.83,348.24,348.33,348.72,348.44,335.78,330.44,325.85,335.39
2001-08-24 21:56:24+00:00,L7,310.39,308.02,312.62,326.73,331.55,334.74,329.26,325.75,317.17,313.07,321.88
2001-09-25 21:56:04+00:00,L7,322.87,316.77,322.32,335.85,342.28,343.25,343.81,330.67,331.69,322.22,326.56
2002-02-16 21:56:30+00:00,L7,316.70,311.07,311.79,319.43,331.12,331.45,336.28,330.44,319.25,316.78,331.31
2002-03-20 21:56:24+00:00,L7,316.87,314.81,319.29,324.48,325.69,331.69,336.74,329.79,322.70,323.48,325.80
2002-05-07 21:56:27+00:00,L7,333.96,326.45,318.22,333.12,338.91,344.10,345.84,333.79,334.72,331.16,335.83
2002-10-14 21:55:19+00:00,L7,327.00,321.01,329.37,335.26,336.62,338.34,340.59,328.12,319.96,315.49,321.64
2002-10-30 21:55:25+00:00,L7,321.27,320.07,329.62,333.44,335.98,337.27,337.89,330.92,317.98,316.34,321.65
2003-01-18 21:56:06+00:00,L7,338.79,325.86,328.98,345.15,346.21,342.53,342.54,329.91,331.35,337.84,341.88
2003-04-08 21:56:23+00:00,L7,309.49,306.70,311.84,321.66,323.47,328.40,326.93,317.53,315.91,317.59,322.39
2003-04-24 21:56:22+00:00,L7,316.02,303.30,303.69,322.67,322.80,334.97,333.86,321.09,315.94,320.68,329.72
2003-05-10 21:56:22+00:00,L7,305.33,306.26,314.71,323.42,334.31,333.14,336.01,323.90,315.91,313.47,333.76
2003-07-21 21:44:09+00:00,L5,303.99,297.54,318.07,327.69,328.42,331.14,332.54,327.11,321.29,315.66,324.37
