,dates,aus0163-0000,aus0163-0001,aus0163-0002,aus0163-0003,aus0163-0004,aus0163-0005,aus0163-0006,aus0163-0007,aus0163-0008,aus0163-0009,aus0163-0010,aus0163-0011,aus0163-0012,aus0163-0013,aus0163-0014,aus0163-0015
0,1987-05-22 23:07:20+00:00,148.45614580132144,187.4981591194473,,122.99711105296589,204.07420859562066,124.65556802087161,144.2800370621058,201.52726463870263,172.69066828022997,191.71403122267046,163.29011292884573,167.53464693863717,160.21327476438628,160.8135658738749,144.01180252652713,124.86500477102214
1,1987-09-11 23:10:05+00:00,160.77600316434012,186.0478308790167,,139.05469566886705,195.49319582977282,130.50888377197626,131.96747791008696,,170.42358758067294,164.46191828331527,168.25228944092524,177.60492373700018,173.08602280989012,161.89745552790185,163.15064331005598,141.71651128938808
2,1987-10-22 23:04:43+00:00,,,,,,,,,,,,,,,,
3,1987-10-29 23:11:01+00:00,156.78265055041837,191.0411110209913,,144.46587188589277,206.97555793095512,130.6996231696023,120.06527076520855,,174.67758585489088,181.78518071688856,165.65232158500496,175.66698487052233,175.93707670825796,170.934198979043,161.1555791148031,158.07465367503008
4,1987-11-14 23:11:23+00:00,,190.40243500261917,148.08196084586936,107.05263773030566,,114.56549768608787,164.82472846842282,,166.37419237516224,162.39372323647189,146.26088466560574,150.94207477867667,145.4460960461972,162.73477567857182,145.3908340919058,125.368750842308
5,1988-01-17 23:12:26+00:00,152.42802056412017,190.624139115898,,107.17902145573589,,90.9295423337162,171.7697994049782,,155.07397620255153,142.2090304363875,138.92738621971625,147.94346591165117,149.2815132836703,156.33981989043357,127.2648581509738,119.14747813607468
6,1988-02-18 23:12:59+00:00,175.3552047017528,223.94826296658516,,121.72890869447319,199.2613395841199,121.83535327868678,183.8172358301637,,192.48109649655478,175.4778027351946,161.2643098942974,167.93556002468435,157.87217946278648,176.1871140229109,147.09407652839027,132.7694104689535
7,1988-05-08 23:13:38+00:00,140.06511177876504,183.43476302464293,157.2772863573981,112.25351244298983,201.8189854426062,117.10015891310226,124.0502773647799,192.15534680197516,175.9542077919944,179.39988795248613,147.3405360700842,160.31385343844502,133.29677207210105,159.4209156288385,147.28399978150722,130.90351037130793
8,1988-06-09 23:13:51+00:00,139.26705670562728,174.42008223293547,,103.35154487360843,203.80337755086302,98.33646247379859,111.58929549997652,194.31028182598655,166.4757223072491,182.24865185743118,149.8360804042548,159.11415481421082,143.26348951244623,167.52642245983043,148.8928468832057,128.76947169055376
9,1988-06-25 23:13:57+00:00,141.50153817303965,191.37352151915331,,125.19641585681802,193.96323601902384,113.85963774126195,103.71525132023888,195.12390264768845,177.4497521817777,185.52791375326362,155.49910028254334,162.8992150263733,159.4666363165191,169.08302357755997,154.3136776156767,141.70875636068772
10,1988-07-27 23:14:02+00:00,146.09835816076173,180.96627487069938,,118.11723873858409,194.0074075102854,119.00471518317562,141.64290659262986,209.32905824286294,170.60388674992234,177.61338427731096,155.00917336636832,166.7397029629696,169.39436398271437,165.93295070401516,160.88326904669123,146.75878249282064
11,1988-08-28 23:14:06+00:00,,206.37878986332157,,123.44221995337286,211.67517011325955,119.350467493223,189.2230486848298,215.3199895288178,198.198928746288,188.28459131424722,153.1255201428208,165.18479130198367,155.72381826355337,169.85630769989137,159.27452792131123,137.6011116086773
12,1988-09-22 23:07:50+00:00,,,,,,,,,,,,,183.18884360237718,198.74236748175093,179.30029657833444,
13,1988-09-29 23:13:57+00:00,154.76478733101723,203.20150510549914,,133.25191786321622,212.00729483712306,123.71926139627844,168.88775584567313,,190.27330808914823,185.80473600941602,165.61643584497483,169.89992896806987,170.31887564532002,181.736823143906,173.36734277830885,135.5584849747911
14,1988-10-15 23:13:52+00:00,145.56422823462765,196.15068750860928,160.8434487277072,129.4994163522066,194.73956341991206,117.48432606179684,182.87969552496742,,180.29699017916,165.28799437399192,157.6692588555369,173.3502673865958,166.3659487294837,175.30307568752386,168.61766359808297,139.95982011771233
15,1988-12-02 23:13:51+00:00,159.94064781324278,187.14810699351568,,137.1446342607765,,122.64042114697068,179.7107412583438,198.5800192579959,176.62377492968002,181.76453055269303,167.1527721555009,170.2312466553781,175.740763804819,171.47370754754397,162.83986114790085,148.0430838995372
16,1989-01-19 23:13:18+00:00,152.257516857223,193.79020756374402,,105.50759233022288,181.99200438091833,115.00723075519383,138.70657586000644,,178.9112023900163,166.08391474034045,166.73349180046102,189.90198632461215,157.63004092785664,167.62080909839105,172.37314366450195,132.6698662048695
17,1989-03-08 23:12:51+00:00,156.027377641102,193.1173504140093,,117.36246527945916,185.4584229856194,107.31708775328876,150.06486703754996,,176.5884270245452,164.46338601171504,177.196617387105,179.52251237880066,169.77007747463628,159.70034987681387,157.91727333496164,142.44772104553707
18,1989-06-12 23:11:17+00:00,136.00440624658566,163.04152627646624,,87.13185740530629,,95.21604558186758,73.16801725150567,171.18705833616647,141.83574284752248,169.2118479862756,162.0886294751155,162.9904309867934,165.79864917935987,164.36680517736534,146.18119761540225,119.96799764949216
19,1989-07-07 23:04:39+00:00,,227.87046181023555,,,,,137.8248952246112,,,206.16778288097237,196.54621034471248,206.5196252315318,201.04399641066402,191.17881516507205,181.03010045611325,148.55944659038005
