,dates,usa_HI_0047-0000,usa_HI_0047-0001,usa_HI_0047-0002,usa_HI_0047-0003,usa_HI_0047-0004,usa_HI_0047-0005,usa_HI_0047-0006,usa_HI_0047-0007,usa_HI_0047-0008,usa_HI_0047-0009,usa_HI_0047-0010,usa_HI_0047-0011,usa_HI_0047-0012,usa_HI_0047-0013,usa_HI_0047-0014,usa_HI_0047-0015,usa_HI_0047-0016,usa_HI_0047-0017,usa_HI_0047-0018,usa_HI_0047-0019,usa_HI_0047-0020,usa_HI_0047-0021,usa_HI_0047-0022,usa_HI_0047-0023,usa_HI_0047-0024,usa_HI_0047-0025,usa_HI_0047-0026,usa_HI_0047-0027,usa_HI_0047-0028,usa_HI_0047-0029,usa_HI_0047-0030,usa_HI_0047-0031,usa_HI_0047-0032,usa_HI_0047-0033,usa_HI_0047-0034
0,1991-12-03 20:24:42+00:00,,199.5792089238297,186.37703982386924,182.10646365906197,172.76501289373587,165.77623287760414,178.3085559897441,158.3267312430273,159.5694204211609,180.85589257906386,174.2439824630165,173.56096426648594,152.0005424483801,153.42991185900087,160.77006727547555,163.45746957859342,170.9588444018082,,,,,133.7662159288202,161.39101244711776,,,,,,,,,,,,
1,1999-08-02 20:59:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1999-08-11 20:53:07+00:00,179.56410514072667,178.83782633253242,185.83860181175345,178.59486053624997,183.79879784129537,173.6077210938254,174.96686403102998,169.38877028012547,175.6382740623576,170.68422631494474,175.3016510945778,158.4165133210272,165.24024419966048,163.25558948854618,157.42024121562065,160.6935927629934,165.76409202552472,170.7826991130651,172.04253150789637,169.3280778002934,162.4266716887793,150.19655817906406,179.63300042730424,178.21234440000654,173.07596043523978,182.34262903957227,184.10096633384364,183.74688596923156,175.8129291400781,176.97975453793254,192.15394930120027,190.77859188511823,187.84832420027135,180.4630507630973,198.2256943377194
3,1999-09-28 20:53:15+00:00,181.19445512947505,183.95677283131891,189.8893548090195,185.9458161134039,188.37853783511517,185.78418351555732,178.90468761142688,179.8270418184222,179.19103986973244,167.4692444361083,185.8751456137918,178.69796134016912,164.26753055670613,161.22485803985867,175.96561281300478,166.84409672452387,169.59000323909706,178.6771657414955,170.72993573640565,169.52640883069952,162.27511258060082,156.7379088455088,185.17217819437238,187.24618530685868,178.40311150156532,185.03925867024057,195.46483750723826,191.1518490607072,180.9922576436764,169.10636652281426,178.2642835662871,190.16256461428034,180.9728848979643,182.90555373244524,198.9287553672934
4,1999-10-30 20:53:07+00:00,187.8333244409324,183.25624982037354,184.1635778066389,176.41028883771287,185.01530200572438,170.69941190866265,177.5427440055431,179.0246442630453,150.1000551845571,181.06983653627253,187.05515561919958,177.16631544825918,169.7052511869949,146.73926362460406,169.177801510199,161.0349778503703,168.12645754764674,171.45437931903996,170.5009437094024,165.29949116327512,159.089319878806,149.62215130584102,174.78550420825653,189.05119566593626,183.2406611697966,185.48435177356566,181.8227383804687,182.9583321277837,177.8892624609796,170.38201025933782,180.43970697004167,192.0305310372869,186.21906423432992,185.73773361723843,206.3872283177979
5,1999-11-15 20:53:07+00:00,185.28261525235152,189.86929360721902,183.6747831954735,186.99534540167065,188.62969022329904,185.09248422717135,181.02426047170135,193.12773060098877,166.39317422666522,188.74500032194905,184.8928895099059,192.42585669410954,161.96862908645602,169.293378570665,167.6566587329226,165.45403178217444,168.24627951487832,175.70736113886636,174.58880255478985,170.28366047769836,168.6560007527004,156.56798492838905,182.0612176583652,194.21741480368465,183.60270114235442,186.19786102187146,187.44159565342258,188.8148463820118,181.08083153560432,171.61953875267065,181.3450633479716,189.33098166386475,184.7203035350083,190.24092193164478,209.49465682160346
6,2000-01-09 20:59:15+00:00,171.36259812438055,175.72488441140888,172.5178889872408,180.51906644064337,187.73472565092462,160.82061839597483,160.31156970760796,158.02495472447754,170.75729699250704,175.58611765213396,169.2548458691617,161.71811550471784,159.6653795870036,137.43331281282613,149.51580143853127,165.1188870920877,168.80640511267438,159.66162790665487,159.70229318724574,162.97294156366183,,139.3862698394239,178.2604034745686,172.53856735981188,182.12765102189243,186.12770635150602,176.55568947320603,185.53489299902608,172.35427086272907,173.72541388419626,182.70241741040076,190.6467683314079,161.54951166039652,155.6469746387482,184.43965983568435
7,2000-01-25 20:59:13+00:00,175.68385197846655,191.18731807361388,193.45714728194406,190.39357630828877,189.94909228200288,179.03300482813984,178.28694708641345,161.2492736531897,181.39102174113196,188.1290517056576,168.74353758744692,167.3823076680307,177.51024595265858,159.42176642692417,142.51555677392835,162.11725276804844,167.62880167602194,174.71907968105484,171.67947937537733,180.9834673656449,164.87000099783808,163.11863904978813,182.4132111040368,183.32826187268532,174.79292340774938,186.71116617203884,191.9978535631261,188.94160311238775,175.18275285636713,178.30559179218736,186.8315559973875,190.73516654745367,183.7825480935268,193.94725858941268,199.69159126974688
8,2000-05-25 20:52:12+00:00,189.53615519375265,197.52524339478498,189.9780318610791,188.34805836668178,183.2481664400715,179.33942936212162,180.20561275712907,184.14195662508013,167.507717597585,176.91770169075858,180.58659338977074,172.95401257983312,172.59423908902428,153.68044428260907,156.0603950979547,158.96150931820395,159.54386614632415,169.4128315137047,169.61422883684872,167.45673918607366,166.2390986647392,156.39082699939203,172.96450921302096,188.36366142111802,174.49880052728267,178.86525655615793,178.98109569365388,177.96507726110252,169.85687567569923,164.6078040390026,180.62081377906304,182.36916387414018,185.0474543577675,175.4366149051373,196.0395369152585
9,2000-06-26 20:51:56+00:00,189.37127205693105,194.62975893945642,195.5989117380663,196.5946390099588,197.11031729436158,190.088952903769,185.77471415771583,185.88692602283984,188.00994890415808,183.38619979708926,186.8119194480598,173.33757288873034,176.96390688387842,163.832138513786,158.09971897053208,167.00475422447522,166.89991612908088,177.35678213564424,175.15150174560432,173.2072871512677,166.7327059417265,161.55473817186848,184.76187573969935,192.1953878055536,181.75553748427205,185.16558210654455,190.22147192609958,191.84861443044412,179.33565240608465,173.47664034406978,182.6653307385083,191.32951361502197,189.88575037005467,185.40430727050602,206.74527676831588
