,dates,mex0195-0000,mex0195-0001,mex0195-0002,mex0195-0003,mex0195-0004,mex0195-0005,mex0195-0006,mex0195-0007,mex0195-0008,mex0195-0009,mex0195-0010,mex0195-0011,mex0195-0012,mex0195-0013,mex0195-0014,mex0195-0015,mex0195-0016,mex0195-0017,mex0195-0018,mex0195-0019,mex0195-0020,mex0195-0021,mex0195-0022,mex0195-0023,mex0195-0024,mex0195-0025
0,1985-09-26 16:41:55+00:00,,,,178.56880948583702,175.80890630892728,178.8931492171424,179.88545122196376,181.88471155803208,178.98717637853537,172.7966193791285,180.33378583548588,184.82813853316497,188.44072379493514,185.29318917970235,192.36865674438502,189.7290291105156,187.94781387714556,192.67927325167955,,193.83502652725124,195.98653265391863,198.9616748465915,198.56237048811147,192.44161234881108,190.4174172780028,200.52895682514566
1,1986-04-06 16:38:23+00:00,208.91918761914832,208.2181591538922,214.60053460617092,210.41732310412584,208.3633820398873,204.76945598879024,205.50765490349818,207.068973854763,197.76203986114788,203.58600103991677,199.6564009327884,207.9330408485158,210.97665282275867,214.08471914394318,216.89596849912238,215.08575193259483,223.97917335578674,226.53522522964025,233.38232117697927,230.03520210271054,229.7283611467607,233.14578040078578,226.4633703289717,220.50753273788348,219.85086992235864,225.60283694600975
2,1986-04-22 16:37:37+00:00,217.93106394747792,218.29558075755102,215.47679554532232,213.83694033421185,213.46073828972,211.98651508375139,213.28579694964395,212.2797260459786,209.6050530914478,205.71613619972885,206.25254861521952,212.985292815464,217.62478235667288,221.05212283017502,217.0341086635885,223.28335507607653,226.46654959866842,233.19140822379154,234.61704626172443,237.54114977047766,240.8390806663546,232.8010783856574,232.38183918689285,226.51022564982568,225.4827440099517,231.68396385317422
3,1987-02-20 16:33:22+00:00,184.95736482176648,185.12865955520647,190.16976852981176,189.40876158986535,187.94886683301885,192.5279937422076,191.80940244339288,195.22075718926553,188.45237668303943,193.0084407360822,183.81047231408098,201.6798749220063,198.13070095116748,204.23424490991135,200.58591947805482,209.04697988423624,215.54816903201768,221.3565665197484,221.6166878742039,220.55345302569702,226.1255539606187,221.9809420909299,226.5512328483966,222.3833209271116,218.14465094968625,222.77001900125543
4,1987-09-16 16:39:15+00:00,160.69372497832475,177.306335870072,177.36222526775586,172.70288590145026,177.7833868174784,179.84955571929004,177.54055172180338,185.11152335372114,180.58252740882313,178.9892201250573,184.08138021608067,188.40893647326078,191.24370355012968,190.20144924395228,194.9985405428095,194.00672943427847,199.06800819337514,,,,203.60259597596485,207.19462382132883,205.948634147112,202.9419358057375,205.84598324447387,207.6155865528342
5,1990-01-27 16:34:27+00:00,174.35824095224206,183.93162673686962,187.41889665285555,187.478507647472,188.1566145958586,187.09188342613118,194.74584850587038,193.37741895560742,190.74105921000066,194.1136163196693,205.11024870023957,209.13996548029158,212.00006357512845,210.23408834357096,211.34799599407785,209.2339002666239,210.05095053869135,211.29850982610319,214.6762950800557,218.09028052156074,216.18108283449652,223.20915162414317,221.2195478999052,215.99458093060466,211.54369665563277,221.22820965898396
6,1990-02-12 16:33:57+00:00,182.90564904029517,188.74530589475668,188.98631847067935,197.1141826043476,193.66524558462268,200.5465753361873,197.997543334952,203.100134057305,194.04384176242138,197.6546921575456,199.82179439349258,212.42535681455988,212.89146549675115,218.3772905915922,216.72533113645585,214.378350350289,217.47517582474094,217.13812032819465,221.976626422013,225.01214025178822,230.48360106688006,229.00343276477187,230.0545675227299,219.48169793595298,219.3626455147192,230.35151114463832
7,1990-02-28 16:33:25+00:00,180.26994875338266,185.23955889459148,184.29485359153708,186.70692067328696,185.33318889220683,187.73578027814128,191.60773166372456,193.70628380018888,198.02636940948076,190.15742536310336,196.1866610025032,196.34531029839883,195.54274532250184,198.85280289449304,207.30520869023746,206.84386856987607,206.57367373662402,210.83650328600496,208.42871619218477,213.77891447167534,214.2711613459715,218.92610502080325,214.31064742020118,213.81372303586065,210.47050267245007,221.12235367971607
8,1990-03-16 16:33:16+00:00,191.7338086776743,196.38763828846018,196.89997136096224,199.28734482214224,196.7077592156203,205.8683818099488,207.46788995627247,209.96922237745366,207.87780390568838,207.9364247345356,207.68897248064553,216.99454559841877,219.2942503660343,213.12015402101997,216.9456811584078,212.3847261877471,209.49651678764002,212.59105336767388,223.19803142354027,227.20893794698048,224.55085808029364,230.11894386219228,233.3510368339908,235.02277520021659,221.77366637794344,227.29965740815925
9,1990-04-01 16:32:48+00:00,180.47138777944744,185.48349630827045,183.11081978508014,181.99293775671646,182.71037034935773,186.71309806942634,186.8907746836304,186.79609425519644,187.04268905992805,190.42569281726225,191.48603154398438,187.6560516994869,183.49456328516968,192.3229972541495,205.70839786573111,194.86880336420649,201.48061960446816,206.1781732167547,208.1602592266726,203.25269835056088,215.44541680921404,218.52617968521756,210.33986414192574,207.76132685704715,209.7916179869848,214.25034834260146
