dates,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028,satname
1999-08-21 21:46:33+00:00,321.62,307.42,310.06,321.27,344.36,350.68,344.55,337.29,342.70,338.81,345.71,340.01,343.09,339.65,336.44,338.14,332.19,336.73,330.47,341.27,350.44,351.16,362.31,350.24,370.38,363.89,355.40,350.36,357.04,L7
1999-09-22 21:46:36+00:00,323.06,308.83,307.78,318.55,343.09,352.58,341.21,333.28,336.28,337.84,341.78,335.04,336.48,334.97,328.84,336.39,325.89,334.70,339.80,347.62,345.98,346.89,344.56,366.46,372.86,359.60,347.61,350.50,361.10,L7
1999-10-08 21:46:42+00:00,320.89,314.93,309.50,320.16,340.61,354.09,345.44,337.33,340.63,340.92,345.99,336.60,337.91,330.34,335.49,328.48,338.95,338.10,340.37,343.47,341.32,349.02,353.66,366.52,375.19,355.26,348.87,351.44,356.97,L7
2000-04-01 21:46:10+00:00,318.45,321.27,319.38,325.65,343.72,349.56,334.77,332.43,327.16,329.52,334.50,338.49,335.84,336.89,332.06,335.53,329.93,329.23,332.22,338.37,339.01,329.64,335.15,343.78,350.12,345.18,339.87,346.67,367.76,L7
2000-05-19 21:45:43+00:00,315.95,317.85,318.89,323.68,342.77,340.52,331.17,336.24,337.93,341.11,343.85,346.82,349.20,342.70,339.19,340.16,340.39,338.25,342.68,334.75,336.01,350.95,353.41,363.22,370.88,362.66,357.63,360.84,365.60,L7
2000-06-04 21:45:32+00:00,311.94,308.95,318.55,320.19,336.73,343.41,339.42,339.18,332.68,333.08,337.53,335.90,336.30,334.52,335.98,331.67,323.10,315.89,,337.39,336.38,337.77,336.32,354.55,364.28,352.60,341.72,345.52,356.87,L7
2000-08-07 21:44:45+00:00,319.41,308.34,309.16,320.84,337.44,343.32,327.62,334.79,333.22,333.38,342.56,335.61,339.01,336.83,328.86,328.05,321.02,321.31,328.92,326.71,332.92,339.50,344.28,351.38,361.28,356.02,354.00,347.39,350.91,L7
2001-01-14 21:44:09+00:00,324.61,321.20,319.45,327.90,346.60,348.14,350.19,348.38,339.81,343.50,345.71,342.52,347.13,346.61,347.76,347.56,340.57,342.61,345.01,342.06,339.69,358.13,365.84,374.59,377.26,,,,,L7
2001-04-04 21:43:43+00:00,319.41,310.38,311.21,321.62,341.22,343.16,337.93,336.14,335.04,334.72,340.47,334.31,336.76,340.94,334.09,336.60,332.58,330.63,326.73,333.63,332.12,335.47,344.05,353.46,364.86,351.32,345.31,340.97,349.86,L7
2001-04-20 21:43:46+00:00,322.70,318.52,317.45,325.52,344.63,347.66,339.16,337.00,340.19,338.11,347.04,339.11,338.76,345.87,339.90,341.25,339.85,341.89,343.20,343.93,339.69,342.30,349.79,359.05,370.63,360.26,354.19,352.23,353.84,L7
2001-05-22 21:43:30+00:00,309.19,305.62,309.52,323.23,337.86,335.77,336.74,333.55,333.42,332.47,338.67,337.92,340.25,334.83,339.16,333.78,330.74,325.09,333.01,339.37,343.45,348.17,350.44,360.29,371.64,361.04,358.02,356.51,360.02,L7
2001-07-25 21:42:54+00:00,318.21,306.99,318.88,322.34,346.44,347.24,335.28,336.87,333.34,336.37,334.00,336.28,341.29,345.36,334.82,334.14,334.60,333.88,329.52,335.14,333.51,339.47,344.20,352.62,363.84,352.43,348.44,350.05,358.35,L7
2001-08-10 21:42:36+00:00,321.61,308.57,316.18,324.13,350.31,348.77,340.79,332.33,332.89,332.25,339.22,340.51,341.11,344.05,339.40,336.82,338.62,336.38,334.10,335.81,334.75,339.42,342.84,359.03,362.16,348.06,345.59,348.09,363.58,L7
2001-08-26 21:42:25+00:00,309.95,304.22,308.61,319.40,334.55,340.67,336.04,331.50,324.31,327.03,330.92,333.91,334.06,337.29,326.58,326.07,327.01,328.32,328.64,329.44,329.65,331.45,342.22,351.49,353.37,339.55,340.73,343.16,357.06,L7
2001-09-11 21:42:14+00:00,314.26,304.33,310.67,317.38,341.99,344.05,338.46,331.75,327.44,330.08,337.29,334.75,341.29,335.72,328.38,326.78,328.58,331.34,330.53,338.71,337.87,331.49,340.33,356.97,365.02,341.55,349.09,352.21,359.73,L7
2001-09-27 21:42:05+00:00,325.91,315.88,319.48,326.70,347.78,363.84,348.10,345.77,342.57,338.98,349.37,345.40,352.31,349.17,339.51,341.71,340.18,338.12,346.52,353.91,351.76,349.00,347.80,363.90,375.65,351.60,350.05,358.14,364.03,L7
2001-10-13 21:41:51+00:00,320.78,312.52,314.13,326.68,342.38,348.67,345.60,340.20,338.66,336.73,340.51,336.82,341.05,340.12,339.42,331.73,339.27,330.25,339.36,344.44,343.24,341.69,351.37,349.81,366.88,348.03,348.32,349.32,350.17,L7
2001-10-29 21:41:57+00:00,323.03,320.28,323.33,331.86,350.55,357.57,346.91,339.47,337.85,335.28,341.88,340.89,347.86,349.19,349.78,350.94,349.28,343.08,344.98,348.75,349.58,349.34,350.56,362.76,370.55,351.87,353.68,355.77,360.18,L7
2002-02-18 21:42:30+00:00,323.67,310.89,315.88,328.54,347.82,348.72,336.90,336.45,331.36,331.19,340.36,338.12,339.91,345.57,335.95,336.38,332.82,330.76,329.67,329.32,327.58,333.47,335.51,347.55,360.41,345.00,340.74,344.82,359.25,L7
2002-04-07 21:42:28+00:00,316.22,311.60,308.46,325.29,341.89,339.78,335.37,328.53,331.24,332.89,341.07,341.18,342.34,339.91,337.69,335.36,334.03,328.40,331.99,335.92,,,,,,,,,,L7
2002-08-29 21:41:39+00:00,318.64,307.42,312.01,316.44,345.12,340.23,327.87,332.17,326.45,328.92,342.83,342.54,338.35,329.44,330.62,336.21,333.80,330.39,333.16,331.12,329.20,332.73,334.48,339.69,350.93,344.91,341.60,335.56,343.53,L7
2002-09-14 21:41:31+00:00,326.24,315.27,314.54,320.49,340.72,347.04,340.42,339.20,337.21,336.77,347.17,344.69,339.96,338.64,338.62,347.99,336.97,334.59,341.85,339.06,333.89,337.35,337.47,343.27,353.26,341.48,341.30,339.09,348.39,L7
2002-11-01 21:41:30+00:00,325.73,319.56,315.27,321.44,342.36,349.35,335.26,333.96,337.49,333.05,348.45,350.09,344.38,344.53,342.20,350.24,344.99,341.13,336.80,340.63,346.92,346.54,344.27,346.09,343.11,329.56,326.77,330.41,347.61,L7
2003-01-20 21:42:09+00:00,324.13,316.09,315.94,324.90,348.03,355.93,340.24,342.41,344.92,339.61,351.58,353.99,355.52,344.21,341.64,342.06,336.97,336.37,337.80,339.20,344.85,349.92,359.39,357.12,365.60,351.88,342.08,339.81,348.74,L7
2003-02-05 21:42:17+00:00,326.76,318.83,322.50,327.37,352.03,355.73,351.16,349.52,344.12,340.92,355.77,350.00,347.67,343.50,337.69,342.25,336.34,337.17,338.91,336.50,339.58,343.29,350.50,356.37,366.66,353.63,342.43,343.76,349.93,L7
2003-02-21 21:42:20+00:00,321.10,313.63,320.42,325.29,349.85,348.80,346.89,346.82,339.70,336.56,347.88,346.30,343.11,342.18,336.31,338.76,333.09,338.05,337.27,336.93,339.01,344.55,353.57,362.91,369.06,353.17,346.04,343.00,349.59,L7
2003-04-26 21:42:25+00:00,315.43,294.72,285.95,298.87,329.11,343.41,329.66,329.38,332.29,327.86,335.55,336.16,339.03,334.51,326.79,327.14,327.47,320.79,321.36,324.44,327.10,335.12,347.07,352.71,359.81,344.64,338.47,331.59,341.61,L7
2003-05-28 21:42:22+00:00,316.46,307.01,305.86,314.33,330.42,338.92,327.91,332.81,331.99,328.78,339.33,338.17,341.96,337.89,338.12,344.04,337.52,332.27,,342.28,342.32,344.99,350.62,360.21,367.94,352.92,350.66,349.63,353.22,L7
2003-07-15 21:42:14+00:00,319.95,310.71,311.64,318.49,340.38,,330.07,337.07,332.96,332.67,341.81,344.27,346.46,340.92,343.62,338.94,341.30,333.92,,339.87,346.96,352.06,355.68,362.60,363.77,359.20,357.01,354.59,364.86,L7
2003-08-16 21:42:04+00:00,313.95,298.32,306.48,319.26,337.10,348.42,,,328.60,333.82,339.43,330.76,333.41,327.77,324.45,324.38,318.25,317.33,321.54,,,326.69,323.13,333.84,351.24,338.25,330.28,330.60,341.13,L7
