dates,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028,satname
1999-08-21 21:46:33+00:00,321.62,307.42,310.06,321.27,344.36,350.68,344.55,337.29,342.70,338.81,345.71,340.01,343.09,339.65,336.44,338.14,332.19,336.73,330.47,341.27,350.44,351.16,362.31,350.24,370.38,363.89,355.40,350.36,357.04,L7
1999-09-22 21:46:36+00:00,322.34,308.12,308.92,319.91,343.73,351.63,342.88,335.28,339.49,338.32,343.75,337.52,339.78,337.31,332.64,337.26,329.04,335.72,335.13,344.44,348.21,349.02,353.44,358.35,371.62,361.75,351.50,350.43,359.07,L7
1999-10-08 21:46:42+00:00,321.86,310.39,309.11,319.99,342.69,352.45,343.73,335.97,339.87,339.19,344.49,337.22,339.16,334.99,333.59,334.34,332.34,336.51,336.88,344.12,345.91,349.02,353.51,361.07,372.81,359.58,350.63,350.77,358.37,L7
2000-04-01 21:46:10+00:00,319.67,318.10,314.44,322.90,342.17,351.82,340.11,334.88,333.89,335.22,340.25,337.55,336.88,333.62,333.77,332.00,334.44,333.67,336.30,340.92,340.16,339.33,344.40,355.15,362.65,350.22,344.37,349.06,362.37,L7
2000-05-19 21:45:43+00:00,317.20,319.56,319.13,324.66,343.25,345.04,332.97,334.34,332.55,335.31,339.18,342.65,342.52,339.79,335.62,337.85,335.16,333.74,337.45,336.56,337.51,340.29,344.28,353.50,360.50,353.92,348.75,353.75,366.68,L7
2000-06-04 21:45:32+00:00,315.45,316.02,318.94,323.17,341.07,344.50,335.12,335.95,332.59,334.57,338.63,340.40,340.45,338.04,335.74,335.79,331.14,327.79,337.45,336.84,337.13,339.45,341.63,353.85,361.76,353.48,346.41,351.01,363.41,L7
2000-08-07 21:44:45+00:00,316.44,314.10,316.50,322.59,340.17,344.20,333.25,335.66,332.75,334.27,339.61,339.20,340.09,337.74,334.02,333.85,328.61,326.17,334.61,334.31,336.08,339.46,342.29,353.23,361.64,354.12,348.31,350.11,360.29,L7
2001-01-14 21:44:09+00:00,322.01,314.77,314.31,324.37,342.02,345.73,338.90,341.59,336.51,338.44,344.13,339.06,343.07,341.72,338.31,337.81,330.79,331.96,336.97,334.38,336.31,348.81,355.06,362.99,369.27,356.02,354.00,347.39,350.91,L7
2001-04-04 21:43:43+00:00,322.01,315.79,315.33,324.76,343.91,345.65,344.06,342.26,337.43,339.11,343.09,338.41,341.94,343.77,340.92,342.08,336.57,336.62,335.87,337.85,335.90,346.80,354.94,364.02,371.06,351.32,345.31,340.97,349.86,L7
2001-04-20 21:43:46+00:00,322.24,316.70,316.04,325.01,344.15,346.32,342.43,340.51,338.35,338.78,344.41,338.65,340.88,344.47,340.58,341.80,337.67,338.38,338.31,339.87,337.17,345.30,353.23,362.37,370.92,355.79,349.75,346.60,351.85,L7
2001-05-22 21:43:30+00:00,318.98,313.93,314.41,324.57,342.58,343.68,341.00,338.77,337.12,337.20,342.97,338.47,340.73,342.06,340.23,339.80,335.94,335.06,336.99,339.75,338.74,346.02,352.53,361.85,371.10,357.54,352.51,349.90,354.57,L7
2001-07-25 21:42:54+00:00,317.38,310.38,314.26,323.18,342.54,343.46,337.28,335.89,335.50,335.42,340.05,336.90,339.26,341.75,336.99,336.44,334.44,332.87,333.12,338.02,337.19,341.35,347.12,356.36,367.74,356.26,351.49,349.94,355.52,L7
2001-08-10 21:42:36+00:00,318.22,310.02,314.65,323.37,344.09,344.52,337.98,335.18,334.98,334.78,339.88,337.63,339.63,342.21,337.47,336.52,335.28,333.57,333.31,337.58,336.70,340.97,346.26,356.89,366.63,354.62,350.31,349.57,357.13,L7
2001-08-26 21:42:25+00:00,316.84,309.05,313.64,322.71,342.50,343.88,337.66,334.56,333.20,333.49,338.39,337.01,338.70,341.39,335.66,334.78,333.90,332.70,332.53,336.22,335.53,339.38,345.59,355.99,364.42,352.11,348.71,348.50,357.12,L7
2001-09-11 21:42:14+00:00,316.48,308.38,313.22,321.95,342.43,343.90,337.77,334.16,332.38,333.00,338.23,336.68,339.07,340.58,334.62,333.63,333.14,332.50,332.25,336.58,335.86,338.25,344.84,356.13,364.50,350.60,348.77,349.03,357.49,L7
