dates,satname,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028
2001-05-22 21:43:30+00:00,L7,313.50,309.35,314.19,327.23,343.46,340.86,341.83,338.64,337.42,337.14,343.76,342.59,345.85,339.92,344.76,338.87,335.05,329.76,337.32,342.87,346.95,352.84,356.04,365.38,377.24,366.64,362.69,361.60,365.62
2001-07-25 21:42:54+00:00,L7,307.44,297.66,307.21,312.34,332.44,334.51,322.55,324.14,323.34,324.70,321.27,324.61,327.29,332.63,320.82,321.41,323.83,322.21,318.75,326.39,324.76,327.80,330.20,339.89,349.84,338.43,336.77,337.32,344.35
2001-08-10 21:42:36+00:00,L7,315.61,303.37,309.68,318.56,342.51,341.68,333.70,325.24,327.32,325.75,332.13,334.01,333.31,336.96,331.60,329.73,332.62,329.88,328.10,330.93,329.88,332.92,335.04,351.94,354.36,340.26,339.09,341.00,355.78
2001-08-26 21:42:25+00:00,L7,310.26,304.49,308.94,319.69,334.95,341.03,336.40,331.86,324.60,327.36,331.28,334.24,334.46,337.65,326.98,326.43,327.32,328.65,328.95,329.69,329.90,331.78,342.62,351.85,353.77,339.95,341.06,343.52,357.46
2001-09-11 21:42:14+00:00,L7,313.64,303.80,310.00,316.81,341.19,343.32,337.73,331.02,326.87,329.41,336.56,334.08,340.49,334.99,327.58,326.05,327.96,330.67,329.91,338.21,337.37,330.82,339.53,356.24,364.22,340.75,348.42,351.48,358.93
2001-09-27 21:42:05+00:00,L7,332.68,321.75,326.81,332.99,356.58,371.84,356.10,353.77,348.86,346.31,357.37,352.73,361.11,357.17,348.31,349.71,346.95,345.45,353.29,359.41,357.26,356.33,356.60,371.90,384.45,360.40,357.38,366.14,372.83
2001-10-13 21:41:51+00:00,L7,331.09,321.45,325.30,336.25,355.78,360.85,357.78,352.38,348.23,347.90,352.69,347.99,354.45,352.30,352.82,343.91,349.58,341.42,349.67,352.81,351.61,352.86,364.77,361.99,380.28,361.43,359.49,361.50,363.57
2001-10-29 21:41:57+00:00,L7,329.80,326.15,330.66,338.15,359.35,365.57,354.91,347.47,344.14,342.61,349.88,348.22,356.66,357.19,358.58,358.94,356.05,350.41,351.75,354.25,355.08,356.67,359.36,370.76,379.35,360.67,361.01,363.77,368.98
2002-02-18 21:42:30+00:00,L7,316.44,304.62,308.05,321.83,338.42,340.17,328.35,327.90,324.65,323.36,331.81,330.29,330.51,337.02,326.55,327.83,325.59,322.93,322.44,323.45,321.71,325.64,326.11,339.00,351.01,335.60,332.91,336.27,349.85
2002-04-07 21:42:28+00:00,L7,323.76,318.13,316.63,332.29,351.69,348.69,344.28,337.44,338.24,341.06,349.98,349.35,352.14,348.82,347.49,344.27,341.57,336.57,339.53,342.04,,,,,,,,,
2002-08-29 21:41:39+00:00,L7,312.95,302.49,305.84,311.15,337.72,333.50,321.14,325.44,321.16,322.75,336.10,336.37,330.95,322.71,323.22,329.48,328.11,324.22,327.47,326.50,324.58,326.56,327.08,332.96,343.53,337.51,335.43,328.83,336.13
2002-09-14 21:41:31+00:00,L7,326.09,315.14,314.37,320.35,340.52,346.86,340.24,339.02,337.07,336.60,346.99,344.52,339.76,338.46,338.42,347.81,336.82,334.42,341.70,338.93,333.77,337.18,337.27,343.09,353.06,341.28,341.13,338.91,348.19
2002-11-01 21:41:30+00:00,L7,335.42,327.96,325.77,330.44,354.96,360.80,346.71,345.41,346.49,343.55,359.90,360.59,356.98,355.98,354.80,361.69,354.68,351.63,346.49,348.51,354.79,357.04,356.87,357.54,355.71,342.16,337.27,341.86,360.21
2003-01-20 21:42:09+00:00,L7,314.75,307.96,305.77,316.19,335.83,344.84,329.15,331.32,336.21,329.44,340.49,343.82,343.32,333.12,329.44,330.97,327.59,326.20,328.42,331.58,337.22,339.75,347.19,346.03,353.40,339.68,331.91,328.72,336.54
2003-02-05 21:42:17+00:00,L7,315.53,309.10,310.33,316.94,337.43,342.46,337.89,336.25,333.69,328.75,342.50,337.83,333.07,330.23,323.09,328.98,325.11,325.00,327.68,327.37,330.46,331.12,335.90,343.10,352.06,339.03,330.26,330.49,335.33
2003-02-21 21:42:20+00:00,L7,308.18,302.43,306.42,313.29,333.05,333.53,331.62,331.55,327.70,322.56,332.61,332.30,326.31,326.91,319.51,323.49,320.17,324.05,324.35,326.43,328.51,330.55,336.77,347.64,352.26,336.37,332.04,327.73,332.79
2003-04-26 21:42:25+00:00,L7,323.89,302.05,295.12,306.73,340.11,353.41,339.66,339.38,340.15,337.03,345.55,345.33,350.03,344.51,337.79,337.14,335.93,329.96,329.82,331.31,333.97,344.29,358.07,362.71,370.81,355.64,347.64,341.59,352.61
2003-05-28 21:42:22+00:00,L7,324.15,313.68,314.19,321.47,340.42,348.01,337.00,341.90,339.13,337.11,348.42,346.50,351.96,346.98,348.12,353.13,345.21,340.60,,348.53,348.57,353.32,360.62,369.30,377.94,362.92,358.99,358.72,363.22
2003-07-15 21:42:14+00:00,L7,314.72,306.18,305.97,313.63,333.58,,323.89,330.89,328.10,327.00,335.63,338.60,339.66,334.74,336.82,332.76,336.07,328.25,,335.62,342.71,346.39,348.88,356.42,356.97,352.40,351.34,348.41,358.06
2003-08-16 21:42:04+00:00,L7,304.57,290.19,296.31,310.55,324.90,337.33,,,319.89,323.65,328.34,320.59,321.21,316.68,312.25,313.29,308.87,307.16,312.16,,,316.52,310.93,322.75,339.04,326.05,320.11,319.51,328.93
2003-09-25 21:31:19+00:00,L5,319.12,308.10,305.10,319.71,342.80,353.31,347.12,345.38,340.03,331.99,344.79,342.46,334.59,330.63,328.22,335.22,318.96,324.08,338.39,342.92,346.34,358.05,357.45,355.60,371.76,362.77,350.66,349.94,354.60
2003-10-19 21:41:56+00:00,L7,,307.75,307.94,325.58,351.33,363.01,358.39,353.53,347.45,346.12,352.49,348.29,346.99,,334.68,341.15,329.23,332.01,347.37,346.55,343.35,356.89,361.44,360.23,373.46,,,358.67,359.91
2003-11-04 21:42:03+00:00,L7,328.82,313.61,314.18,323.79,351.50,364.65,358.96,,349.21,346.11,356.65,353.70,347.40,347.90,347.88,348.11,337.69,336.82,350.30,349.07,,360.50,369.57,369.94,379.66,367.68,360.35,361.93,361.17
2003-11-20 21:42:19+00:00,L7,333.15,316.56,315.69,329.04,,,351.07,349.24,346.40,344.86,353.40,346.29,340.00,344.69,333.53,342.82,330.44,,,342.63,345.95,358.02,363.64,363.18,373.77,363.11,355.03,354.62,354.82
2003-12-06 21:42:22+00:00,L7,329.40,314.49,314.50,326.25,354.19,362.28,354.38,353.67,,353.63,357.46,359.60,350.96,351.29,349.45,356.00,345.83,352.51,352.68,354.72,359.54,,374.49,379.20,384.09,373.36,363.07,361.83,
2003-12-14 21:32:14+00:00,L5,,,315.12,322.68,345.87,354.65,352.05,348.71,338.53,325.76,336.20,334.43,330.68,329.66,329.39,343.94,338.51,333.59,338.99,349.62,354.63,352.31,354.25,354.50,355.34,344.51,343.64,348.72,359.13
2003-12-30 21:32:24+00:00,L5,311.97,297.73,298.35,306.59,327.22,338.92,336.51,348.10,341.31,341.64,351.12,351.63,342.19,334.01,326.78,327.66,323.99,326.48,329.63,340.55,356.96,362.20,368.92,370.04,378.23,367.60,343.76,340.17,350.04
2004-01-07 21:42:35+00:00,L7,,,,,333.65,343.33,345.01,342.99,339.06,333.47,342.83,339.61,335.09,,,329.46,328.45,327.49,332.99,337.64,344.79,352.10,359.28,361.57,368.16,359.00,,,354.55
2004-01-23 21:42:42+00:00,L7,311.24,304.40,,,332.04,340.02,336.86,332.66,329.22,324.57,335.84,328.38,325.76,323.29,318.95,,,320.44,326.47,329.56,331.72,343.41,,,,,,,
2004-02-16 21:32:36+00:00,L5,,,,,,,345.37,340.41,346.61,344.10,352.19,351.72,351.56,346.32,343.01,336.97,338.59,334.16,337.41,353.34,353.31,376.56,372.51,374.21,381.01,373.10,368.50,358.99,363.76
2004-02-24 21:42:45+00:00,L7,307.79,304.38,303.37,309.91,331.37,339.20,333.53,334.51,,,341.84,337.46,332.08,332.31,325.33,326.90,324.93,327.38,326.54,333.94,335.87,,,354.07,359.35,355.29,346.29,344.64,352.24
2004-03-11 21:42:54+00:00,L7,304.11,297.39,298.62,299.03,320.59,330.28,326.85,325.16,,315.05,324.52,329.22,324.07,321.07,316.59,315.95,320.00,316.11,324.40,328.07,,,336.65,346.48,354.76,340.10,329.32,329.21,328.22
2004-03-27 21:42:57+00:00,L7,314.60,312.42,314.66,321.00,342.77,344.73,342.30,333.99,335.42,332.27,342.56,,347.07,340.58,339.07,331.98,342.14,335.54,340.78,349.94,350.20,356.95,368.67,366.27,,364.46,357.04,353.65,359.08
2004-04-12 21:42:51+00:00,L7,315.63,304.18,308.17,,340.06,340.82,335.69,332.36,328.02,324.11,337.67,339.20,342.61,340.86,340.58,336.78,,332.57,340.11,340.39,344.45,353.95,361.43,361.74,371.78,360.55,348.44,353.47,358.83
2004-05-06 21:33:58+00:00,L5,304.58,294.18,297.80,308.76,331.26,334.62,322.20,328.54,328.04,318.56,323.69,320.25,321.52,322.47,318.80,317.48,314.79,312.72,319.62,323.80,323.06,338.32,338.60,340.40,349.50,333.70,329.58,326.62,330.69
2004-05-22 21:34:26+00:00,L5,,,,,,,,,,,,,,,170.86,,,,574.44,589.32,607.30,,,,,,,,
2004-05-30 21:42:48+00:00,L7,325.20,312.46,,329.82,355.19,353.35,343.41,347.06,340.96,345.37,353.64,346.41,345.89,353.75,343.00,,335.45,347.66,,353.25,355.09,360.46,368.29,372.75,385.95,371.23,358.75,357.88,
2004-06-07 21:34:54+00:00,L5,303.96,290.10,295.18,309.44,328.18,334.66,306.77,325.46,312.95,318.20,317.30,314.86,314.27,317.97,319.11,316.32,317.11,319.92,320.46,323.05,317.47,326.50,330.64,337.88,351.30,342.85,334.90,335.40,343.30
2004-06-15 21:42:41+00:00,L7,322.35,305.91,307.99,321.28,353.37,351.22,333.11,336.28,,342.84,351.34,338.22,343.84,344.65,346.26,345.71,345.79,354.00,348.63,351.90,345.20,,361.07,365.11,381.33,367.36,360.21,363.14,384.83
2004-06-23 21:35:22+00:00,L5,308.28,299.47,302.70,317.68,332.20,335.49,315.75,326.53,323.25,327.30,330.89,327.16,334.81,330.29,337.70,328.36,333.81,328.66,324.85,327.03,327.28,337.76,347.63,361.16,370.49,364.10,357.06,346.67,360.36
2004-07-25 21:36:14+00:00,L5,318.84,295.00,298.07,307.82,327.71,339.87,328.11,331.21,333.50,331.71,341.05,341.64,335.47,339.61,325.25,324.33,322.35,321.01,333.09,327.08,333.35,348.72,353.91,361.30,369.36,353.16,344.72,341.37,347.48
2004-08-02 21:42:28+00:00,L7,305.40,293.56,301.29,310.29,329.72,335.03,328.22,327.23,320.73,325.61,333.18,,324.80,331.64,324.78,326.01,327.39,328.88,330.83,331.93,328.77,344.55,340.59,353.89,,344.10,336.28,338.71,342.86
2004-08-10 21:36:32+00:00,L5,324.15,311.58,318.15,327.34,343.32,344.22,336.10,332.55,331.53,330.86,346.45,341.22,342.74,344.76,344.17,346.48,346.64,343.74,341.92,337.95,344.08,347.37,350.40,366.82,376.55,361.81,352.97,363.17,379.86
2004-09-03 21:42:23+00:00,L7,313.06,301.68,305.35,312.24,335.66,340.00,329.83,325.42,,323.19,331.29,328.78,326.89,322.96,322.29,327.12,326.46,329.02,329.69,329.38,333.51,,337.13,349.64,350.09,336.37,332.51,342.67,354.35
2004-09-19 21:42:17+00:00,L7,306.27,298.13,300.89,306.61,327.29,339.16,327.98,325.20,323.26,324.82,332.04,328.47,,322.99,318.68,328.63,326.72,325.63,328.64,331.25,323.41,328.67,336.28,343.90,351.46,,330.75,336.38,342.08
2004-11-22 21:42:42+00:00,L7,335.22,317.57,326.47,332.45,353.97,364.49,355.58,349.13,,346.77,362.65,362.20,356.59,355.27,358.07,357.95,360.39,356.76,361.24,358.69,359.79,,374.95,378.27,382.65,364.47,363.98,362.16,370.73
2004-12-08 21:42:50+00:00,L7,332.82,320.15,324.97,330.13,355.02,362.24,352.74,352.67,349.36,349.36,,357.12,356.43,352.99,358.38,361.91,357.95,357.25,359.62,357.67,355.31,359.87,,,374.28,360.09,357.07,356.65,362.77
2005-02-10 21:43:14+00:00,L7,309.20,304.87,305.93,312.26,,334.25,331.38,331.00,328.24,328.19,329.58,333.54,333.30,329.08,329.03,329.50,324.95,,318.42,327.73,325.09,331.87,335.14,336.50,349.18,338.03,329.09,324.92,328.45
2005-03-30 21:43:20+00:00,L7,306.30,303.61,301.43,310.39,333.13,338.01,330.18,328.88,326.98,323.21,,,337.84,330.42,326.93,324.80,323.46,320.94,327.73,331.86,327.85,335.08,343.23,,,351.08,338.25,338.71,346.39
2005-04-07 21:40:45+00:00,L5,330.16,310.11,308.07,313.55,346.09,350.87,336.96,336.07,340.36,339.80,356.43,352.11,355.50,351.78,338.72,343.18,326.95,327.11,333.81,334.39,346.22,354.74,366.41,371.19,381.22,364.32,357.42,349.80,363.43
2005-05-09 21:40:56+00:00,L5,316.82,306.13,298.35,307.73,327.72,333.74,315.20,321.70,321.86,332.23,337.04,341.39,337.22,334.56,328.53,326.88,318.66,319.10,324.85,328.70,324.45,332.74,338.61,348.72,360.02,350.24,344.63,342.38,348.48
2005-06-02 21:43:12+00:00,L7,328.20,313.26,313.46,322.93,356.65,352.21,345.18,344.15,343.53,346.82,353.46,,,345.59,347.29,351.87,335.36,338.35,,357.50,362.51,362.65,366.21,366.11,,365.26,362.13,376.99,387.62
2005-06-10 21:41:12+00:00,L5,322.06,297.62,297.82,302.18,329.91,331.36,316.07,326.78,332.14,334.75,341.55,341.92,339.42,336.35,325.77,330.14,321.41,321.54,323.65,325.90,333.82,344.02,342.97,351.69,362.62,355.99,355.16,349.74,359.90
2005-06-26 21:41:16+00:00,L5,308.50,295.99,304.04,314.24,329.49,327.33,304.49,319.56,312.11,314.44,316.53,320.86,318.94,324.49,323.57,320.77,319.75,319.08,311.55,312.66,310.61,324.62,321.69,336.40,346.78,346.85,340.46,336.06,340.13
2005-07-12 21:41:23+00:00,L5,302.76,288.38,294.04,300.11,315.91,329.56,311.92,325.00,327.49,323.41,331.54,331.93,321.34,319.39,318.67,316.43,313.98,311.16,318.06,332.38,330.61,337.80,340.93,348.37,354.94,339.93,331.52,332.62,335.70
2005-07-28 21:41:34+00:00,L5,310.72,294.82,297.05,306.68,326.84,345.58,335.33,338.62,339.95,338.71,356.81,333.72,326.87,319.96,320.88,326.63,315.74,320.94,340.55,347.39,349.27,352.87,353.53,362.36,347.36,341.90,339.31,343.27,352.08
2005-08-29 21:41:46+00:00,L5,323.26,302.62,298.31,325.55,359.96,364.12,345.84,353.19,352.62,346.50,343.31,333.64,330.45,318.62,321.34,337.97,333.14,339.81,351.93,355.89,356.72,361.92,349.61,353.31,357.34,342.95,342.54,350.28,369.15
2005-09-06 21:42:48+00:00,L7,312.14,304.27,305.93,313.16,338.31,345.68,,332.25,334.89,332.88,343.73,336.79,333.38,323.61,323.23,332.15,323.37,327.03,332.80,,337.10,348.15,351.06,354.19,357.80,341.51,342.23,347.71,362.15
2005-09-14 21:41:48+00:00,L5,321.89,304.24,302.63,317.51,348.49,351.67,345.70,346.49,348.22,348.62,355.77,342.36,336.85,332.46,330.54,344.04,329.95,340.40,341.61,343.95,349.20,362.34,367.18,363.07,366.31,357.78,351.96,355.37,362.58
2005-10-24 21:42:55+00:00,L7,322.04,306.53,307.23,316.92,346.47,349.29,,335.34,336.19,328.97,342.67,340.28,340.39,331.88,331.55,333.31,338.99,339.64,333.04,,355.64,359.81,351.60,357.96,367.28,352.26,347.65,354.81,360.77
2005-11-09 21:43:06+00:00,L7,319.45,306.17,303.42,314.44,338.16,350.27,,,337.08,329.64,341.12,341.16,339.16,332.85,340.88,338.55,339.92,341.69,340.13,,,360.91,362.56,359.72,367.25,357.47,353.60,354.71,363.76
2006-01-20 21:43:37+00:00,L5,307.91,298.02,297.04,300.27,328.54,328.57,329.80,329.91,330.33,331.96,337.21,336.43,325.19,322.16,322.68,320.88,312.71,319.30,325.77,333.36,341.43,347.61,352.33,353.17,363.96,349.38,341.71,340.59,351.38
2006-04-02 21:43:44+00:00,L7,305.41,296.71,296.00,306.18,323.67,337.47,326.71,327.02,327.88,326.76,334.47,,,322.33,323.57,322.54,317.43,319.57,325.89,331.42,335.50,338.04,344.80,351.68,,335.89,333.74,337.08,343.16
2006-04-10 21:45:17+00:00,L5,323.94,308.40,305.35,319.19,344.16,350.40,338.56,340.19,338.91,341.10,347.58,342.28,331.11,331.72,327.66,337.46,327.87,328.35,336.91,342.37,348.56,352.26,358.27,367.29,376.77,364.11,351.07,354.35,364.19
2006-04-18 21:43:39+00:00,L7,314.69,,293.64,309.23,321.72,334.34,320.21,324.78,323.80,330.12,333.97,335.19,324.43,321.03,,,320.08,318.24,326.44,331.67,336.46,343.53,352.55,355.30,360.87,353.64,347.40,,358.21
2006-05-12 21:45:46+00:00,L5,313.52,298.41,297.65,308.74,333.45,341.28,325.49,331.73,328.98,326.54,333.26,334.16,334.55,328.40,323.47,333.06,319.54,320.85,335.71,348.29,354.51,351.68,350.78,356.27,372.22,359.42,349.80,352.18,354.75
2006-05-20 21:43:44+00:00,L7,316.60,297.33,298.09,,,336.03,327.37,334.07,331.96,325.83,338.94,331.02,335.63,322.40,320.20,327.82,,,328.90,339.84,351.39,354.72,343.32,349.47,358.73,352.52,341.06,348.24,356.97
2006-06-05 21:43:42+00:00,L7,314.23,294.23,297.74,312.13,337.28,343.81,329.74,,,325.16,337.88,331.79,331.26,322.85,318.33,326.55,328.70,328.18,,339.40,347.94,,357.51,362.88,369.55,356.62,348.72,348.72,359.05
2006-06-13 21:46:13+00:00,L5,309.92,289.34,292.16,295.43,317.91,329.50,314.53,323.77,324.40,324.73,331.42,329.16,330.92,325.44,310.85,317.55,315.95,320.22,321.68,322.90,332.29,349.98,351.42,355.86,362.85,353.28,346.11,333.94,340.49
2006-06-29 21:46:28+00:00,L5,,,,,,,,,,,,,,,,,,,323.87,326.88,330.02,334.67,330.37,344.81,351.26,347.73,339.02,337.24,348.44
2006-07-07 21:43:31+00:00,L7,322.15,303.84,309.38,321.21,352.78,,,342.39,339.28,341.03,348.52,343.64,342.12,335.61,344.96,337.66,332.85,329.74,346.12,,359.38,356.60,358.94,361.01,373.48,360.67,357.52,360.89,372.23
2006-07-23 21:43:23+00:00,L7,326.23,307.07,310.22,,352.30,351.28,336.72,343.33,341.06,336.03,355.25,348.41,346.41,336.29,330.29,337.81,,,,341.28,348.55,351.27,356.73,358.96,374.44,362.65,356.59,355.34,367.14
2006-09-01 21:47:19+00:00,L5,320.67,300.83,297.96,309.88,335.22,346.15,325.74,327.21,331.82,331.59,344.70,334.69,327.67,324.54,321.13,329.09,324.49,335.16,332.96,331.79,329.24,333.64,339.09,350.11,365.02,357.30,349.34,347.88,357.32
2006-09-17 21:47:31+00:00,L5,324.27,305.27,306.27,322.18,346.30,346.38,336.31,342.69,342.13,342.38,351.05,345.34,345.19,335.10,328.79,349.36,345.71,344.66,337.94,343.03,343.64,349.41,353.59,363.45,372.59,364.04,356.17,357.35,372.70
2006-10-27 21:43:21+00:00,L7,308.01,296.81,293.93,301.58,321.85,,331.25,330.43,329.61,328.95,339.49,333.63,331.07,328.26,326.54,330.61,331.92,326.23,,328.13,335.77,339.50,350.35,353.81,355.76,343.09,333.98,339.38,349.28
2006-11-28 21:43:44+00:00,L7,321.47,303.80,305.17,314.12,337.24,345.87,343.59,340.76,340.60,,,344.91,338.28,339.26,346.63,348.42,337.16,340.77,343.14,348.59,348.75,356.45,,,363.79,356.25,344.77,346.19,355.14
2006-12-06 21:48:41+00:00,L5,269.53,256.10,250.29,257.73,271.69,293.45,286.26,263.89,271.18,265.37,276.30,274.18,261.07,262.18,278.05,279.25,284.05,278.74,279.21,283.68,289.38,277.47,282.14,287.28,289.40,273.26,270.71,275.95,299.77
2006-12-14 21:43:50+00:00,L7,323.29,310.92,306.72,316.67,341.02,352.34,338.60,336.99,338.15,341.50,346.90,,,338.32,338.56,338.62,345.62,343.66,339.14,341.92,352.22,352.93,357.16,354.91,,,336.85,343.28,357.45
2007-01-23 21:48:36+00:00,L5,,,,309.47,336.47,336.84,333.21,325.26,319.32,317.42,325.73,324.01,318.56,320.35,337.30,331.30,335.49,331.46,334.20,338.94,332.28,331.14,343.57,339.19,347.87,335.89,341.69,343.42,344.36
2007-02-08 21:48:38+00:00,L5,301.25,288.57,287.26,299.94,323.67,328.57,325.60,322.76,322.88,314.44,322.71,319.52,316.22,311.06,311.97,314.29,316.14,314.13,319.64,322.68,323.53,329.07,321.28,334.23,342.86,324.71,321.72,318.29,327.32
2007-03-04 21:44:10+00:00,L7,324.01,314.29,311.06,,337.66,339.94,334.91,332.38,335.88,331.01,343.69,345.05,342.57,337.42,336.12,335.66,,,328.74,330.45,334.36,341.27,350.38,352.70,358.13,346.41,338.76,337.24,343.15
2007-06-08 21:43:56+00:00,L7,314.68,310.63,308.45,316.73,337.54,338.75,,323.37,324.99,323.24,331.50,339.72,341.34,337.80,347.24,348.05,346.37,339.00,340.39,,341.74,354.39,356.62,364.13,368.75,357.36,357.74,358.00,365.37
2007-06-24 21:43:55+00:00,L7,312.38,310.88,307.90,320.27,349.21,346.04,,,327.94,323.27,334.63,333.76,335.87,329.90,334.64,336.11,337.15,338.46,,338.95,,340.19,343.60,356.51,356.13,349.29,341.06,342.32,360.45
2007-07-26 21:43:49+00:00,L7,332.86,324.53,322.29,330.24,355.88,,340.11,338.84,337.53,337.30,352.74,347.08,357.99,354.08,347.04,351.62,350.33,344.90,,349.61,357.41,352.22,357.96,361.53,377.91,362.40,356.54,357.95,364.71
2007-09-12 21:43:29+00:00,L7,,306.04,311.86,316.36,342.30,347.78,341.69,336.76,333.69,336.68,343.73,343.50,348.71,342.12,350.23,336.00,330.99,333.26,338.91,336.38,341.20,345.92,353.48,357.41,363.12,348.18,337.29,338.96,354.20
2007-10-30 21:43:38+00:00,L7,311.65,302.08,305.30,308.43,327.29,,329.31,324.91,329.47,322.47,329.67,332.85,334.66,331.79,329.81,328.13,325.79,325.55,,330.92,337.17,337.16,344.20,344.71,357.13,337.34,331.67,331.43,337.04
2008-01-02 21:44:01+00:00,L7,332.86,325.52,330.40,337.82,,353.50,353.64,356.29,349.35,348.43,359.14,359.14,361.69,354.97,353.65,351.75,339.28,,348.91,353.52,358.31,357.20,357.72,373.90,385.79,371.44,363.35,357.16,368.71
2008-02-03 21:43:59+00:00,L7,325.66,314.15,314.63,,344.45,349.79,340.14,339.95,342.11,331.05,353.08,347.02,350.46,354.36,350.34,347.07,,332.53,338.02,340.66,345.78,346.87,339.57,356.60,369.70,356.19,348.57,349.72,
2008-02-19 21:43:55+00:00,L7,321.10,306.53,311.73,327.34,347.39,347.90,337.84,,,325.91,340.76,330.12,340.09,342.43,338.46,338.93,335.74,339.68,333.77,336.92,,339.98,342.68,353.18,356.81,351.40,346.62,341.73,361.64
2008-06-10 21:43:27+00:00,L7,312.37,295.86,298.67,308.84,334.32,,,335.27,328.74,328.71,336.25,335.70,334.68,331.58,324.98,329.21,330.48,324.00,,330.64,334.91,345.66,340.02,352.16,361.50,348.89,330.75,342.70,361.19
2008-07-12 21:43:06+00:00,L7,332.06,315.78,324.45,325.74,359.06,352.97,346.84,345.51,348.95,344.73,353.04,347.10,351.99,352.99,351.55,356.47,354.90,358.63,,345.20,349.74,352.21,356.16,357.53,365.38,358.47,344.62,362.22,375.77
2008-09-14 21:42:35+00:00,L7,323.00,316.43,325.53,329.09,348.97,350.08,347.89,351.70,343.96,342.56,351.17,,354.50,351.74,345.85,354.12,353.12,352.81,348.33,348.23,352.90,357.65,360.24,365.49,,355.80,333.08,337.91,352.30
2008-09-30 21:42:25+00:00,L7,311.81,308.46,309.08,319.14,340.71,341.97,336.48,335.64,337.88,332.93,337.29,333.75,,,330.89,329.14,330.91,329.26,329.60,329.44,332.05,336.16,330.36,344.68,355.36,,335.65,335.09,343.81
